Kernel name,Computation duration (us),Global size,Local size,WORK_GROUP_SIZE_X,WORK_GROUP_SIZE_Y,WORK_GROUP_SIZE_Z,Z_ITERATIONS,INNER_UNROLL_FACTOR,USE_SOA,USE_CONSTANT_MEMORY,VECTOR_SIZE,dram_utilization,dram_read_transactions,dram_write_transactions,l2_utilization,l2_read_transactions,l2_write_transactions,tex_utilization,tex_cache_transactions,local_memory_overhead,shared_utilization,shared_efficiency,shared_load_transactions,shared_store_transactions,local_load_transactions,local_store_transactions,achieved_occupancy,sm_efficiency,inst_fp_16,inst_fp_32,inst_fp_64,inst_integer,inst_control,inst_compute_ld_st,inst_misc,inst_bit_convert,inst_executed,half_precision_fu_utilization,single_precision_fu_utilization,flop_sp_efficiency,double_precision_fu_utilization,flop_dp_efficiency,special_fu_utilization,cf_fu_utilization,ldst_fu_utilization,tex_fu_utilization,issue_slot_utilization,warp_execution_efficiency,warp_nonpred_execution_efficiency,Maximum work-group size,Local memory size,Private memory size,Constant memory size,Registers count
directCoulombSum,28721,1048576,128,16,8,1,16,2,1,0,1,8,37390846,130567923,2,146800736,138412041,2,171966464,95.5882,0,0,0,0,272629760,136314880,0.970164,99.8445,0,4647288832,0,2617245696,538968064,1396703232,295698432,3145728,299106304,0,1,2.90054,0,0,1,1,1,2,7.42297,100,99.2441,1024,0,64,0,21
directCoulombSum,28310,1048576,128,16,8,1,16,4,0,0,1,8,36467426,129788098,2,140510624,138412041,2,171966464,97.7444,0,0,0,0,272629760,136314880,0.984517,99.845,0,4647288832,0,1342177280,270532608,658505728,161480704,3145728,223608832,0,1,2.93935,0,0,1,1,1,2,6.21403,100,98.9889,1024,0,64,0,22
directCoulombSum,28172,1048576,128,16,8,1,16,4,1,0,1,8,35979246,129626279,2,146801352,138412041,2,171966464,95.5882,0,0,0,0,272629760,136314880,0.982175,99.809,0,4647288832,0,1811939328,270532608,859832320,295698432,3145728,248774656,0,1,2.95085,0,0,1,1,1,2,6.7706,100,99.0911,1024,0,64,0,23
directCoulombSum,25157,1048576,128,16,8,1,16,8,0,0,1,8,26679274,117995208,2,140509944,138412041,2,171966464,97.7444,0,0,0,0,272629760,136314880,0.968724,100.055,0,4647288832,0,939524096,136314880,658505728,161480704,3145728,206831616,0,1,3.33056,0,0,1,1,1,3,6.13108,100,98.9068,1024,0,64,0,31
directCoulombSum,24331,1048576,128,16,8,1,16,8,1,0,1,8,23964934,115287690,2,146802424,138412041,2,171966464,95.5882,0,0,0,0,272629760,136314880,0.949926,100.304,0,4647288832,0,1409286144,136314880,859832320,295698432,3145728,231997440,0,1,3.43291,0,0,1,1,1,3,7.2253,100,99.0254,1024,0,64,0,32
directCoulombSum,1674,524288,128,16,8,1,32,0,0,0,1,4,2097190,2068507,1,3145776,2097161,3,18874368,0,0,0,0,0,0,0,0.603774,99.8517,0,4445962240,0,408944640,33554432,67108864,38797312,1572864,156188672,0,7,47.6123,0,0,8,1,1,1,67.2919,100,99.958,1024,0,0,0,48
directCoulombSum,2093,524288,128,16,8,1,32,0,1,0,1,3,2097190,2068507,1,6291504,2097161,2,18874368,0,0,0,0,0,0,0,0.599593,99.6691,0,4445962240,0,643825664,33554432,167772160,72351744,1572864,167723008,0,6,38.1052,0,0,6,1,1,2,58.9451,100,99.9609,1024,0,0,0,48
directCoulombSum,38450,524288,128,16,8,1,32,1,0,0,1,7,96653933,111503002,2,139461664,138412041,1,155189248,98.1132,0,0,0,0,272629760,136314880,0.823712,100.793,0,4479516672,0,3581935616,1074790400,2235564032,89128960,1572864,359333888,0,1,2.06299,0,0,1,1,1,2,5.94299,100,99.6854,1024,0,128,0,15
directCoulombSum,39647,524288,128,16,8,1,32,1,1,0,1,7,95040353,110255091,2,142606736,138412041,1,155189248,97.0149,0,0,0,0,272629760,136314880,0.818202,101.092,0,4479516672,0,3816816640,1074790400,2336227328,156237824,1572864,371916800,0,1,2.08936,0,0,1,1,1,2,6.18481,100,99.696,1024,0,128,0,19
directCoulombSum,44004,524288,128,16,8,1,32,2,0,0,1,8,135021882,136670826,2,139460856,138412041,1,155189248,98.1132,0,0,0,0,272629760,136314880,0.969605,99.4954,0,4479516672,0,1971322880,537919488,1161822208,89128960,1572864,258670592,0,1,1.79147,0,0,1,1,1,2,4.20852,100,99.563,1024,0,128,0,20
directCoulombSum,43815,524288,128,16,8,1,32,2,1,0,1,8,135218772,136699736,2,142607056,138412041,1,155189248,97.0149,0,0,0,0,272629760,136314880,0.969106,99.2203,0,4479516672,0,2206203904,537919488,1262485504,156237824,1572864,271253504,0,1,1.79035,0,0,1,1,1,2,4.37852,100,99.5832,1024,0,128,0,21
directCoulombSum,44028,524288,128,16,8,1,32,4,0,0,1,8,136028943,137508492,2,139461296,138412041,1,155189248,98.1132,0,0,0,0,272629760,136314880,0.987885,99.4217,0,4479516672,0,1166016512,269484032,624951296,89128960,1572864,208338944,0,1,1.78659,0,0,1,1,1,2,3.69103,100,99.4574,1024,0,128,0,22
directCoulombSum,44057,524288,128,16,8,1,32,4,1,0,1,8,135859413,137468664,2,142606392,138412169,1,155189248,97.0149,0,0,0,0,272629760,136314880,0.986914,99.4534,0,4479516672,0,1400897536,269484032,725614592,156237824,1572864,220921856,0,1,1.78816,0,0,1,1,1,2,3.86287,100,99.4883,1024,0,128,0,23
directCoulombSum,43887,524288,128,16,8,1,32,8,0,0,1,8,134433607,136955046,2,139461680,138412041,1,155189248,98.1132,0,0,0,0,272629760,136314880,0.98022,99.7022,0,4479516672,0,763363328,135266304,624951296,89128960,1572864,191561728,0,1,1.79545,0,0,1,1,1,2,3.18888,100,99.4099,1024,0,128,0,31
directCoulombSum,43853,524288,128,16,8,1,32,8,1,0,1,8,134214684,137125860,2,142606608,138412041,1,155189248,97.0149,0,0,0,0,272629760,136314880,0.976346,99.6951,0,4479516672,0,998244352,135266304,725614592,156237824,1572864,204144640,0,1,1.79727,0,0,1,1,1,2,3.53198,100,99.4462,1024,0,128,0,32
directCoulombSum,43382,524288,128,16,8,1,32,16,0,0,1,8,132398348,135902255,2,139461328,138412041,1,155189248,98.1132,0,0,0,0,272629760,136314880,0.981325,99.6683,0,4479516672,0,562036736,68157440,624951296,256901120,1572864,188416000,0,1,1.81399,0,0,1,1,1,2,3.40619,100,99.4,1024,0,128,0,32
directCoulombSum,43430,524288,128,16,8,1,32,16,1,0,1,8,132444015,135973960,2,142608208,138412041,1,155189248,97.0149,0,0,0,0,272629760,136314880,0.979691,99.4991,0,4479516672,0,796917760,68157440,725614592,324009984,1572864,200998912,0,1,1.81435,0,0,1,1,1,2,3.49867,100,99.4376,1024,0,128,0,32
directCoulombSum,10624,16777216,64,32,2,1,1,0,0,0,1,1,2097526,2064431,1,35651968,2097161,10,538968064,0,0,0,0,0,0,0,0.955935,99.9756,0,8606711808,0,889192448,117440512,1107296256,1040187392,50331648,372244480,0,3,18.3287,0,0,2,1,1,3,26.4112,100,99.1549,1024,0,0,0,32
directCoulombSum,42184,16777216,64,32,2,1,1,0,1,0,1,1,2097190,2064443,1,136314928,2097161,3,538968064,0,0,0,0,0,0,0,0.924089,100.004,0,8606711808,0,3724541952,285212672,4328521728,1610612736,50331648,584056832,0,1,4.58592,0,0,1,1,1,3,9.20538,100,99.5512,1024,0,0,0,32
directCoulombSum,5349,8388608,64,32,2,1,2,0,0,0,1,1,2097190,2064423,1,18874432,2097161,10,270532608,0,0,0,0,0,0,0,0.952799,99.9325,0,6459228160,0,872415232,142606336,570425344,285212672,25165824,262406144,0,4,25.3207,0,0,3,1,1,3,35.9656,100,99.5005,1024,0,0,0,29
directCoulombSum,21247,8388608,64,32,2,1,2,0,1,0,1,1,2097190,2064431,1,69206064,2097161,3,270532608,0,0,0,0,0,0,0,0.961821,100.004,0,6459228160,0,1962934272,142606336,2181038080,1073741824,25165824,371458048,0,1,6.31238,0,0,1,1,1,3,11.0605,100,99.6471,1024,0,0,0,32
directCoulombSum,10856,8388608,64,32,2,1,2,1,0,0,1,1,2097206,2073779,5,155189576,138412041,7,406847488,92.8571,0,0,0,0,272629760,136314880,0.981092,99.8901,0,6996099072,0,6224347136,1090519040,2743074816,1182793728,25165824,588775424,0,4,13.2478,0,0,2,1,1,6,40.311,100,96.9279,1024,0,8,0,16
directCoulombSum,24352,8388608,64,32,2,1,2,1,1,0,1,1,2097494,2073759,3,205521304,138412041,3,406847488,79.2683,0,0,0,0,272629760,136314880,0.991746,99.8688,0,6996099072,0,9982443520,1090519040,4353687552,2256535552,25165824,790102016,0,2,5.84468,0,0,1,1,1,4,22.7085,100,97.7107,1024,0,8,0,19
directCoulombSum,2697,4194304,64,32,2,1,4,0,0,0,1,2,2097646,2064419,1,10486264,2097161,10,136314880,0,0,0,0,0,0,0,0.981338,99.6428,0,5385486336,0,541065216,71303168,301989888,163577856,12582912,203030528,0,6,39.2457,0,0,5,1,1,3,55.0461,100,99.6772,1024,0,0,0,32
directCoulombSum,10714,4194304,64,32,2,1,4,0,1,0,1,1,2097422,2064435,1,35652112,2097289,3,136314880,0,0,0,0,0,0,0,0.977022,99.9776,0,5385486336,0,1073741824,71303168,1107296256,696254464,12582912,261488640,0,2,9.75773,0,0,2,1,1,3,15.7057,100,99.7494,1024,0,0,0,32
directCoulombSum,8980,4194304,64,32,2,1,4,1,0,0,1,1,2097214,4345098,6,146800712,138412041,6,272629760,95.5882,0,0,0,0,272629760,136314880,0.989937,99.9988,0,5653921792,0,4815060992,1082130432,2470445056,595591168,12582912,466223104,0,4,12.2264,0,0,2,1,1,7,36.5232,100,98.0602,1024,0,16,0,15
directCoulombSum,14017,4194304,64,32,2,1,4,1,1,0,1,1,2097190,4838028,4,171966760,138412041,4,272629760,87.8378,0,0,0,0,272629760,136314880,0.987492,100.118,0,5653921792,0,6694109184,1082130432,3275751424,1132462080,12582912,566886400,0,3,7.79297,0,0,1,1,1,6,27.537,100,98.4046,1024,0,16,0,19
directCoulombSum,8240,4194304,64,32,2,1,4,2,0,0,1,1,2097190,4047025,6,146800688,138412041,6,272629760,95.5882,0,0,0,0,272629760,136314880,0.990877,99.8814,0,5653921792,0,3204448256,545259520,1396703232,595591168,12582912,365559808,0,3,13.3415,0,0,2,1,1,7,34.3858,100,97.526,1024,0,16,0,20
directCoulombSum,13918,4194304,64,32,2,1,4,2,1,0,1,1,2097830,4206176,4,171967496,138412169,4,272629760,87.8378,0,0,0,0,272629760,136314880,0.993372,99.792,0,5653921792,0,5083496448,545259520,2202009600,1132462080,12582912,466223104,0,3,7.85111,0,0,1,1,1,6,24.5845,100,98.0602,1024,0,16,0,21
directCoulombSum,1508,2097152,64,32,2,1,8,0,0,0,1,4,2097318,2064435,1,6291872,2097161,9,69206016,0,0,0,0,0,0,0,0.978016,99.7545,0,4848615424,0,362807296,35651584,167772160,174063616,6291456,175177728,0,8,61.0545,0,0,9,1,1,3,84.3785,100,99.8129,1024,0,0,0,32
directCoulombSum,5400,2097152,64,32,2,1,8,0,1,0,1,1,2097190,2064451,1,18874416,2097161,3,69206016,0,0,0,0,0,0,0,0.989804,99.4969,0,4848615424,0,629145600,35651584,570425344,306184192,6291456,200212480,0,3,16.7381,0,0,3,1,1,3,25.2676,100,99.8363,1024,0,0,0,32
directCoulombSum,9390,2097152,64,32,2,1,8,1,0,0,1,6,2180158,39646383,6,142606384,138412041,4,205520896,97.0149,0,0,0,0,272629760,136314880,0.980609,100.011,0,4982833152,0,4110417920,1077936128,2336227328,306184192,6291456,405143552,0,3,9.91296,0,0,2,1,1,6,29.1566,100,98.8839,1024,0,32,0,15
directCoulombSum,10117,2097152,64,32,2,1,8,1,1,0,1,6,2183958,42970705,5,155189392,138412041,4,205520896,92.8571,0,0,0,0,272629760,136314880,0.983697,99.7453,0,4982833152,0,5049942016,1077936128,2738880512,574619648,6291456,455475200,0,3,9.15994,0,0,2,1,1,7,30.0044,100,99.0072,1024,0,32,0,19
directCoulombSum,8630,2097152,64,32,2,1,8,2,0,0,1,7,2180826,41760761,6,142606400,138412041,5,205520896,97.0149,0,0,0,0,272629760,136314880,0.975563,99.8966,0,4982833152,0,2499805184,541065216,1262485504,306184192,6291456,304480256,0,3,10.7532,0,0,2,1,1,7,26.4051,100,98.5149,1024,0,32,0,20
directCoulombSum,9525,2097152,64,32,2,1,8,2,1,0,1,7,2190382,45714973,6,155189296,138412041,4,205520896,92.8571,0,0,0,0,272629760,136314880,0.981099,99.8788,0,4982833152,0,3439329280,541065216,1665138688,574619648,6291456,354811904,0,3,9.72936,0,0,2,1,1,7,27.0679,100,98.7255,1024,0,32,0,21
directCoulombSum,8327,2097152,64,32,2,1,8,4,0,0,1,7,2166830,38980311,6,142607192,138412089,5,205520896,97.0149,0,0,0,0,272629760,136314880,0.983486,99.8964,0,4982833152,0,1694498816,272629760,725614592,306184192,6291456,254148608,0,2,11.1132,0,0,2,1,1,7,24.5714,100,98.2207,1024,0,32,0,22
directCoulombSum,9368,2097152,64,32,2,1,8,4,1,0,1,6,2168114,41711231,6,155189296,138412041,4,205520896,92.8571,0,0,0,0,272629760,136314880,0.982196,99.7271,0,4982833152,0,2634022912,272629760,1128267776,574619648,6291456,304480256,0,3,9.87279,0,0,2,1,1,7,25.0903,100,98.5149,1024,0,32,0,23
directCoulombSum,1526,1048576,64,32,2,1,16,0,0,0,1,4,2097190,2064423,1,4194528,2097161,5,35651584,0,0,0,0,0,0,0,0.975059,99.7364,0,4580179968,0,515899392,67108864,100663296,46137344,3145728,166166528,0,8,55.0352,0,0,9,1,1,2,77.7137,100,99.9211,1024,0,0,0,32
directCoulombSum,2767,1048576,64,32,2,1,16,0,1,0,1,2,2097670,2064663,1,10486528,2097161,3,35651584,0,0,0,0,0,0,0,0.741134,98.5925,0,4580179968,0,918552576,67108864,301989888,790626304,3145728,208306176,0,6,29.5738,0,0,5,1,1,3,57.9644,100,99.9371,1024,0,0,0,40
directCoulombSum,28221,1048576,64,32,2,1,16,1,0,0,1,7,30292712,124656245,2,140511000,138412041,2,171966464,97.7444,0,0,0,0,272629760,136314880,0.94592,100.279,0,4647288832,0,3758096384,1075838976,2269118464,161480704,3145728,374603776,0,1,2.96665,0,0,1,1,1,2,8.63126,100,99.3964,1024,0,64,0,15
directCoulombSum,28144,1048576,64,32,2,1,16,1,1,0,1,7,30397091,124766755,2,146801440,138412041,2,171966464,95.5882,0,0,0,0,272629760,136314880,0.94602,99.9765,0,4647288832,0,4227858432,1075838976,2470445056,295698432,3145728,399769600,0,1,2.9606,0,0,1,1,1,2,9.1581,100,99.4344,1024,0,64,0,19
directCoulombSum,28193,1048576,64,32,2,1,16,2,0,0,1,8,35897306,129988480,2,140509528,138412041,2,171966464,97.7444,0,0,0,0,272629760,136314880,0.97204,99.6335,0,4647288832,0,2147483648,538968064,1195376640,161480704,3145728,273940480,0,1,2.96052,0,0,1,1,1,2,7.07123,100,99.1746,1024,0,64,0,20
directCoulombSum,28039,1048576,64,32,2,1,16,2,1,0,1,8,35686822,129926495,2,146801544,138412041,2,171966464,95.5882,0,0,0,0,272629760,136314880,0.970884,99.9692,0,4647288832,0,2617245696,538968064,1396703232,295698432,3145728,299106304,0,1,2.96794,0,0,1,1,1,2,7.58594,100,99.2441,1024,0,64,0,21
directCoulombSum,27488,1048576,64,32,2,1,16,4,0,0,1,8,34238834,128503095,2,140509344,138412041,2,171966464,97.7444,0,0,0,0,272629760,136314880,0.984392,100.014,0,4647288832,0,1342177280,270532608,658505728,161480704,3145728,223608832,0,1,3.0246,0,0,1,1,1,2,6.38339,100,98.9889,1024,0,64,0,22
directCoulombSum,27347,1048576,64,32,2,1,16,4,1,0,1,8,33428362,128339852,2,146800688,138412041,2,171966464,95.5882,0,0,0,0,272629760,136314880,0.982238,99.9639,0,4647288832,0,1811939328,270532608,859832320,295698432,3145728,248774656,0,1,3.04185,0,0,1,1,1,3,6.96853,100,99.0911,1024,0,64,0,23
directCoulombSum,24395,1048576,64,32,2,1,16,8,0,0,1,8,25225690,116840419,2,140509448,138412041,2,171966464,97.7444,0,0,0,0,272629760,136314880,0.966102,98.9603,0,4647288832,0,939524096,136314880,658505728,161480704,3145728,206831616,0,1,3.41311,0,0,1,1,1,3,6.35245,100,98.9068,1024,0,64,0,31
directCoulombSum,23331,1048576,64,32,2,1,16,8,1,0,1,8,21307206,112586174,3,146800688,138412041,2,171966464,95.5882,0,0,0,0,272629760,136314880,0.944808,100.897,0,4647288832,0,1409286144,136314880,859832320,295698432,3145728,231997440,0,1,3.58805,0,0,1,1,1,3,7.50732,100,99.0254,1024,0,64,0,32
directCoulombSum,1537,524288,64,32,2,1,32,0,0,0,1,4,2097190,2064419,1,3145776,2097161,3,18874368,0,0,0,0,0,0,0,0.607423,99.738,0,4445962240,0,408944640,33554432,67108864,38797312,1572864,156188672,0,8,52.0614,0,0,8,1,1,1,73.6632,100,99.958,1024,0,0,0,48
directCoulombSum,1894,524288,64,32,2,1,32,0,1,0,1,3,2097422,2064907,1,6291752,2097161,2,18874368,0,0,0,0,0,0,0,0.604279,100.092,0,4445962240,0,643825664,33554432,167772160,72351744,1572864,167723008,0,7,42.1293,0,0,7,1,1,2,64.8953,100,99.9609,1024,0,0,0,48
directCoulombSum,34352,524288,64,32,2,1,32,1,0,0,1,8,93529437,110056550,2,139460656,138412041,1,155189248,98.1132,0,0,0,0,272629760,136314880,0.778958,94.0236,0,4479516672,0,3581935616,1074790400,2235564032,89128960,1572864,359333888,0,1,2.11427,0,0,1,1,1,2,6.52914,100,99.6854,1024,0,128,0,15
directCoulombSum,36153,524288,64,32,2,1,32,1,1,0,1,7,82363145,105083659,2,142606440,138412041,1,155189248,97.0149,0,0,0,0,272629760,136314880,0.77247,98.7494,0,4479516672,0,3816816640,1074790400,2336227328,156237824,1572864,371916800,0,1,2.25969,0,0,1,1,1,2,6.84761,100,99.696,1024,0,128,0,19
directCoulombSum,42990,524288,64,32,2,1,32,2,0,0,1,8,131820940,134366216,2,139461384,138412169,1,155189248,98.1132,0,0,0,0,272629760,136314880,0.951783,99.1259,0,4479516672,0,1971322880,537919488,1161822208,89128960,1572864,258670592,0,1,1.82757,0,0,1,1,1,2,4.30928,100,99.563,1024,0,128,0,20
directCoulombSum,42856,524288,64,32,2,1,32,2,1,0,1,8,127987552,131933378,2,142607144,138412089,1,155189248,97.0149,0,0,0,0,272629760,136314880,0.948119,101.421,0,4479516672,0,2206203904,537919488,1262485504,156237824,1572864,271253504,0,1,1.87209,0,0,1,1,1,2,4.47902,100,99.5832,1024,0,128,0,21
directCoulombSum,43974,524288,64,32,2,1,32,4,0,0,1,8,135959321,137446022,2,139460808,138412169,1,155189248,98.1132,0,0,0,0,272629760,136314880,0.987731,99.4779,0,4479516672,0,1166016512,269484032,624951296,89128960,1572864,208338944,0,1,1.79014,0,0,1,1,1,2,3.69625,100,99.4574,1024,0,128,0,22
directCoulombSum,44017,524288,64,32,2,1,32,4,1,0,1,8,135879560,137419858,2,142606384,138412041,1,155189248,97.0149,0,0,0,0,272629760,136314880,0.986778,99.3602,0,4479516672,0,1400897536,269484032,725614592,156237824,1572864,220921856,0,1,1.78946,0,0,1,1,1,2,3.86926,100,99.4883,1024,0,128,0,23
directCoulombSum,43719,524288,64,32,2,1,32,8,0,0,1,8,133726293,136782668,2,139461408,138412041,1,155189248,98.1132,0,0,0,0,272629760,136314880,0.978913,99.6531,0,4479516672,0,763363328,135266304,624951296,89128960,1572864,191561728,0,1,1.80261,0,0,1,1,1,2,3.20315,100,99.4099,1024,0,128,0,31
directCoulombSum,43614,524288,64,32,2,1,32,8,1,0,1,8,133565646,136782640,2,142607376,138412041,1,155189248,97.0149,0,0,0,0,272629760,136314880,0.974019,99.6737,0,4479516672,0,998244352,135266304,725614592,156237824,1572864,204144640,0,1,1.8045,0,0,1,1,1,2,3.54693,100,99.4462,1024,0,128,0,32
directCoulombSum,43004,524288,64,32,2,1,32,16,0,0,1,8,131197925,135220474,2,139462056,138412041,1,155189248,98.1132,0,0,0,0,272629760,136314880,0.977355,99.618,0,4479516672,0,562036736,68157440,624951296,256901120,1572864,188416000,0,1,1.82907,0,0,1,1,1,2,3.43622,100,99.4,1024,0,128,0,32
directCoulombSum,42944,524288,64,32,2,1,32,16,1,0,1,8,131253361,135040463,2,142606776,138412041,1,155189248,97.0149,0,0,0,0,272629760,136314880,0.972327,99.4614,0,4479516672,0,796917760,68157440,725614592,324009984,1572864,200998912,0,1,1.82844,0,0,1,1,1,2,3.52715,100,99.4376,1024,0,128,0,32
directCoulombSum,10601,16777216,128,32,4,1,1,0,0,0,1,1,2097254,2064559,1,35652080,2097161,10,538968064,0,0,0,0,0,0,0,0.954952,100.107,0,8606711808,0,889192448,117440512,1107296256,1040187392,50331648,372244480,0,3,18.3828,0,0,2,1,1,3,26.4544,100,99.1549,1024,0,0,0,32
directCoulombSum,42200,16777216,128,32,4,1,1,0,1,0,1,1,2099022,2064695,1,136316744,2097161,3,538968064,0,0,0,0,0,0,0,0.913782,99.9997,0,8606711808,0,3724541952,285212672,4328521728,1610612736,50331648,584056832,0,1,4.58444,0,0,1,1,1,3,9.20281,100,99.5512,1024,0,0,0,32
directCoulombSum,5338,8388608,128,32,4,1,2,0,0,0,1,1,2097190,2064427,1,18874472,2097161,10,270532608,0,0,0,0,0,0,0,0.954053,99.7455,0,6459228160,0,872415232,142606336,570425344,285212672,25165824,262406144,0,4,25.3389,0,0,3,1,1,3,36.0592,100,99.5005,1024,0,0,0,29
directCoulombSum,21242,8388608,128,32,4,1,2,0,1,0,1,1,2098566,2064435,1,69207632,2097161,3,270532608,0,0,0,0,0,0,0,0.968155,99.9378,0,6459228160,0,1962934272,142606336,2181038080,1073741824,25165824,371458048,0,1,6.31184,0,0,1,1,1,3,11.067,100,99.6471,1024,0,0,0,32
directCoulombSum,10785,8388608,128,32,4,1,2,1,0,0,1,1,2097518,2073739,5,155190232,138412041,7,406847488,92.8571,0,0,0,0,272629760,136314880,0.97984,100.003,0,6996099072,0,6224347136,1090519040,2743074816,1182793728,25165824,588775424,0,4,13.3247,0,0,2,1,1,6,40.4996,100,96.9279,1024,0,8,0,16
directCoulombSum,24354,8388608,128,32,4,1,2,1,1,0,1,1,2097502,2073782,3,205521944,138412041,3,406847488,79.2683,0,0,0,0,272629760,136314880,0.99136,100.032,0,6996099072,0,9982443520,1090519040,4353687552,2256535552,25165824,790102016,0,2,5.84759,0,0,1,1,1,4,22.6827,100,97.7107,1024,0,8,0,19
directCoulombSum,2697,4194304,128,32,4,1,4,0,0,0,1,2,2097198,2064435,1,10485816,2097161,10,136314880,0,0,0,0,0,0,0,0.979685,99.7692,0,5385486336,0,541065216,71303168,301989888,163577856,12582912,203030528,0,6,39.3661,0,0,5,1,1,3,55.1452,100,99.6772,1024,0,0,0,32
directCoulombSum,10693,4194304,128,32,4,1,4,0,1,0,1,1,2097726,2064435,1,35652216,2097161,3,136314880,0,0,0,0,0,0,0,0.977579,99.8958,0,5385486336,0,1073741824,71303168,1107296256,696254464,12582912,261488640,0,2,9.75011,0,0,2,1,1,3,15.7063,100,99.7494,1024,0,0,0,32
directCoulombSum,8881,4194304,128,32,4,1,4,1,0,0,1,1,2097190,4337151,6,146800688,138412169,6,272629760,95.5882,0,0,0,0,272629760,136314880,0.988502,100.115,0,5653921792,0,4815060992,1082130432,2470445056,595591168,12582912,466223104,0,4,12.3646,0,0,2,1,1,7,36.8934,100,98.0602,1024,0,16,0,15
directCoulombSum,14020,4194304,128,32,4,1,4,1,1,0,1,1,2097438,4832699,4,171966760,138412041,4,272629760,87.8378,0,0,0,0,272629760,136314880,0.986459,99.9277,0,5653921792,0,6694109184,1082130432,3275751424,1132462080,12582912,566886400,0,3,7.78685,0,0,1,1,1,6,27.5678,100,98.4046,1024,0,16,0,19
directCoulombSum,8229,4194304,128,32,4,1,4,2,0,0,1,1,2097190,4028729,6,146800736,138412041,6,272629760,95.5882,0,0,0,0,272629760,136314880,0.988481,99.8404,0,5653921792,0,3204448256,545259520,1396703232,595591168,12582912,365559808,0,3,13.3505,0,0,2,1,1,7,34.4231,100,97.526,1024,0,16,0,20
directCoulombSum,13912,4194304,128,32,4,1,4,2,1,0,1,1,2097190,4209099,4,171966664,138412041,4,272629760,87.8378,0,0,0,0,272629760,136314880,0.992664,99.8495,0,5653921792,0,5083496448,545259520,2202009600,1132462080,12582912,466223104,0,3,7.8608,0,0,1,1,1,6,24.6007,100,98.0602,1024,0,16,0,21
directCoulombSum,1506,2097152,128,32,4,1,8,0,0,0,1,4,2097190,2064419,1,6291552,2097161,9,69206016,0,0,0,0,0,0,0,0.972227,99.9916,0,4848615424,0,362807296,35651584,167772160,174063616,6291456,175177728,0,8,60.8305,0,0,9,1,1,3,83.8702,100,99.8129,1024,0,0,0,32
directCoulombSum,5370,2097152,128,32,4,1,8,0,1,0,1,1,2097190,2064435,1,18874416,2097161,3,69206016,0,0,0,0,0,0,0,0.987439,100.566,0,4848615424,0,629145600,35651584,570425344,306184192,6291456,200212480,0,3,16.8335,0,0,3,1,1,3,25.1418,100,99.8363,1024,0,0,0,32
directCoulombSum,9259,2097152,128,32,4,1,8,1,0,0,1,6,2174182,39102625,6,142606544,138412041,5,205520896,97.0149,0,0,0,0,272629760,136314880,0.974465,100.092,0,4982833152,0,4110417920,1077936128,2336227328,306184192,6291456,405143552,0,3,10.0367,0,0,2,1,1,6,29.4967,100,98.8839,1024,0,32,0,15
directCoulombSum,9999,2097152,128,32,4,1,8,1,1,0,1,6,2177502,42611414,5,155189896,138412041,4,205520896,92.8571,0,0,0,0,272629760,136314880,0.978817,99.9029,0,4982833152,0,5049942016,1077936128,2738880512,574619648,6291456,455475200,0,3,9.26514,0,0,2,1,1,7,30.3012,100,99.0072,1024,0,32,0,19
directCoulombSum,8597,2097152,128,32,4,1,8,2,0,0,1,7,2177786,41567499,6,142606400,138412041,5,205520896,97.0149,0,0,0,0,272629760,136314880,0.973876,99.5253,0,4982833152,0,2499805184,541065216,1262485504,306184192,6291456,304480256,0,3,10.7654,0,0,2,1,1,7,26.5338,100,98.5149,1024,0,32,0,20
directCoulombSum,9632,2097152,128,32,4,1,8,2,1,0,1,7,2187794,45872652,6,155189832,138412041,4,205520896,92.8571,0,0,0,0,272629760,136314880,0.979788,99.9521,0,4982833152,0,3439329280,541065216,1665138688,574619648,6291456,354811904,0,3,9.73238,0,0,2,1,1,7,27.0565,100,98.7255,1024,0,32,0,21
directCoulombSum,8315,2097152,128,32,4,1,8,4,0,0,1,7,2163254,38824919,6,142606984,138412041,5,205520896,97.0149,0,0,0,0,272629760,136314880,0.981245,99.8198,0,4982833152,0,1694498816,272629760,725614592,306184192,6291456,254148608,0,2,11.1484,0,0,2,1,1,7,24.6684,100,98.2207,1024,0,32,0,22
directCoulombSum,9366,2097152,128,32,4,1,8,4,1,0,1,6,2167750,41573107,6,155190112,138412041,4,205520896,92.8571,0,0,0,0,272629760,136314880,0.980485,99.6309,0,4982833152,0,2634022912,272629760,1128267776,574619648,6291456,304480256,0,3,9.87517,0,0,2,1,1,7,25.1206,100,98.5149,1024,0,32,0,23
directCoulombSum,1529,1048576,128,32,4,1,16,0,0,0,1,4,2097190,2064421,1,4194584,2097161,5,35651584,0,0,0,0,0,0,0,0.970309,99.8263,0,4580179968,0,515899392,67108864,100663296,46137344,3145728,166166528,0,8,55.0725,0,0,9,1,1,2,77.6969,100,99.9211,1024,0,0,0,32
directCoulombSum,2784,1048576,128,32,4,1,16,0,1,0,1,2,2097198,2064451,1,10485816,2097161,3,35651584,0,0,0,0,0,0,0,0.739998,100.278,0,4580179968,0,918552576,67108864,301989888,790626304,3145728,208306176,0,6,29.7428,0,0,5,1,1,3,57.3163,100,99.9371,1024,0,0,0,40
