Kernel name,Computation duration (us),Global size,Local size,WORK_GROUP_SIZE_X,WORK_GROUP_SIZE_Y,WORK_GROUP_SIZE_Z,Z_ITERATIONS,INNER_UNROLL_FACTOR,USE_SOA,USE_CONSTANT_MEMORY,VECTOR_SIZE,dram_utilization,dram_read_transactions,dram_write_transactions,l2_utilization,l2_read_transactions,l2_write_transactions,tex_utilization,tex_cache_transactions,local_memory_overhead,shared_utilization,shared_efficiency,shared_load_transactions,shared_store_transactions,local_load_transactions,local_store_transactions,achieved_occupancy,sm_efficiency,inst_fp_32,inst_fp_64,inst_integer,inst_control,inst_compute_ld_st,inst_misc,inst_bit_convert,inst_executed,single_precision_fu_utilization,flop_sp_efficiency,double_precision_fu_utilization,flop_dp_efficiency,special_fu_utilization,cf_fu_utilization,ldst_fu_utilization,tex_fu_utilization,issue_slot_utilization,warp_execution_efficiency,warp_nonpred_execution_efficiency,Maximum work-group size,Local memory size,Private memory size,Constant memory size,Registers count
directCoulombSum,41796,1048576,128,16,8,1,16,2,0,0,1,1,2616570,2158274,4,141028740,138412034,5,171966464,97.7444,0,0,0,0,272629760,136314880,0.992767,99.9295,4647288832,0,2147483648,536870912,1195376640,161480704,3145728,273842176,3,11.7157,0,0,2,1,1,8,27.906,100,99.1863,1024,0,64,0,20
directCoulombSum,43721,1048576,128,16,8,1,16,2,1,0,1,1,2876170,2160025,4,147579822,138412034,5,171966464,95.5882,0,0,0,0,272629760,136314880,0.990559,99.9838,4647288832,0,2617245696,536870912,1396703232,228589568,3145728,296910848,3,11.2009,0,0,2,1,1,8,28.6268,100,99.2495,1024,0,64,0,21
directCoulombSum,42958,1048576,128,16,8,1,16,4,0,0,1,1,2875976,2227415,4,141288070,138412034,5,171966464,97.7444,0,0,0,0,272629760,136314880,0.986742,99.9584,4647288832,0,1342177280,268435456,658505728,161480704,3145728,223510528,2,11.3929,0,0,2,1,1,7,22.0211,100,99.0031,1024,0,64,0,22
directCoulombSum,45312,1048576,128,16,8,1,16,4,1,0,1,1,2746242,2215300,4,147579526,138412034,4,171966464,95.5882,0,0,0,0,272629760,136314880,0.98889,99.9786,4647288832,0,1811939328,268435456,859832320,228589568,3145728,246579200,2,10.8061,0,0,2,1,1,8,22.8203,100,99.0963,1024,0,64,0,24
directCoulombSum,43034,1048576,128,16,8,1,16,8,0,0,1,1,2616678,2254544,4,141028508,138412034,5,171966464,97.7444,0,0,0,0,272629760,136314880,0.96936,99.9785,4647288832,0,939524096,134217728,658505728,161480704,3145728,206733312,2,11.38,0,0,2,1,1,7,21.9918,100,98.9222,1024,0,64,0,31
directCoulombSum,45461,1048576,128,16,8,1,16,8,1,0,1,1,2746262,2270790,4,147579518,138412034,4,171966464,95.5882,0,0,0,0,272629760,136314880,0.976397,99.98,4647288832,0,1409286144,134217728,859832320,228589568,3145728,229801984,2,10.7758,0,0,2,1,1,8,22.7561,100,99.0304,1024,0,64,0,32
directCoulombSum,8631,524288,128,16,8,1,32,0,0,0,1,3,2357096,2101154,1,3405786,2097154,3,18874368,0,0,0,0,0,0,0,0.612972,99.9798,4445962240,0,408944640,34603008,67108864,38797312,1572864,156237824,8,53.6687,0,0,9,1,1,2,75.1338,100,99.9476,1024,0,0,0,48
directCoulombSum,9114,524288,128,16,8,1,32,0,1,0,1,2,2227184,2101214,1,6421480,2097154,3,18874368,0,0,0,0,0,0,0,0.612853,99.9505,4445962240,0,643825664,34603008,167772160,72351744,1572864,167772160,8,50.9032,0,0,8,1,1,3,78.537,100,99.9512,1024,0,0,0,48
directCoulombSum,41308,524288,128,16,8,1,32,1,0,0,1,5,2659578,46392552,4,140109876,138412034,4,155189248,98.1132,0,0,0,0,272629760,136314880,0.996181,99.9348,4479516672,0,3581935616,1073741824,2235564032,89128960,1572864,359284736,3,11.271,0,0,2,1,1,8,32.7414,100,99.6899,1024,0,128,0,15
directCoulombSum,41985,524288,128,16,8,1,32,1,1,0,1,5,2880109,45821674,4,143347790,138412034,4,155189248,97.0149,0,0,0,0,272629760,136314880,0.993722,99.8486,4479516672,0,3816816640,1073741824,2336227328,122683392,1572864,370819072,3,11.0746,0,0,2,1,1,8,33.1843,100,99.6996,1024,0,128,0,19
directCoulombSum,41935,524288,128,16,8,1,32,2,0,0,1,5,2689162,44811384,4,140109668,138412034,4,155189248,98.1132,0,0,0,0,272629760,136314880,0.994821,99.9431,4479516672,0,1971322880,536870912,1161822208,89128960,1572864,258621440,3,11.1054,0,0,2,1,1,8,25.9644,100,99.5692,1024,0,128,0,20
directCoulombSum,42727,524288,128,16,8,1,32,2,1,0,1,5,2645348,44538469,4,143136032,138412034,4,155189248,97.0149,0,0,0,0,272629760,136314880,0.992118,99.9588,4479516672,0,2206203904,536870912,1262485504,122683392,1572864,270155776,3,10.8737,0,0,2,1,1,8,26.3893,100,99.5876,1024,0,128,0,21
directCoulombSum,42737,524288,128,16,8,1,32,4,0,0,1,4,2900892,37154694,4,140239462,138412034,4,155189248,98.1132,0,0,0,0,272629760,136314880,0.989764,99.9417,4479516672,0,1166016512,268435456,624951296,89128960,1572864,208289792,2,10.868,0,0,2,1,1,7,20.2772,100,99.4651,1024,0,128,0,22
directCoulombSum,43946,524288,128,16,8,1,32,4,1,0,1,4,2719828,38259725,4,143275636,138412034,4,155189248,97.0149,0,0,0,0,272629760,136314880,0.989406,99.9517,4479516672,0,1400897536,268435456,725614592,122683392,1572864,219824128,2,10.5677,0,0,2,1,1,7,20.7129,100,99.4932,1024,0,128,0,24
directCoulombSum,42814,524288,128,16,8,1,32,8,0,0,1,4,2656854,32440818,4,139980356,138412034,4,155189248,98.1132,0,0,0,0,272629760,136314880,0.985894,99.9466,4479516672,0,763363328,134217728,624951296,89128960,1572864,191512576,2,10.8477,0,0,2,1,1,7,20.2384,100,99.4183,1024,0,128,0,31
directCoulombSum,44143,524288,128,16,8,1,32,8,1,0,1,4,2661852,34377844,4,143256004,138412034,4,155189248,97.0149,0,0,0,0,272629760,136314880,0.985939,99.9662,4479516672,0,998244352,134217728,725614592,122683392,1572864,203046912,2,10.5355,0,0,2,1,1,7,20.6469,100,99.4513,1024,0,128,0,32
directCoulombSum,42920,524288,128,16,8,1,32,16,0,0,1,3,2761546,22909876,4,140109716,138412034,4,155189248,98.1132,0,0,0,0,272629760,136314880,0.980483,99.8312,4479516672,0,562036736,67108864,624951296,256901120,1572864,188366848,2,10.8748,0,0,2,1,1,7,19.8665,100,99.4085,1024,0,128,0,32
directCoulombSum,44001,524288,128,16,8,1,32,16,1,0,1,2,2750270,19282684,4,143385286,138412034,4,155189248,97.0149,0,0,0,0,272629760,136314880,0.973802,99.5518,4479516672,0,796917760,67108864,725614592,290455552,1572864,199901184,2,10.5643,0,0,2,1,1,8,20.1046,100,99.4427,1024,0,128,0,32
directCoulombSum,56572,16777216,64,32,2,1,1,0,0,0,1,1,2876148,2095150,1,36560038,2097154,10,538968064,0,0,0,0,0,0,0,0.979975,99.9943,8606711808,0,889192448,117440512,1107296256,1056964608,50331648,372768768,3,20.1984,0,0,2,1,1,3,29.1961,100,99.1561,1024,0,0,0,32
directCoulombSum,77585,16777216,64,32,2,1,1,0,1,0,1,1,3394986,2097154,1,137612546,2097154,8,538968064,0,0,0,0,0,0,0,0.767457,99.9964,8606711808,0,3724541952,285212672,4328521728,1291845632,50331648,574095360,3,14.6892,0,0,1,1,1,8,28.8152,100,99.5434,1024,0,0,0,32
directCoulombSum,28490,8388608,64,32,2,1,2,0,0,0,1,1,2486642,2095122,1,19393652,2097154,10,270532608,0,0,0,0,0,0,0,0.975567,99.9887,6459228160,0,872415232,159383552,570425344,260046848,25165824,262406144,4,27.7918,0,0,3,1,1,3,39.3562,100,99.4006,1024,0,0,0,31
directCoulombSum,39370,8388608,64,32,2,1,2,0,1,0,1,1,2746502,2097142,1,69984982,2097154,8,270532608,0,0,0,0,0,0,0,0.894978,99.9933,6459228160,0,1962934272,159383552,2181038080,1065353216,25165824,371982336,4,20.1131,0,0,2,1,1,8,35.3486,100,99.5772,1024,0,0,0,32
directCoulombSum,56214,8388608,64,32,2,1,2,1,0,0,1,1,3005808,2098306,3,155968270,138412034,8,406847488,92.8571,0,0,0,0,272629760,136314880,0.988241,99.9945,6996099072,0,6224347136,1073741824,2743074816,1174405120,25165824,587726848,4,14.8565,0,0,2,1,1,7,45.2062,100,96.967,1024,0,8,0,16
directCoulombSum,65892,8388608,64,32,2,1,2,1,1,0,1,1,3135720,2100450,3,206689240,138412034,7,406847488,79.2683,0,0,0,0,272629760,136314880,0.964015,99.9927,6996099072,0,9982443520,1073741824,4353687552,1711276032,25165824,772276224,5,12.6883,0,0,2,1,1,9,49.236,100,97.6918,1024,0,8,0,19
directCoulombSum,14451,4194304,64,32,2,1,4,0,0,0,1,2,2330957,2093086,1,10822920,2097154,10,136314880,0,0,0,0,0,0,0,0.98344,99.9875,5385486336,0,541065216,79691776,301989888,159383552,12582912,203292672,6,42.6805,0,0,5,1,1,3,59.7033,100,99.6132,1024,0,0,0,32
directCoulombSum,19886,4194304,64,32,2,1,4,0,1,0,1,1,2357274,2097150,2,36041770,2097154,8,136314880,0,0,0,0,0,0,0,0.922893,99.9836,5385486336,0,1073741824,79691776,1107296256,423624704,12582912,253362176,5,30.9767,0,0,4,1,1,8,50.9925,100,99.6896,1024,0,0,0,32
directCoulombSum,46241,4194304,64,32,2,1,4,1,0,0,1,1,2746568,2100846,4,147579894,138412034,7,272629760,95.5882,0,0,0,0,272629760,136314880,0.992466,99.9921,5653921792,0,4815060992,1073741824,2470445056,595591168,12582912,465829888,4,13.8296,0,0,2,1,1,8,41.3285,100,98.0867,1024,0,16,0,16
directCoulombSum,50959,4194304,64,32,2,1,4,1,1,0,1,1,2876186,2100806,4,172745766,138412034,6,272629760,87.8378,0,0,0,0,272629760,136314880,0.991734,99.9877,5653921792,0,6694109184,1073741824,3275751424,864026624,12582912,558104576,4,12.5159,0,0,2,1,1,9,44.2687,100,98.403,1024,0,16,0,19
directCoulombSum,43551,4194304,64,32,2,1,4,2,0,0,1,1,2876344,2102854,4,147579806,138412034,7,272629760,95.5882,0,0,0,0,272629760,136314880,0.993641,99.9898,5653921792,0,3204448256,536870912,1396703232,595591168,12582912,365166592,4,14.6466,0,0,2,1,1,8,37.7228,100,97.5592,1024,0,16,0,20
directCoulombSum,52680,4194304,64,32,2,1,4,2,1,0,1,1,3006016,2102794,4,173005432,138412034,6,272629760,87.8378,0,0,0,0,272629760,136314880,0.987532,99.9892,5653921792,0,5083496448,536870912,2202009600,864026624,12582912,457441280,4,12.1096,0,0,2,1,1,9,37.8565,100,98.0516,1024,0,16,0,21
directCoulombSum,8851,2097152,64,32,2,1,8,0,0,0,1,2,2097454,2093098,1,6421480,2097154,9,69206016,0,0,0,0,0,0,0,0.930354,99.9726,4848615424,0,362807296,39845888,167772160,171966464,6291456,175308800,8,59.8454,0,0,9,1,1,3,81.3192,100,99.7757,1024,0,0,0,32
directCoulombSum,10795,2097152,64,32,2,1,8,0,1,0,1,2,2227184,2095062,2,19004392,2097154,7,69206016,0,0,0,0,0,0,0,0.981901,99.9725,4848615424,0,629145600,39845888,570425344,304087040,6291456,200343552,7,49.0382,0,0,7,1,1,7,74.7246,100,99.8037,1024,0,0,0,32
directCoulombSum,42508,2097152,64,32,2,1,8,1,0,0,1,1,2876284,2106858,4,143385134,138412034,6,205520896,97.0149,0,0,0,0,272629760,136314880,0.994572,99.9583,4982833152,0,4110417920,1073741824,2336227328,306184192,6291456,404946944,4,12.6768,0,0,2,1,1,8,37.3123,100,98.8995,1024,0,32,0,15
directCoulombSum,45024,2097152,64,32,2,1,8,1,1,0,1,1,2746411,2102368,4,155838684,138412058,5,205520896,92.8571,0,0,0,0,272629760,136314880,0.994339,99.9783,4982833152,0,5049942016,1073741824,2738880512,440401920,6291456,451084288,4,11.9979,0,0,2,1,1,9,39.185,100,99.0121,1024,0,32,0,19
directCoulombSum,42167,2097152,64,32,2,1,8,2,0,0,1,1,2876004,2106906,4,143385294,138412034,6,205520896,97.0149,0,0,0,0,272629760,136314880,0.993285,99.9703,4982833152,0,2499805184,536870912,1262485504,306184192,6291456,304283648,3,12.787,0,0,2,1,1,8,31.383,100,98.5354,1024,0,32,0,20
directCoulombSum,46456,2097152,64,32,2,1,8,2,1,0,1,1,2746236,2104802,4,155838420,138412034,5,205520896,92.8571,0,0,0,0,272629760,136314880,0.990918,99.9688,4982833152,0,3439329280,536870912,1665138688,440401920,6291456,350420992,3,11.605,0,0,2,1,1,8,32.2486,100,98.7283,1024,0,32,0,21
directCoulombSum,43593,2097152,64,32,2,1,8,4,0,0,1,1,2876160,2107002,4,143385134,138412034,5,205520896,97.0149,0,0,0,0,272629760,136314880,0.982835,99.9834,4982833152,0,1694498816,268435456,725614592,306184192,6291456,253952000,3,12.3656,0,0,2,1,1,8,25.3098,100,98.2452,1024,0,32,0,22
directCoulombSum,48407,2097152,64,32,2,1,8,4,1,0,1,1,2876002,2104866,4,155968102,138412034,5,205520896,92.8571,0,0,0,0,272629760,136314880,0.979666,99.9892,4982833152,0,2634022912,268435456,1128267776,440401920,6291456,300089344,3,11.135,0,0,2,1,1,8,26.4167,100,98.515,1024,0,32,0,24
directCoulombSum,9060,1048576,64,32,2,1,16,0,0,0,1,2,2199970,2099177,1,4324328,2097154,5,35651584,0,0,0,0,0,0,0,0.974119,99.9667,4580179968,0,515899392,69206016,100663296,46137344,3145728,166264832,8,53.5784,0,0,8,1,1,2,75.5172,100,99.9015,1024,0,0,0,32
directCoulombSum,9715,1048576,64,32,2,1,16,0,1,0,1,2,2097536,2093102,1,10486224,2097154,4,35651584,0,0,0,0,0,0,0,0.737543,99.9796,4580179968,0,918552576,69206016,301989888,185597952,3145728,189497344,8,49.9607,0,0,8,1,1,5,85.2551,100,99.9135,1024,0,0,0,40
directCoulombSum,41275,1048576,64,32,2,1,16,1,0,0,1,1,2876132,2134899,4,141288054,138412034,5,171966464,97.7444,0,0,0,0,272629760,136314880,0.993276,99.96,4647288832,0,3758096384,1073741824,2269118464,161480704,3145728,374505472,3,11.8586,0,0,2,1,1,8,34.6182,100,99.405,1024,0,64,0,15
directCoulombSum,43708,1048576,64,32,2,1,16,1,1,0,1,1,2876150,2129208,4,147579542,138412034,5,171966464,95.5882,0,0,0,0,272629760,136314880,0.99191,99.9757,4647288832,0,4227858432,1073741824,2470445056,228589568,3145728,397574144,3,11.2083,0,0,2,1,1,8,34.6696,100,99.4395,1024,0,64,0,19
directCoulombSum,41574,1048576,64,32,2,1,16,2,0,0,1,1,2876096,2133629,4,141287974,138412034,5,171966464,97.7444,0,0,0,0,272629760,136314880,0.994098,99.9429,4647288832,0,2147483648,536870912,1195376640,161480704,3145728,273842176,3,11.7825,0,0,2,1,1,8,28.0615,100,99.1863,1024,0,64,0,20
directCoulombSum,43557,1048576,64,32,2,1,16,2,1,0,1,1,2876182,2131053,4,147579438,138412034,5,171966464,95.5882,0,0,0,0,272629760,136314880,0.992402,99.9472,4647288832,0,2617245696,536870912,1396703232,228589568,3145728,296910848,3,11.2395,0,0,2,1,1,8,28.7358,100,99.2495,1024,0,64,0,21
directCoulombSum,42825,1048576,64,32,2,1,16,4,0,0,1,1,2616698,2174179,4,141040900,138412034,5,171966464,97.7444,0,0,0,0,272629760,136314880,0.990704,99.9816,4647288832,0,1342177280,268435456,658505728,161480704,3145728,223510528,2,11.4377,0,0,2,1,1,7,22.1026,100,99.0031,1024,0,64,0,22
directCoulombSum,45176,1048576,64,32,2,1,16,4,1,0,1,1,2864994,2165968,4,147568730,138412034,4,171966464,95.5882,0,0,0,0,272629760,136314880,0.990153,99.9805,4647288832,0,1811939328,268435456,859832320,228589568,3145728,246579200,3,10.836,0,0,2,1,1,8,22.883,100,99.0963,1024,0,64,0,24
directCoulombSum,42888,1048576,64,32,2,1,16,8,0,0,1,1,2683806,2169183,4,141163056,138412034,5,171966464,97.7444,0,0,0,0,272629760,136314880,0.964594,99.9654,4647288832,0,939524096,134217728,658505728,161480704,3145728,206733312,2,11.4142,0,0,2,1,1,7,22.0607,100,98.9222,1024,0,64,0,31
directCoulombSum,45265,1048576,64,32,2,1,16,8,1,0,1,1,2875994,2192008,4,147579422,138412034,4,171966464,95.5882,0,0,0,0,272629760,136314880,0.981102,99.9843,4647288832,0,1409286144,134217728,859832320,228589568,3145728,229801984,2,10.817,0,0,2,1,1,8,22.8421,100,99.0304,1024,0,64,0,32
directCoulombSum,8615,524288,64,32,2,1,32,0,0,0,1,3,2356912,2097050,1,3405474,2097154,3,18874368,0,0,0,0,0,0,0,0.616072,99.9637,4445962240,0,408944640,34603008,67108864,38797312,1572864,156237824,8,53.7975,0,0,9,1,1,2,75.3262,100,99.9476,1024,0,0,0,48
directCoulombSum,9016,524288,64,32,2,1,32,0,1,0,1,2,2357042,2097046,1,6551442,2097154,3,18874368,0,0,0,0,0,0,0,0.615801,99.9605,4445962240,0,643825664,34603008,167772160,72351744,1572864,167772160,8,51.4178,0,0,8,1,1,3,79.3229,100,99.9512,1024,0,0,0,48
directCoulombSum,40954,524288,64,32,2,1,32,1,0,0,1,5,2645066,45020079,4,139979932,138412034,4,155189248,98.1132,0,0,0,0,272629760,136314880,0.990746,99.4656,4479516672,0,3581935616,1073741824,2235564032,89128960,1572864,359284736,3,11.3417,0,0,2,1,1,8,33.1022,100,99.6899,1024,0,128,0,15
directCoulombSum,41684,524288,64,32,2,1,32,1,1,0,1,5,2906410,45060665,4,143385518,138412034,4,155189248,97.0149,0,0,0,0,272629760,136314880,0.997736,99.4591,4479516672,0,3816816640,1073741824,2336227328,122683392,1572864,370819072,3,11.1447,0,0,2,1,1,8,33.5253,100,99.6996,1024,0,128,0,19
directCoulombSum,41527,524288,64,32,2,1,32,2,0,0,1,5,2628894,44314205,4,140109764,138412034,4,155189248,98.1132,0,0,0,0,272629760,136314880,0.995236,99.9035,4479516672,0,1971322880,536870912,1161822208,89128960,1572864,258621440,3,11.205,0,0,2,1,1,8,26.2075,100,99.5692,1024,0,128,0,20
directCoulombSum,42426,524288,64,32,2,1,32,2,1,0,1,5,2629068,44008940,4,143255700,138412034,4,155189248,97.0149,0,0,0,0,272629760,136314880,0.99327,99.9203,4479516672,0,2206203904,536870912,1262485504,122683392,1572864,270155776,3,10.9513,0,0,2,1,1,8,26.5879,100,99.5876,1024,0,128,0,21
directCoulombSum,42501,524288,64,32,2,1,32,4,0,0,1,4,2757844,36255837,4,140239734,138412034,4,155189248,98.1132,0,0,0,0,272629760,136314880,0.990877,99.9644,4479516672,0,1166016512,268435456,624951296,89128960,1572864,208289792,2,10.9313,0,0,2,1,1,7,20.3906,100,99.4651,1024,0,128,0,22
directCoulombSum,43689,524288,64,32,2,1,32,4,1,0,1,4,2759326,37497866,4,143385430,138412034,4,155189248,97.0149,0,0,0,0,272629760,136314880,0.993017,99.9841,4479516672,0,1400897536,268435456,725614592,122683392,1572864,219824128,2,10.6369,0,0,2,1,1,8,20.8418,100,99.4932,1024,0,128,0,24
directCoulombSum,42594,524288,64,32,2,1,32,8,0,0,1,4,2631802,31600908,4,139980220,138412034,4,155189248,98.1132,0,0,0,0,272629760,136314880,0.988569,99.9621,4479516672,0,763363328,134217728,624951296,89128960,1572864,191512576,2,10.9164,0,0,2,1,1,7,20.3633,100,99.4183,1024,0,128,0,31
directCoulombSum,43854,524288,64,32,2,1,32,8,1,0,1,4,2897466,33372622,4,143385262,138412034,4,155189248,97.0149,0,0,0,0,272629760,136314880,0.988972,99.9777,4479516672,0,998244352,134217728,725614592,122683392,1572864,203046912,2,10.5983,0,0,2,1,1,8,20.7674,100,99.4513,1024,0,128,0,32
directCoulombSum,42717,524288,64,32,2,1,32,16,0,0,1,3,2880276,21507241,4,140239374,138412034,4,155189248,98.1132,0,0,0,0,272629760,136314880,0.98231,99.6323,4479516672,0,562036736,67108864,624951296,256901120,1572864,188366848,2,10.8781,0,0,2,1,1,7,19.9121,100,99.4085,1024,0,128,0,32
directCoulombSum,43910,524288,64,32,2,1,32,16,1,0,1,2,2876326,17245556,4,143385334,138412034,4,155189248,97.0149,0,0,0,0,272629760,136314880,0.969044,99.6939,4479516672,0,796917760,67108864,725614592,290455552,1572864,199901184,2,10.596,0,0,2,1,1,8,20.1362,100,99.4427,1024,0,128,0,32
directCoulombSum,56572,16777216,128,32,4,1,1,0,0,0,1,1,2876052,2093110,1,36430246,2097154,10,538968064,0,0,0,0,0,0,0,0.976162,99.9935,8606711808,0,889192448,117440512,1107296256,1056964608,50331648,372768768,3,20.1974,0,0,2,1,1,3,29.1948,100,99.1561,1024,0,0,0,32
directCoulombSum,77687,16777216,128,32,4,1,1,0,1,0,1,1,3135576,2093122,1,137353528,2097154,8,538968064,0,0,0,0,0,0,0,0.716914,99.9955,8606711808,0,3724541952,285212672,4328521728,1291845632,50331648,574095360,3,14.7701,0,0,1,1,1,8,28.9742,100,99.5434,1024,0,0,0,32
directCoulombSum,28485,8388608,128,32,4,1,2,0,0,0,1,1,2616678,2097006,1,19393969,2097154,10,270532608,0,0,0,0,0,0,0,0.963999,99.9887,6459228160,0,872415232,159383552,570425344,260046848,25165824,262406144,4,27.7906,0,0,3,1,1,3,39.3546,100,99.4006,1024,0,0,0,31
directCoulombSum,39343,8388608,128,32,4,1,2,0,1,0,1,1,2875830,2097102,1,69984678,2097154,8,270532608,0,0,0,0,0,0,0,0.885588,99.9924,6459228160,0,1962934272,159383552,2181038080,1065353216,25165824,371982336,4,20.0789,0,0,2,1,1,8,35.2887,100,99.5772,1024,0,0,0,32
directCoulombSum,56102,8388608,128,32,4,1,2,1,0,0,1,1,2876244,2098358,3,156098374,138412034,8,406847488,92.8571,0,0,0,0,272629760,136314880,0.978838,99.9968,6996099072,0,6224347136,1073741824,2743074816,1174405120,25165824,587726848,4,14.9052,0,0,2,1,1,7,45.3534,100,96.967,1024,0,8,0,16
directCoulombSum,65867,8388608,128,32,4,1,2,1,1,0,1,1,3135828,2098374,3,206559752,138412034,7,406847488,79.2683,0,0,0,0,272629760,136314880,0.958619,99.9946,6996099072,0,9982443520,1073741824,4353687552,1711276032,25165824,772276224,5,12.6851,0,0,2,1,1,9,49.2226,100,97.6918,1024,0,8,0,19
directCoulombSum,14450,4194304,128,32,4,1,4,0,0,0,1,2,2227278,2095098,1,10615784,2097154,10,136314880,0,0,0,0,0,0,0,0.934782,99.9832,5385486336,0,541065216,79691776,301989888,159383552,12582912,203292672,6,42.6829,0,0,5,1,1,3,59.7093,100,99.6132,1024,0,0,0,32
directCoulombSum,19894,4194304,128,32,4,1,4,0,1,0,1,1,2356914,2099002,2,36041066,2097154,8,136314880,0,0,0,0,0,0,0,0.875371,99.9848,5385486336,0,1073741824,79691776,1107296256,423624704,12582912,253362176,5,30.9965,0,0,4,1,1,8,51.0245,100,99.6896,1024,0,0,0,32
directCoulombSum,45627,4194304,128,32,4,1,4,1,0,0,1,1,2876136,2102746,4,147579662,138412034,7,272629760,95.5882,0,0,0,0,272629760,136314880,0.989585,99.9949,5653921792,0,4815060992,1073741824,2470445056,595591168,12582912,465829888,4,13.9787,0,0,2,1,1,8,41.7731,100,98.0867,1024,0,16,0,16
directCoulombSum,50787,4194304,128,32,4,1,4,1,1,0,1,1,2876006,2102754,4,172875134,138412034,6,272629760,87.8378,0,0,0,0,272629760,136314880,0.989324,99.9909,5653921792,0,6694109184,1073741824,3275751424,864026624,12582912,558104576,4,12.5577,0,0,2,1,1,9,44.4152,100,98.403,1024,0,16,0,19
directCoulombSum,43561,4194304,128,32,4,1,4,2,0,0,1,1,2876220,2102782,4,147579830,138412034,7,272629760,95.5882,0,0,0,0,272629760,136314880,0.991232,99.9919,5653921792,0,3204448256,536870912,1396703232,595591168,12582912,365166592,4,14.6438,0,0,2,1,1,8,37.7149,100,97.5592,1024,0,16,0,20
directCoulombSum,52679,4194304,128,32,4,1,4,2,1,0,1,1,2960442,2101986,4,172745478,138412034,6,272629760,87.8378,0,0,0,0,272629760,136314880,0.983568,99.9943,5653921792,0,5083496448,536870912,2202009600,864026624,12582912,457441280,4,12.1098,0,0,2,1,1,9,37.855,100,98.0516,1024,0,16,0,21
directCoulombSum,8851,2097152,128,32,4,1,8,0,0,0,1,3,2356912,2097074,1,6551202,2097154,9,69206016,0,0,0,0,0,0,0,0.921357,99.9702,4848615424,0,362807296,39845888,167772160,171966464,6291456,175308800,8,59.8265,0,0,9,1,1,3,81.2955,100,99.7757,1024,0,0,0,32
directCoulombSum,10793,2097152,128,32,4,1,8,0,1,0,1,2,2356914,2097134,2,19134114,2097154,7,69206016,0,0,0,0,0,0,0,0.974488,99.9718,4848615424,0,629145600,39845888,570425344,304087040,6291456,200343552,7,49.0407,0,0,7,1,1,7,74.7288,100,99.8037,1024,0,0,0,32
directCoulombSum,42238,2097152,128,32,4,1,8,1,0,0,1,1,2746480,2104794,4,143385134,138412034,6,205520896,97.0149,0,0,0,0,272629760,136314880,0.993746,99.977,4982833152,0,4110417920,1073741824,2336227328,306184192,6291456,404946944,4,12.7703,0,0,2,1,1,8,37.5805,100,98.8995,1024,0,32,0,15
directCoulombSum,44816,2097152,128,32,4,1,8,1,1,0,1,1,2746190,2104894,4,155968014,138412034,5,205520896,92.8571,0,0,0,0,272629760,136314880,0.992474,99.9682,4982833152,0,5049942016,1073741824,2738880512,440401920,6291456,451084288,4,12.0324,0,0,2,1,1,9,39.3015,100,99.0121,1024,0,32,0,19
directCoulombSum,42160,2097152,128,32,4,1,8,2,0,0,1,1,2876319,2106620,4,143385478,138412058,6,205520896,97.0149,0,0,0,0,272629760,136314880,0.991753,99.9871,4982833152,0,2499805184,536870912,1262485504,306184192,6291456,304283648,3,12.7873,0,0,2,1,1,8,31.3787,100,98.5354,1024,0,32,0,20
directCoulombSum,46445,2097152,128,32,4,1,8,2,1,0,1,1,2876042,2107014,4,155968246,138412034,5,205520896,92.8571,0,0,0,0,272629760,136314880,0.986643,99.9716,4982833152,0,3439329280,536870912,1665138688,440401920,6291456,350420992,3,11.6044,0,0,2,1,1,8,32.2461,100,98.7283,1024,0,32,0,21
directCoulombSum,43586,2097152,128,32,4,1,8,4,0,0,1,1,2616534,2102826,4,143125788,138412034,5,205520896,97.0149,0,0,0,0,272629760,136314880,0.980482,99.9876,4982833152,0,1694498816,268435456,725614592,306184192,6291456,253952000,3,12.3649,0,0,2,1,1,8,25.3072,100,98.2452,1024,0,32,0,22
directCoulombSum,48415,2097152,128,32,4,1,8,4,1,0,1,1,2876218,2104966,4,156098054,138412034,5,205520896,92.8571,0,0,0,0,272629760,136314880,0.977402,99.9516,4982833152,0,2634022912,268435456,1128267776,440401920,6291456,300089344,3,11.13,0,0,2,1,1,8,26.4148,100,98.515,1024,0,32,0,24
directCoulombSum,9063,1048576,128,32,4,1,16,0,0,0,1,2,2356912,2097138,1,4454050,2097154,5,35651584,0,0,0,0,0,0,0,0.964967,99.9305,4580179968,0,515899392,69206016,100663296,46137344,3145728,166264832,8,53.5367,0,0,8,1,1,2,75.4857,100,99.9015,1024,0,0,0,32
directCoulombSum,9718,1048576,128,32,4,1,16,0,1,0,1,2,2207006,2093094,1,10705124,2097154,4,35651584,0,0,0,0,0,0,0,0.731732,99.9751,4580179968,0,918552576,69206016,301989888,185597952,3145728,189497344,8,49.9311,0,0,8,1,1,5,85.2085,100,99.9135,1024,0,0,0,40
directCoulombSum,41245,1048576,128,32,4,1,16,1,0,0,1,1,2616682,2135095,4,141028732,138412034,5,171966464,97.7444,0,0,0,0,272629760,136314880,0.993886,99.9376,4647288832,0,3758096384,1073741824,2269118464,161480704,3145728,374505472,3,11.8718,0,0,2,1,1,8,34.6644,100,99.405,1024,0,64,0,15
