Kernel name,Computation duration (us),Global size,Local size,WORK_GROUP_SIZE_X,WORK_GROUP_SIZE_Y,WORK_GROUP_SIZE_Z,Z_ITERATIONS,INNER_UNROLL_FACTOR,USE_SOA,USE_CONSTANT_MEMORY,VECTOR_SIZE,dram_utilization,dram_read_transactions,dram_write_transactions,l2_utilization,l2_read_transactions,l2_write_transactions,tex_utilization,tex_cache_transactions,local_memory_overhead,shared_efficiency,shared_load_transactions,shared_store_transactions,achieved_occupancy,sm_efficiency,inst_fp_32,inst_fp_64,inst_integer,inst_control,inst_compute_ld_st,inst_misc,inst_bit_convert,inst_executed,flop_sp_efficiency,flop_dp_efficiency,cf_fu_utilization,ldst_fu_utilization,tex_fu_utilization,issue_slot_utilization,local_load_transactions,local_store_transactions,Maximum work-group size,Local memory size,Private memory size,Constant memory size,Registers count
directCoulombSum,77500,524288,128,16,8,1,32,1,1,0,1,6,139513336,138397516,2,142587374,138392369,0,0,97.0146,0,0,0,0.970701,99.8962,4496293888,0,3661627392,1073741824,2336227328,138936320,1572864,366510080,2.16121,0,1,3,0,12.2509,50825584,47879317,1024,0,128,0,21
directCoulombSum,72085,524288,128,16,8,1,32,2,0,0,1,7,139168674,138397545,2,140494690,138396713,0,0,97.7441,0,0,0,0.965739,99.7718,4496293888,0,1849688064,536870912,1161822208,138936320,1572864,256409600,2.33422,0,1,4,0,17.8343,120611493,98236374,1024,0,128,0,18
directCoulombSum,72062,524288,128,16,8,1,32,2,1,0,1,7,139302450,138400051,2,142593338,138399053,0,0,97.0146,0,0,0,0.963883,99.846,4496293888,0,2051014656,536870912,1262485504,138936320,1572864,265846784,2.32667,0,1,4,0,16.8491,122925557,100152997,1024,0,128,0,19
directCoulombSum,71958,524288,128,16,8,1,32,4,0,0,1,7,139394792,138391676,2,140492922,138400801,0,0,97.7442,0,0,0,0.965103,99.9106,4496293888,0,1044381696,268435456,624951296,138936320,1572864,206077952,2.32515,0,1,5,0,19.7279,154643460,153175796,1024,0,128,0,23
directCoulombSum,72152,524288,128,16,8,1,32,4,1,0,1,7,139312051,138397080,2,142592014,138398937,0,0,97.0146,0,0,0,0.968777,99.8674,4496293888,0,1245708288,268435456,725614592,138936320,1572864,215515136,2.34079,0,1,5,0,19.6775,156981696,152725748,1024,0,128,0,23
directCoulombSum,72349,524288,128,16,8,1,32,8,0,0,1,7,139391083,138396860,2,140494910,138397305,0,0,97.7441,0,0,0,0.962616,99.9352,4496293888,0,641728512,134217728,624951296,138936320,1572864,189300736,2.32142,0,1,5,0,18.1513,150894344,164189309,1024,0,128,0,30
directCoulombSum,72237,524288,128,16,8,1,32,8,1,0,1,7,139486107,138391156,2,142588704,138396929,0,0,97.0145,0,0,0,0.961212,99.8787,4496293888,0,843055104,134217728,725614592,138936320,1572864,198737920,2.30987,0,1,5,0,19.0874,151372787,161582739,1024,0,128,0,30
directCoulombSum,73016,524288,128,16,8,1,32,16,0,0,1,7,139410353,138400002,2,140494482,138400657,0,0,97.7441,0,0,0,0.956999,99.7996,4496293888,0,440401920,67108864,624951296,105381888,1572864,179863552,2.29147,0,1,5,0,17.7345,136026118,194120692,1024,0,128,0,32
directCoulombSum,72906,524288,128,16,8,1,32,16,1,0,1,7,139276870,138403637,2,142594470,138401537,0,0,97.0146,0,0,0,0.957804,99.6842,4496293888,0,641728512,67108864,725614592,105381888,1572864,189300736,2.30646,0,1,5,0,18.1587,132932108,189181679,1024,0,128,0,32
directCoulombSum,17252,16777216,64,32,2,1,1,0,0,0,1,1,2400039,2097152,2,69206470,2097153,0,0,0,0,0,0,0.484737,99.9919,8623489024,0,654311424,117440512,1107296256,268435456,50331648,340787200,24.0654,0,1,3,0,53.1209,0,0,1024,0,0,0,32
directCoulombSum,40067,16777216,64,32,2,1,1,0,1,0,1,1,2786661,2097152,1,136315286,2097153,0,0,0,0,0,0,0.470977,99.9946,8623489024,0,3506438144,285212672,4328521728,234881024,50331648,534249472,10.2309,0,1,6,0,30.4404,0,0,1024,0,0,0,32
directCoulombSum,9129,8388608,64,32,2,1,2,0,0,0,1,1,2245711,2097152,2,35651990,2097153,0,0,0,0,0,0,0.477512,99.9848,6476005376,0,729808896,142606336,570425344,276824064,25165824,258211840,31.8817,0,1,3,0,76.1451,0,0,1024,0,0,0,31
directCoulombSum,19036,8388608,64,32,2,1,2,0,1,0,1,1,2393943,2097152,2,69206438,2097153,0,0,0,0,0,0,0.488314,99.9913,6476005376,0,1811939328,142606336,2181038080,150994944,25165824,338427904,15.1009,0,1,6,0,39.6355,0,0,1024,0,0,0,32
directCoulombSum,29228,8388608,64,32,2,1,2,1,0,0,1,1,2542303,2115859,1,35664462,2118733,0,0,0.0670407,0,0,0,0.497228,99.9924,7012876288,0,5536481280,1073741824,2743074816,1719664640,25165824,583794688,10.6282,0,1,4,0,44.6861,34078723,34078896,1024,0,8,0,17
directCoulombSum,32224,8388608,64,32,2,1,2,1,1,0,1,1,2680333,9813021,1,75673346,9134909,0,0,16.0527,0,0,0,0.487617,99.9893,7012876288,0,8757706752,1073741824,4353687552,1719664640,25165824,734789632,9.30277,0,1,5,0,44.781,34082674,34179900,1024,0,8,0,19
directCoulombSum,5897,4194304,64,32,2,1,4,0,0,0,1,2,2393967,2097152,2,18874774,2097153,0,0,0,0,0,0,0.471685,99.9749,5402263552,0,419430400,71303168,301989888,109051904,12582912,197787648,37.6294,0,1,2,0,71.1236,0,0,1024,0,0,0,32
directCoulombSum,9591,4194304,64,32,2,1,4,0,1,0,1,1,2260207,2097152,2,35652022,2097153,0,0,0,0,0,0,0.493125,99.9834,5402263552,0,956301312,71303168,1107296256,109051904,12582912,239730688,23.3481,0,1,6,0,53.4631,0,0,1024,0,0,0,32
directCoulombSum,28770,4194304,64,32,2,1,4,1,0,0,1,4,2667025,50019175,2,66522610,51151525,0,0,82.1831,0,0,0,0.468603,99.9699,5670699008,0,4429185024,1073741824,2470445056,876609536,12582912,462815232,8.14509,0,1,4,0,41.9309,34091687,35065127,1024,0,16,0,17
directCoulombSum,30554,4194304,64,32,2,1,4,1,1,0,1,4,2553223,59691912,2,93497074,61561977,0,0,75.663,0,0,0,0.471376,99.9861,5670699008,0,6039797760,1073741824,3275751424,876609536,12582912,538312704,7.49568,0,1,5,0,35.7449,34101185,35323391,1024,0,16,0,21
directCoulombSum,22408,4194304,64,32,2,1,4,2,0,0,1,5,2542493,52925063,2,71604926,57668845,0,0,83.7829,0,0,0,0.472736,99.9831,5670699008,0,2818572288,536870912,1396703232,876609536,12582912,362151936,10.2197,0,1,3,0,45.2793,34156978,36746411,1024,0,16,0,18
directCoulombSum,25812,4194304,64,32,2,1,4,2,1,0,1,6,2473791,75138340,3,112180778,82957833,0,0,80.6758,0,0,0,0.483278,99.9775,5670699008,0,4429185024,536870912,2202009600,876609536,12582912,437649408,8.86985,0,1,4,0,44.4744,34312088,37274737,1024,0,16,0,19
directCoulombSum,4772,2097152,64,32,2,1,8,0,0,0,1,2,2244355,2097152,1,10486230,2097153,0,0,0,0,0,0,0.48915,99.9597,4865392640,0,260046848,35651584,167772160,88080384,6291456,169410560,39.8572,0,1,2,0,70.9286,0,0,1024,0,0,0,31
directCoulombSum,6790,2097152,64,32,2,1,8,0,1,0,1,2,2097525,2097152,1,18874822,2097153,0,0,0,0,0,0,0.492785,99.9719,4865392640,0,528482304,35651584,570425344,88080384,6291456,190382080,28.3288,0,1,4,0,57.899,0,0,1024,0,0,0,32
directCoulombSum,34163,2097152,64,32,2,1,8,1,0,0,1,7,2690953,136019812,3,145748222,137408797,0,0,95.5566,0,0,0,0.497264,99.9727,4999610368,0,3875536896,1073741824,2336227328,455081984,6291456,402391040,5.66879,0,1,4,0,32.3392,34184045,35767328,1024,0,32,0,18
directCoulombSum,34822,2097152,64,32,2,1,8,1,1,0,1,7,2690717,135648920,3,153929562,137215741,0,0,92.7962,0,0,0,0.497274,99.9585,4999610368,0,4680843264,1073741824,2738880512,455081984,6291456,440139776,5.56206,0,1,4,0,31.7465,34240380,36145950,1024,0,32,0,20
directCoulombSum,25417,2097152,64,32,2,1,8,2,0,0,1,9,2399875,123920808,4,144742394,137100697,0,0,95.5367,0,0,0,0.489462,99.9723,4999610368,0,2264924160,536870912,1262485504,455081984,6291456,301727744,7.74531,0,1,3,0,35.562,35029416,41867701,1024,0,32,0,18
directCoulombSum,26184,2097152,64,32,2,1,8,2,1,0,1,9,2394245,127319652,4,153230266,137151341,0,0,92.7811,0,0,0,0.492939,99.9771,4999610368,0,3070230528,536870912,1665138688,455081984,6291456,339476480,7.50759,0,1,3,0,36.5932,35370380,43460712,1024,0,32,0,20
directCoulombSum,24651,2097152,64,32,2,1,8,4,0,0,1,9,2542521,121477388,4,143066762,136537699,0,0,95.5042,0,0,0,0.488847,99.962,4999610368,0,1459617792,268435456,725614592,455081984,6291456,251396096,7.9093,0,1,3,0,37.4308,37455448,68623290,1024,0,32,0,23
directCoulombSum,26245,2097152,64,32,2,1,8,4,1,0,1,9,2542458,126683211,4,152549430,137175701,0,0,92.7645,0,0,0,0.490158,99.969,4999610368,0,2264924160,268435456,1128267776,455081984,6291456,289144832,7.36452,0,1,4,0,37.233,39711682,72920560,1024,0,32,0,23
directCoulombSum,5627,1048576,64,32,2,1,16,0,0,0,1,2,2245761,2097152,1,6291910,2097153,0,0,9.53673E-05,0,0,0,0.484301,99.901,4596957184,0,392167424,67108864,100663296,61865984,3145728,162856960,30.964,0,1,1,0,68.6176,0,0,1024,0,0,0,31
directCoulombSum,5068,1048576,64,32,2,1,16,0,1,0,1,2,2097693,2097892,1,10486334,2097153,0,0,0,0,0,0,0.481517,99.9369,4596957184,0,794820608,67108864,301989888,68157440,3145728,181927936,34.4415,0,1,3,0,68.9718,0,0,1024,0,0,0,38
directCoulombSum,43765,1048576,64,32,2,1,16,1,0,0,1,7,23678226,137768125,2,142428438,138251405,0,0,97.0112,0,0,0,0.461061,99.9202,4664066048,0,3598712832,1073741824,2269118464,244318208,3145728,372178944,4.07732,0,1,3,0,24.0896,34260076,35955989,1024,0,64,0,18
directCoulombSum,43829,1048576,64,32,2,1,16,1,1,0,1,9,24411947,206770735,3,224168657,138266421,0,0,95.5837,0,0,0,0.460528,99.9567,4664066048,0,4001366016,1073741824,2470445056,244318208,3145728,391053312,4.04355,0,1,3,0,22.656,34277360,35981455,1024,0,64,0,21
directCoulombSum,39372,1048576,64,32,2,1,16,2,0,0,1,7,22855841,137249085,3,142330834,138181045,0,0,97.0097,0,0,0,0.458621,99.9796,4664066048,0,1988100096,536870912,1195376640,244318208,3145728,271515648,4.49607,0,1,2,0,21.1582,36059167,42423169,1024,0,64,0,18
directCoulombSum,39786,1048576,64,32,2,1,16,2,1,0,1,7,24173978,137385782,3,146599414,138234841,0,0,95.5825,0,0,0,0.460533,99.9473,4664066048,0,2390753280,536870912,1396703232,244318208,3145728,290390016,4.47573,0,1,2,0,21.9848,36443602,42491868,1024,0,64,0,19
directCoulombSum,38924,1048576,64,32,2,1,16,4,0,0,1,7,22337889,137113369,3,142195230,138122793,0,0,97.0077,0,0,0,0.459355,99.95,4664066048,0,1182793728,268435456,658505728,244318208,3145728,221184000,4.51346,0,1,2,0,20.7479,44000430,62735784,1024,0,64,0,23
directCoulombSum,39765,1048576,64,32,2,1,16,4,1,0,1,7,23472448,137316363,3,146514494,138204893,0,0,95.5809,0,0,0,0.460021,99.9755,4664066048,0,1585446912,268435456,859832320,244318208,3145728,240058368,4.46746,0,1,2,0,21.5018,44830079,62265439,1024,0,64,0,23
directCoulombSum,39860,1048576,64,32,2,1,16,8,0,0,1,7,23481948,137762301,2,142260338,138270713,0,0,97.0097,0,0,0,0.470261,99.9733,4664066048,0,780140544,134217728,658505728,244318208,3145728,204406784,4.42759,0,1,3,0,21.4758,56564064,85460591,1024,0,64,0,30
directCoulombSum,41081,1048576,64,32,2,1,16,8,1,0,1,7,25329624,137817368,2,146514250,138282181,0,0,95.5818,0,0,0,0.470038,99.9682,4664066048,0,1182793728,134217728,859832320,244318208,3145728,223281152,4.31744,0,1,3,0,22.3871,55121348,81566569,1024,0,64,0,30
directCoulombSum,4788,524288,64,32,2,1,32,0,0,0,1,2,2097553,2097152,1,4194838,2097153,0,0,0,0,0,0,0.477254,99.855,4462739456,0,254803968,33554432,67108864,122159104,1572864,154009600,34.8392,0,1,1,0,67.0233,0,0,1024,0,0,0,47
directCoulombSum,4694,524288,64,32,2,1,32,0,1,0,1,2,2111129,2097480,1,6292038,2097153,0,0,0,0,0,0,0.481713,99.8605,4462739456,0,456130560,33554432,167772160,88604672,1572864,162398208,35.4323,0,1,2,0,62.7425,0,0,1024,0,0,0,48
directCoulombSum,75175,524288,64,32,2,1,32,1,0,0,1,7,137723750,138320369,2,140450834,138350901,0,0,97.7434,0,0,0,0.488686,99.9734,4496293888,0,3460300800,1073741824,2235564032,138936320,1572864,357072896,2.22763,0,1,2,0,13.5275,34545174,36286084,1024,0,128,0,18
directCoulombSum,75329,524288,64,32,2,1,32,1,1,0,1,7,137746674,138331110,2,142559182,138362985,0,0,97.0138,0,0,0,0.489481,99.9747,4496293888,0,3661627392,1073741824,2336227328,138936320,1572864,366510080,2.23017,0,1,2,0,11.2234,34555172,36277579,1024,0,128,0,21
directCoulombSum,69500,524288,64,32,2,1,32,2,0,0,1,7,137501223,138361943,2,140472254,138376969,0,0,97.7438,0,0,0,0.478446,99.958,4496293888,0,1849688064,536870912,1161822208,138936320,1572864,256409600,2.42218,0,1,2,0,12.6951,39290646,45567409,1024,0,128,0,18
directCoulombSum,69161,524288,64,32,2,1,32,2,1,0,1,7,137515955,138366567,2,142569602,138377965,0,0,97.0142,0,0,0,0.479661,99.9692,4496293888,0,2051014656,536870912,1262485504,138936320,1572864,265846784,2.4185,0,1,2,0,12.083,39920839,45781655,1024,0,128,0,19
directCoulombSum,69074,524288,64,32,2,1,32,4,0,0,1,7,137328620,138380562,2,140478006,138383645,0,0,97.7439,0,0,0,0.480191,99.9737,4496293888,0,1044381696,268435456,624951296,138936320,1572864,206077952,2.42199,0,1,2,0,12.7166,55076018,71929885,1024,0,128,0,23
directCoulombSum,68850,524288,64,32,2,1,32,4,1,0,1,7,137253240,138375039,2,142574638,138385061,0,0,97.0143,0,0,0,0.47981,99.9662,4496293888,0,1245708288,268435456,725614592,138936320,1572864,215515136,2.43018,0,1,2,0,12.8196,56075302,72130818,1024,0,128,0,23
directCoulombSum,68191,524288,64,32,2,1,32,8,0,0,1,7,134088850,138368862,2,140469030,138380193,0,0,97.7438,0,0,0,0.4768,99.959,4496293888,0,641728512,134217728,624951296,138936320,1572864,189300736,2.44254,0,1,2,0,12.5874,69509395,92451401,1024,0,128,0,30
directCoulombSum,68592,524288,64,32,2,1,32,8,1,0,1,7,134476590,138370641,2,142572002,138382077,0,0,97.0142,0,0,0,0.476432,99.95,4496293888,0,843055104,134217728,725614592,138936320,1572864,198737920,2.44366,0,1,3,0,13.3836,68362463,90261121,1024,0,128,0,30
directCoulombSum,69532,524288,64,32,2,1,32,16,0,0,1,7,136375098,138391495,2,140484840,138385221,0,0,97.7439,0,0,0,0.489168,99.9585,4496293888,0,440401920,67108864,624951296,105381888,1572864,179863552,2.4096,0,1,4,0,14.9009,103639337,139812155,1024,0,128,0,32
directCoulombSum,69677,524288,64,32,2,1,32,16,1,0,1,7,136704929,138387892,2,142579994,138390349,0,0,97.0144,0,0,0,0.488312,99.95,4496293888,0,641728512,67108864,725614592,105381888,1572864,189300736,2.40561,0,1,4,0,14.8549,94482932,129610428,1024,0,128,0,32
directCoulombSum,19085,16777216,128,32,4,1,1,0,0,0,1,1,2393967,2097152,2,69206470,2097153,0,0,0,0,0,0,0.90065,99.9858,8623489024,0,654311424,117440512,1107296256,268435456,50331648,340787200,21.4873,0,1,4,0,49.1258,0,0,1024,0,0,0,32
directCoulombSum,39388,16777216,128,32,4,1,1,0,1,0,1,1,2838611,2097152,2,136315286,2097153,0,0,0,0,0,0,0.908715,99.9778,8623489024,0,3506438144,285212672,4328521728,234881024,50331648,534249472,10.5287,0,1,6,0,30.2789,0,0,1024,0,0,0,32
directCoulombSum,10909,8388608,128,32,4,1,2,0,0,0,1,1,2245711,2097152,2,35651990,2097153,0,0,0,0,0,0,0.924149,99.9727,6476005376,0,729808896,142606336,570425344,276824064,25165824,258211840,27.0123,0,1,5,0,68.8791,0,0,1024,0,0,0,31
directCoulombSum,18544,8388608,128,32,4,1,2,0,1,0,1,1,2393943,2097152,2,69206438,2097153,0,0,0,0,0,0,0.912558,99.984,6476005376,0,1811939328,142606336,2181038080,150994944,25165824,338427904,15.3255,0,1,6,0,38.7889,0,0,1024,0,0,0,32
directCoulombSum,23917,8388608,128,32,4,1,2,1,0,0,1,6,2533000,75830766,3,115365642,85184445,0,0,81.1871,0,0,0,0.954679,99.9816,7012876288,0,5536481280,1073741824,2743074816,1719664640,25165824,583794688,12.6869,0,1,5,0,57.473,34291080,36278850,1024,0,8,0,17
directCoulombSum,34019,8388608,128,32,4,1,2,1,1,0,1,7,2833127,126852345,3,196923114,131922585,0,0,78.3204,0,0,0,0.978935,99.9843,7012876288,0,8757706752,1073741824,4353687552,1719664640,25165824,734789632,8.8094,0,1,6,0,50.1133,39020768,47824415,1024,0,8,0,19
directCoulombSum,5009,4194304,128,32,4,1,4,0,0,0,1,2,2245733,2097152,2,18874806,2097153,0,0,0,0,0,0,0.944265,99.9605,5402263552,0,419430400,71303168,301989888,109051904,12582912,197787648,44.3138,0,1,3,0,80.1256,0,0,1024,0,0,0,32
directCoulombSum,9508,4194304,128,32,4,1,4,0,1,0,1,1,2245741,2097152,2,35652006,2097153,0,0,0,0,0,0,0.937037,99.9644,5402263552,0,956301312,71303168,1107296256,109051904,12582912,239730688,23.5698,0,1,6,0,55.4068,0,0,1024,0,0,0,32
directCoulombSum,28816,4194304,128,32,4,1,4,1,0,0,1,7,2693196,116234809,3,144868058,129895209,0,0,92.3948,0,0,0,0.875417,99.9796,5670699008,0,4429185024,1073741824,2470445056,876609536,12582912,462815232,8.02713,0,1,5,0,45.175,35151909,38583285,1024,0,16,0,17
directCoulombSum,31379,4194304,128,32,4,1,4,1,1,0,1,7,2695431,126672147,3,168411970,135520873,0,0,87.5907,0,0,0,0.916449,99.9637,5670699008,0,6039797760,1073741824,3275751424,876609536,12582912,538312704,7.33786,0,1,5,0,39.0331,37027774,40488219,1024,0,16,0,21
directCoulombSum,26817,4194304,128,32,4,1,4,2,0,0,1,8,2544597,116752870,3,144634494,130946885,0,0,92.418,0,0,0,0.856073,99.9699,5670699008,0,2818572288,536870912,1396703232,876609536,12582912,362151936,8.57865,0,1,4,0,43.6293,39852831,57608478,1024,0,16,0,18
directCoulombSum,31939,4194304,128,32,4,1,4,2,1,0,1,8,2690347,133131194,3,171394554,138238829,0,0,87.8102,0,0,0,0.931439,99.9699,5670699008,0,4429185024,536870912,2202009600,876609536,12582912,437649408,7.22287,0,1,6,0,43.4204,51342188,82790833,1024,0,16,0,19
directCoulombSum,4647,2097152,128,32,4,1,8,0,0,0,1,2,2228239,2097152,1,10486214,2097153,0,0,0,0,0,0,0.944156,99.9563,4865392640,0,260046848,35651584,167772160,88080384,6291456,169410560,41.4706,0,1,2,0,73.7089,0,0,1024,0,0,0,31
directCoulombSum,5394,2097152,128,32,4,1,8,0,1,0,1,2,2385819,2097152,2,18874838,2097153,0,0,0,0,0,0,0.944073,99.941,4865392640,0,528482304,35651584,570425344,88080384,6291456,190382080,35.6866,0,1,5,0,72.4096,0,0,1024,0,0,0,32
directCoulombSum,44776,2097152,128,32,4,1,8,1,0,0,1,7,26546973,136012922,2,146292866,137898369,0,0,95.5728,0,0,0,0.848234,99.9643,4999610368,0,3875536896,1073741824,2336227328,455081984,6291456,402391040,4.36231,0,1,3,0,25.8393,39824097,40403879,1024,0,32,0,18
directCoulombSum,46110,2097152,128,32,4,1,8,1,1,0,1,6,27584047,136343798,2,154696242,137942069,0,0,92.8333,0,0,0,0.847686,99.9677,4999610368,0,4680843264,1073741824,2738880512,455081984,6291456,440139776,4.32742,0,1,4,0,25.9432,40381325,40408832,1024,0,32,0,20
directCoulombSum,39977,2097152,128,32,4,1,8,2,0,0,1,7,26185353,135793116,3,146212050,138048353,0,0,95.5736,0,0,0,0.842777,99.9627,4999610368,0,2264924160,536870912,1262485504,455081984,6291456,301727744,4.85975,0,1,4,0,26.4967,60551353,64717037,1024,0,32,0,18
directCoulombSum,42955,2097152,128,32,4,1,8,2,1,0,1,7,30575324,137106466,2,154860882,138201229,0,0,92.8437,0,0,0,0.857828,99.9576,4999610368,0,3070230528,536870912,1665138688,455081984,6291456,339476480,4.58715,0,1,4,0,24.9943,57537176,61901813,1024,0,32,0,20
directCoulombSum,41605,2097152,128,32,4,1,8,4,0,0,1,7,30015416,137006735,2,146422406,138237965,0,0,95.5797,0,0,0,0.868504,99.968,4999610368,0,1459617792,268435456,725614592,455081984,6291456,251396096,4.70748,0,1,4,0,27.8158,81384748,98278964,1024,0,32,0,23
directCoulombSum,43000,2097152,128,32,4,1,8,4,1,0,1,7,33679951,137516847,2,154952762,138289337,0,0,92.8475,0,0,0,0.871261,99.9654,4999610368,0,2264924160,268435456,1128267776,455081984,6291456,289144832,4.54213,0,1,4,0,26.9731,71971953,87994055,1024,0,32,0,23
directCoulombSum,4745,1048576,128,32,4,1,16,0,0,0,1,2,2235549,2097456,1,6291970,2097153,0,0,0,0,0,0,0.93589,99.8393,4596957184,0,392167424,67108864,100663296,61865984,3145728,162856960,36.7753,0,1,1,0,81.2049,0,0,1024,0,0,0,31
directCoulombSum,4689,1048576,128,32,4,1,16,0,1,0,1,2,2245785,2097160,1,10486214,2097153,0,0,0,0,0,0,0.707014,99.8571,4596957184,0,794820608,67108864,301989888,68157440,3145728,181927936,37.673,0,1,3,0,74.7679,0,0,1024,0,0,0,38
directCoulombSum,74210,1048576,128,32,4,1,16,1,0,0,1,7,137867755,138304813,2,142550162,138355177,0,0,97.0137,0,0,0,0.966855,99.9505,4664066048,0,3598712832,1073741824,2269118464,244318208,3145728,372178944,2.37342,0,1,2,0,15.0822,46589731,46325059,1024,0,64,0,18
directCoulombSum,74186,1048576,128,32,4,1,16,1,1,0,1,7,137799891,138323954,2,146753810,138371557,0,0,95.5868,0,0,0,0.969146,99.9653,4664066048,0,4001366016,1073741824,2470445056,244318208,3145728,391053312,2.3784,0,1,3,0,14.7632,50830912,46524415,1024,0,64,0,21
directCoulombSum,68349,1048576,128,32,4,1,16,2,0,0,1,7,135470473,138351043,2,142560934,138368289,0,0,97.0139,0,0,0,0.937578,99.9573,4664066048,0,1988100096,536870912,1195376640,244318208,3145728,271515648,2.57464,0,1,3,0,16.2857,102176828,90028673,1024,0,64,0,18
directCoulombSum,68355,1048576,128,32,4,1,16,2,1,0,1,7,135385858,138344764,2,146751570,138369473,0,0,95.5869,0,0,0,0.931514,99.9541,4664066048,0,2390753280,536870912,1396703232,244318208,3145728,290390016,2.58661,0,1,4,0,18.6715,106680643,90302912,1024,0,64,0,19
directCoulombSum,68371,1048576,128,32,4,1,16,4,0,0,1,7,135117995,138351515,2,142552774,138357349,0,0,97.014,0,0,0,0.928175,99.97,4664066048,0,1182793728,268435456,658505728,244318208,3145728,221184000,2.5895,0,1,4,0,18.442,132966599,138550592,1024,0,64,0,23
directCoulombSum,68174,1048576,128,32,4,1,16,4,1,0,1,7,135051759,138360198,2,146755046,138369805,0,0,95.5869,0,0,0,0.926584,99.9714,4664066048,0,1585446912,268435456,859832320,244318208,3145728,240058368,2.58936,0,1,5,0,19.1119,137744319,137859488,1024,0,64,0,23
directCoulombSum,68069,1048576,128,32,4,1,16,8,0,0,1,7,134515258,138376676,2,142572266,138385945,0,0,97.0142,0,0,0,0.943448,99.9377,4664066048,0,780140544,134217728,658505728,244318208,3145728,204406784,2.59482,0,1,5,0,18.3333,131405935,148642336,1024,0,64,0,30
directCoulombSum,67743,1048576,128,32,4,1,16,8,1,0,1,7,134536861,138373890,2,146763218,138387301,0,0,95.5873,0,0,0,0.945006,99.9384,4664066048,0,1182793728,134217728,859832320,244318208,3145728,223281152,2.58214,0,1,5,0,19.7474,132504647,146402690,1024,0,64,0,30
directCoulombSum,4736,524288,128,32,4,1,32,0,0,0,1,2,2097597,2097180,1,4194878,2097153,0,0,0,0,0,0,0.572284,99.6637,4462739456,0,254803968,33554432,67108864,122159104,1572864,154009600,35.5864,0,1,1,0,68.5433,0,0,1024,0,0,0,47
directCoulombSum,4629,524288,128,32,4,1,32,0,1,0,1,2,2097725,2097732,1,6292142,2097153,0,0,0,0,0,0,0.577959,99.8178,4462739456,0,456130560,33554432,167772160,88604672,1572864,162398208,36.513,0,1,2,0,64.5739,0,0,1024,0,0,0,48
directCoulombSum,76413,524288,128,32,4,1,32,1,0,0,1,7,139491202,138394454,2,140485714,138385397,0,0,97.744,0,0,0,0.967033,99.9487,4496293888,0,3460300800,1073741824,2235564032,138936320,1572864,357072896,2.1876,0,1,2,0,14.3857,47982778,47589490,1024,0,128,0,18
directCoulombSum,76437,524288,128,32,4,1,32,1,1,0,1,7,139343216,138383384,2,142583870,138395945,0,0,97.0145,0,0,0,0.971559,99.8841,4496293888,0,3661627392,1073741824,2336227328,138936320,1572864,366510080,2.19331,0,1,3,0,12.3324,49080844,47468358,1024,0,128,0,21
directCoulombSum,70700,524288,128,32,4,1,32,2,0,0,1,7,139263644,138398188,2,140493858,138393579,0,0,97.744,0,0,0,0.962926,99.9058,4496293888,0,1849688064,536870912,1161822208,138936320,1572864,256409600,2.37099,0,1,4,0,17.6765,116168490,96542998,1024,0,128,0,18
directCoulombSum,70863,524288,128,32,4,1,32,2,1,0,1,7,139241159,138391252,2,142589588,138398501,0,0,97.0146,0,0,0,0.968397,99.8061,4496293888,0,2051014656,536870912,1262485504,138936320,1572864,265846784,2.37633,0,1,4,0,16.8238,117719189,98313656,1024,0,128,0,19
directCoulombSum,70616,524288,128,32,4,1,32,4,0,0,1,7,139240394,138394104,2,140486154,138401645,0,0,97.7441,0,0,0,0.966713,99.7762,4496293888,0,1044381696,268435456,624951296,138936320,1572864,206077952,2.37759,0,1,5,0,19.5994,150908014,151664773,1024,0,128,0,23
directCoulombSum,70528,524288,128,32,4,1,32,4,1,0,1,7,139461343,138395129,2,142592402,138400682,0,0,97.0146,0,0,0,0.963188,99.9085,4496293888,0,1245708288,268435456,725614592,138936320,1572864,215515136,2.37011,0,1,5,0,19.4106,150058392,148714088,1024,0,128,0,23
directCoulombSum,70943,524288,128,32,4,1,32,8,0,0,1,7,139335109,138392963,2,140491498,138398993,0,0,97.7441,0,0,0,0.963274,99.9146,4496293888,0,641728512,134217728,624951296,138936320,1572864,189300736,2.37253,0,1,5,0,18.0144,147197318,161898881,1024,0,128,0,30
directCoulombSum,70873,524288,128,32,4,1,32,8,1,0,1,7,139325166,138398302,2,142587498,138394729,0,0,97.0146,0,0,0,0.960299,99.9178,4496293888,0,843055104,134217728,725614592,138936320,1572864,198737920,2.36759,0,1,5,0,19.1279,146889035,158710514,1024,0,128,0,30
directCoulombSum,71440,524288,128,32,4,1,32,16,0,0,1,7,139353171,138388836,2,140489970,138403409,0,0,97.7442,0,0,0,0.956572,99.7696,4496293888,0,440401920,67108864,624951296,105381888,1572864,179863552,2.33882,0,1,5,0,17.6866,132482382,189775979,1024,0,128,0,32
directCoulombSum,71487,524288,128,32,4,1,32,16,1,0,1,7,139169639,138401101,2,142594414,138401113,0,0,97.0147,0,0,0,0.955718,99.7097,4496293888,0,641728512,67108864,725614592,105381888,1572864,189300736,2.33712,0,1,5,0,17.86,129586689,185656682,1024,0,128,0,32
