Kernel name,Computation duration (us),Global size,Local size,WORK_GROUP_SIZE_X,WORK_GROUP_SIZE_Y,WORK_GROUP_SIZE_Z,Z_ITERATIONS,INNER_UNROLL_FACTOR,USE_SOA,USE_CONSTANT_MEMORY,VECTOR_SIZE,dram__throughput.avg.pct_of_peak_sustained_elapsed,dram__sectors_read.sum,dram__sectors_write.sum,lts__t_sectors.avg.pct_of_peak_sustained_elapsed,lts__t_sectors_op_read.sum,lts__t_sectors_op_write.sum,l1tex__t_requests_pipe_lsu_mem_global_op_ld.avg.pct_of_peak_sustained_active,l1tex__t_requests_pipe_lsu_mem_global_op_ld.sum,l1tex__data_pipe_lsu_wavefronts_mem_shared.avg.pct_of_peak_sustained_elapsed,l1tex__data_pipe_lsu_wavefronts_mem_shared_op_ld.sum,l1tex__data_pipe_lsu_wavefronts_mem_shared_op_st.sum,l1tex__t_sectors_pipe_lsu_mem_local_op_ld.sum,l1tex__t_sectors_pipe_lsu_mem_local_op_st.sum,sm__warps_active.avg.pct_of_peak_sustained_active,smsp__cycles_active.avg.pct_of_peak_sustained_elapsed,smsp__sass_thread_inst_executed_op_fp16_pred_on.sum,smsp__sass_thread_inst_executed_op_fp32_pred_on.sum,smsp__sass_thread_inst_executed_op_fp64_pred_on.sum,smsp__sass_thread_inst_executed_op_integer_pred_on.sum,smsp__sass_thread_inst_executed_op_control_pred_on.sum,smsp__sass_thread_inst_executed_op_memory_pred_on.sum,smsp__sass_thread_inst_executed_op_misc_pred_on.sum,smsp__sass_thread_inst_executed_op_conversion_pred_on.sum,smsp__inst_executed.sum,smsp__inst_executed_pipe_fp16.sum,smsp__pipe_fma_cycles_active.avg.pct_of_peak_sustained_active,smsp__inst_executed_pipe_fp64.avg.pct_of_peak_sustained_active,smsp__inst_executed_pipe_xu.avg.pct_of_peak_sustained_active,smsp__inst_executed_pipe_lsu.avg.pct_of_peak_sustained_active,smsp__inst_executed_pipe_tex.avg.pct_of_peak_sustained_active,smsp__issue_active.avg.pct_of_peak_sustained_active,smsp__thread_inst_executed_per_inst_executed.ratio,smsp__thread_inst_executed_per_inst_executed.pct,Maximum work-group size,Local memory size,Private memory size,Constant memory size,Registers count
directCoulombSum,8942,524288,64,32,2,1,32,1,0,0,1,59.9268,18991600,42518300,40.8545,40503300,138412000,0.243363,1572860,0.00744304,0,0,136063000,136347000,68.4961,94.9106,0,3405770000,0,2335180000,1074790000,2235560000,1178080000,1572860,355549000,0,8.70219,0,10.7229,5.57709,0,14.182,32,100,1024,0,128,0,18
directCoulombSum,8584,524288,64,32,2,1,32,1,1,0,1,59.9914,18377200,41279200,42.1535,39467900,138412000,0.744782,4718590,0.00775006,0,0,135537000,136373000,68.253,97.7822,0,3405770000,0,2435840000,1074790000,2336230000,1178080000,1572860,361841000,0,9.04866,0,10.8373,5.89022,0,14.587,32,100,1024,0,128,0,20
directCoulombSum,9688,524288,64,32,2,1,32,2,0,0,1,72.9586,26481200,57328400,38.8365,55078200,138412000,0.200497,1572860,0.00652232,0,0,135591000,136337000,74.1634,95.8752,0,3405770000,0,1261440000,537919000,1161820000,1178080000,1572860,254886000,0,7.54899,0,9.30188,2.51595,0,8.81953,32,100,1024,0,128,0,20
directCoulombSum,9316,524288,64,32,2,1,32,2,1,0,1,72.0932,23899700,54212300,40.2615,51888000,138412000,0.672054,4718590,0.00685487,0,0,136881000,136413000,72.0543,95.1548,0,3405770000,0,1362100000,537919000,1262490000,1178080000,1572860,261177000,0,8.22447,0,9.85016,2.89477,0,9.56991,32,100,1024,0,128,0,20
directCoulombSum,15221,524288,64,32,2,1,32,4,0,0,1,79.2697,56079000,98432000,27.1628,91381300,138412000,0.121828,1572860,0.00383192,0,0,136856000,136249000,85.6422,97.4049,0,3405770000,0,724566000,269484000,624951000,1178080000,1572860,204554000,0,4.36545,0,5.37911,0.783525,0,4.09307,32,100,1024,0,128,0,22
directCoulombSum,13994,524288,64,32,2,1,32,4,1,0,1,76.7146,46001200,89834700,28.992,83501300,138412000,0.409823,4718590,0.00422649,0,0,138704000,135128000,81.9518,95.1674,0,3405770000,0,825229000,269484000,725615000,1178080000,1572860,210846000,0,5.07026,0,6.07247,1.02664,0,4.76279,32,100,1024,0,128,0,23
directCoulombSum,19763,524288,64,32,2,1,32,8,0,0,1,83.045,84729800,132209000,22.7409,116735000,138412000,0.0908449,1572860,0.00290957,0,0,136121000,136797000,97.8932,99.5137,0,3405770000,0,456131000,135266000,624951000,1178080000,1572860,187777000,0,3.24443,0,3.99779,0.582321,0,2.79251,32,100,1024,0,128,0,32
directCoulombSum,19524,524288,64,32,2,1,32,8,1,0,1,83.3355,82490600,130790000,22.964,115133000,138412000,0.272915,4718590,0.00294684,0,0,135349000,136622000,97.8697,99.1905,0,3405770000,0,556794000,135266000,725615000,1178080000,1572860,194068000,0,3.39176,0,4.06219,0.686769,0,2.93255,32,100,1024,0,128,0,31
directCoulombSum,16685,524288,64,32,2,1,32,16,0,0,1,78.6956,52440700,118546000,25.3765,99734600,138412000,0.10755,1572860,0.00346453,0,0,136466000,135879000,97.4238,99.6017,0,3405770000,0,389022000,68157400,624951000,1178080000,1572860,178340000,0,3.85985,0,4.75611,0.692779,0,3.15523,32,100,1024,0,128,0,55
directCoulombSum,15641,524288,64,32,2,1,32,16,1,0,1,77.2868,44306600,112092000,26.8348,94529400,138412000,0.345181,4718590,0.00375662,0,0,136406000,135430000,96.7573,100.168,0,3405770000,0,489685000,68157400,725615000,1178080000,1572860,184631000,0,4.2816,0,5.12792,0.866946,0,3.52191,32,100,1024,0,128,0,50
directCoulombSum,3950,16777216,128,32,4,1,1,0,0,0,1,9.85404,2097900,2095900,2.32119,2098740,2097740,12.4235,34078700,0.57321,0,0,0,0,84.8972,99.9543,0,7532970000,0,603980000,117441000,1107300000,1291850000,50331600,340263000,0,43.5839,0,25.6151,6.59493,0,31.0156,32,100,896,0,0,0,66
directCoulombSum,4137,16777216,128,32,4,1,1,0,1,0,1,9.43768,2099020,2097170,2.21954,2098740,2097180,47.0275,134742000,0.548764,0,0,0,0,94.1287,99.9386,0,7532970000,0,3456110000,285213000,4328520000,1308620000,50331600,534249000,0,41.7317,0,24.5266,23.8859,0,46.6282,32,100,1024,0,0,0,37
directCoulombSum,2010,8388608,128,32,4,1,2,0,0,0,1,19.616,2097200,2096520,4.57315,2098730,2097180,12.4861,17301500,0.567151,0,0,0,0,95.9202,99.9008,0,5385490000,0,696254000,142606000,570425000,1224740000,25165800,253493000,0,61.5969,0,49.5803,6.71795,0,45.7488,32,100,1024,0,0,0,31
directCoulombSum,2171,8388608,128,32,4,1,2,0,1,0,1,18.168,2097400,2097060,4.24626,2099920,2097180,45.2735,67633200,0.526122,0,0,0,0,95.4421,99.9127,0,5385490000,0,1778380000,142606000,2181040000,1216350000,25165800,337379000,0,57.2219,0,45.9881,23.0818,0,56.4765,32,100,1024,0,0,0,40
directCoulombSum,4630,8388608,128,32,4,1,2,1,0,0,1,8.45835,2097980,2100580,66.2815,2119640,138412000,5.41262,17301500,0.24593,0,0,136315000,136314000,96.3574,99.9272,0,5922360000,0,5519700000,1090520000,2743070000,2239760000,25165800,567804000,0,34.5784,0,21.4936,13.536,0,44.423,32,100,1024,0,8,0,18
directCoulombSum,4713,8388608,128,32,4,1,2,1,1,0,1,8.34101,2098540,2101210,65.1978,2236320,138413000,20.8166,67633200,0.241728,0,0,136313000,136315000,96.0581,99.8531,0,5922360000,0,6585060000,1090520000,4353690000,2785020000,25165800,668467000,0,39.1369,0,21.142,21.0613,0,51.4431,32,100,1024,0,8,0,20
directCoulombSum,1099,4194304,128,32,4,1,4,0,0,0,1,35.8015,2097280,2096330,8.41823,2100400,2097180,11.8586,8912900,0.522405,0,0,0,0,96.7298,99.8295,0,4311740000,0,394265000,71303200,301990000,1249900000,12582900,199229000,0,91.0537,0,90.356,6.54122,0,66.2854,32,100,1024,0,0,0,41
directCoulombSum,1227,4194304,128,32,4,1,4,0,1,0,1,32.0876,2098270,2096100,7.55801,2098720,2097180,40.6572,34078700,0.468464,0,0,0,0,96.0999,99.8,0,4311740000,0,931135000,71303200,1107300000,1170210000,12582900,238682000,0,81.676,0,81.0501,20.8884,0,71.2329,32,100,1024,0,0,0,43
directCoulombSum,4101,4194304,128,32,4,1,4,1,0,0,1,12.1596,2097180,3248650,75.273,2888260,138412000,3.15252,8912900,0.138942,0,0,136310000,136309000,96.6257,99.8674,0,4580180000,0,3066040000,1082130000,2470450000,1677720000,12582900,454558000,0,27.1297,0,24.0225,13.7272,0,40.2079,32,100,1024,0,16,0,16
directCoulombSum,4104,4194304,128,32,4,1,4,1,1,0,1,11.7866,2097230,3073880,75.3172,3067800,138412000,12.041,34078700,0.138767,0,0,136321000,136311000,95.8061,99.8464,0,4580180000,0,3871340000,1082130000,3275750000,1677720000,12582900,504889000,0,31.5486,0,23.9974,18.1602,0,44.6131,32,100,1024,0,16,0,20
directCoulombSum,4108,4194304,128,32,4,1,4,2,0,0,1,11.6268,2102850,3023290,74.9829,2942320,138411000,3.13964,8912900,0.138315,0,0,136318000,136315000,97.0633,99.8301,0,4580180000,0,1992290000,545260000,1396700000,1677720000,12582900,353894000,0,27.0173,0,23.923,7.75882,0,31.1741,32,100,1024,0,16,0,19
directCoulombSum,4109,4194304,128,32,4,1,4,2,1,0,1,10.9387,2097640,2725820,75.0394,2887510,138412000,12.0122,34078700,0.138458,0,0,136336000,136334000,96.7278,99.8709,0,4580180000,0,2797600000,545260000,2202010000,1677720000,12582900,404226000,0,31.4705,0,23.9379,12.2,0,35.6299,32,100,1024,0,16,0,20
directCoulombSum,1017,2097152,128,32,4,1,8,0,0,0,1,38.6971,2097190,2096220,9.09344,2098720,2097180,6.78619,4718590,0.28225,0,0,0,0,97.3935,99.7535,0,3774870000,0,239075000,35651600,167772000,1159730000,6291460,168755000,0,86.2047,0,97.1453,3.91411,0,60.717,32,100,1024,0,0,0,53
directCoulombSum,1079,2097152,128,32,4,1,8,0,1,0,1,36.4805,2098650,2096440,8.57361,2099270,2097180,23.452,17301500,0.265908,0,0,0,0,97.2361,99.7287,0,3774870000,0,507511000,35651600,570425000,1145040000,6291460,189268000,0,81.2336,0,91.5434,12.2206,0,64.1705,32,100,1024,0,0,0,51
directCoulombSum,4189,2097152,128,32,4,1,8,1,0,0,1,20.9513,2099030,7330150,77.4447,10610300,138413000,1.64024,4718590,0.0677815,0,0,136284000,136318000,83.4912,99.025,0,3909090000,0,2646610000,1077940000,2336230000,1390410000,6291460,397869000,0,22.2915,0,23.5008,12.7429,0,34.6297,32,100,1024,0,32,0,18
directCoulombSum,4207,2097152,128,32,4,1,8,1,1,0,1,20.5106,2097250,7134910,77.6387,10559800,138412000,6.01585,17301500,0.067944,0,0,136276000,136325000,82.6244,99.2296,0,3909090000,0,3049260000,1077940000,2738880000,1390410000,6291460,423035000,0,24.49,0,23.5086,14.9382,0,36.8323,32,100,1024,0,32,0,20
directCoulombSum,4167,2097152,128,32,4,1,8,2,0,0,1,24.2567,2099120,8786010,79.7955,14470800,138413000,1.64006,4718590,0.068056,0,0,136294000,136349000,86.8551,99.4667,0,3909090000,0,1572860000,541065000,1262490000,1390410000,6291460,297206000,0,22.2824,0,23.4912,6.89911,0,25.8577,32,100,1024,0,32,0,20
directCoulombSum,4172,2097152,128,32,4,1,8,2,1,0,1,22.9079,2097450,8141430,79.2594,13292000,138412000,6.01785,17301500,0.0681512,0,0,136229000,136378000,87.3626,99.4851,0,3909090000,0,1975520000,541065000,1665140000,1390410000,6291460,322372000,0,24.5016,0,23.5197,9.0996,0,28.0812,32,100,1024,0,32,0,20
directCoulombSum,4153,2097152,128,32,4,1,8,4,0,0,1,24.8563,2097170,8934780,80.3374,15290400,138412000,1.64325,4718590,0.0682239,0,0,136245000,136320000,92.5883,99.5695,0,3909090000,0,1035990000,272630000,725615000,1390410000,6291460,246874000,0,22.3143,0,23.5248,3.98551,0,21.5095,32,100,1024,0,32,0,22
directCoulombSum,4155,2097152,128,32,4,1,8,4,1,0,1,20.2564,2101250,6931800,79.1474,12543000,138412000,6.04315,17301500,0.0683421,0,0,136242000,136191000,94.2111,99.5314,0,3909090000,0,1438650000,272630000,1128270000,1390410000,6291460,272040000,0,24.5588,0,23.5746,6.1912,0,23.7523,32,100,1024,0,32,0,23
directCoulombSum,1006,1048576,128,32,4,1,16,0,0,0,1,39.0897,2098420,2096500,9.17773,2098720,2097180,3.81225,2621440,0.142417,0,0,0,0,97.3239,99.5522,0,3506440000,0,240124000,67108900,100663000,1132460000,3145730,162300000,0,81.3044,0,97.9468,2.36045,0,59.0484,32,100,1024,0,0,0,48
directCoulombSum,1058,1048576,128,32,4,1,16,0,1,0,1,37.1064,2097790,2096310,8.71908,2099810,2097180,12.3095,8912900,0.13528,0,0,0,0,97.0284,99.5671,0,3506440000,0,240124000,67108900,301990000,1125120000,3145730,193724000,0,77.2185,0,93.0245,6.58961,0,66.939,32,100,1024,0,0,0,60
directCoulombSum,4467,1048576,128,32,4,1,16,1,0,0,1,57.6016,2365650,26080600,77.569,23765800,138412000,0.84565,2621440,0.0311275,0,0,136613000,136358000,78.5192,98.4656,0,3573550000,0,2438990000,1075840000,2269120000,1248850000,3145730,369656000,0,18.5566,0,21.6441,11.4174,0,29.7187,32,100,1024,0,64,0,18
directCoulombSum,4478,1048576,128,32,4,1,16,1,1,0,1,56.8085,2373360,25401700,77.8902,24233000,138412000,2.88756,8912900,0.0312814,0,0,136613000,136309000,78.4444,98.238,0,3573550000,0,2640310000,1075840000,2470450000,1248850000,3145730,382239000,0,19.7104,0,21.8014,12.5194,0,30.9538,32,100,1024,0,64,0,20
directCoulombSum,4534,1048576,128,32,4,1,16,2,0,0,1,65.3282,2427440,32731900,73.246,30537100,138411000,0.758927,2621440,0.0282818,0,0,136296000,136268000,79.2076,97.8606,0,3573550000,0,1365250000,538968000,1195380000,1248850000,3145730,268993000,0,16.9643,0,19.7869,5.50546,0,19.7703,32,100,1024,0,64,0,20
directCoulombSum,4527,1048576,128,32,4,1,16,2,1,0,1,65.261,2395840,32075600,74.4617,30586400,138411000,2.58715,8912900,0.0287122,0,0,136149000,136343000,78.9838,99.1398,0,3573550000,0,1566570000,538968000,1396700000,1248850000,3145730,281575000,0,17.9271,0,19.8289,6.4439,0,20.739,32,100,1024,0,64,0,20
directCoulombSum,5282,1048576,128,32,4,1,16,4,0,0,1,69.7285,2476280,41997000,63.0167,37583100,138403000,0.616619,2621440,0.0233227,0,0,136249000,136303000,82.2723,98.8832,0,3573550000,0,828375000,270533000,658506000,1248850000,3145730,218661000,0,13.8451,0,16.1486,2.48047,0,13.1161,32,100,1024,0,64,0,22
directCoulombSum,5081,1048576,128,32,4,1,16,4,1,0,1,68.8688,2414440,40748300,65.1782,37316500,138408000,2.18233,8912900,0.0241171,0,0,136336000,136390000,81.7912,99.1045,0,3573550000,0,1029700000,270533000,859832000,1248850000,3145730,231244000,0,15.0634,0,16.6614,3.33795,0,14.3112,32,100,1024,0,64,0,23
directCoulombSum,5050,1048576,128,32,4,1,16,8,0,0,1,69.5968,2389500,42085500,65.5762,39363600,138411000,0.625237,2621440,0.0239878,0,0,136340000,135918000,89.5464,99.5991,0,3573550000,0,559940000,136315000,658506000,1248850000,3145730,201884000,0,14.1375,0,16.4897,2.53287,0,12.3655,32,100,1024,0,64,0,32
directCoulombSum,4384,1048576,128,32,4,1,16,8,1,0,1,68.7748,2398980,34250200,75.2466,35240400,138412000,2.54362,8912900,0.0281646,0,0,136134000,136505000,91.9603,97.921,0,3573550000,0,761266000,136315000,859832000,1248850000,3145730,214467000,0,17.804,0,19.6928,3.94527,0,15.6878,32,100,1024,0,64,0,31
directCoulombSum,1013,524288,128,32,4,1,32,0,0,0,1,38.7492,2097250,2096240,9.0924,2098720,2097200,2.27545,1572860,0.0705304,0,0,0,0,96.0719,99.1156,0,3372220000,0,203948000,33554400,67108900,1159200000,1572860,151290000,0,78.584,0,97.299,1.55365,0,54.7585,32,100,1024,0,0,0,63
directCoulombSum,1031,524288,128,32,4,1,32,0,1,0,1,38.0493,2097440,2094920,8.94002,2098720,2097180,6.70966,4718590,0.069349,0,0,0,0,95.9847,99.1644,0,3372220000,0,304611000,33554400,167772000,1153960000,1572860,157417000,0,79.4676,0,95.6222,3.76475,0,55.9945,32,100,1024,0,0,0,63
directCoulombSum,9999,524288,128,32,4,1,32,1,0,0,1,62.0298,22760500,48728400,36.9943,46969100,138412000,0.206889,1572860,0.00646571,0,0,136244000,136280000,70.6765,95.4648,0,3405770000,0,2335180000,1074790000,2235560000,1178080000,1572860,355549000,0,7.51563,0,9.26078,4.81664,0,12.2483,32,100,1024,0,128,0,18
directCoulombSum,9843,524288,128,32,4,1,32,1,1,0,1,60.5193,21538000,47273900,37.8652,46596900,138412000,0.650111,4718590,0.00667331,0,0,135620000,136285000,70.0807,95.1238,0,3405770000,0,2435840000,1074790000,2336230000,1178080000,1572860,361841000,0,8.00925,0,9.59239,5.21361,0,12.9114,32,100,1024,0,128,0,20
directCoulombSum,11400,524288,128,32,4,1,32,2,0,0,1,73.0482,34918100,66780000,35.1122,67879300,138412000,0.171043,1572860,0.00563483,0,0,134818000,136274000,76.3202,102.081,0,3405770000,0,1261440000,537919000,1161820000,1178080000,1572860,254886000,0,6.12532,0,7.54763,2.04147,0,7.15627,32,100,1024,0,128,0,20
directCoulombSum,10877,524288,128,32,4,1,32,2,1,0,1,75.173,31378100,65186400,35.5138,62546700,138412000,0.555604,4718590,0.00568718,0,0,136812000,137051000,74.7537,94.7202,0,3405770000,0,1362100000,537919000,1262490000,1178080000,1572860,261177000,0,6.85479,0,8.20973,2.41268,0,7.97618,32,100,1024,0,128,0,20
directCoulombSum,16606,524288,128,32,4,1,32,4,0,0,1,79.8827,60846400,103456000,26.3782,95865800,138412000,0.114222,1572860,0.00364995,0,0,137307000,136365000,87.0341,97.9108,0,3405770000,0,724566000,269484000,624951000,1178080000,1572860,204554000,0,4.13666,0,5.0972,0.742461,0,3.87857,32,100,1024,0,128,0,22
directCoulombSum,15295,524288,128,32,4,1,32,4,1,0,1,76.4286,51487500,94124200,28.1189,89647400,138412000,0.367968,4718590,0.00404163,0,0,135567000,136058000,84.1718,98.9595,0,3405770000,0,825229000,269484000,725615000,1178080000,1572860,210846000,0,4.66272,0,5.58437,0.944115,0,4.37996,32,100,1024,0,128,0,23
directCoulombSum,19717,524288,128,32,4,1,32,8,0,0,1,83.8199,86429100,133133000,22.61,116692000,138412000,0.0901062,1572860,0.00288399,0,0,136273000,136377000,98.2443,99.9755,0,3405770000,0,456131000,135266000,624951000,1178080000,1572860,187777000,0,3.20105,0,3.94434,0.574535,0,2.75517,32,100,1024,0,128,0,32
directCoulombSum,19556,524288,128,32,4,1,32,8,1,0,1,83.6828,84064900,131153000,23.0099,115611000,138412000,0.277316,4718590,0.00295618,0,0,136481000,136256000,97.1706,101.502,0,3405770000,0,556794000,135266000,725615000,1178080000,1572860,194068000,0,3.32503,0,3.98227,0.673259,0,2.87487,32,100,1024,0,128,0,31
directCoulombSum,16708,524288,128,32,4,1,32,16,0,0,1,78.2593,52387800,118305000,25.3723,99819700,138412000,0.107,1572860,0.00346766,0,0,136319000,136564000,97.9155,99.7176,0,3405770000,0,389022000,68157400,624951000,1178080000,1572860,178340000,0,3.85884,0,4.75487,0.692597,0,3.15442,32,100,1024,0,128,0,55
directCoulombSum,15561,524288,128,32,4,1,32,16,1,0,1,77.8076,44777200,112574000,26.6848,94653700,138412000,0.347185,4718590,0.00372465,0,0,136572000,136436000,97.0085,99.6231,0,3405770000,0,489685000,68157400,725615000,1178080000,1572860,184631000,0,4.2684,0,5.11211,0.864273,0,3.51106,32,100,1024,0,128,0,50
directCoulombSum,3951,16777216,256,32,8,1,1,0,0,0,1,9.85319,2097200,2096770,2.3181,2098730,2097180,12.4224,34078700,0.573051,0,0,0,0,69.4498,99.932,0,7532970000,0,603980000,117441000,1107300000,1291850000,50331600,340263000,0,43.5815,0,25.6137,6.59457,0,31.0138,32,100,896,0,0,0,66
directCoulombSum,4134,16777216,256,32,8,1,1,0,1,0,1,9.43848,2097200,2096200,2.22185,2098740,2097180,47.0691,134742000,0.549182,0,0,0,0,94.3337,99.9271,0,7532970000,0,3456110000,285213000,4328520000,1308620000,50331600,534249000,0,41.7682,0,24.548,23.9068,0,46.669,32,100,1024,0,0,0,37
directCoulombSum,2010,8388608,256,32,8,1,2,0,0,0,1,19.606,2097680,2097110,4.57427,2098720,2097590,12.4818,17301500,0.566831,0,0,0,0,91.8897,99.8642,0,5385490000,0,696254000,142606000,570425000,1224740000,25165800,253493000,0,61.5847,0,49.5705,6.71662,0,45.7398,32,100,1024,0,0,0,31
directCoulombSum,2169,8388608,256,32,8,1,2,0,1,0,1,18.0816,2099670,2096840,4.24814,2098720,2097180,45.2962,67633200,0.526148,0,0,0,0,94.5847,99.8513,0,5385490000,0,1778380000,142606000,2181040000,1216350000,25165800,337379000,0,57.2599,0,46.0187,23.0972,0,56.5142,32,100,1024,0,0,0,40
directCoulombSum,4628,8388608,256,32,8,1,2,1,0,0,1,8.45742,2097540,2099720,66.3431,2121270,138412000,5.41512,17301500,0.245986,0,0,136315000,136315000,96.9905,99.9181,0,5922360000,0,5519700000,1090520000,2743070000,2239760000,25165800,567804000,0,34.5893,0,21.5004,13.5403,0,44.4371,32,100,1024,0,8,0,18
directCoulombSum,4715,8388608,256,32,8,1,2,1,1,0,1,8.30355,2097580,2100180,65.2466,2268700,138412000,20.7986,67633200,0.241622,0,0,136317000,136315000,96.376,99.9483,0,5922360000,0,6585060000,1090520000,4353690000,2785020000,25165800,668467000,0,39.0824,0,21.1126,21.032,0,51.3715,32,100,1024,0,8,0,20
directCoulombSum,1104,4194304,256,32,8,1,4,0,0,0,1,35.5972,2097360,2096390,8.38064,2100140,2097180,11.7986,8912900,0.519495,0,0,0,0,95.6324,99.7491,0,4311740000,0,394265000,71303200,301990000,1249900000,12582900,199229000,0,90.6195,0,89.9251,6.51002,0,65.9694,32,100,1024,0,0,0,41
directCoulombSum,1240,4194304,256,32,8,1,4,0,1,0,1,31.7576,2098740,2096400,7.47937,2098730,2097180,40.2493,34078700,0.463439,0,0,0,0,95.0289,99.7348,0,4311740000,0,931135000,71303200,1107300000,1170210000,12582900,238682000,0,80.8528,0,80.2332,20.6779,0,70.515,32,100,1024,0,0,0,43
directCoulombSum,4104,4194304,256,32,8,1,4,1,0,0,1,11.9932,2097180,3180800,75.1016,2822850,138412000,3.15271,8912900,0.13862,0,0,136319000,136314000,95.7439,99.6274,0,4580180000,0,3066040000,1082130000,2470450000,1677720000,12582900,454558000,0,27.1321,0,24.0246,13.7284,0,40.2115,32,100,1024,0,16,0,16
directCoulombSum,4112,4194304,256,32,8,1,4,1,1,0,1,11.4883,2100230,2960850,75.2854,3081720,138412000,12.0429,34078700,0.13874,0,0,136311000,136320000,94.4019,99.8047,0,4580180000,0,3871340000,1082130000,3275750000,1677720000,12582900,504889000,0,31.5555,0,24.0026,18.1641,0,44.623,32,100,1024,0,16,0,20
directCoulombSum,4106,4194304,256,32,8,1,4,2,0,0,1,11.4604,2102820,2954260,74.958,2986350,138410000,3.14022,8912900,0.13832,0,0,136305000,136327000,96.1033,99.8097,0,4580180000,0,1992290000,545260000,1396700000,1677720000,12582900,353894000,0,27.0238,0,23.9288,7.7607,0,31.1817,32,100,1024,0,16,0,19
directCoulombSum,4108,4194304,256,32,8,1,4,2,1,0,1,10.9208,2097280,2718230,75.0575,3025140,138411000,12.0136,34078700,0.138388,0,0,136306000,136306000,95.8435,99.7991,0,4580180000,0,2797600000,545260000,2202010000,1677720000,12582900,404226000,0,31.4773,0,23.9431,12.2026,0,35.6376,32,100,1024,0,16,0,20
directCoulombSum,1021,2097152,256,32,8,1,8,0,0,0,1,38.515,2097320,2094890,9.05208,2098740,2097180,6.76831,4718590,0.281003,0,0,0,0,96.516,99.5757,0,3774870000,0,239075000,35651600,167772000,1159730000,6291460,168755000,0,85.9769,0,96.8886,3.90377,0,60.5567,32,100,1024,0,0,0,53
directCoulombSum,1081,2097152,256,32,8,1,8,0,1,0,1,36.3776,2097260,2096050,8.54814,2098740,2097200,23.4408,17301500,0.265367,0,0,0,0,96.544,99.5552,0,3774870000,0,507511000,35651600,570425000,1145040000,6291460,189268000,0,81.2097,0,91.5164,12.217,0,64.1515,32,100,1024,0,0,0,51
directCoulombSum,4195,2097152,256,32,8,1,8,1,0,0,1,19.0465,2100370,6511900,76.8987,10086500,138412000,1.63784,4718590,0.0675906,0,0,136129000,136353000,79.1075,98.7323,0,3909090000,0,2646610000,1077940000,2336230000,1390410000,6291460,397869000,0,22.2946,0,23.5041,12.7447,0,34.6346,32,100,1024,0,32,0,18
directCoulombSum,4225,2097152,256,32,8,1,8,1,1,0,1,18.6843,2100080,6341870,76.9169,10316000,138412000,5.99546,17301500,0.0674385,0,0,136322000,136358000,77.9647,98.7223,0,3909090000,0,3049260000,1077940000,2738880000,1390410000,6291460,423035000,0,24.4327,0,23.4536,14.9033,0,36.7461,32,100,1024,0,32,0,20
directCoulombSum,4177,2097152,256,32,8,1,8,2,0,0,1,21.4685,2100400,7564870,79.2907,14238900,138412000,1.63842,4718590,0.0677747,0,0,136179000,136376000,82.0299,99.0724,0,3909090000,0,1572860000,541065000,1262490000,1390410000,6291460,297206000,0,22.2786,0,23.4872,6.89794,0,25.8533,32,100,1024,0,32,0,20
directCoulombSum,4179,2097152,256,32,8,1,8,2,1,0,1,20.4732,2098350,7094200,79.4891,13777100,138412000,6.01918,17301500,0.0680876,0,0,136376000,136366000,82.2797,99.4872,0,3909090000,0,1975520000,541065000,1665140000,1390410000,6291460,322372000,0,24.4782,0,23.4972,9.09092,0,28.0544,32,100,1024,0,32,0,20
directCoulombSum,4166,2097152,256,32,8,1,8,4,0,0,1,23.0686,2099090,8234960,81.0037,16681900,138413000,1.64113,4718590,0.0680188,0,0,136509000,136170000,88.0491,99.3809,0,3909090000,0,1035990000,272630000,725615000,1390410000,6291460,246874000,0,22.2895,0,23.4986,3.98107,0,21.4856,32,100,1024,0,32,0,22
directCoulombSum,4163,2097152,256,32,8,1,8,4,1,0,1,20.2545,2098450,6980070,79.8389,14384100,138413000,6.02012,17301500,0.0680617,0,0,136486000,136276000,90.1382,99.1828,0,3909090000,0,1438650000,272630000,1128270000,1390410000,6291460,272040000,0,24.544,0,23.5604,6.18746,0,23.738,32,100,1024,0,32,0,23
directCoulombSum,1011,1048576,256,32,8,1,16,0,0,0,1,38.802,2097190,2097060,9.11478,2098720,2097180,3.80284,2621440,0.141437,0,0,0,0,96.8217,99.0795,0,3506440000,0,240124000,67108900,100663000,1132460000,3145730,162300000,0,81.1301,0,97.7368,2.35539,0,58.9218,32,100,1024,0,0,0,48
directCoulombSum,1046,1048576,256,32,8,1,16,0,1,0,1,37.5566,2097490,2096840,8.82504,2098720,2097220,12.5139,8912900,0.136886,0,0,0,0,97.2194,99.1462,0,3506440000,0,240124000,67108900,301990000,1125120000,3145730,193724000,0,78.4667,0,94.5282,6.69613,0,68.0211,32,100,1024,0,0,0,60
directCoulombSum,4672,1048576,256,32,8,1,16,1,0,0,1,55.5245,2247340,25531500,76.9721,27066100,138412000,0.818408,2621440,0.0302568,0,0,136584000,136314000,72.7883,98.0487,0,3573550000,0,2438990000,1075840000,2269120000,1248850000,3145730,369656000,0,18.1142,0,21.1281,11.1452,0,29.0103,32,100,1024,0,64,0,18
