"X1","X2"
"TBX","A=(TBX-24)/16"
"TBY","B=(TBY-24)/16"
"LOCAL","C=(LOCAL-1)/1"
"WPTX","D=(WPTX-3)/2"
"WPTY","E=(WPTY-3)/2"
"VECTOR","F=(VECTOR-2)/1"
"UNROLL_FACTOR","G=(UNROLL_FACTOR-4)/3"
"PADDING","H=(PADDING-0.5)/0.5"
"TBX_XL","J=(TBX_XL-27)/19"
"TBY_XL","K=(TBY_XL-27)/19"
"Condition","G==-1 and H==1"
"Global size","-772810.25 +527021.90*A  +527021.90*B  -935022.61*D  -801023.44*E  +57884.91*F  +878405.42*(D**2)  +832683.64*(E**2)  +0.00*(F**2)  +552004.39*A*D  +552004.39*B*D  +589393.28*A*E  +589393.28*B*E  +1399508.68*D*E  +16447.10*A*F  +16447.10*B*F  -15886.53*D*F  +44937.64*E*F  +526135.33*A*D*E  +526135.33*B*D*E  +15699.91*A*D*F  +15699.91*B*D*F  +57231.03*A*E*F  +57231.03*B*E*F  -13290.43*D*E*F "
"Local size","512 +256.00*A  +256.00*B  +0.00*D  +0.00*E  -0.00*F  +0.00*(D**2)  +0.00*(E**2)  +0.00*(F**2)  +0.00*A*D  +0.00*B*D  +0.00*A*E  +0.00*B*E  +0.00*D*E  -0.00*A*F  -0.00*B*F  +0.00*D*F  -0.00*E*F  +0.00*A*D*E  +0.00*B*D*E  -0.00*A*D*F  -0.00*B*D*F  -0.00*A*E*F  -0.00*B*E*F  +0.00*D*E*F "
"dram_utilization","6.54 +0.08*A  +0.51*B  -0.34*D  -0.79*E  +0.11*F  -0.09*(D**2)  -0.14*(E**2)  +0.25*(F**2)  -0.09*A*D  +0.77*B*D  +0.11*A*E  +0.54*B*E  -0.55*D*E  +0.08*A*F  -0.15*B*F  -0.03*D*F  +0.00*E*F  -0.10*A*D*E  +0.76*B*D*E  +0.01*A*D*F  -0.06*B*D*F  +0.09*A*E*F  -0.30*B*E*F  +0.25*D*E*F "
"dram_read_transactions","6697827.54 +419562.58*A  +392252.08*B  -328575.03*D  -13953141.68*E  +177733.89*F  +181679.81*(D**2)  +5366731.07*(E**2)  -1911.50*(F**2)  +309313.30*A*D  +187674.97*B*D  +560624.00*A*E  +548058.00*B*E  -191812.12*D*E  +90576.07*A*F  +173510.85*B*F  +212051.50*D*F  +134695.91*E*F  +315696.78*A*D*E  +189720.79*B*D*E  +55005.78*A*D*F  +40393.47*B*D*F  +163116.72*A*E*F  +235433.26*B*E*F  +260728.04*D*E*F "
"dram_write_transactions","-1763146.15 +2264164.62*A  +2337418.97*B  -6370213.75*D  -5450246.74*E  +383632.35*F  +4976007.77*(D**2)  +4500752.27*(E**2)  +506014.67*(F**2)  +2322475.77*A*D  +2468984.47*B*D  +2430559.88*A*E  +2601879.07*B*E  +6498292.71*D*E  +50117.65*A*F  +41480.47*B*F  -686337.90*D*F  +25874.60*E*F  +1993510.25*A*D*E  +2336148.63*B*D*E  -33711.66*A*D*F  +62450.27*B*D*F  +381083.37*A*E*F  +224601.08*B*E*F  -142205.63*D*E*F "
"l2_utilization","2 +0.00*A  +0.00*B  +0.00*D  +0.00*E  -0.00*F  +0.00*(D**2)  +0.00*(E**2)  +0.00*(F**2)  +0.00*A*D  +0.00*B*D  +0.00*A*E  +0.00*B*E  +0.00*D*E  -0.00*A*F  -0.00*B*F  -0.00*D*F  -0.00*E*F  +0.00*A*D*E  +0.00*B*D*E  -0.00*A*D*F  -0.00*B*D*F  -0.00*A*E*F  -0.00*B*E*F  -0.00*D*E*F "
"l2_read_transactions","15355528.91 +1989908.45*A  +2607701.34*B  +4900918.60*D  -8434105.41*E  +1063869.42*F  +1336563.34*(D**2)  +6373181.39*(E**2)  +1338199.17*(F**2)  +2213815.33*A*D  +3103643.78*B*D  +2089879.39*A*E  +3086411.58*B*E  +7573310.98*D*E  -72359.46*A*F  -254120.66*B*F  -1220946.89*D*F  +174709.47*E*F  +1298875.14*A*D*E  +3097800.84*B*D*E  -325490.63*A*D*F  +62088.35*B*D*F  +617201.22*A*E*F  -133902.83*B*E*F  +83572.82*D*E*F "
"l2_write_transactions","-1380721.53 +2371905.26*A  +2371824.52*B  -5649373.63*D  -5570564.17*E  -1592.72*F  +4739452.26*(D**2)  +4533676.37*(E**2)  +524295.54*(F**2)  +2484359.68*A*D  +2484198.22*B*D  +2652609.93*A*E  +2652527.09*B*E  +6298238.71*D*E  +73996.81*A*F  +74059.49*B*F  -595794.64*D*F  +202262.00*E*F  +2367933.78*A*D*E  +2367768.11*B*D*E  +70658.54*A*D*F  +70675.33*B*D*F  +257548.10*A*E*F  +257656.66*B*E*F  -59812.16*D*E*F "
"tex_utilization","0 +0.00*A  +0.00*B  +0.00*D  +0.00*E  +0.00*F  +0.00*(D**2)  -0.00*(E**2)  +0.00*(F**2)  +0.00*A*D  +0.00*B*D  -0.00*A*E  +0.00*B*E  -0.00*D*E  +0.00*A*F  +0.00*B*F  -0.00*D*F  +0.00*E*F  -0.00*A*D*E  +0.00*B*D*E  +0.00*A*D*F  +0.00*B*D*F  -0.00*A*E*F  +0.00*B*E*F  -0.00*D*E*F "
"tex_cache_transactions","0 +0.00*A  +0.00*B  +0.00*D  +0.00*E  +0.00*F  +0.00*(D**2)  -0.00*(E**2)  +0.00*(F**2)  +0.00*A*D  +0.00*B*D  -0.00*A*E  +0.00*B*E  -0.00*D*E  +0.00*A*F  +0.00*B*F  -0.00*D*F  +0.00*E*F  -0.00*A*D*E  +0.00*B*D*E  +0.00*A*D*F  +0.00*B*D*F  -0.00*A*E*F  +0.00*B*E*F  -0.00*D*E*F "
"local_memory_overhead","86.32 +0.79*A  +0.11*B  -0.02*D  -0.51*E  +1.01*F  -1.36*(D**2)  +0.49*(E**2)  -0.99*(F**2)  -0.02*A*D  -0.19*B*D  +0.38*A*E  -0.28*B*E  +0.00*D*E  +0.13*A*F  +0.12*B*F  +1.03*D*F  +0.51*E*F  +0.10*A*D*E  -0.35*B*D*E  -0.01*A*D*F  +0.00*B*D*F  +0.10*A*E*F  +0.09*B*E*F  +0.04*D*E*F "
"shared_efficiency","30.29 +1.56*A  -2.62*B  -1.99*D  -2.40*E  +2.85*F  -1.64*(D**2)  +0.98*(E**2)  +0.03*(F**2)  -2.86*A*D  +0.35*B*D  +6.14*A*E  -3.14*B*E  +2.08*D*E  +4.40*A*F  -3.18*B*F  +0.20*D*F  +1.51*E*F  -3.79*A*D*E  +0.68*B*D*E  +1.96*A*D*F  -0.28*B*D*F  +8.99*A*E*F  -3.91*B*E*F  +0.87*D*E*F "
"shared_load_transactions","-2496857.52 +298082.77*A  +1209196.90*B  -3015461.34*D  -3080698.42*E  -492243.39*F  +2045970.41*(D**2)  +1715633.98*(E**2)  +1.33*(F**2)  +1236491.79*A*D  +639274.06*B*D  -662716.87*A*E  +1423110.55*B*E  +961985.86*D*E  -859568.74*A*F  +696089.61*B*F  -160621.46*D*F  -189152.45*E*F  +1162387.60*A*D*E  +533593.10*B*D*E  -384408.84*A*D*F  +75481.29*B*D*F  -1732846.61*A*E*F  +918432.64*B*E*F  -323533.43*D*E*F "
"shared_store_transactions","1408165.78 -1810.81*A  +61759.36*B  +158793.03*D  +71168.53*E  -17876.81*F  +32445.62*(D**2)  -31360.22*(E**2)  -26428.04*(F**2)  +37567.83*A*D  +52282.84*B*D  -97761.51*A*E  +63113.97*B*E  +20169.30*D*E  -23644.48*A*F  +21969.39*B*F  +36190.21*D*F  -3606.60*E*F  -42238.47*A*D*E  +30713.83*B*D*E  -1477.30*A*D*F  +10521.42*B*D*F  -46818.48*A*E*F  +30339.88*B*E*F  +12269.67*D*E*F "
"local_load_transactions","8012356.02 +320569.33*A  +557541.68*B  +2804273.63*D  -3605719.64*E  -176388.60*F  -1268992.21*(D**2)  +1698801.34*(E**2)  +17208.54*(F**2)  +507577.64*A*D  +1076980.34*B*D  +795041.33*A*E  +1054327.66*B*E  +1669682.01*D*E  +283348.77*A*F  -38227.21*B*F  +282247.32*D*F  +152154.60*E*F  +328582.33*A*D*E  +892364.32*B*D*E  -10936.25*A*D*F  -10500.76*B*D*F  +194314.89*A*E*F  -118719.89*B*E*F  +215644.21*D*E*F "
"local_store_transactions","-447677.32 -821454.26*A  +510852.79*B  -6796850.70*D  -6710878.66*E  +95811.58*F  +2235266.62*(D**2)  +2486882.03*(E**2)  +21890.96*(F**2)  -2921752.19*A*D  -1669911.41*B*D  -2378892.35*A*E  -1118944.21*B*E  +786261.04*D*E  +385774.86*A*F  +491822.96*B*F  +209431.44*D*F  +640359.64*E*F  -2406437.92*A*D*E  -1225665.64*B*D*E  +63142.67*A*D*F  +17890.57*B*D*F  +499807.15*A*E*F  +530448.12*B*E*F  +4611.43*D*E*F "
"achieved_occupancy","0.81 +0.03*A  +0.03*B  -0.15*D  -0.15*E  +0.00*F  -0.05*(D**2)  -0.04*(E**2)  +0.00*(F**2)  +0.02*A*D  +0.02*B*D  +0.03*A*E  +0.03*B*E  -0.10*D*E  +0.00*A*F  +0.00*B*F  -0.01*D*F  +0.01*E*F  +0.02*A*D*E  +0.02*B*D*E  -0.00*A*D*F  -0.00*B*D*F  +0.00*A*E*F  +0.00*B*E*F  -0.01*D*E*F "
"sm_efficiency","99.71 -0.21*A  -0.20*B  -0.09*D  -0.13*E  -0.05*F  +0.03*(D**2)  +0.01*(E**2)  +0.00*(F**2)  -0.08*A*D  -0.07*B*D  -0.12*A*E  -0.15*B*E  +0.01*D*E  -0.07*A*F  -0.07*B*F  -0.01*D*F  -0.05*E*F  -0.04*A*D*E  -0.06*B*D*E  +0.01*A*D*F  -0.02*B*D*F  -0.04*A*E*F  -0.05*B*E*F  +0.00*D*E*F "
"inst_fp_32","205520896 -0.00*A  -0.00*B  -0.00*D  -0.00*E  +0.00*F  -0.00*(D**2)  -0.00*(E**2)  -0.00*(F**2)  -0.00*A*D  -0.00*B*D  -0.00*A*E  -0.00*B*E  -0.00*D*E  +0.00*A*F  +0.00*B*F  +0.00*D*F  +0.00*E*F  -0.00*A*D*E  -0.00*B*D*E  +0.00*A*D*F  +0.00*B*D*F  +0.00*A*E*F  +0.00*B*E*F  +0.00*D*E*F "
"inst_fp_64","0 +0.00*A  +0.00*B  +0.00*D  +0.00*E  +0.00*F  +0.00*(D**2)  -0.00*(E**2)  +0.00*(F**2)  +0.00*A*D  +0.00*B*D  -0.00*A*E  +0.00*B*E  -0.00*D*E  +0.00*A*F  +0.00*B*F  -0.00*D*F  +0.00*E*F  -0.00*A*D*E  +0.00*B*D*E  +0.00*A*D*F  +0.00*B*D*F  -0.00*A*E*F  +0.00*B*E*F  -0.00*D*E*F "
"inst_integer","-304278334.52 +210187742.98*A  +209704059.59*B  -338015041.27*D  -332800420.47*E  +28474454.82*F  +337913987.02*(D**2)  +351327133.57*(E**2)  +228010.67*(F**2)  +220330610.05*A*D  +219821995.26*B*D  +235288605.47*A*E  +235024050.57*B*E  +564691466.14*D*E  +5809081.68*A*F  +5675097.76*B*F  -8135455.67*D*F  +12067297.18*E*F  +210489381.06*A*D*E  +210419023.24*B*D*E  +6424289.14*A*D*F  +6378977.72*B*D*F  +21580952.53*A*E*F  +21325528.10*B*E*F  -2054420.38*D*E*F "
"inst_control","-36467747.61 +25256974.05*A  +25256974.05*B  -47233410.31*D  -38591444.80*E  +2787357.69*F  +43130859.05*(D**2)  +39798712.30*(E**2)  +0.00*(F**2)  +26449112.26*A*D  +26449112.26*B*D  +28238320.39*A*E  +28238320.39*B*E  +67316138.67*D*E  +818080.54*A*F  +818080.54*B*F  -897985.07*D*F  +2250611.09*E*F  +25192354.18*A*D*E  +25192354.18*B*D*E  +746578.28*A*D*F  +746578.28*B*D*F  +2791558.82*A*E*F  +2791558.82*B*E*F  -836274.66*D*E*F "
"inst_compute_ld_st","-21322558.56 +144204687.64*A  +144543266.42*B  -54880993.12*D  -128503316.03*E  +13947601.40*F  +151321889.51*(D**2)  +183199091.82*(E**2)  +524288.00*(F**2)  +152088031.76*A*D  +151978757.32*B*D  +161824693.24*A*E  +162608601.07*B*E  +311240788.85*D*E  +3884630.09*A*F  +4225150.54*B*F  -2450377.62*D*F  +10869391.34*E*F  +145114366.30*A*D*E  +145109317.96*B*D*E  +4287451.35*A*D*F  +4388126.96*B*D*F  +14569475.83*A*E*F  +15149841.12*B*E*F  -893166.18*D*E*F "
