"X1","X2"
"TBX","A=(TBX-24)/16"
"TBY","B=(TBY-24)/16"
"LOCAL","C=(LOCAL-1)/1"
"WPTX","D=(WPTX-3)/2"
"WPTY","E=(WPTY-3)/2"
"VECTOR","F=(VECTOR-2)/1"
"UNROLL_FACTOR","G=(UNROLL_FACTOR-4)/3"
"PADDING","H=(PADDING-0.5)/0.5"
"TBX_XL","J=(TBX_XL-27)/19"
"TBY_XL","K=(TBY_XL-27)/19"
"Condition","G==1 and H==1"
"Global size","-5424706.47 -225377.85*A  -225377.85*B  -5844631.76*D  -5537559.19*E  +2615.51*F  +3513621.69*(D**2)  +3330734.56*(E**2)  +0.00*(F**2)  +103476.23*A*D  +103476.23*B*D  +24107.68*A*E  +24107.68*B*E  +3493493.42*D*E  -163135.76*A*F  -163135.76*B*F  -63546.13*D*F  -49173.58*E*F  +62799.62*A*D*F  +62799.62*B*D*F  -53161.73*D*E*F "
"Local size","512 +256.00*A  +256.00*B  +0.00*D  +0.00*E  -0.00*F  -0.00*(D**2)  -0.00*(E**2)  -0.00*(F**2)  -0.00*A*D  -0.00*B*D  +0.00*A*E  +0.00*B*E  -0.00*D*E  -0.00*A*F  -0.00*B*F  -0.00*D*F  -0.00*E*F  +0.00*A*D*F  +0.00*B*D*F  -0.00*D*E*F "
"dram__throughput.avg.pct_of_peak_sustained_elapsed","61.98 -3.30*A  -1.79*B  +15.16*D  +14.72*E  +1.06*F  -9.69*(D**2)  -4.79*(E**2)  +0.62*(F**2)  -0.07*A*D  +0.53*B*D  -0.15*A*E  -0.85*B*E  -1.96*D*E  -2.42*A*F  -0.77*B*F  -0.15*D*F  +0.10*E*F  +0.87*A*D*F  +0.24*B*D*F  +0.14*D*E*F "
"dram__sectors_read.sum","2136565.3 +3401.80*A  +102.97*B  +16625.43*D  +41359.85*E  +6442.61*F  -146.72*(D**2)  +3799.23*(E**2)  +2369.58*(F**2)  -62.29*A*D  -101.17*B*D  +1324.31*A*E  -1965.08*B*E  +17004.87*D*E  +1160.74*A*F  -2081.58*B*F  -9270.64*D*F  +8587.64*E*F  -829.44*A*D*F  +521.48*B*D*F  -10041.34*D*E*F "
"dram__sectors_write.sum","2096918.12 +45.60*A  -8.95*B  +97.91*D  -69.39*E  -167.39*F  +17.94*(D**2)  -40.33*(E**2)  +102.08*(F**2)  +23.55*A*D  +16.28*B*D  +93.28*A*E  +2.36*B*E  +172.40*D*E  +18.58*A*F  +23.89*B*F  +153.88*D*F  -139.22*E*F  +28.03*A*D*F  +42.60*B*D*F  +278.54*D*E*F "
"lts__t_sectors.avg.pct_of_peak_sustained_elapsed","25.48 -0.72*A  +0.54*B  +13.37*D  +13.26*E  -2.17*F  -0.34*(D**2)  -1.78*(E**2)  +2.22*(F**2)  +0.69*A*D  +1.41*B*D  -0.05*A*E  +0.22*B*E  +11.45*D*E  -0.63*A*F  -0.40*B*F  -2.81*D*F  -3.85*E*F  +0.15*A*D*F  -0.02*B*D*F  -0.32*D*E*F "
"lts__t_sectors_op_read.sum","4166596.48 +188724.39*A  +334622.09*B  +1472205.41*D  +1844140.53*E  +115163.22*F  +1181626.13*(D**2)  +178413.18*(E**2)  +16141.67*(F**2)  +690309.31*A*D  +633137.75*B*D  +27112.18*A*E  +194985.66*B*E  +2938273.84*D*E  +14052.03*A*F  -79617.10*B*F  +381257.18*D*F  -127056.07*E*F  +1063.95*A*D*F  +62408.18*B*D*F  +558619.37*D*E*F "
"lts__t_sectors_op_write.sum","3390989.31 +403999.70*A  +358847.14*B  +1169110.19*D  +1911832.89*E  -625902.61*F  +786380.59*(D**2)  -342656.89*(E**2)  +1731100.42*(F**2)  +325949.58*A*D  +237874.07*B*D  +157352.88*A*E  +156238.07*B*E  +2362572.71*D*E  -139123.55*A*F  -80769.31*B*F  -2584777.79*D*F  -1491876.59*E*F  -164202.34*A*D*F  -146402.07*B*D*F  -840381.23*D*E*F "
"l1tex__t_requests_pipe_lsu_mem_global_op_ld.avg.pct_of_peak_sustained_active","11.12 -1.52*A  -0.40*B  -1.74*D  -3.65*E  +0.16*F  -0.74*(D**2)  +0.78*(E**2)  -0.06*(F**2)  +0.24*A*D  +0.08*B*D  -0.08*A*E  -0.03*B*E  +0.81*D*E  -1.39*A*F  -0.11*B*F  +0.24*D*F  -0.41*E*F  +0.59*A*D*F  +0.06*B*D*F  +0.45*D*E*F "
"l1tex__t_requests_pipe_lsu_mem_global_op_ld.sum","-6774248.64 -583326.22*A  -475634.02*B  -9073744.36*D  -8811453.55*E  +6281.47*F  +5327807.17*(D**2)  +5244250.90*(E**2)  -0.00*(F**2)  +212310.26*A*D  +180501.39*B*D  +63654.03*A*E  +78017.33*B*E  +5394815.26*D*E  -266665.16*A*F  -264594.56*B*F  -96175.91*D*F  -83110.66*E*F  +103429.96*A*D*F  +102560.82*B*D*F  -75660.42*D*E*F "
"l1tex__data_pipe_lsu_wavefronts_mem_shared.avg.pct_of_peak_sustained_elapsed","28.82 +1.37*A  -1.08*B  -2.84*D  -0.32*E  -0.07*F  +1.54*(D**2)  -1.03*(E**2)  -0.53*(F**2)  -0.24*A*D  +0.17*B*D  -0.77*A*E  -0.54*B*E  -3.03*D*E  +2.35*A*F  -0.41*B*F  +1.05*D*F  +0.40*E*F  -1.02*A*D*F  +0.20*B*D*F  +0.32*D*E*F "
"l1tex__data_pipe_lsu_wavefronts_mem_shared_op_ld.sum","-16282284.94 +4803343.45*A  -1195231.48*B  -19309008.52*D  -13721782.48*E  -505308.99*F  +12907164.91*(D**2)  +7669403.49*(E**2)  +11454.17*(F**2)  +1873066.55*A*D  +507011.78*B*D  +237375.60*A*E  -184838.61*B*E  +3328735.34*D*E  +4580471.57*A*F  -1069757.70*B*F  -953247.52*D*F  +1158026.46*E*F  -2025657.75*A*D*F  +346206.66*B*D*F  -1851672.49*D*E*F "
"l1tex__data_pipe_lsu_wavefronts_mem_shared_op_st.sum","2078516.45 +31989.13*A  -223314.51*B  +12978.85*D  -213153.22*E  -21996.80*F  +194665.48*(D**2)  +74491.74*(E**2)  -3477.08*(F**2)  +320668.62*A*D  -12256.72*B*D  -13179.83*A*E  +29052.53*B*E  -161708.65*D*E  +95498.98*A*F  -37904.04*B*F  -60257.78*D*F  +40472.33*E*F  -45758.17*A*D*F  +9010.42*B*D*F  -102475.91*D*E*F "
"l1tex__t_sectors_pipe_lsu_mem_local_op_ld.sum","0 +0.00*A  +0.00*B  +0.00*D  +0.00*E  +0.00*F  +0.00*(D**2)  -0.00*(E**2)  +0.00*(F**2)  +0.00*A*D  +0.00*B*D  -0.00*A*E  +0.00*B*E  -0.00*D*E  +0.00*A*F  +0.00*B*F  -0.00*D*F  +0.00*E*F  +0.00*A*D*F  +0.00*B*D*F  +0.00*D*E*F "
"l1tex__t_sectors_pipe_lsu_mem_local_op_st.sum","0 +0.00*A  +0.00*B  +0.00*D  +0.00*E  +0.00*F  +0.00*(D**2)  -0.00*(E**2)  +0.00*(F**2)  +0.00*A*D  +0.00*B*D  -0.00*A*E  +0.00*B*E  -0.00*D*E  +0.00*A*F  +0.00*B*F  -0.00*D*F  +0.00*E*F  +0.00*A*D*F  +0.00*B*D*F  +0.00*D*E*F "
"sm__warps_active.avg.pct_of_peak_sustained_active","64.36 +1.99*A  +1.87*B  -15.94*D  -18.72*E  -0.05*F  +3.83*(D**2)  +5.69*(E**2)  -0.43*(F**2)  -1.08*A*D  -1.17*B*D  -0.09*A*E  -0.21*B*E  -9.92*D*E  +1.76*A*F  +1.56*B*F  +0.97*D*F  +0.62*E*F  -0.67*A*D*F  -0.46*B*D*F  +0.45*D*E*F "
"smsp__cycles_active.avg.pct_of_peak_sustained_elapsed","99.11 -0.65*A  -0.82*B  +0.22*D  -0.12*E  +0.04*F  -0.25*(D**2)  +0.03*(E**2)  -0.11*(F**2)  -0.07*A*D  -0.07*B*D  +0.18*A*E  +0.10*B*E  -0.23*D*E  +0.38*A*F  +0.15*B*F  +0.08*D*F  +0.08*E*F  -0.12*A*D*F  +0.01*B*D*F  -0.02*D*E*F "
"smsp__sass_thread_inst_executed_op_fp16_pred_on.sum","0 +0.00*A  +0.00*B  +0.00*D  +0.00*E  +0.00*F  +0.00*(D**2)  -0.00*(E**2)  +0.00*(F**2)  +0.00*A*D  +0.00*B*D  -0.00*A*E  +0.00*B*E  -0.00*D*E  +0.00*A*F  +0.00*B*F  -0.00*D*F  +0.00*E*F  +0.00*A*D*F  +0.00*B*D*F  +0.00*D*E*F "
"smsp__sass_thread_inst_executed_op_fp32_pred_on.sum","822084000 +0.00*A  +0.00*B  -0.00*D  -0.00*E  -0.00*F  +0.00*(D**2)  +0.00*(E**2)  +0.00*(F**2)  +0.00*A*D  +0.00*B*D  +0.00*A*E  +0.00*B*E  +0.00*D*E  +0.00*A*F  +0.00*B*F  -0.00*D*F  +0.00*E*F  -0.00*A*D*F  -0.00*B*D*F  -0.00*D*E*F "
"smsp__sass_thread_inst_executed_op_fp64_pred_on.sum","0 +0.00*A  +0.00*B  +0.00*D  +0.00*E  +0.00*F  +0.00*(D**2)  -0.00*(E**2)  +0.00*(F**2)  +0.00*A*D  +0.00*B*D  -0.00*A*E  +0.00*B*E  -0.00*D*E  +0.00*A*F  +0.00*B*F  -0.00*D*F  +0.00*E*F  +0.00*A*D*F  +0.00*B*D*F  +0.00*D*E*F "
"smsp__sass_thread_inst_executed_op_integer_pred_on.sum","159719015.11 -702215.30*A  -187928.72*B  -145852029.59*D  -35086532.14*E  +18964412.89*F  +52631497.85*(D**2)  +10163864.03*(E**2)  -3495333.33*(F**2)  +153561.18*A*D  +155031.27*B*D  -1415215.14*A*E  -901663.60*B*E  +2550521.93*D*E  -333746.09*A*F  -274207.43*B*F  -8359247.84*D*F  -6495524.29*E*F  -159008.98*A*D*F  -184000.51*B*D*F  -2128301.22*D*E*F "
"smsp__sass_thread_inst_executed_op_control_pred_on.sum","-5424688.99 -225376.26*A  -225376.26*B  -5844621.78*D  -5537551.39*E  +2615.49*F  +3513615.84*(D**2)  +3330730.01*(E**2)  +0.00*(F**2)  +103475.50*A*D  +103475.50*B*D  +24107.51*A*E  +24107.51*B*E  +3493491.53*D*E  -163134.60*A*F  -163134.60*B*F  -63545.68*D*F  -49173.23*E*F  +62799.18*A*D*F  +62799.18*B*D*F  -53161.35*D*E*F "
"smsp__sass_thread_inst_executed_op_memory_pred_on.sum","-509619442.3 -13092607.34*A  -14039373.67*B  -613985487.89*D  -598554223.65*E  -6269679.77*F  +350716996.00*(D**2)  +342022545.76*(E**2)  +2097333.33*(F**2)  +5750984.53*A*D  +5333960.53*B*D  +1203149.94*A*E  +2037562.28*B*E  +290837691.40*D*E  -7378218.78*A*F  -8337413.00*B*F  -3437977.15*D*F  -2211250.90*E*F  +2785321.99*A*D*F  +3187952.21*B*D*F  -3123987.67*D*E*F "
"smsp__sass_thread_inst_executed_op_misc_pred_on.sum","-34039555.13 -1201731.14*A  -1201731.14*B  -42625517.01*D  -40771289.54*E  +4352525.19*F  +24754140.58*(D**2)  +23823382.88*(E**2)  -611656.67*(F**2)  +572643.47*A*D  +572643.47*B*D  +208127.14*A*E  +208127.14*B*E  +24889698.15*D*E  -752333.40*A*F  -752333.40*B*F  -1782402.71*D*F  -1947148.80*E*F  +295133.25*A*D*F  +295133.25*B*D*F  +169010.35*D*E*F "
"smsp__sass_thread_inst_executed_op_conversion_pred_on.sum","0 +0.00*A  +0.00*B  +0.00*D  +0.00*E  +0.00*F  +0.00*(D**2)  -0.00*(E**2)  +0.00*(F**2)  +0.00*A*D  +0.00*B*D  -0.00*A*E  +0.00*B*E  -0.00*D*E  +0.00*A*F  +0.00*B*F  -0.00*D*F  +0.00*E*F  +0.00*A*D*F  +0.00*B*D*F  +0.00*D*E*F "
"smsp__inst_executed.sum","22176857.25 -380772.22*A  -380772.22*B  -24680750.74*D  -20267710.70*E  +569502.67*F  +13831949.52*(D**2)  +12257745.73*(E**2)  -62804.17*(F**2)  +173333.31*A*D  +173333.31*B*D  +49852.53*A*E  +49852.53*B*E  +11538412.73*D*E  -276939.88*A*F  -276939.88*B*F  -290868.26*D*F  -387857.11*E*F  +110053.68*A*D*F  +110053.68*B*D*F  +40209.51*D*E*F "
"smsp__inst_executed_pipe_fp16.sum","0 +0.00*A  +0.00*B  +0.00*D  +0.00*E  +0.00*F  +0.00*(D**2)  -0.00*(E**2)  +0.00*(F**2)  +0.00*A*D  +0.00*B*D  -0.00*A*E  +0.00*B*E  -0.00*D*E  +0.00*A*F  +0.00*B*F  -0.00*D*F  +0.00*E*F  +0.00*A*D*F  +0.00*B*D*F  +0.00*D*E*F "
