"X1","X2"
"TBX","A=(TBX-24)/16"
"TBY","B=(TBY-24)/16"
"LOCAL","C=(LOCAL-1)/1"
"WPTX","D=(WPTX-3)/2"
"WPTY","E=(WPTY-3)/2"
"VECTOR","F=(VECTOR-2)/1"
"UNROLL_FACTOR","G=(UNROLL_FACTOR-4)/3"
"PADDING","H=(PADDING-0.5)/0.5"
"TBX_XL","J=(TBX_XL-27)/19"
"TBY_XL","K=(TBY_XL-27)/19"
"Condition","G==1 and H==-1"
"Global size","-2022081.61 +1160949.13*A  +1160949.13*B  +1019004.97*C  -3699584.93*D  -2965563.07*E  -337476.55*F  +2641780.16*(D**2)  +2706122.87*(E**2)  -0.00*(F**2)  +126442.39*A*C  +126442.39*B*C  +1077665.55*A*D  +1077665.55*B*D  +1785125.16*C*D  +1912661.79*A*E  +1912661.79*B*E  +1324706.46*C*E  +4976475.65*D*E  -23239.36*A*F  -23239.36*B*F  -371861.32*C*F  +117186.18*D*F  -117307.17*E*F  +164375.11*A*C*E  +164375.11*B*C*E  +2207821.05*A*D*E  +2207821.05*B*D*E  +2320662.70*C*D*E  +141374.09*C*D*F  -247441.58*A*E*F  -247441.58*B*E*F  -483419.72*C*E*F  -73754.93*D*E*F  +183786.31*C*D*E*F "
"Local size","512 +256.00*A  +256.00*B  +0.00*C  +0.00*D  -0.00*E  +0.00*F  +0.00*(D**2)  +0.00*(E**2)  -0.00*(F**2)  +0.00*A*C  +0.00*B*C  +0.00*A*D  +0.00*B*D  +0.00*C*D  -0.00*A*E  -0.00*B*E  -0.00*C*E  +0.00*D*E  +0.00*A*F  +0.00*B*F  +0.00*C*F  -0.00*D*F  -0.00*E*F  -0.00*A*C*E  -0.00*B*C*E  +0.00*A*D*E  +0.00*B*D*E  +0.00*C*D*E  -0.00*C*D*F  -0.00*A*E*F  -0.00*B*E*F  -0.00*C*E*F  -0.00*D*E*F  +0.00*C*D*E*F "
"dram__throughput.avg.pct_of_peak_sustained_elapsed","71.87 +3.60*A  +2.66*B  +1.38*C  +20.17*D  +25.89*E  +2.43*F  -8.64*(D**2)  -6.16*(E**2)  -0.80*(F**2)  -1.82*A*C  -0.11*B*C  +3.63*A*D  +4.62*B*D  +2.72*C*D  +8.54*A*E  +5.16*B*E  -1.56*C*E  +7.93*D*E  -0.07*A*F  -0.16*B*F  +1.99*C*F  +1.66*D*F  -0.21*E*F  -0.01*A*C*E  +0.97*B*C*E  +9.55*A*D*E  +6.26*B*D*E  +3.07*C*D*E  +0.99*C*D*F  +0.01*A*E*F  -0.05*B*E*F  -0.63*C*E*F  +2.34*D*E*F  +2.59*C*D*E*F "
"dram__sectors_read.sum","2121959.69 -4370.21*A  +37119.09*B  -34930.73*C  +35617.78*D  +34087.13*E  +1308.55*F  -5096.32*(D**2)  +19260.56*(E**2)  +3671.67*(F**2)  -3356.64*A*C  -3295.63*B*C  -4682.32*A*D  +30440.93*B*D  -31038.03*C*D  -1883.48*A*E  +46078.61*B*E  -45472.96*C*E  +43867.19*D*E  -1467.32*A*F  +2182.68*B*F  +1665.10*C*F  -7214.12*D*F  +1023.08*E*F  -4329.15*A*C*E  -4328.84*B*C*E  +1426.27*A*D*E  +49669.84*B*D*E  -40481.43*C*D*E  +10301.57*C*D*F  -3908.60*A*E*F  -268.60*B*E*F  +2127.50*C*E*F  -8175.76*D*E*F  +13267.48*C*D*E*F "
"dram__sectors_write.sum","2025930.02 +29901.94*A  +29950.47*B  -50867.64*C  -43310.48*D  -15848.38*E  +53202.03*F  +41439.61*(D**2)  +26498.11*(E**2)  +46980.00*(F**2)  -9282.59*A*C  -9287.01*B*C  +35158.98*A*D  +35131.54*B*D  -83521.02*C*D  +12891.93*A*E  +13116.35*B*E  -66169.55*C*E  +24960.62*D*E  +2233.69*A*F  +2237.02*B*F  +51105.66*C*F  -43965.46*D*F  +9148.41*E*F  -12061.33*A*C*E  -12071.40*B*C*E  -6236.60*A*D*E  -5914.28*B*D*E  -108560.33*C*D*E  +36970.37*C*D*F  +16820.91*A*E*F  +16734.24*B*E*F  +66322.39*C*E*F  +986.21*D*E*F  +48043.88*C*D*E*F "
"lts__t_sectors.avg.pct_of_peak_sustained_elapsed","27.82 -0.96*A  -2.69*B  -0.81*C  +17.45*D  +12.36*E  -4.40*F  -2.37*(D**2)  -1.52*(E**2)  +0.42*(F**2)  +3.27*A*C  +0.54*B*C  -0.76*A*D  -2.53*B*D  +14.58*C*D  +0.44*A*E  -3.27*B*E  -3.97*C*E  +12.01*D*E  +0.11*A*F  -0.02*B*F  -2.55*C*F  -0.45*D*F  -4.53*E*F  +4.26*A*C*E  +0.62*B*C*E  +1.61*A*D*E  -2.49*B*D*E  +16.33*C*D*E  +1.23*C*D*F  -0.78*A*E*F  -0.90*B*E*F  -4.94*C*E*F  +0.90*D*E*F  +2.16*C*D*E*F "
"lts__t_sectors_op_read.sum","3705347.24 +790037.44*A  -48698.38*B  -797035.80*C  +2966674.74*D  +931954.70*E  -816533.30*F  +804408.14*(D**2)  +883710.56*(E**2)  -679152.00*(F**2)  +816862.93*A*C  -597673.90*B*C  +1434132.61*A*D  +306427.96*B*D  +3227235.65*C*D  +676968.00*A*E  -510191.22*B*E  -1702685.10*C*E  +3447865.43*D*E  -168675.81*A*F  -273795.81*B*F  -158183.53*C*F  +909636.74*D*F  -340730.03*E*F  +969466.16*A*C*E  -730473.37*B*C*E  +696185.68*A*D*E  -543787.03*B*D*E  +2884168.17*C*D*E  +1005935.51*C*D*F  -79661.57*A*E*F  -177881.57*B*E*F  +67115.42*C*E*F  +575473.86*D*E*F  +1182671.02*C*D*E*F "
"lts__t_sectors_op_write.sum","2824652.05 -870923.61*A  -895020.28*B  +506531.44*C  +100392.34*D  +513916.42*E  -404194.32*F  +420203.19*(D**2)  -495470.61*(E**2)  +1565966.33*(F**2)  +223491.92*A*C  +223491.92*B*C  -1382251.00*A*D  -1430444.33*B*D  +566079.04*C*D  -1118661.92*A*E  -1146795.25*B*E  +789479.99*C*E  +221859.38*D*E  +419078.17*A*F  +443174.83*B*F  -184724.33*C*F  -2239817.20*D*F  -1001135.43*E*F  +97638.57*A*C*E  +97638.57*B*C*E  -1384046.89*A*D*E  -1440313.56*B*D*E  +1383682.84*C*D*E  -572160.58*C*D*F  +158075.47*A*E*F  +186208.80*B*E*F  -989270.32*C*E*F  -678186.28*D*E*F  -590344.61*C*D*E*F "
"l1tex__t_requests_pipe_lsu_mem_global_op_ld.avg.pct_of_peak_sustained_active","9.58 -3.34*A  -0.81*B  -9.39*C  -5.87*D  -1.63*E  +1.80*F  +0.30*(D**2)  +0.51*(E**2)  -0.14*(F**2)  -2.86*A*C  -0.33*B*C  -3.77*A*D  -0.25*B*D  +2.39*C*D  +3.17*A*E  -0.24*B*E  +1.85*C*E  +2.10*D*E  +0.23*A*F  +0.24*B*F  +1.88*C*F  -0.23*D*F  -0.17*E*F  +0.62*A*C*E  +0.48*B*C*E  +3.12*A*D*E  -0.73*B*D*E  +0.26*C*D*E  -0.56*C*D*F  +0.46*A*E*F  +0.47*B*E*F  +0.34*C*E*F  +0.64*D*E*F  +0.22*C*D*E*F "
"l1tex__t_requests_pipe_lsu_mem_global_op_ld.sum","-10483904.05 -1834579.37*A  -1698866.97*B  -5520481.64*C  -11667018.13*D  -8389772.92*E  +1084259.62*F  +6015395.52*(D**2)  +6275686.05*(E**2)  -0.00*(F**2)  -867567.88*A*C  -731855.48*B*C  -1801643.68*A*D  -1801643.68*B*D  +5986773.57*C*D  +1713041.34*A*E  +1727804.14*B*E  +5723024.29*C*E  +8662296.30*D*E  +449417.33*A*F  +449417.33*B*F  +1749213.83*C*F  -296673.44*D*F  -902094.45*E*F  +664495.13*A*C*E  +679257.93*B*C*E  +2269185.50*A*D*E  +2269185.50*B*D*E  +5203135.06*C*D*E  -764434.34*C*D*F  -657267.31*A*E*F  -657267.31*B*E*F  -1874581.80*C*E*F  +63511.59*D*E*F  +747606.14*C*D*E*F "
"l1tex__data_pipe_lsu_wavefronts_mem_shared.avg.pct_of_peak_sustained_elapsed","26.22 -1.96*A  -0.22*B  +26.38*C  -2.50*D  -2.52*E  -0.96*F  +0.84*(D**2)  -0.23*(E**2)  -0.28*(F**2)  -1.98*A*C  -0.24*B*C  +0.40*A*D  +0.47*B*D  -1.28*C*D  -0.44*A*E  -1.60*B*E  -2.30*C*E  -4.37*D*E  -0.24*A*F  -0.24*B*F  -1.14*C*F  +0.72*D*F  +0.91*E*F  +0.06*A*C*E  -1.05*B*C*E  -0.48*A*D*E  -0.56*B*D*E  -3.87*C*D*E  +0.77*C*D*F  +0.01*A*E*F  +0.01*B*E*F  +0.92*C*E*F  -0.64*D*E*F  -0.64*C*D*E*F "
"l1tex__data_pipe_lsu_wavefronts_mem_shared_op_ld.sum","4573197.86 +5882514.53*A  +11090070.35*B  +9519195.26*C  -2029185.67*D  -3795595.19*E  -7691003.16*F  +5632355.55*(D**2)  +3004903.16*(E**2)  +4948.33*(F**2)  -1998815.92*A*C  +3208739.89*B*C  +10870958.10*A*D  +10870958.10*B*D  -1731871.11*C*D  +7149010.28*A*E  +4988476.17*B*E  -5123343.09*C*E  +1883501.35*D*E  -1609799.50*A*F  -1609799.50*B*F  -10076030.43*C*F  +709507.71*D*F  +2937049.91*E*F  +789796.63*A*C*E  -1370737.48*B*C*E  +6359213.66*A*D*E  +6359213.66*B*D*E  -4475712.30*C*D*E  +2388547.83*C*D*F  +0.00*A*E*F  +0.00*B*E*F  +2937049.91*C*E*F  -3617804.26*D*E*F  -3617804.26*C*D*E*F "
"l1tex__data_pipe_lsu_wavefronts_mem_shared_op_st.sum","2502227.25 -305465.94*A  -25690.43*B  +2513605.90*C  +345441.42*D  -102094.62*E  -39382.03*F  -19847.35*(D**2)  +80236.67*(E**2)  +1114.67*(F**2)  -425499.83*A*C  -145724.33*B*C  +109449.96*A*D  +109449.96*B*D  +197123.40*C*D  +222139.98*A*E  +186076.80*B*E  -137548.04*C*E  +91994.37*D*E  +5699.04*A*F  +5699.04*B*F  -31666.34*C*F  -62165.26*D*F  +28403.37*E*F  +52336.80*A*C*E  +16273.62*B*C*E  +169803.18*A*D*E  +169803.18*B*D*E  -77808.81*C*D*E  -67300.73*C*D*F  -0.00*A*E*F  +0.00*B*E*F  +28403.37*C*E*F  -113974.67*D*E*F  -113974.67*C*D*E*F "
"l1tex__t_sectors_pipe_lsu_mem_local_op_ld.sum","0 +0.00*A  +0.00*B  +0.00*C  +0.00*D  +0.00*E  -0.00*F  +0.00*(D**2)  +0.00*(E**2)  +0.00*(F**2)  -0.00*A*C  -0.00*B*C  +0.00*A*D  +0.00*B*D  +0.00*C*D  +0.00*A*E  +0.00*B*E  +0.00*C*E  +0.00*D*E  -0.00*A*F  -0.00*B*F  +0.00*C*F  +0.00*D*F  +0.00*E*F  -0.00*A*C*E  +0.00*B*C*E  -0.00*A*D*E  +0.00*B*D*E  +0.00*C*D*E  -0.00*C*D*F  -0.00*A*E*F  -0.00*B*E*F  -0.00*C*E*F  -0.00*D*E*F  +0.00*C*D*E*F "
"l1tex__t_sectors_pipe_lsu_mem_local_op_st.sum","0 +0.00*A  +0.00*B  +0.00*C  +0.00*D  +0.00*E  -0.00*F  +0.00*(D**2)  +0.00*(E**2)  +0.00*(F**2)  -0.00*A*C  -0.00*B*C  +0.00*A*D  +0.00*B*D  +0.00*C*D  +0.00*A*E  +0.00*B*E  +0.00*C*E  +0.00*D*E  -0.00*A*F  -0.00*B*F  +0.00*C*F  +0.00*D*F  +0.00*E*F  -0.00*A*C*E  +0.00*B*C*E  -0.00*A*D*E  +0.00*B*D*E  +0.00*C*D*E  -0.00*C*D*F  -0.00*A*E*F  -0.00*B*E*F  -0.00*C*E*F  -0.00*D*E*F  +0.00*C*D*E*F "
"sm__warps_active.avg.pct_of_peak_sustained_active","67.17 +10.78*A  +11.01*B  -15.35*C  -10.15*D  -3.96*E  -6.50*F  +3.70*(D**2)  +2.21*(E**2)  -0.02*(F**2)  -0.10*A*C  -0.04*B*C  +11.12*A*D  +10.96*B*D  -2.34*C*D  +5.81*A*E  +5.89*B*E  -0.04*C*E  -8.15*D*E  -1.64*A*F  -1.69*B*F  -9.65*C*F  +1.56*D*F  +3.92*E*F  -0.89*A*C*E  -1.19*B*C*E  +4.92*A*D*E  +5.25*B*D*E  -11.45*C*D*E  +3.57*C*D*F  +1.57*A*E*F  +1.51*B*E*F  +5.48*C*E*F  -1.70*D*E*F  -3.01*C*D*E*F "
