"X1","X2"
"TBX","A=(TBX-24)/16"
"TBY","B=(TBY-24)/16"
"LOCAL","C=(LOCAL-1)/1"
"WPTX","D=(WPTX-3)/2"
"WPTY","E=(WPTY-3)/2"
"VECTOR","F=(VECTOR-2)/1"
"UNROLL_FACTOR","G=(UNROLL_FACTOR-4)/3"
"PADDING","H=(PADDING-0.5)/0.5"
"TBX_XL","J=(TBX_XL-27)/19"
"TBY_XL","K=(TBY_XL-27)/19"
"Condition","G==1 and H==1"
"Global size","-3091241.02 +2108087.60*A  +2108087.60*B  -3740090.45*D  -3204093.74*E  +231539.65*F  +3513621.69*(D**2)  +3330734.56*(E**2)  +0.00*(F**2)  +2208017.54*A*D  +2208017.54*B*D  +2357573.13*A*E  +2357573.13*B*E  +5598034.73*D*E  +65788.38*A*F  +65788.38*B*F  -63546.13*D*F  +179750.56*E*F  +2104541.31*A*D*E  +2104541.31*B*D*E  +62799.62*A*D*F  +62799.62*B*D*F  +228924.14*A*E*F  +228924.14*B*E*F  -53161.73*D*E*F "
"Local size","512 +256.00*A  +256.00*B  +0.00*D  +0.00*E  -0.00*F  +0.00*(D**2)  +0.00*(E**2)  +0.00*(F**2)  +0.00*A*D  +0.00*B*D  +0.00*A*E  +0.00*B*E  +0.00*D*E  -0.00*A*F  -0.00*B*F  +0.00*D*F  -0.00*E*F  +0.00*A*D*E  +0.00*B*D*E  -0.00*A*D*F  -0.00*B*D*F  -0.00*A*E*F  -0.00*B*E*F  +0.00*D*E*F "
"dram_utilization","3.3 +0.63*A  +0.62*B  +1.64*D  +1.76*E  +0.22*F  -0.16*(D**2)  +0.09*(E**2)  +0.04*(F**2)  +0.66*A*D  +0.62*B*D  +0.75*A*E  +0.68*B*E  +0.84*D*E  +0.04*A*F  +0.07*B*F  +0.01*D*F  +0.29*E*F  +0.71*A*D*E  +0.57*B*D*E  +0.00*A*D*F  +0.01*B*D*F  +0.08*A*E*F  +0.15*B*E*F  -0.05*D*E*F "
"dram_read_transactions","2131035.45 -3191.13*A  +44830.33*B  +6203.63*D  +23298.84*E  +2008.70*F  +2467.75*(D**2)  +6475.04*(E**2)  +2204.25*(F**2)  -1167.71*A*D  +27485.20*B*D  -3593.52*A*E  +14174.93*B*E  +13641.80*D*E  -2127.00*A*F  -1157.76*B*F  -3085.73*D*F  -1203.46*E*F  -1131.33*A*D*E  +30830.90*B*D*E  -82.09*A*D*F  -649.21*B*D*F  -2104.60*A*E*F  +233.00*B*E*F  -366.96*D*E*F "
"dram_write_transactions","2065996.77 +1271.62*A  -247.97*B  +3190.98*D  +363.16*E  -3826.86*F  -435.67*(D**2)  +62.63*(E**2)  -2.33*(F**2)  +2544.28*A*D  -550.89*B*D  +1274.00*A*E  -232.61*B*E  +956.23*D*E  -556.99*A*F  +277.84*B*F  +1474.02*D*F  -343.41*E*F  +2537.77*A*D*E  -544.79*B*D*E  -221.27*A*D*F  +18.11*B*D*F  -1111.57*A*E*F  +297.38*B*E*F  +97.23*D*E*F "
"l2_utilization","1.26 -0.04*A  -0.04*B  +0.46*D  +0.19*E  -0.06*F  +0.14*(D**2)  +0.08*(E**2)  -0.08*(F**2)  -0.07*A*D  -0.07*B*D  -0.04*A*E  -0.04*B*E  +0.08*D*E  -0.00*A*F  -0.00*B*F  -0.07*D*F  +0.06*E*F  -0.05*A*D*E  -0.05*B*D*E  -0.04*A*D*F  -0.04*B*D*F  +0.03*A*E*F  +0.03*B*E*F  -0.13*D*E*F "
"l2_read_transactions","4676242.76 +2594960.32*A  +3329600.98*B  -1848618.07*D  -6417796.60*E  +382415.91*F  +5399843.08*(D**2)  +5654194.88*(E**2)  -76.67*(F**2)  +3775603.75*A*D  +3803045.08*B*D  +3810682.49*A*E  +4522478.60*B*E  +7866334.56*D*E  +119182.20*A*F  +160757.14*B*F  -265142.69*D*F  +401230.03*E*F  +3366988.78*A*D*E  +3954900.99*B*D*E  +86300.24*A*D*F  +98548.83*B*D*F  +385714.53*A*E*F  +456509.16*B*E*F  -324239.46*D*E*F "
"l2_write_transactions","3145753.18 -2.71*A  +21.37*B  +2097151.79*D  +3.20*E  -1048560.17*F  -8.68*(D**2)  +1.67*(E**2)  +2097146.00*(F**2)  -8.14*A*D  -23.99*B*D  -1.43*A*E  +22.53*B*E  -23.54*D*E  +5.25*A*F  +42.89*B*F  -2097143.63*D*F  +29.38*E*F  -6.41*A*D*E  -22.48*B*D*E  +0.44*A*D*F  +1.92*B*D*F  +5.26*A*E*F  +47.07*B*E*F  +1.00*D*E*F "
"tex_utilization","1.96 +0.10*A  +0.07*B  -0.03*D  -0.14*E  +0.11*F  -0.11*(D**2)  +0.05*(E**2)  -0.04*(F**2)  +0.11*A*D  +0.06*B*D  +0.13*A*E  +0.08*B*E  -0.21*D*E  +0.02*A*F  +0.03*B*F  +0.19*D*F  +0.19*E*F  +0.15*A*D*E  +0.04*B*D*E  +0.02*A*D*F  -0.00*B*D*F  +0.01*A*E*F  +0.06*B*E*F  +0.09*D*E*F "
"tex_cache_transactions","-14711096.74 +12365635.15*A  +13015340.04*B  -22990369.51*D  -20143922.92*E  +1465773.17*F  +21425949.99*(D**2)  +20695199.44*(E**2)  +0.00*(F**2)  +13640662.10*A*D  +13891495.87*B*D  +14519792.90*A*E  +14896318.24*B*E  +34504786.77*D*E  +421037.94*A*F  +408056.87*B*F  -392450.18*D*F  +1131509.74*E*F  +12865430.34*A*D*E  +13225265.02*B*D*E  +400171.90*A*D*F  +396334.02*B*D*F  +1457639.46*A*E*F  +1435515.20*B*E*F  -322031.65*D*E*F "
"local_memory_overhead","0 +0.00*A  +0.00*B  +0.00*D  +0.00*E  +0.00*F  +0.00*(D**2)  -0.00*(E**2)  +0.00*(F**2)  +0.00*A*D  +0.00*B*D  -0.00*A*E  +0.00*B*E  -0.00*D*E  +0.00*A*F  +0.00*B*F  -0.00*D*F  +0.00*E*F  -0.00*A*D*E  +0.00*B*D*E  +0.00*A*D*F  +0.00*B*D*F  -0.00*A*E*F  +0.00*B*E*F  -0.00*D*E*F "
"shared_utilization","0.32 -0.13*A  +0.02*B  -0.59*D  -0.71*E  -0.06*F  +0.53*(D**2)  +0.21*(E**2)  -0.04*(F**2)  +0.23*A*D  -0.15*B*D  -0.54*A*E  +0.03*B*E  -0.91*D*E  -0.20*A*F  +0.20*B*F  +0.14*D*F  +0.12*E*F  +0.02*A*D*E  -0.18*B*D*E  -0.09*A*D*F  +0.01*B*D*F  -0.46*A*E*F  +0.25*B*E*F  +0.00*D*E*F "
"shared_efficiency","88.14 +5.89*A  -1.61*B  +7.80*D  +0.92*E  +8.81*F  -13.54*(D**2)  +1.21*(E**2)  +0.00*(F**2)  -10.74*A*D  +7.02*B*D  +17.10*A*E  -3.61*B*E  +0.27*D*E  +13.48*A*F  -9.29*B*F  -0.35*D*F  +5.49*E*F  -13.23*A*D*E  +7.72*B*D*E  +5.90*A*D*F  -0.83*B*D*F  +27.56*A*E*F  -11.25*B*E*F  +1.03*D*E*F "
"shared_load_transactions","-12996893.07 +4722511.89*A  +5470659.08*B  -13863299.44*D  -10440113.82*E  -2659675.36*F  +12894245.93*(D**2)  +7663217.05*(E**2)  +0.00*(F**2)  +10810816.05*A*D  +2520401.10*B*D  +149610.71*A*E  +6472552.59*B*E  +8782734.89*D*E  -4442530.13*A*F  +3581099.30*B*F  -926289.29*D*F  -984948.36*E*F  +8925447.91*A*D*E  +1997913.00*B*D*E  -2024864.62*A*D*F  +347338.87*B*D*F  -9022724.43*A*E*F  +4652330.95*B*E*F  -1833888.96*D*E*F "
"shared_store_transactions","2321800.29 +27061.25*A  +350573.98*B  +270963.30*D  +20076.18*E  -50553.95*F  +178849.66*(D**2)  +68564.91*(E**2)  +0.00*(F**2)  +497783.10*A*D  +423912.56*B*D  -8831.46*A*E  +605362.56*B*E  +103071.28*D*E  -95683.84*A*F  +98175.65*B*F  -65678.42*D*F  +12620.36*E*F  +192094.26*A*D*E  +437442.30*B*D*E  -48007.52*A*D*F  +9307.46*B*D*F  -193837.65*A*E*F  +136566.34*B*E*F  -105810.34*D*E*F "
"local_load_transactions","0 +0.00*A  +0.00*B  +0.00*D  +0.00*E  +0.00*F  +0.00*(D**2)  -0.00*(E**2)  +0.00*(F**2)  +0.00*A*D  +0.00*B*D  -0.00*A*E  +0.00*B*E  -0.00*D*E  +0.00*A*F  +0.00*B*F  -0.00*D*F  +0.00*E*F  -0.00*A*D*E  +0.00*B*D*E  +0.00*A*D*F  +0.00*B*D*F  -0.00*A*E*F  +0.00*B*E*F  -0.00*D*E*F "
"local_store_transactions","0 +0.00*A  +0.00*B  +0.00*D  +0.00*E  +0.00*F  +0.00*(D**2)  -0.00*(E**2)  +0.00*(F**2)  +0.00*A*D  +0.00*B*D  -0.00*A*E  +0.00*B*E  -0.00*D*E  +0.00*A*F  +0.00*B*F  -0.00*D*F  +0.00*E*F  -0.00*A*D*E  +0.00*B*D*E  +0.00*A*D*F  +0.00*B*D*F  -0.00*A*E*F  +0.00*B*E*F  -0.00*D*E*F "
"achieved_occupancy","0.82 +0.01*A  +0.01*B  -0.17*D  -0.13*E  +0.01*F  -0.05*(D**2)  -0.03*(E**2)  +0.01*(F**2)  -0.00*A*D  -0.00*B*D  +0.02*A*E  +0.02*B*E  -0.12*D*E  +0.01*A*F  +0.00*B*F  +0.02*D*F  -0.00*E*F  -0.00*A*D*E  +0.00*B*D*E  -0.00*A*D*F  -0.00*B*D*F  +0.00*A*E*F  -0.01*B*E*F  +0.03*D*E*F "
"sm_efficiency","99.93 +0.04*A  +0.03*B  -0.08*D  +0.01*E  +0.16*F  -0.03*(D**2)  -0.00*(E**2)  -0.04*(F**2)  +0.17*A*D  +0.11*B*D  +0.08*A*E  +0.08*B*E  -0.07*D*E  -0.14*A*F  -0.08*B*F  +0.16*D*F  +0.22*E*F  +0.23*A*D*E  +0.17*B*D*E  -0.02*A*D*F  -0.01*B*D*F  -0.16*A*E*F  -0.08*B*E*F  +0.12*D*E*F "
"inst_fp_16","0 +0.00*A  +0.00*B  +0.00*D  +0.00*E  +0.00*F  +0.00*(D**2)  -0.00*(E**2)  +0.00*(F**2)  +0.00*A*D  +0.00*B*D  -0.00*A*E  +0.00*B*E  -0.00*D*E  +0.00*A*F  +0.00*B*F  -0.00*D*F  +0.00*E*F  -0.00*A*D*E  +0.00*B*D*E  +0.00*A*D*F  +0.00*B*D*F  -0.00*A*E*F  +0.00*B*E*F  -0.00*D*E*F "
"inst_fp_32","822083584 -0.00*A  -0.00*B  -0.00*D  -0.00*E  +0.00*F  -0.00*(D**2)  -0.00*(E**2)  -0.00*(F**2)  -0.00*A*D  -0.00*B*D  -0.00*A*E  -0.00*B*E  -0.00*D*E  +0.00*A*F  +0.00*B*F  +0.00*D*F  +0.00*E*F  -0.00*A*D*E  -0.00*B*D*E  +0.00*A*D*F  +0.00*B*D*F  +0.00*A*E*F  +0.00*B*E*F  +0.00*D*E*F "
"inst_fp_64","0 +0.00*A  +0.00*B  +0.00*D  +0.00*E  +0.00*F  +0.00*(D**2)  -0.00*(E**2)  +0.00*(F**2)  +0.00*A*D  +0.00*B*D  -0.00*A*E  +0.00*B*E  -0.00*D*E  +0.00*A*F  +0.00*B*F  -0.00*D*F  +0.00*E*F  -0.00*A*D*E  +0.00*B*D*E  +0.00*A*D*F  +0.00*B*D*F  -0.00*A*E*F  +0.00*B*E*F  -0.00*D*E*F "
"inst_integer","193146772.26 -548918.48*A  -676178.80*B  -336904890.53*D  -57711389.43*E  +27137208.80*F  +144561765.45*(D**2)  +22746263.34*(E**2)  -3624960.00*(F**2)  -607277.75*A*D  -861798.38*B*D  -1356570.89*A*E  -706416.41*B*E  +49944001.16*D*E  +2956385.08*A*F  +2329005.94*B*F  -20584790.61*D*F  +1794467.17*E*F  -2075414.80*A*D*E  -775105.85*B*D*E  -542757.76*A*D*F  -718270.90*B*D*F  +4732276.67*A*E*F  +3653031.53*B*E*F  -16527383.07*D*E*F "
"inst_control","-3091241.02 +2108087.60*A  +2108087.60*B  -3740090.45*D  -3204093.74*E  +231539.65*F  +3513621.69*(D**2)  +3330734.56*(E**2)  +0.00*(F**2)  +2208017.54*A*D  +2208017.54*B*D  +2357573.13*A*E  +2357573.13*B*E  +5598034.73*D*E  +65788.38*A*F  +65788.38*B*F  -63546.13*D*F  +179750.56*E*F  +2104541.31*A*D*E  +2104541.31*B*D*E  +62799.62*A*D*F  +62799.62*B*D*F  +228924.14*A*E*F  +228924.14*B*E*F  -53161.73*D*E*F "
