step,kernel_us,overhead_us,total_us,new_best
1482,15581.9,29681.9,45263.8,0
1483,15221.7,30215.9,45437.7,0
1484,20952.4,29176.6,50128.9,0
1485,43415.6,29009.4,72425,0
1486,21936.3,33565.5,55501.8,0
1487,16658.5,31411.6,48070.1,0
1488,36585,25493.8,62078.8,0
1489,26607.8,32070.7,58678.5,0
1490,48816,28894.1,77710.2,0
1491,25858.7,29094.3,54952.9,0
1492,67733.2,28968.4,96701.6,0
1493,22826.3,32256.3,55082.6,0
1494,21646.1,30460.6,52106.7,0
1495,45338.5,25695.9,71034.4,0
1496,34968.4,29347.2,64315.5,0
1497,36275.6,29615.1,65890.7,0
1498,19485.4,28801.1,48286.5,0
1499,31025.3,42520.1,73545.4,0
1500,17882,26315.6,44197.7,0
1501,23051.3,29337.6,52388.9,0
1502,15815.8,31354.8,47170.6,0
1503,48166.9,29354.7,77521.6,0
1504,20282.5,29644,49926.5,0
1505,26831,41307.7,68138.7,0
1506,37328.4,22083.3,59411.7,0
1507,64099.6,22341.4,86441,0
1508,61142.3,19777.4,80919.7,0
1509,20874.7,25568.8,46443.4,0
1510,76097.9,21750.7,97848.6,0
1511,20245,23538.4,43783.4,0
1512,32351.7,23606.2,55957.9,0
1513,24390.7,23058.4,47449,0
1514,25340.5,22285.1,47625.6,0
1515,20463.1,22922.4,43385.5,0
1516,67813,25196.2,93009.2,0
1517,34353.1,28058.5,62411.6,0
1518,102609,21581.9,124191,0
1519,46816.4,26141.3,72957.6,0
1520,40339.1,30056.8,70396,0
1521,23595.1,26291.8,49886.9,0
1522,39384.4,31706.7,71091.1,0
1523,19533.4,26458.5,45992,0
1524,29004.6,30871.6,59876.2,0
1525,28181.9,27650.5,55832.4,0
1526,17444.4,28530.3,45974.8,0
1527,36922.6,29218.9,66141.5,0
1528,16083.7,31375.6,47459.3,0
1529,76162.8,26755.7,102919,0
1530,26629.8,31118.8,57748.6,0
1531,25406.5,28398.2,53804.6,0
1532,34490.9,27130.5,61621.4,0
1533,46253.2,28466.5,74719.7,0
1534,35866.5,25437.6,61304.1,0
1535,26414.2,26679.1,53093.4,0
1536,26071.1,26907.1,52978.2,0
1537,22566.2,32332.1,54898.3,0
1538,47719.4,27815.6,75534.9,0
1539,20661.1,29811.5,50472.6,0
1540,23491.4,29349.9,52841.2,0
1541,31283.2,26068.1,57351.3,0
1542,94814,32565.1,127379,0
1543,28633.1,28109.3,56742.5,0
1544,19834.8,27689.3,47524,0
1545,26277.3,28989.5,55266.7,0
1546,77529.6,25903.3,103433,0
1547,24617,26797.8,51414.8,0
1548,17637.9,27702.3,45340.1,0
1549,17374.4,28609.1,45983.5,0
1550,25360.8,28552.6,53913.4,0
1551,15179.4,30787.5,45966.9,0
1552,36202.2,30109.1,66311.3,0
1553,48309.1,30556.9,78866,0
1554,17792.2,27434.9,45227.2,0
1555,35654.2,28985.5,64639.7,0
1556,18119.7,28708,46827.8,0
1557,38009.9,28777,66786.9,0
1558,40789.7,31492.9,72282.6,0
1559,27646.9,33294.4,60941.3,0
1560,23987.9,30438.4,54426.2,0
1561,22813.1,29749.7,52562.7,0
1562,38213.8,29193.7,67407.5,0
1563,20870.3,27362.2,48232.5,0
1564,24566.5,26179.9,50746.4,0
1565,35305.2,28956.3,64261.4,0
1566,68875.8,31749.3,100625,0
1567,35955.1,30452.6,66407.8,0
1568,65276.7,31503,96779.7,0
1569,39969.9,29174.6,69144.5,0
1570,36805.2,26507.5,63312.7,0
1571,35253.6,32942.5,68196.1,0
1572,50944.2,33429.6,84373.8,0
1573,38896.8,28759.7,67656.5,0
1574,27015.4,34287.7,61303.1,0
1575,47869.9,25405.8,73275.7,0
1576,51444.9,33807.7,85252.6,0
1577,29443.9,31715.3,61159.3,0
1578,41861.5,33360.3,75221.8,0
1579,35684.4,27725.1,63409.6,0
1580,41908.4,29385.5,71293.9,0
1581,31966.6,27010.5,58977,0
1582,21503.7,30051.3,51554.9,0
1583,80195.5,26365.8,106561,0
1584,27793.8,32988.4,60782.1,0
1585,36305.4,31428.6,67734,0
1586,44017.5,30980.2,74997.7,0
1587,23939.9,31055.5,54995.4,0
1588,51378.7,30372.7,81751.4,0
1589,35682.5,29848.1,65530.6,0
1590,39135.9,25411.4,64547.2,0
1591,68362.9,30404.9,98767.8,0
1592,32566.3,33033.6,65599.9,0
1593,35465.6,31170.2,66635.9,0
1594,72330.4,35035.9,107366,0
1595,18744.7,27685.6,46430.3,0
1596,22389.3,30443.2,52832.5,0
1597,17485.6,31501.2,48986.8,0
1598,19596,30108.5,49704.4,0
1599,32724.3,26061.2,58785.5,0
1600,17767,29304.6,47071.6,0
1601,35299.7,27045.2,62344.9,0
1602,63545.9,25791.5,89337.4,0
1603,36720.4,28278.1,64998.6,0
1604,38670.4,29686.7,68357.1,0
1605,29867.6,31376,61243.6,0
1606,28180.8,32873.5,61054.3,0
1607,29204.4,29399.6,58604,0
1608,36853.5,32910,69763.5,0
1609,52696.7,31774.4,84471.1,0
1610,37246.6,34348.8,71595.3,0
1611,48160.6,26167,74327.6,0
1612,21257,25694.8,46951.8,0
1613,75618.3,25700.8,101319,0
1614,37832.4,29489.6,67322,0
1615,28631.6,28690,57321.7,0
1616,26951.3,26991.9,53943.2,0
1617,41697.4,26724.6,68421.9,0
1618,57075.4,24593.2,81668.5,0
1619,19707.5,25500.9,45208.4,0
1620,77097.5,24862.2,101960,0
1621,71978.6,31770.6,103749,0
1622,32320,31460.1,63780.1,0
1623,22615.5,30029.8,52645.3,0
1624,37063.9,29235.3,66299.3,0
1625,18547.8,31874.6,50422.5,0
1626,22334.7,28009.6,50344.3,0
1627,140086,27491.6,167577,0
1628,87703.8,33450.6,121154,0
1629,25244,34120.6,59364.5,0
1630,141873,32382.9,174256,0
1631,16750.8,32515.5,49266.4,0
1632,15541,29027.3,44568.3,0
1633,24082.9,31597.4,55680.3,0
1634,38462.4,25476.7,63939.1,0
1635,30981,28556.8,59537.8,0
1636,21133.4,27563.1,48696.5,0
1637,29757.8,33437,63194.8,0
1638,25990.1,28303.4,54293.5,0
1639,25515.9,34078.9,59594.8,0
1640,30554,33894.6,64448.6,0
1641,51566.6,29345.5,80912.1,0
1642,18606.9,29378.7,47985.6,0
1643,36807.6,34384.7,71192.3,0
1644,21315.6,29696.8,51012.3,0
1645,21947.6,34726.6,56674.2,0
1646,18825.2,35324.2,54149.4,0
1647,72973.2,30785.7,103759,0
1648,43290.5,31465.2,74755.6,0
1649,44558.6,26945.7,71504.3,0
1650,74288.4,27017.9,101306,0
1651,19042.8,26274.9,45317.7,0
1652,49239.7,28195.2,77434.9,0
1653,43227.2,27447.1,70674.3,0
1654,77215.4,32221.5,109437,0
1655,42454.4,33475.4,75929.8,0
1656,53631,30293.3,83924.3,0
1657,23162,35514.7,58676.6,0
1658,18306,27742.4,46048.4,0
1659,17046.4,28788.5,45834.9,0
1660,27311,39158.1,66469.2,0
1661,75021.2,31052.1,106073,0
1662,23421.7,29915.9,53337.5,0
1663,32565.9,29855.7,62421.5,0
1664,21619.8,25243.5,46863.4,0
1665,26390.2,26161.3,52551.5,0
1666,50592.7,30594.5,81187.1,0
1667,19387.9,27832.1,47220,0
1668,40356.2,30798.5,71154.7,0
1669,48204.3,28176.7,76381,0
1670,37491.4,37364.7,74856.1,0
1671,39438,30421.1,69859.1,0
1672,46851.2,27572.6,74423.8,0
1673,21689.9,31713.8,53403.7,0
1674,80385.9,32876.2,113262,0
1675,89489,30953.5,120442,0
1676,28207.9,35172.5,63380.4,0
1677,29945.8,30036.5,59982.3,0
1678,85151.4,29419.8,114571,0
1679,19971.8,33197,53168.8,0
1680,88583.6,31927.5,120511,0
1681,21978.5,33202,55180.6,0
1682,39936.8,33886.2,73823,0
1683,22485,32190.9,54675.9,0
1684,40271.9,30612.3,70884.2,0
1685,29196.1,30907.4,60103.5,0
1686,79390.5,31777.1,111168,0
1687,18576.6,32038.5,50615.1,0
1688,48478.1,31343.4,79821.5,0
1689,21996.1,35083.3,57079.3,0
1690,31936.9,29613.9,61550.9,0
1691,53754,30209,83963,0
1692,34405.2,29273.4,63678.7,0
1693,75586.2,30068.1,105654,0
1694,75897,26648.2,102545,0
1695,19790.4,32257.1,52047.5,0
1696,26941.7,25938.6,52880.4,0
1697,27267.3,28213.5,55480.8,0
1698,24641.5,30115.8,54757.2,0
1699,31415.1,35609.1,67024.2,0
1700,35797.1,28700.6,64497.7,0
1701,61100.4,31875.2,92975.6,0
1702,30557,26865.6,57422.6,0
1703,21220.6,26821.7,48042.3,0
1704,22640.4,31137.3,53777.7,0
1705,52551.2,28737.1,81288.3,0
1706,21734.3,33038.5,54772.8,0
1707,38260.8,30224.9,68485.7,0
1708,38392.4,28006,66398.4,0
1709,22496.7,31203.3,53700,0
1710,39205.2,33379,72584.2,0
1711,42801.8,29690.5,72492.2,0
1712,54578.7,27107.8,81686.5,0
1713,46058.4,32419.2,78477.6,0
1714,22338.1,34495.9,56834,0
1715,30478.4,29052.4,59530.8,0
1716,90392.1,29661.6,120054,0
1717,31381.5,28690.6,60072.1,0
1718,32185.1,32512.6,64697.7,0
1719,20174.8,28310.2,48485,0
1720,30290.7,27842.1,58132.8,0
1721,40101,30774.1,70875.1,0
1722,37836.3,27779.2,65615.4,0
1723,61073,32425.1,93498.2,0
1724,25583.5,27725.7,53309.1,0
1725,48681,28503,77184,0
1726,46556.9,27867.6,74424.4,0
1727,29343.5,33843.3,63186.7,0
1728,77716.2,30172.8,107889,0
1729,22667.6,31987.7,54655.3,0
1730,43593.4,31054.6,74648,0
1731,17732.3,30783.3,48515.6,0
1732,62609.6,29922.6,92532.2,0
1733,25421.3,29832.3,55253.6,0
1734,27081.6,28439.2,55520.8,0
1735,15841.7,27767.5,43609.2,0
1736,46321.4,27709.1,74030.5,0
1737,47287.3,25368,72655.3,0
1738,31141.8,34614.7,65756.6,0
1739,22973.4,34274.4,57247.9,0
1740,15071,34326.7,49397.7,0
1741,23296,25377.5,48673.5,0
1742,32823.5,33453.3,66276.8,0
1743,108477,32240.4,140717,0
1744,23169,30476.8,53645.8,0
1745,54708.7,29814.3,84523,0
1746,70594.6,24472.9,95067.5,0
1747,28700.1,24896.2,53596.2,0
1748,79773.1,26398.5,106172,0
1749,83308.3,25198.8,108507,0
1750,31104.9,29826.4,60931.3,0
1751,69981.4,28908.2,98889.5,0
1752,46468.6,26371.8,72840.4,0
1753,43519.5,28708.5,72228,0
1754,61936.2,31556.8,93493,0
1755,47318.7,35441.3,82760,0
1756,43400.3,34168.1,77568.4,0
1757,73895,34149.4,108044,0
1758,19288,35835.8,55123.8,0
1759,47669.1,29263.6,76932.7,0
1760,19520.2,30887.8,50407.9,0
1761,46693.6,29234.6,75928.3,0
1762,25668.8,28544.9,54213.8,0
1763,18455.2,26211.8,44667.1,0
1764,53248.1,26988.7,80236.8,0
1765,90835.7,23943.6,114779,0
1766,96170.2,27822.8,123993,0
1767,41631.6,32062.7,73694.3,0
1768,28257.6,35832.6,64090.2,0
1769,63476.1,30950.5,94426.7,0
1770,33592.3,29520.6,63112.9,0
1771,57859.1,29243.8,87102.9,0
1772,57142.4,30958.1,88100.5,0
1773,32227,30758.3,62985.3,0
1774,25829.9,27961.1,53791,0
1775,27501.3,29203.9,56705.2,0
1776,64620.9,26034.5,90655.5,0
1777,29041.4,24333.7,53375.1,0
1778,24874.8,24264.8,49139.6,0
1779,92918.3,27877.5,120796,0
1780,80707.6,30238.2,110946,0
1781,18283.9,28989.5,47273.4,0
1782,28999.6,29648.1,58647.7,0
1783,30550.7,27154.9,57705.6,0
1784,42182.5,26631.2,68813.7,0
1785,46713.8,25065.1,71778.9,0
1786,19932.7,27636.8,47569.4,0
1787,44947.8,22591.1,67538.9,0
1788,89292.3,21475.5,110768,0
1789,50600.1,26488.3,77088.3,0
1790,29413.8,23788.3,53202.1,0
1791,22923,23734.7,46657.6,0
1792,109819,21846.8,131666,0
1793,27084.3,25492.1,52576.4,0
1794,38500.9,24205.6,62706.5,0
1795,32262.8,22080.6,54343.5,0
1796,80068.9,26300.7,106370,0
1797,25833.7,23194.2,49027.9,0
1798,29370.5,23488.7,52859.1,0
1799,64736,25343.7,90079.7,0
1800,29339.2,24566.3,53905.5,0
1801,71120.1,22862.9,93983.1,0
1802,27585.2,22388.1,49973.3,0
1803,74842,24963.9,99805.9,0
1804,93150.1,27921.6,121072,0
1805,41881.8,24732,66613.9,0
1806,66900.1,25607.5,92507.6,0
1807,44114,24045.1,68159.1,0
1808,39574.7,26948.1,66522.8,0
1809,47382.2,26227.3,73609.5,0
1810,53513.2,32797.1,86310.3,0
1811,54975.4,31297.4,86272.9,0
1812,19285.7,32331.7,51617.4,0
1813,27263.7,30731.2,57994.8,0
1814,26678.9,28764.5,55443.5,0
1815,20078.7,26665.7,46744.4,0
1816,25783.5,29327.2,55110.6,0
1817,81005.7,26856.9,107863,0
1818,29484.8,32170.4,61655.2,0
1819,30052.7,30575.9,60628.6,0
1820,33996.6,30994.9,64991.5,0
1821,25212.7,25830.6,51043.3,0
1822,30018.2,26750.6,56768.9,0
1823,34721.5,32149.4,66870.9,0
1824,30560.6,33173.2,63733.8,0
1825,29034.7,30695.6,59730.2,0
1826,33596.2,31634.2,65230.4,0
1827,24922.8,30144.6,55067.3,0
1828,63197.9,26953.1,90151,0
1829,29867.1,30409,60276,0
1830,69267,31612.9,100880,0
1831,49086,33555,82641,0
1832,46897.1,30592.7,77489.8,0
1833,26803.2,33138.4,59941.6,0
1834,93388.4,29453.2,122842,0
1835,28197.7,28241.4,56439.1,0
1836,135093,32401.4,167494,0
1837,23169.2,29517.7,52686.8,0
1838,43284.3,22325.1,65609.3,0
1839,61906.5,24498.2,86404.6,0
1840,63919.2,22273.7,86192.9,0
1841,26969.2,24950.8,51920,0
1842,26964.7,22827.7,49792.5,0
1843,23065.1,23935.3,47000.4,0
1844,92991,25660.9,118652,0
1845,43883.6,25113.9,68997.5,0
1846,27418.8,27428.1,54846.8,0
1847,44556,23587.1,68143.1,0
1848,46799.4,23352.2,70151.6,0
1849,22182,24775.8,46957.8,0
1850,33943.7,22140.6,56084.3,0
1851,27849.3,21176.5,49025.8,0
1852,172615,24753.4,197369,0
1853,39605.5,27607.9,67213.4,0
1854,41791.6,29857.7,71649.3,0
1855,31170.1,24843.4,56013.5,0
1856,23997.4,33576.1,57573.5,0
1857,32094.2,29415,61509.1,0
1858,131179,28960.5,160139,0
1859,24543.8,31594.9,56138.8,0
1860,45052.3,30996.9,76049.2,0
1861,65245.1,34386.2,99631.3,0
1862,44006.9,33452.4,77459.3,0
1863,47880,28854.1,76734.1,0
1864,31032.7,34234.5,65267.3,0
1865,30153.7,27453.5,57607.1,0
1866,47237.3,30276.3,77513.6,0
1867,31432.3,28024.4,59456.7,0
1868,28397.5,35324.5,63722,0
1869,25743.1,29234,54977.1,0
1870,53600.4,33091,86691.4,0
1871,27798.4,31190,58988.4,0
1872,31362.4,27695.8,59058.2,0
1873,38061.7,31518.1,69579.8,0
1874,59269.7,28272.7,87542.5,0
1875,42776.9,29679.6,72456.5,0
1876,169384,31809.2,201193,0
1877,37486,25648.1,63134.1,0
1878,79167.3,33556.3,112724,0
1879,35984.3,28817.3,64801.6,0
1880,33727.1,35742.7,69469.9,0
1881,55876.2,28398.3,84274.5,0
1882,52352.6,33067.6,85420.2,0
1883,45793.6,30209.8,76003.4,0
1884,52737.5,30700.7,83438.3,0
1885,32756.5,25975.9,58732.4,0
1886,44245.3,34683.2,78928.6,0
1887,41112.9,31340.5,72453.3,0
1888,46530.5,25787,72317.4,0
1889,28248.6,29448,57696.6,0
1890,18753,31061.1,49814.1,0
1891,48564.1,28954,77518.2,0
1892,54533.9,30466.7,85000.6,0
1893,30521.2,27253.1,57774.3,0
1894,32711.6,26754.5,59466.2,0
1895,29331.5,28922.9,58254.4,0
1896,27439,25924.4,53363.4,0
1897,63027.9,30122.7,93150.6,0
1898,37209.8,29925.1,67134.9,0
1899,66173,32605.6,98778.7,0
1900,53411.8,30303.1,83714.9,0
1901,36594.8,27426.1,64020.9,0
1902,29532.5,27655.8,57188.3,0
1903,22551.8,29654.1,52205.9,0
1904,70578.4,30236.8,100815,0
1905,52922.7,23937.5,76860.3,0
1906,47632.7,25061.5,72694.1,0
1907,66106.2,25565.5,91671.7,0
1908,29279.3,27880,57159.3,0
1909,48981.5,24302.2,73283.7,0
1910,18591.9,25648.7,44240.6,0
1911,49891.1,32277.9,82169.1,0
1912,21849.5,29532.6,51382.1,0
1913,63938.6,32372.1,96310.7,0
1914,43531.3,28357.4,71888.7,0
1915,169870,31687.9,201558,0
1916,36019.9,28970.9,64990.8,0
1917,102670,27108.8,129779,0
1918,78111.8,24275.7,102388,0
1919,40775.4,29102,69877.3,0
1920,59713.2,28493,88206.2,0
1921,19465.7,31642.9,51108.6,0
1922,25807.1,32606.6,58413.7,0
1923,24961.9,27040,52001.9,0
1924,31008,28832.2,59840.2,0
1925,24311.4,35004.9,59316.3,0
1926,45468.6,25848,71316.6,0
1927,32798.6,33997.6,66796.2,0
1928,49590,25008.2,74598.2,0
1929,20111.9,32174.2,52286,0
1930,42062,32585.7,74647.7,0
1931,26231.2,32323.4,58554.6,0
1932,55075.4,33015.7,88091.2,0
1933,19139.5,29620.9,48760.4,0
1934,49376.1,26700.7,76076.8,0
1935,64835.5,26299,91134.5,0
1936,34491.8,27913.9,62405.7,0
1937,41638.4,30735.7,72374.1,0
1938,30944.1,27864.3,58808.4,0
1939,52174.8,25548.2,77723,0
1940,47222.2,23307.5,70529.7,0
1941,41264.5,23611.3,64875.8,0
1942,26646.7,35299,61945.7,0
1943,23883.7,31588.4,55472.1,0
1944,29919,28489.3,58408.4,0
1945,99242.6,31026.5,130269,0
1946,26354,29604.9,55958.9,0
1947,30922,29175.7,60097.6,0
1948,123927,35612.5,159540,0
1949,27268.4,24340.7,51609.1,0
1950,38831.9,32290.4,71122.3,0
1951,78697.5,28627.4,107325,0
1952,103164,30329.3,133493,0
1953,58234.9,35055.8,93290.7,0
1954,66815.5,28034.3,94849.8,0
1955,23998.2,31515.9,55514.1,0
1956,25667,26900.5,52567.6,0
1957,41577.6,26640.7,68218.3,0
1958,83970.4,24605.8,108576,0
1959,66965,28437.4,95402.3,0
1960,52909.1,29527.4,82436.6,0
1961,169584,23078,192662,0
1962,64140.2,25453.5,89593.6,0
1963,29335.6,30925.1,60260.8,0
1964,90738.2,27246.3,117984,0
1965,22820.2,24042.8,46863,0
1966,23112.9,24827.3,47940.1,0
1967,51480.4,22322.8,73803.2,0
1968,67563.1,21948.5,89511.6,0
1969,53999.4,31579.6,85579,0
1970,39643,26885.7,66528.7,0
1971,51816.8,31922.2,83739,0
1972,42895.3,29770.1,72665.4,0
1973,60558.7,33305.9,93864.6,0
1974,60360.2,25440,85800.2,0
1975,24016.3,30381.4,54397.6,0
1976,69569.7,33541,103111,0
1977,84109.7,30430.9,114541,0
1978,35915.9,27646.2,63562.1,0
1979,44260.5,29091.7,73352.3,0
1980,46671.2,26737.2,73408.4,0
1981,60188.3,28487.6,88675.9,0
1982,39487.6,31302.9,70790.4,0
1983,32656,27831.4,60487.4,0
1984,60837.8,31042.9,91880.7,0
1985,49912.2,22116,72028.2,0
1986,64918.5,30765.3,95683.7,0
1987,100923,27553.3,128477,0
1988,131266,30170.8,161437,0
1989,27390.1,27769.3,55159.4,0
1990,34658.8,29392.7,64051.6,0
1991,29451.3,29662.9,59114.2,0
1992,33542,36851.6,70393.7,0
1993,74981.2,26202.3,101184,0
1994,29280.9,30742.9,60023.8,0
1995,60009,25465.7,85474.7,0
1996,28603.1,29362.4,57965.5,0
1997,31495.9,30988.9,62484.8,0
1998,64647.7,28610.8,93258.5,0
1999,48085.7,24544.9,72630.6,0
2000,61439.4,26109.3,87548.7,0
2001,29832.8,30843.7,60676.5,0
2002,53146.3,29224.2,82370.6,0
2003,25984.4,27739.6,53724,0
2004,51802.4,24453.2,76255.6,0
2005,47002,29764.6,76766.6,0
2006,67148.3,31609.4,98757.7,0
2007,32689.9,31568.4,64258.3,0
2008,24373.9,34983,59356.9,0
2009,37322.3,29748.8,67071.1,0
2010,74667,23493.5,98160.4,0
2011,31616.7,27553.4,59170.1,0
2012,24322.8,27710.8,52033.6,0
2013,23579.5,24788.8,48368.3,0
2014,31323.9,28894.3,60218.2,0
2015,37511.8,35270.8,72782.6,0
2016,32883.1,33710.3,66593.4,0
2017,50006.7,33743.7,83750.3,0
2018,86258.2,33622.4,119881,0
2019,85600.7,26332.3,111933,0
2020,70170.1,29266.6,99436.8,0
2021,83503.8,23465.6,106969,0
2022,30786.1,34613.2,65399.3,0
2023,26884.7,33973.2,60857.9,0
2024,44505.5,32079.5,76585,0
2025,24644.1,30118.9,54763,0
2026,101700,28567.9,130268,0
2027,88285.3,30759.5,119045,0
2028,102536,29088.2,131625,0
2029,44279.3,26266.7,70546,0
2030,18905.4,30264.1,49169.5,0
2031,121684,27895,149579,0
2032,20946.1,30866.9,51813,0
2033,47349.7,30208,77557.7,0
2034,25494.2,28071.4,53565.6,0
2035,57603,30632.6,88235.6,0
2036,35184.7,26504.3,61689,0
2037,17390.2,32435.7,49825.9,0
2038,26538.2,25991.6,52529.8,0
2039,25186.2,27853.7,53040,0
2040,63015.5,26068.3,89083.8,0
2041,27115.4,27623.2,54738.6,0
2042,27466.6,27089.4,54556,0
2043,51002.8,31366.3,82369.1,0
2044,27466.8,30929.9,58396.8,0
2045,44608.9,29878.9,74487.7,0
2046,25332,28322.8,53654.8,0
2047,54376.9,31156.3,85533.2,0
2048,20124.4,25198.5,45322.8,0
2049,35586.8,33095.1,68681.9,0
2050,34401.2,31166.1,65567.3,0
2051,18108.7,32344.5,50453.2,0
2052,28254.7,32112.2,60367,0
2053,22022.4,34766.2,56788.6,0
2054,26979.2,30161.7,57140.8,0
2055,43474.3,29293.6,72767.8,0
2056,52232.5,31675.8,83908.3,0
2057,19842.5,32195.7,52038.2,0
2058,22798.5,27650.3,50448.8,0
2059,45765.1,31252.3,77017.4,0
2060,26688,26234.6,52922.6,0
2061,85363.8,31080.3,116444,0
2062,25785.9,30262.8,56048.7,0
2063,44242.9,26360.9,70603.8,0
2064,63309.1,26915.9,90225,0
2065,60042,27375.3,87417.3,0
2066,23173.9,30974.2,54148.1,0
2067,175952,29941,205893,0
2068,104537,29966.8,134504,0
2069,79885.4,28042.6,107928,0
2070,37864.6,33054.2,70918.8,0
2071,26742.8,31382.8,58125.7,0
2072,49915.2,30790.1,80705.3,0
2073,20870.2,30215.3,51085.6,0
2074,25891.1,27230.7,53121.8,0
2075,54610.2,35167.8,89778,0
2076,35485.4,32708,68193.4,0
2077,93179.2,34861.6,128041,0
2078,33558.5,33391.5,66950,0
2079,27191.8,30746.9,57938.7,0
2080,33872.3,29177.8,63050.1,0
2081,23309.9,29981.5,53291.4,0
2082,169618,35427.9,205046,0
2083,53017.5,34485.7,87503.3,0
2084,33943.8,27727.1,61670.9,0
2085,31225.8,32650.5,63876.3,0
2086,93384,25556.2,118940,0
2087,31167.6,30962.2,62129.9,0
2088,52889.3,31153.6,84042.9,0
2089,94392.5,27891.2,122284,0
2090,26780.2,30317.7,57097.9,0
2091,17024.9,32498.5,49523.5,0
2092,33083.4,31347.1,64430.5,0
2093,48728,31516,80244,0
2094,24839.4,34248.4,59087.8,0
2095,30107.3,27309.8,57417,0
2096,30036.6,31639.9,61676.5,0
2097,29748.1,29739.8,59487.9,0
2098,121995,26961.4,148956,0
2099,31130.2,29112.9,60243.1,0
2100,127818,28327,156145,0
2101,34156,31091.4,65247.5,0
2102,45063.7,28820.2,73883.9,0
2103,23612.2,26923.2,50535.4,0
2104,27951.9,36602.1,64554,0
2105,43824.8,32703.4,76528.3,0
2106,23637,33780.2,57417.2,0
2107,48467.5,30828.7,79296.2,0
2108,54588.4,32377.8,86966.1,0
2109,33787.2,29134.7,62921.9,0
2110,93968.2,28335,122303,0
2111,125918,35502.8,161421,0
2112,64052.9,31198.5,95251.3,0
2113,105406,35675.4,141082,0
2114,89693.6,33592.6,123286,0
2115,33934.2,28334.4,62268.6,0
2116,32700.7,29331.1,62031.8,0
2117,24777.4,30218.6,54996,0
2118,30411.4,27313.7,57725.1,0
2119,59258.7,34916,94174.7,0
2120,30267.3,36691.9,66959.2,0
2121,28057.1,28792.8,56849.9,0
2122,52303.1,28919.4,81222.5,0
2123,30685.1,29941.6,60626.6,0
2124,18977.4,28815.6,47793,0
2125,103565,27997,131562,0
2126,59411.6,30549.6,89961.2,0
2127,86084.4,31710.5,117795,0
2128,29499.9,31940.8,61440.7,0
2129,60062.8,31082.7,91145.4,0
2130,63198.4,27578.1,90776.5,0
2131,22098.5,35978,58076.5,0
2132,86330.6,28576.7,114907,0
2133,33565.3,31379.9,64945.3,0
2134,21224.1,34257.1,55481.2,0
2135,20863.4,28674.2,49537.5,0
2136,32404.5,32375.7,64780.2,0
2137,62436.5,29584,92020.6,0
2138,30842.4,35399.5,66241.9,0
2139,52383.5,26958.3,79341.7,0
2140,83563.1,33160.4,116724,0
2141,33073.6,33792.6,66866.2,0
2142,22535.1,26023.6,48558.6,0
2143,41255,30128,71383,0
2144,20081.3,31763,51844.3,0
2145,117476,34579.2,152055,0
2146,25487.9,34713.3,60201.2,0
2147,28134.9,27746.7,55881.7,0
2148,30541.3,29937.3,60478.5,0
2149,28295.3,27999.4,56294.7,0
2150,33875.6,26716.3,60591.8,0
2151,121615,23307.4,144922,0
2152,47500.4,25845.2,73345.6,0
2153,32813.5,28571,61384.5,0
2154,103771,29628.9,133400,0
2155,21576,33458,55034,0
2156,59376.3,27369.7,86746,0
2157,24477.2,30788.3,55265.6,0
2158,53474.4,37802,91276.3,0
2159,61117.3,29956.6,91073.8,0
2160,27482.6,26594.2,54076.9,0
2161,27362,29379.3,56741.3,0
2162,29279.6,26893.1,56172.7,0
2163,47438.3,28546.2,75984.5,0
2164,55488.8,32003.6,87492.4,0
2165,42872,31180.4,74052.4,0
2166,168326,28583.1,196909,0
2167,48957.7,25594.6,74552.3,0
2168,48175.7,27074.8,75250.6,0
2169,23978.8,25222.6,49201.4,0
2170,25910.1,25651.2,51561.3,0
2171,50929.6,24899.3,75828.9,0
2172,22463.4,29192.4,51655.9,0
2173,28250.3,27495.7,55746,0
2174,89470.5,33773.9,123244,0
2175,81505.8,27851.3,109357,0
2176,50429.8,33221.2,83651,0
2177,86468.9,27873.2,114342,0
2178,32924.5,24747.3,57671.8,0
2179,20153.3,25683.8,45837,0
2180,59658.5,28976.6,88635.1,0
2181,103802,23066.9,126869,0
2182,60681.7,30420,91101.7,0
2183,42642.6,25714.3,68356.9,0
2184,24673.2,25020.2,49693.4,0
2185,22226.9,32879.8,55106.7,0
2186,45816.5,28394.6,74211.1,0
2187,33028.3,29320.3,62348.7,0
2188,22509.2,26698.9,49208,0
2189,35196.8,27409.2,62606,0
2190,37763.8,28578,66341.8,0
2191,64518.4,32142.3,96660.7,0
2192,30818.9,34686.1,65505,0
2193,25615.6,33090.9,58706.5,0
2194,21543.3,28568.3,50111.6,0
2195,30902.1,28906.4,59808.6,0
2196,20662.5,35156.9,55819.4,0
2197,63403.7,29216.7,92620.4,0
2198,27841.7,26453.2,54294.9,0
2199,67403.9,30871.5,98275.4,0
2200,20424.5,30983,51407.5,0
2201,47413.6,28180.3,75593.9,0
2202,63705.7,32176.5,95882.1,0
2203,22981,22219.7,45200.7,0
2204,29503.3,28938.2,58441.6,0
2205,66128.5,25440.4,91568.8,0
2206,23536.8,26124.1,49660.9,0
2207,69579,25816.7,95395.7,0
2208,33565.3,26289.1,59854.4,0
2209,29844.8,29705,59549.8,0
2210,33347.1,25791.4,59138.6,0
2211,52004.4,30173.8,82178.3,0
2212,67196.9,28286.8,95483.8,0
