step,kernel_us,overhead_us,total_us,new_best
748,10310.2,25657.1,35967.3,0
749,22431,24964.5,47395.5,0
750,14086.6,28147.2,42233.7,0
751,26100.2,29079.4,55179.6,0
752,41654.5,25868.7,67523.2,0
753,16925.3,26421.5,43346.8,0
754,14462.1,31346.9,45809.1,0
755,16089.3,28809.2,44898.5,0
756,18202.9,29090.2,47293.1,0
757,24651.9,31771.2,56423.1,0
758,20716.9,31219.3,51936.2,0
759,32412.8,28865.8,61278.6,0
760,23352.5,28048.1,51400.7,0
761,11807.9,30232.2,42040.1,0
762,10769.8,28008.8,38778.5,0
763,26955.6,26941.7,53897.3,0
764,18595.1,29491.4,48086.6,0
765,12424.4,29555.6,41979.9,0
766,17717.6,26644.2,44361.8,0
767,20831.2,29048.4,49879.6,0
768,20689.5,29926.7,50616.3,0
769,14538.4,29736.2,44274.6,0
770,8395.39,27924,36319.4,0
771,18843.5,26038,44881.5,0
772,10657.8,29922.9,40580.8,0
773,32772.5,26511.5,59284,0
774,26890.4,29865.6,56756,0
775,25659.6,29644.5,55304.2,0
776,27558.1,26678.3,54236.5,0
777,36903.8,25637.4,62541.1,0
778,41035.1,25614.3,66649.3,0
779,17061.2,31160.6,48221.8,0
780,41255.4,27172,68427.4,0
781,22198.9,29554.9,51753.9,0
782,15906.8,26094.1,42000.9,0
783,14799.4,31295.9,46095.3,0
784,17486.8,25675,43161.9,0
785,33472,26785.7,60257.7,0
786,23041.9,30567.9,53609.8,0
787,17410.6,28566.3,45976.9,0
788,9968.74,29913.7,39882.5,0
789,15855.4,27466.5,43321.9,0
790,25672.5,28845.1,54517.6,0
791,27144.4,24874.3,52018.6,0
792,11272.2,30226.5,41498.7,0
793,10450.3,28491.7,38942.1,0
794,13985,26936.1,40921.2,0
795,21463.8,31291,52754.8,0
796,22162.7,26392.4,48555.1,0
797,28935.3,27874,56809.3,0
798,16982.7,28248.7,45231.4,0
799,39320,27968.1,67288.1,0
800,21808.4,25361,47169.4,0
801,24735.3,34476,59211.3,0
802,17187,29175.3,46362.4,0
803,13060.9,29310.7,42371.6,0
804,17311.7,31422.9,48734.6,0
805,18710.2,30555.3,49265.5,0
806,12262.4,30704,42966.4,0
807,27839.4,31331.4,59170.7,0
808,21570.5,30559.1,52129.6,0
809,17655.3,30310.9,47966.3,0
810,15586.7,32866.5,48453.2,0
811,21756.4,30164.9,51921.3,0
812,44579,30528.5,75107.5,0
813,21786.6,31654.5,53441.1,0
814,20918.8,26221,47139.8,0
815,27768,33209.1,60977.1,0
816,23877.3,25277.1,49154.4,0
817,13606.1,21328.6,34934.7,0
818,24493.9,25723.6,50217.5,0
819,21052.3,27496.2,48548.5,0
820,21741.7,27068.4,48810.1,0
821,17601.8,26528,44129.7,0
822,12312.4,29357.8,41670.2,0
823,14258.1,30222.3,44480.5,0
824,28664.6,26195.3,54859.9,0
825,17948.2,27129.1,45077.3,0
826,13939.6,27721.5,41661.1,0
827,27926.2,29263.6,57189.9,0
828,28849,34895.9,63744.8,0
829,32850.9,30506.7,63357.6,0
830,10681.6,29618.3,40299.9,0
831,27268.1,28120.9,55389,0
832,29398.6,27832.5,57231,0
833,13870.1,23823.1,37693.2,0
834,19401.8,27851.4,47253.2,0
835,20995.5,28082.2,49077.8,0
836,25755.3,26834.5,52589.8,0
837,40532.6,28047.4,68579.9,0
838,28284.5,30828.9,59113.4,0
839,39209,30375,69584,0
840,29435,34762.4,64197.4,0
841,20782.8,25858.8,46641.5,0
842,22351.6,29311.9,51663.5,0
843,12560.6,28429.2,40989.8,0
844,22225.4,29072.4,51297.8,0
845,17795.2,31049,48844.2,0
846,14092.4,28866.1,42958.5,0
847,14380.4,27487.2,41867.5,0
848,11395.1,30171.9,41567,0
849,22304.3,30607.7,52912,0
850,14265.5,29903.1,44168.6,0
851,13564.8,27747.4,41312.2,0
852,30827.5,32068.3,62895.9,0
853,18953.1,29770.3,48723.3,0
854,32730,29633.1,62363.1,0
855,55818,31210.5,87028.5,0
856,22185.4,31125.7,53311.1,0
857,10338.8,28611.6,38950.4,0
858,16206.4,31508.4,47714.8,0
859,40126.8,29322.8,69449.6,0
860,22244.4,31967.4,54211.8,0
861,17924.4,26757.6,44682,0
862,20577,32030.3,52607.3,0
863,21508.5,26412,47920.5,0
864,28622.1,33149.8,61771.9,0
865,10081.6,35664.4,45746,0
866,12170.6,28774.2,40944.8,0
867,14937.7,27221.6,42159.3,0
868,13384.9,32789.2,46174.1,0
869,35412.4,30310.7,65723.1,0
870,10727.5,32076.7,42804.2,0
871,23774.2,27857.8,51632,0
872,20761.9,30091.3,50853.1,0
873,25188,30073.1,55261.1,0
874,44352.7,30208.2,74560.8,0
875,15816.7,31378.9,47195.6,0
876,9599.55,27557.2,37156.7,0
877,21067.4,25751.7,46819.1,0
878,17966.4,28910.5,46876.9,0
879,18329.5,29725.4,48055,0
880,22305.3,31506.5,53811.8,0
881,18878.8,27930.6,46809.4,0
882,13018.5,33438.4,46456.8,0
883,30601.2,30055.7,60656.9,0
884,29077.1,29007.2,58084.4,0
885,29315.9,30179.6,59495.5,0
886,16482.3,26867.8,43350.1,0
887,16958,28981,45938.9,0
888,25250.8,32612.8,57863.6,0
889,14221,32469.8,46690.8,0
890,80390.2,32331.4,112722,0
891,18455.6,29821.1,48276.7,0
892,25634.3,27402.8,53037.1,0
893,14552.3,29867.9,44420.2,0
894,28574.5,25205.8,53780.3,0
895,21479.4,31170.8,52650.2,0
896,18449.5,28959.5,47409,0
897,49772,26374.4,76146.4,0
898,15725.6,25836.7,41562.3,0
899,10153.8,31416.8,41570.5,0
900,12836.7,27959.4,40796.1,0
901,11769.3,30307.9,42077.3,0
902,10545.1,29393.8,39938.9,0
903,29513,27876.5,57389.5,0
904,11934.2,27809.8,39744,0
905,23607.4,26730.6,50337.9,0
906,18409.8,24430.1,42839.9,0
907,23523.5,26332.5,49855.9,0
908,20768.9,24017.5,44786.4,0
909,40800.4,23531.1,64331.4,0
910,14989.2,25689.6,40678.8,0
911,13916.2,21840.8,35756.9,0
912,15503.7,21964.8,37468.5,0
913,18619.8,24608.9,43228.7,0
914,29782.7,25559.1,55341.7,0
915,15148.1,24647.7,39795.8,0
916,25188.4,24993.1,50181.5,0
917,31486.1,30320.7,61806.8,0
918,22808.5,28124.5,50933,0
919,38525.8,25599.1,64124.9,0
920,25142.1,31025.3,56167.4,0
921,33565.5,27099.3,60664.8,0
922,25912.8,26470,52382.8,0
923,13107.7,31629.9,44737.6,0
924,15694.3,32583.3,48277.6,0
925,43339.4,25720.8,69060.2,0
926,12092,30572.9,42664.9,0
927,14816,31116.3,45932.2,0
928,8064.35,30505,38569.3,1
929,11019.2,27277.7,38296.9,0
930,24377.3,29597.3,53974.6,0
931,12206.2,33463.6,45669.7,0
932,102429,28016,130445,0
933,35167.4,29998.9,65166.3,0
934,15372.7,26477.3,41850,0
935,15546.9,31068.7,46615.6,0
936,13669.8,30523.4,44193.1,0
937,27930.2,28163.8,56094,0
938,45188.9,31297.7,76486.6,0
939,26228.7,28556.7,54785.4,0
940,66041.3,30905.3,96946.6,0
941,29071.1,31884.1,60955.2,0
942,14077.9,26397.9,40475.8,0
943,14861.5,30608.2,45469.6,0
944,13932.2,28688.8,42621,0
945,10433.4,29727.4,40160.8,0
946,13583.6,27226.3,40809.9,0
947,19467.9,28311.9,47779.8,0
948,13769.9,25824.4,39594.3,0
949,16351.2,29318.1,45669.3,0
950,10095.9,31388.1,41483.9,0
951,20125.9,26227.6,46353.5,0
952,40948,28060,69008,0
953,20635.2,32439.9,53075.2,0
954,16226.6,28535.9,44762.6,0
955,18511.6,26513.9,45025.6,0
956,8949.38,32165.1,41114.5,0
957,32318.8,29728.3,62047.1,0
958,13760.9,29377.2,43138.1,0
959,27017.1,31718.5,58735.6,0
960,16173.9,27481.9,43655.7,0
961,23717.7,29707.7,53425.3,0
962,32680.5,31461.8,64142.4,0
963,10965.7,26785.6,37751.3,0
964,9641.25,32534.5,42175.8,0
965,26441.9,26354.8,52796.7,0
966,28050.7,29312.7,57363.4,0
967,31698.6,28698,60396.6,0
968,22761.2,29463.7,52224.9,0
969,13399.1,29990.7,43389.8,0
970,18840.3,27157.1,45997.3,0
971,18862.1,28686.8,47548.8,0
972,30851.9,24857.5,55709.4,0
973,18732.6,28693,47425.6,0
974,20142.8,27949.8,48092.7,0
975,13966.1,28795.2,42761.3,0
976,27401.8,28833.5,56235.3,0
977,16369.8,30058.5,46428.2,0
978,19645.9,27803.1,47449,0
979,15325.8,27393.8,42719.6,0
980,46482.9,31039.4,77522.3,0
981,19082.9,31746.7,50829.6,0
982,11581.7,29280.7,40862.4,0
983,12183.4,29382,41565.3,0
984,24874.4,28965.9,53840.3,0
985,16926.8,25146.1,42072.8,0
986,50932.6,30856.4,81789,0
987,12056.3,28644.7,40701,0
988,13194.8,31041.3,44236.1,0
989,29916.2,25468.3,55384.4,0
990,23275.7,27498.2,50774,0
991,17071.7,24800.4,41872.2,0
992,43763.6,28325.7,72089.2,0
993,42850.1,29840.4,72690.6,0
994,13168.1,27204.8,40372.9,0
995,10419.1,29286.2,39705.2,0
996,24209.4,27986.8,52196.2,0
997,26200.6,27519.5,53720.1,0
998,30235.3,23526.7,53762,0
999,35452.4,26936.6,62389,0
1000,13311.2,28925.4,42236.6,0
1001,44928.9,30600.8,75529.7,0
1002,23671.3,31724.3,55395.6,0
1003,23639.3,32429.2,56068.5,0
1004,28032,31141,59173,0
1005,23897.4,28129.8,52027.1,0
1006,51211.2,31338,82549.2,0
1007,22647.6,31404.3,54051.9,0
1008,18482,31819.5,50301.6,0
1009,14455.1,31510.6,45965.7,0
1010,41554.8,25838.2,67393,0
1011,42943.3,35416.6,78359.8,0
1012,12621.8,30388.5,43010.3,0
1013,13562.8,29947.4,43510.2,0
1014,29211.1,30322.8,59533.9,0
1015,23285.5,30416.6,53702.1,0
1016,24764.8,25170.4,49935.2,0
1017,14330.2,30838.5,45168.6,0
1018,51660.6,28590.3,80250.9,0
1019,23293.7,30350.6,53644.3,0
1020,23485,29211.2,52696.2,0
1021,43693.8,27685.7,71379.5,0
1022,13989,30401.7,44390.7,0
1023,19457.3,27880.6,47337.9,0
1024,19323.1,30457.9,49781,0
1025,14757,25437.8,40194.8,0
1026,15094.9,31755.4,46850.4,0
1027,12722,26300.6,39022.5,0
1028,22615.8,25371.6,47987.4,0
1029,33231.4,28994.9,62226.3,0
1030,24380.1,28001.7,52381.8,0
1031,45917,26725.1,72642.2,0
1032,31168.7,29764.7,60933.4,0
1033,45494.5,27300.8,72795.3,0
1034,19498.1,23209.8,42708,0
1035,50483.4,28881.9,79365.2,0
1036,14974,28099.2,43073.2,0
1037,23412.7,30355.1,53767.8,0
1038,22941.4,26607.2,49548.6,0
1039,16024.4,24448.4,40472.8,0
1040,20256.9,30885.5,51142.4,0
1041,47429.6,27458.4,74888,0
1042,19478.8,21161,40639.8,0
1043,14498.6,23486.7,37985.3,0
1044,20159.4,20817.7,40977.1,0
1045,14513.8,28001.1,42514.8,0
1046,34444.5,23726.6,58171.1,0
1047,10943,23729.4,34672.4,0
1048,21269.9,23939.6,45209.5,0
1049,34304.4,20624.1,54928.5,0
1050,11288.2,24527.7,35815.9,0
1051,14383.2,22104.5,36487.7,0
1052,30287.9,23121.8,53409.7,0
1053,27190.9,22442.4,49633.3,0
1054,15857.9,22400.2,38258.1,0
1055,55574.3,19938.6,75513,0
1056,34177.4,27267.3,61444.6,0
1057,47054.9,23286.7,70341.7,0
1058,11904.6,25001.4,36906,0
1059,25391,25200.8,50591.8,0
1060,11259.7,25826.6,37086.3,0
1061,24688.4,24988.7,49677.1,0
1062,17601.2,28435.9,46037.1,0
1063,47230.8,29498.5,76729.2,0
1064,26988.1,29219.4,56207.5,0
1065,35530,28384.6,63914.7,0
1066,17324.3,24184.1,41508.4,0
1067,44650.1,23544.9,68195.1,0
1068,20611.8,22715.4,43327.2,0
1069,14937.2,25601,40538.1,0
1070,14783.5,27019.9,41803.4,0
1071,24188.9,28139.5,52328.4,0
1072,30888.3,30796.9,61685.2,0
1073,24447.1,37322.3,61769.4,0
1074,33296.4,30456.4,63752.8,0
1075,19980.9,28389.5,48370.4,0
1076,25211.5,28412.5,53624,0
1077,29549.4,26804.1,56353.5,0
1078,16470.4,29525.9,45996.3,0
1079,25621.5,25188.7,50810.1,0
1080,20813,28921.6,49734.6,0
1081,20034.3,29197.4,49231.7,0
1082,37030.5,29719.8,66750.3,0
1083,18417.1,33383.2,51800.3,0
1084,57989.4,29320.7,87310.1,0
1085,17450.3,21293.9,38744.3,0
1086,41403.3,28621,70024.3,0
1087,30385.4,33044.6,63430,0
1088,44136.5,27353.9,71490.4,0
1089,11756.4,28403.8,40160.2,0
1090,16371.9,34507.3,50879.2,0
1091,33811.9,30254.8,64066.7,0
1092,15560.6,34001,49561.6,0
1093,25033.1,30239.7,55272.8,0
1094,24466,29956.7,54422.7,0
1095,20354.4,29003.1,49357.5,0
1096,44645.2,26961.9,71607,0
1097,12907.3,31031.9,43939.3,0
1098,16789.2,28995.2,45784.4,0
1099,27423.1,27719.6,55142.7,0
1100,33607.7,28846.8,62454.5,0
1101,32044.9,28087,60131.9,0
1102,26808.4,30150.8,56959.1,0
1103,15056,30176.1,45232.1,0
1104,20447.3,27678.5,48125.8,0
1105,25935.9,27653.7,53589.6,0
1106,16979,29602.8,46581.8,0
1107,25578,32326,57903.9,0
1108,37742.7,29813.6,67556.2,0
1109,21197.1,30834.8,52032,0
1110,13148.4,28688.2,41836.6,0
1111,16661,28069.2,44730.1,0
1112,57390.1,28757.8,86148,0
1113,27460.3,30395,57855.3,0
1114,15104.2,29393.5,44497.6,0
1115,66909.8,30601.2,97511,0
1116,32254.9,29096.6,61351.5,0
1117,13648.7,26309.3,39958,0
1118,12259.9,30552.5,42812.4,0
1119,45578,29220.4,74798.4,0
1120,45703.9,25069.1,70773,0
1121,59136.2,25725.1,84861.2,0
1122,69572.3,32633.5,102206,0
1123,26122.4,31070.8,57193.2,0
1124,20730.7,28564.2,49294.9,0
1125,20484.8,28492.3,48977.1,0
1126,22465.7,28855.4,51321,0
1127,25753.5,29148.7,54902.2,0
1128,53724.3,26928.8,80653.2,0
1129,23672.1,25582.5,49254.6,0
1130,35048.3,27313.9,62362.2,0
1131,28829,30326.2,59155.2,0
1132,22770.6,27195.7,49966.3,0
1133,97890,28375.6,126266,0
1134,14847.4,30717.9,45565.3,0
1135,38183.4,26122.4,64305.8,0
1136,16565.9,27275.8,43841.7,0
1137,67937.7,30181.4,98119.1,0
1138,19913.8,31040.7,50954.5,0
1139,48733.6,30282.1,79015.7,0
1140,12988.2,30066.9,43055.1,0
1141,17652.5,25282.1,42934.6,0
1142,23682.9,33085.4,56768.4,0
1143,54587.4,30872.1,85459.5,0
1144,24122.5,26510.6,50633.1,0
1145,21399.3,32075.9,53475.1,0
1146,18730,30484.8,49214.7,0
1147,17470.9,30268,47738.9,0
1148,17750.4,29200,46950.3,0
1149,53519,28318.2,81837.2,0
1150,38557.7,30372.4,68930,0
1151,13189.1,26751.2,39940.3,0
1152,12073.2,31595,43668.2,0
1153,28243.4,26662.8,54906.2,0
1154,16743.8,28498.4,45242.2,0
1155,74225.7,28259.2,102485,0
1156,13258.5,33130.1,46388.6,0
1157,20264.8,28917.5,49182.3,0
1158,26635.9,31794,58429.9,0
1159,24996.7,24763.6,49760.3,0
1160,53281.2,29997.7,83278.9,0
1161,12176.6,31250.4,43426.9,0
1162,58792.4,26550.2,85342.6,0
1163,19038.9,32089.3,51128.2,0
1164,16697.7,32786.3,49484,0
1165,21738.4,32757.7,54496.1,0
1166,18238.2,27295.1,45533.3,0
1167,15704.8,24706.1,40410.9,0
1168,26624.2,27031.4,53655.6,0
1169,28388.2,27220.6,55608.8,0
1170,17553.3,32910.2,50463.5,0
1171,60395.1,30394.1,90789.2,0
1172,27390.3,31373.4,58763.7,0
1173,33441.8,28649.3,62091,0
1174,44107.3,24207.4,68314.7,0
1175,33051.8,23951.7,57003.5,0
1176,19442.9,22396.2,41839.1,0
1177,23755.1,29628.8,53383.9,0
1178,30719.7,27843.2,58563,0
1179,36413.8,27207.9,63621.7,0
1180,21713.7,30458.6,52172.3,0
1181,21157.4,28151.6,49309,0
1182,14580.7,30250.1,44830.8,0
1183,35818.4,25415.2,61233.6,0
1184,24649.7,30964.1,55613.8,0
1185,15620.7,30514.6,46135.3,0
1186,21462.5,27165.7,48628.2,0
1187,26519.1,30247.5,56766.6,0
1188,38014.8,32079.4,70094.2,0
1189,44902.7,30374,75276.7,0
1190,26749.5,28411,55160.5,0
1191,31463.7,29743.7,61207.4,0
1192,19433,26758.7,46191.8,0
1193,17179.6,26619.1,43798.7,0
1194,25075.1,30859.6,55934.8,0
1195,13929.5,29149.6,43079.1,0
1196,14238.6,29140.8,43379.4,0
1197,21559,29759.6,51318.6,0
1198,22279.5,34408.8,56688.3,0
1199,22106.7,25608.1,47714.8,0
1200,21421.1,33155.6,54576.7,0
1201,15467.5,27872.5,43340,0
1202,22933.8,24947.6,47881.4,0
1203,29672.5,29358.6,59031.1,0
1204,59126.1,28588,87714.2,0
1205,24742.8,32473.8,57216.6,0
1206,15815.8,33119.6,48935.5,0
1207,18695.4,26095.8,44791.3,0
1208,21937,29047.4,50984.4,0
1209,35505.6,27931.5,63437.2,0
1210,31208.6,30795.9,62004.4,0
1211,55872.3,30217.1,86089.4,0
1212,21431.1,30432.6,51863.7,0
1213,17062.8,26807.2,43869.9,0
1214,12411.6,29527.2,41938.8,0
1215,28061.2,25960.9,54022.1,0
1216,27211,29529.4,56740.4,0
1217,60980.4,30659.9,91640.3,0
1218,18497,31476,49973,0
1219,51335.6,29161.4,80497,0
1220,14802.9,29030,43832.9,0
1221,29059.3,28188.8,57248.1,0
1222,37909.1,28620.9,66530,0
1223,48785.6,28601,77386.6,0
1224,15908.1,28966.9,44874.9,0
1225,18772.8,25800,44572.8,0
1226,50852,28599.5,79451.4,0
1227,52087.9,30582.2,82670.1,0
1228,40817.1,30175.2,70992.3,0
1229,17225.3,31681.2,48906.5,0
1230,32756.1,29671.4,62427.5,0
1231,29959.1,30803.4,60762.5,0
1232,28512.2,31135,59647.2,0
1233,28532.1,28828.4,57360.5,0
1234,21788.6,26584.3,48372.9,0
1235,74876.4,30334.4,105211,0
1236,12297.5,32290.9,44588.4,0
1237,62877.1,27022.5,89899.6,0
1238,17717.6,31202.2,48919.8,0
1239,36054.6,28814.3,64868.9,0
1240,40240.5,26655.6,66896.1,0
1241,13754.3,26297.2,40051.4,0
1242,28732.2,30749.2,59481.4,0
1243,18201.8,29338.3,47540,0
1244,26481,29341.5,55822.5,0
1245,30730.2,28773.7,59503.9,0
1246,29598.8,32342.4,61941.2,0
1247,37979.8,25114.4,63094.2,0
1248,30296.8,30029.2,60326,0
1249,17799.8,26208.3,44008.2,0
1250,26988.4,29436,56424.4,0
1251,25761.7,28651,54412.7,0
1252,10967.6,29249.8,40217.4,0
1253,18637.6,26022.4,44660,0
1254,21692.4,28146.1,49838.5,0
1255,29021.8,30477.5,59499.3,0
1256,18632.6,29192.4,47825,0
1257,37817.6,33253.1,71070.7,0
1258,29827.9,29962.6,59790.5,0
1259,75116.2,26971,102087,0
1260,27559.5,31109.4,58668.9,0
1261,31411.7,26578.1,57989.9,0
1262,39619.2,30462.7,70081.9,0
1263,17718.5,31568.6,49287.1,0
1264,28199.4,31268.6,59468,0
1265,29301.8,26246.1,55547.8,0
1266,68950.4,31181.3,100132,0
1267,28301.4,32523.4,60824.8,0
1268,30264.4,28936.4,59200.8,0
1269,28165.4,28824.5,56989.9,0
1270,18516.7,26595.6,45112.3,0
1271,39197.7,29177.7,68375.4,0
1272,65340.6,25527.9,90868.5,0
1273,16933.3,27903.4,44836.8,0
1274,17923.7,27484.6,45408.3,0
1275,39186.4,25006.5,64192.8,0
1276,22030,29275.7,51305.8,0
1277,18680.9,29488.8,48169.7,0
1278,32742.8,28118.5,60861.3,0
1279,28216,26629.5,54845.5,0
1280,36289,29281.2,65570.3,0
1281,16089.9,27580.7,43670.6,0
1282,15150.9,27464.9,42615.8,0
1283,12714.9,24618.9,37333.7,0
1284,16010.6,26400,42410.6,0
1285,25661.2,31230.4,56891.6,0
1286,31038.5,25703.5,56742,0
1287,17906.7,31352.9,49259.6,0
1288,31597.8,24924.4,56522.2,0
1289,17932.7,33202.5,51135.2,0
1290,41537.9,28477.6,70015.5,0
1291,28716.8,33084,61800.7,0
1292,24879.5,28451.2,53330.7,0
1293,25639,26114.3,51753.4,0
1294,13118.1,28806.5,41924.7,0
1295,41123.4,28552.6,69675.9,0
1296,14961.4,30029.2,44990.6,0
1297,78792.8,23713.5,102506,0
1298,52445.6,23069.4,75515,0
1299,56823.3,27370.9,84194.2,0
1300,36307.4,30889,67196.4,0
1301,30445.5,30059.9,60505.4,0
1302,17633.8,29526.9,47160.7,0
1303,14272.3,27952.5,42224.7,0
1304,15505.4,28837.5,44342.9,0
1305,17316.3,29765.2,47081.5,0
1306,21963.2,25288.8,47252,0
1307,13306.8,31350.9,44657.6,0
1308,62187.8,29159.7,91347.6,0
1309,12342.1,28676.6,41018.6,0
1310,31856.4,29028.8,60885.3,0
1311,32948.4,32647.5,65595.9,0
1312,65386.5,27862.1,93248.6,0
1313,27885.8,27692.4,55578.2,0
1314,27804.3,27632.7,55436.9,0
1315,16223.2,31514.8,47738,0
1316,15083.5,29670.6,44754.1,0
1317,21054.2,29064.1,50118.3,0
1318,25028.2,28984,54012.2,0
1319,14395.8,29215.5,43611.3,0
1320,34752.8,28207.9,62960.8,0
1321,40607.4,29089,69696.4,0
1322,25064.2,31747.5,56811.6,0
1323,23916.1,29168.8,53084.9,0
1324,11636.2,29273.3,40909.6,0
1325,62335.1,30561.7,92896.8,0
1326,40888,29633,70521,0
1327,43882.1,25840.1,69722.2,0
1328,24302.6,31115.1,55417.7,0
1329,18086.7,26511,44597.6,0
1330,16634.7,26331.8,42966.5,0
1331,32148.5,31136.4,63284.9,0
1332,40550,27543.6,68093.6,0
1333,33867.8,26947.3,60815.1,0
1334,20857.8,30963.3,51821,0
1335,34206.9,26407.5,60614.4,0
1336,17306.4,29945.4,47251.9,0
1337,20456.2,26769.6,47225.8,0
1338,61856,29492.1,91348.1,0
1339,32199.2,26745.6,58944.8,0
1340,64369,29561.6,93930.6,0
1341,56961.6,29000.6,85962.2,0
1342,26222.8,26996.6,53219.4,0
1343,14108.9,29661.2,43770.1,0
1344,16479.5,27417.6,43897.1,0
1345,31039.4,28855.8,59895.1,0
1346,19420.4,29290.3,48710.7,0
1347,17807.6,30445.9,48253.4,0
1348,40015.9,25615.2,65631.1,0
1349,18711.4,26863.9,45575.3,0
1350,30732.8,30755.5,61488.3,0
1351,28818.5,29460.8,58279.3,0
1352,32855.6,28191.6,61047.2,0
1353,26314.6,28423.3,54737.9,0
1354,39673.3,29402.3,69075.6,0
1355,15705.2,28142.4,43847.6,0
1356,84459.6,26918.8,111378,0
1357,16418.1,30160.4,46578.5,0
1358,20333.7,32775,53108.7,0
1359,57090.7,39401.9,96492.6,0
1360,57653.9,29908.8,87562.7,0
1361,17496.8,29689.8,47186.6,0
1362,33360.7,32278,65638.7,0
1363,39420.5,24874.2,64294.7,0
1364,43877,29453.1,73330.1,0
1365,29533,27048.9,56581.9,0
1366,54262.4,26030.9,80293.3,0
1367,63063.9,26838.6,89902.5,0
1368,24835.9,27897.6,52733.5,0
1369,21226.2,27200.2,48426.4,0
1370,13754.8,25744.2,39499,0
1371,44538,24016.8,68554.8,0
1372,24488.8,28166.4,52655.2,0
1373,19968.4,24238.2,44206.6,0
1374,13342.5,31513.7,44856.2,0
1375,67457.7,24503.8,91961.5,0
1376,19408.4,26004.9,45413.3,0
1377,17439.8,27337,44776.8,0
1378,33138.4,24852.1,57990.4,0
1379,30384,29259.8,59643.8,0
1380,14349.9,30244.9,44594.8,0
1381,38003.9,28894.1,66898,0
1382,43561.7,30084.8,73646.6,0
1383,19452.7,30456.7,49909.4,0
1384,16810.5,30197.6,47008,0
1385,18726.5,32560.5,51286.9,0
1386,40719.1,25407.2,66126.3,0
1387,39077,29739.9,68816.9,0
1388,22545.3,28407.4,50952.7,0
1389,26609,23657.7,50266.7,0
1390,20207.2,27676.7,47883.9,0
1391,21965.7,25397.2,47362.9,0
1392,58452.2,28816.9,87269.1,0
1393,23743.2,26636.9,50380.1,0
1394,14093,27356.8,41449.8,0
1395,31433.8,25128.5,56562.3,0
1396,30268.4,27315.4,57583.8,0
1397,29359.6,24689.7,54049.3,0
1398,19633.6,28500.8,48134.4,0
1399,18477.4,27582.3,46059.7,0
1400,14739.2,26261.4,41000.6,0
1401,26838.7,24199.9,51038.6,0
1402,20439,27596.2,48035.3,0
1403,22378.3,25224.5,47602.9,0
1404,16790.3,26977.1,43767.4,0
1405,18115.8,26210.9,44326.6,0
1406,18528.7,27761.6,46290.3,0
1407,26307,23922.5,50229.6,0
1408,29036.6,27949.3,56985.9,0
1409,41262,26702,67964,0
1410,26012.4,21388.5,47400.9,0
1411,15672.4,21265,36937.4,0
1412,34818.1,20966.2,55784.3,0
1413,17826.2,20465.5,38291.8,0
1414,25788.5,22784.9,48573.4,0
1415,25973.7,20272.3,46246,0
1416,17192.4,23392.1,40584.5,0
1417,66364.4,25576.5,91940.9,0
1418,33081.7,20402.1,53483.8,0
1419,33798.8,25541.6,59340.3,0
1420,29472.9,22616.2,52089.1,0
1421,42358,20131.1,62489.1,0
1422,16632,25418.4,42050.4,0
1423,17028.4,20709.4,37737.8,0
1424,43632,20341.5,63973.5,0
1425,19778,23779,43557,0
1426,68851.9,21394.5,90246.4,0
1427,33512,24996.6,58508.7,0
1428,19033.4,22990.8,42024.2,0
1429,33272.3,22750.6,56023,0
1430,29754.2,24162.8,53917,0
1431,36335.1,24807.7,61142.8,0
1432,31747.9,24111,55859,0
1433,63700.4,27572.7,91273.1,0
1434,46963.2,23427.8,70391,0
1435,28598.2,22121.4,50719.6,0
1436,19887.1,26710.6,46597.8,0
1437,22923.1,21790.3,44713.4,0
1438,28359.8,23020.6,51380.4,0
1439,17395.6,27740.8,45136.4,0
1440,59692.4,25075.7,84768.1,0
1441,64507.5,27447.9,91955.4,0
1442,32557.7,23361.1,55918.8,0
1443,21566.5,21002.8,42569.3,0
1444,39814.8,21525.6,61340.4,0
1445,24663.6,23185.4,47849,0
1446,35199.3,21977.7,57176.9,0
1447,28383.1,25358.4,53741.5,0
1448,23717.5,27088.6,50806.2,0
1449,37441.7,31022.8,68464.5,0
1450,23594.3,27075.8,50670.1,0
1451,41075.6,22232.5,63308.1,0
1452,24122.1,22777.9,46900,0
1453,20046.7,23133.1,43179.8,0
1454,58682.1,23061.5,81743.6,0
1455,23309.6,24471.7,47781.3,0
1456,17830,23176.9,41006.9,0
1457,71816,22162,93978,0
1458,33388,25929,59317,0
1459,24109,24181.7,48290.7,0
1460,19078.7,23445.7,42524.3,0
1461,16705,28914.4,45619.4,0
1462,37129,31914.8,69043.8,0
1463,129868,28868.7,158737,0
1464,66458.7,31145.8,97604.5,0
1465,35784.9,31805.8,67590.6,0
1466,18318.6,31523.1,49841.7,0
1467,70682.2,29973.2,100655,0
1468,22129.1,29663.2,51792.3,0
1469,37056.9,27337.8,64394.7,0
1470,33414.1,30945.7,64359.8,0
1471,38864.3,27988.4,66852.7,0
1472,29014.6,32006.3,61020.9,0
1473,38568.9,31129.5,69698.3,0
1474,18026,30614.6,48640.5,0
1475,17816.6,27473,45289.7,0
1476,19204.5,29435.5,48640,0
1477,27635,27627.3,55262.3,0
1478,33639.8,28796.9,62436.7,0
1479,60057.3,27316.1,87373.5,0
1480,35329.6,24486.3,59815.9,0
1481,28435.6,34180.1,62615.7,0
