Kernel name,Computation duration (us),Global size,Local size,TBX,TBY,LOCAL,WPTX,WPTY,VECTOR,UNROLL_FACTOR,PADDING,TBX_XL,TBY_XL,dram_utilization,dram_read_transactions,dram_write_transactions,l2_utilization,l2_read_transactions,l2_write_transactions,tex_utilization,tex_cache_transactions,local_memory_overhead,shared_utilization,shared_efficiency,shared_load_transactions,shared_store_transactions,local_load_transactions,local_store_transactions,achieved_occupancy,sm_efficiency,inst_fp_16,inst_fp_32,inst_fp_64,inst_integer,inst_control,inst_compute_ld_st,inst_misc,inst_bit_convert,inst_executed,half_precision_fu_utilization,single_precision_fu_utilization,flop_sp_efficiency,double_precision_fu_utilization,flop_dp_efficiency,special_fu_utilization,cf_fu_utilization,ldst_fu_utilization,tex_fu_utilization,issue_slot_utilization,warp_execution_efficiency,warp_nonpred_execution_efficiency,Maximum work-group size,Local memory size,Private memory size,Constant memory size,Registers count
conv,10261,524288,256,8,32,1,8,4,1,1,0,8,32,5,26360054,11244162,2,80634012,25952265,2,100671488,65.4082,1,27.8551,5767168,4857856,188612608,9175040,0.244957,99.6748,0,822083584,0,454033408,36700160,887767040,143654912,0,80934912,0,1,2.20543,0,0,0,1,1,2,4.77125,99.8121,90.5141,1024,37520,560,0,48
conv,10422,524288,256,8,32,1,8,4,1,1,1,8,32,5,26460848,11244610,2,76772780,25952265,2,100671488,63.9499,1,37.8024,5111808,2760704,188612608,9175040,0.244954,98.846,0,822083584,0,454033408,36700160,889864192,181403648,0,82180096,0,1,2.17297,0,0,0,1,1,2,5.01796,99.815,90.6578,896,38056,560,0,72
conv,2206,524288,256,8,32,1,8,4,1,7,0,8,32,3,2213325,2074233,3,20037192,16777225,1,6365184,0,2,28.6522,5242880,4857856,0,0,0.245409,99.362,0,822083584,0,176594944,11010048,102383616,64487424,0,49674240,0,2,10.3356,0,0,0,1,1,1,18.4158,99.6939,74.0172,512,37520,0,0,120
conv,2197,524288,256,8,32,1,8,4,1,7,1,8,32,3,2213962,2070377,3,20040864,16777225,1,6365184,0,2,38.5572,4915200,2760704,0,0,0.246438,99.5491,0,822083584,0,176594944,11010048,103956480,61341696,0,49625088,0,2,10.4822,0,0,0,1,1,1,18.6553,99.6936,73.9915,512,38056,0,0,128
conv,10279,524288,256,8,32,1,8,4,2,1,0,8,32,5,26968311,11245066,2,81911336,17563657,2,100671488,71.5421,1,27.8551,5767168,4857856,188612608,9175040,0.245816,100.853,0,822083584,0,463470592,36700160,879378432,170393600,0,81803264,0,1,2.20252,0,0,0,1,1,2,4.78151,99.8141,90.6148,1024,37520,560,0,48
conv,10572,524288,256,8,32,1,8,4,2,1,1,8,32,5,26994901,11248346,2,83934480,17563657,2,100671488,72.2291,1,37.8024,5111808,2760704,188612608,9175040,0.246201,98.6355,0,822083584,0,463470592,36700160,881475584,182452224,0,82245632,0,1,2.13983,0,0,0,1,1,2,4.68791,99.8151,90.6652,896,38056,560,0,72
conv,1907,524288,256,8,32,1,8,4,2,7,0,8,32,3,2217737,2068570,3,20027016,8388617,1,6365184,0,2,28.6522,5242880,4857856,0,0,0.244844,100.419,0,822083584,0,180248576,11010048,93995008,60817408,0,49395712,0,2,12.0412,0,0,0,1,1,1,21.0986,99.6922,73.9028,512,37520,0,0,120
conv,1910,524288,256,8,32,1,8,4,2,7,1,8,32,3,2216732,2068672,3,20014392,8388617,1,6365184,0,2,38.5572,4915200,2760704,0,0,0.245301,100.058,0,822083584,0,180264960,11010048,95567872,59768832,0,49428480,0,2,12.0641,0,0,0,1,1,1,21.3534,99.6924,73.888,512,38056,0,0,128
conv,10083,524288,256,8,32,1,8,4,4,1,0,8,32,5,26920482,11243558,2,77459048,13369353,2,100671488,73.3979,1,27.8551,5767168,4857856,188612608,9175040,0.246047,101.042,0,822083584,0,465567744,36700160,875184128,144703488,0,80934912,0,1,2.24234,0,0,0,1,1,2,5.05428,99.8121,90.5141,1024,37520,560,0,57
conv,9953,524288,256,8,32,1,8,4,4,1,1,8,32,5,26599822,11244142,2,78309812,13369353,2,100671488,73.2673,1,37.8024,5111808,2760704,188612608,9175040,0.245304,99.6556,0,822083584,0,465567744,36700160,877281280,182452224,0,82180096,0,1,2.2775,0,0,0,1,1,2,5.21223,99.815,90.6578,896,38056,560,0,72
conv,1807,524288,256,8,32,1,8,4,4,7,0,8,32,3,2256137,2068506,3,20015008,4194313,1,6365184,0,2,28.6522,5242880,4857856,0,0,0.246437,100.341,0,822083584,0,182362112,11010048,89800704,63438848,0,49428480,0,2,12.3951,0,0,0,1,1,1,21.8459,99.6924,73.888,512,37520,0,0,118
conv,1942,524288,256,8,32,1,8,4,4,7,1,8,32,3,2281976,2068506,3,20034328,4194313,1,6365184,0,2,38.5572,4915200,2760704,0,0,0.246532,99.7948,0,822083584,0,182362112,11010048,91373568,65536000,0,49543168,0,2,12.1727,0,0,0,1,1,1,21.618,99.6931,73.9485,512,38056,0,0,125
conv,60322,34865152,532,8,32,2,1,1,1,1,0,14,38,8,177151834,181920362,2,231015200,182714377,2,364052480,86.9317,1,58.1259,44957696,1114112,256901120,179830784,0.841829,109.714,0,822083584,0,9266528256,909901824,3409707008,569376768,0,800718848,0,1,0.448525,0,0,0,1,1,2,11.9598,59.1791,58.4537,1024,2128,200,0,32
conv,60271,34865152,532,8,32,2,1,1,1,1,1,14,38,8,176796938,181920892,2,231015432,182714505,2,364052480,86.9317,1,40.3381,64225280,2162688,256901120,179830784,0.834442,100.718,0,822083584,0,9266528256,909901824,3409707008,569376768,0,800718848,0,1,0.37835,0,0,0,1,1,2,10.9896,59.1791,58.4537,1024,2280,200,0,32
conv,28436,34865152,532,8,32,2,1,1,1,7,0,14,38,1,2103427,2069186,1,51184008,2883593,2,184221696,0,1,58.1259,44957696,1114112,0,0,0.62276,99.9539,0,822083584,0,658505728,104595456,1765539840,921698304,0,208732160,0,1,0.794332,0,0,0,1,1,2,5.08332,64.737,63.9639,1024,2128,0,0,31
conv,28438,34865152,532,8,32,2,1,1,1,7,1,14,38,1,2103899,2069182,1,51184248,2883593,2,184221696,0,1,40.3381,64225280,2162688,0,0,0.622695,99.9841,0,822083584,0,658505728,104595456,1765539840,921698304,0,208732160,0,1,0.79444,0,0,0,1,1,2,5.08246,64.737,63.9639,1024,2280,0,0,31
conv,42064,16056320,490,8,32,2,1,2,1,1,0,14,35,7,100176794,104835634,1,129860656,105611401,1,194904064,86.5015,1,29.3635,51380224,2031616,144179200,102760448,0.637926,99.5215,0,822083584,0,3686858752,459210752,1556676608,351338496,0,365297664,0,1,0.539145,0,0,0,1,1,2,6.67285,59.9654,58.8233,1024,3920,224,0,40
conv,41908,16056320,490,8,32,2,1,2,1,1,1,14,35,7,100151682,104837686,1,129860960,105611273,1,194904064,86.5015,1,29.3635,51380224,2031616,144179200,102760448,0.63728,99.9632,0,822083584,0,3686858752,459210752,1556676608,351338496,0,365297664,0,1,0.540074,0,0,0,1,1,2,6.65482,59.9654,58.8233,1024,4200,224,0,40
conv,14400,16056320,490,8,32,2,1,2,1,7,0,14,35,1,2203357,2068574,1,28934192,2850953,2,93978624,0,2,29.3635,51380224,2031616,0,0,0.830707,99.9339,0,822083584,0,542572544,48168960,977862656,460390400,0,139919360,0,1,1.57046,0,0,0,1,1,2,6.21871,64.2228,63.6768,1024,3920,0,0,32
conv,14398,16056320,490,8,32,2,1,2,1,7,1,14,35,1,2203569,2068602,1,28934208,2850825,2,93978624,0,2,29.3635,51380224,2031616,0,0,0.832035,99.9335,0,822083584,0,542572544,48168960,977862656,460390400,0,139919360,0,1,1.57065,0,0,0,1,1,2,6.21949,64.2228,63.6768,1024,4200,0,0,32
conv,24129,7798784,476,8,32,2,1,4,1,1,0,14,34,7,65632550,66319936,2,93279284,67108873,2,149749760,87.4142,1,56.3411,16056320,1933312,144179200,64225280,0.862157,100.703,0,822083584,0,2128936960,275709952,1193345024,657915904,0,264159232,0,1,0.945884,0,0,0,1,1,2,8.27935,61.2231,60.0726,1024,7504,280,0,32
conv,23977,7798784,476,8,32,2,1,4,1,1,1,14,34,7,65683330,66318065,2,93293244,67108873,2,149749760,87.4391,1,29.7702,32112640,1933312,144179200,64225280,0.862041,99.257,0,822083584,0,2128936960,275709952,1193345024,657915904,0,264159232,0,1,0.945171,0,0,0,1,1,2,8.39362,61.2231,60.0726,1024,8040,280,0,32
conv,7365,7798784,476,8,32,2,1,4,1,7,0,14,34,1,2202283,2068522,1,17318472,2883593,2,48824320,0,1,56.3411,16056320,1933312,0,0,0.820565,99.965,0,822083584,0,406454272,23396352,585170944,252379136,0,102318080,0,1,3.07791,0,0,0,1,1,2,9.09104,64.3094,63.8171,1024,7504,0,0,32
conv,7368,7798784,476,8,32,2,1,4,1,7,1,14,34,1,2201747,2068506,1,17318312,2883593,2,48824320,0,2,29.7702,32112640,1933312,0,0,0.822001,100.005,0,822083584,0,406454272,23396352,585170944,252379136,0,102318080,0,1,3.07836,0,0,0,1,1,2,9.08873,64.3094,63.8171,1024,8040,0,0,32
conv,16211,3784704,462,8,32,2,1,8,1,1,0,14,33,8,50837504,47050237,2,70658580,47808521,1,87719936,87.7651,1,34.8034,19267584,1884160,87818240,44957696,0.863772,99.7727,0,822083584,0,1304772608,167100416,772718592,795295744,0,197681152,0,1,1.39976,0,0,0,1,1,2,9.67645,62.0501,61.0511,1024,14672,392,0,30
conv,16150,3784704,462,8,32,2,1,8,1,1,1,14,33,8,50414759,47050302,2,70714696,47808649,1,87719936,87.7995,1,56.0939,11239424,1884160,87818240,44957696,0.864848,99.4533,0,822083584,0,1304772608,167100416,772718592,795295744,0,197681152,0,1,1.39512,0,0,0,1,1,2,9.67534,62.0501,61.0511,1024,15720,392,0,30
conv,3826,3784704,462,8,32,2,1,8,1,7,0,14,33,2,2152531,2068506,1,11575344,2850953,2,26247168,0,2,34.8034,19267584,1884160,0,0,0.859909,99.8212,0,822083584,0,351092736,11354112,388939776,136462336,0,84107264,0,2,5.94047,0,0,0,1,1,2,15.2154,63.8277,63.5324,1024,14672,0,0,32
conv,3825,3784704,462,8,32,2,1,8,1,7,1,14,33,2,2152531,2068506,1,11575344,2850825,2,26247168,0,2,56.0939,11239424,1884160,0,0,0.859882,99.7941,0,822083584,0,351092736,11354112,388939776,136462336,0,84107264,0,2,5.94181,0,0,0,1,1,2,15.223,63.8277,63.5324,1024,15720,0,0,32
conv,29859,13697024,418,8,32,2,2,1,1,1,0,11,38,8,92035845,82816237,2,167658924,87515273,2,215416832,87.0094,1,70.7649,20185088,1769472,282591232,80740352,0.71319,99.943,0,822083584,0,4309385216,416350208,1670709248,625737728,0,334331904,0,1,0.762733,0,0,0,1,1,2,8.0425,74.026,73.3203,1024,3344,224,0,32
conv,29722,13697024,418,8,32,2,2,1,1,1,1,11,38,8,93106660,82820867,2,167666792,87515273,2,215416832,87.0086,1,36.8682,40370176,1769472,282591232,80740352,0.703234,99.5784,0,822083584,0,4309385216,416350208,1905590272,306970624,0,330727424,0,1,0.763696,0,0,0,1,1,2,8.15745,74.0402,73.3268,1024,3496,224,0,32
conv,11546,13697024,418,8,32,2,2,1,1,7,0,11,38,1,2103315,2068750,1,26378288,6774793,2,74121216,0,1,70.7649,20185088,1769472,0,0,0.485418,99.9714,0,822083584,0,406454272,13697024,731185152,360382464,0,95059968,0,1,1.95946,0,0,0,1,1,2,5.44322,76.9972,76.7214,1024,3344,0,0,38
conv,11577,13697024,418,8,32,2,2,1,1,7,1,11,38,1,2103779,2068702,1,26378776,6774793,2,74121216,0,2,36.8682,40370176,1769472,0,0,0.664221,99.9768,0,822083584,0,406454272,13697024,966066176,410714112,0,107315200,0,1,1.95438,0,0,0,1,1,2,5.86795,76.5095,76.2653,1024,3496,0,0,32
conv,29664,13697024,418,8,32,2,2,1,2,1,0,11,38,8,90668107,82832322,2,163299932,83034121,2,215416832,90.1288,1,73.6219,20185088,917504,282591232,80740352,0.696185,99.9823,0,822083584,0,4354408448,443744256,1634926592,634126336,0,337313792,0,1,0.76429,0,0,0,1,1,2,7.59146,74.0425,73.0893,1024,3344,224,0,32
conv,29558,13697024,418,8,32,2,2,1,2,1,1,11,38,8,89644742,82824478,2,163307840,83034121,2,215416832,90.1311,1,36.8682,40370176,1769472,282591232,80740352,0.686182,100.403,0,822083584,0,4354408448,443744256,1883504640,315359232,0,334168064,0,1,0.767067,0,0,0,1,1,2,8.20123,74.0832,73.121,1024,3496,224,0,32
conv,11285,13697024,418,8,32,2,2,1,2,7,0,11,38,1,2103315,2068742,1,22020144,2293769,2,74121216,0,1,73.6219,20185088,917504,0,0,0.485756,99.9807,0,822083584,0,456785920,41091072,695402496,382468096,0,98140160,0,1,2.00445,0,0,0,1,1,2,5.872,77.0555,76.3523,1024,3344,0,0,37
conv,11256,13697024,418,8,32,2,2,1,2,7,1,11,38,1,2103427,2068686,1,22020256,2293769,2,74121216,0,2,36.8682,40370176,1769472,0,0,0.649278,99.947,0,822083584,0,456785920,41091072,943980544,457965568,0,111935488,0,1,2.00984,0,0,0,1,1,2,6.46204,76.6064,75.9898,1024,3496,0,0,32
conv,19150,6307840,385,8,32,2,2,2,1,1,0,11,35,7,51540284,48227851,2,97471192,52928569,2,148832256,83.8822,1,35.9054,23068672,2490368,220594176,46137344,0.685651,99.9588,0,822083584,0,2037399552,262291456,1122123776,589578240,0,205684736,0,1,1.18461,0,0,0,1,1,2,7.53018,74.9029,73.4358,1024,6160,256,0,32
conv,20413,6307840,385,8,32,2,2,2,1,1,1,11,35,6,48200677,48216646,2,97467088,52928521,2,148832256,83.8808,1,34.4905,23855104,2752512,220594176,46137344,0.509198,99.9771,0,822083584,0,2037399552,262291456,1138900992,564412416,0,205324288,0,1,1.10916,0,0,0,1,1,2,7.00252,74.9067,73.437,1024,6440,256,0,42
conv,5944,6307840,385,8,32,2,2,2,1,7,0,11,35,1,2202754,2068522,1,17449008,6791177,2,38535168,0,2,35.9054,23068672,2490368,0,0,0.706131,99.8172,0,822083584,0,350994432,31539200,413286400,197328896,0,74366976,0,1,3.81412,0,0,0,1,1,2,8.91535,76.9849,76.2785,1024,6160,0,0,32
conv,5939,6307840,385,8,32,2,2,2,1,7,1,11,35,1,2196448,2068506,1,17449008,6791177,2,38535168,0,2,34.4905,23855104,2752512,0,0,0.500497,99.936,0,822083584,0,350994432,31539200,430063616,212025344,0,75661312,0,1,3.81796,0,0,0,1,1,2,8.91847,76.9678,76.2735,1024,6440,0,0,34
conv,19063,6307840,385,8,32,2,2,2,2,1,0,11,35,8,59087083,48239761,2,93336440,48431113,2,148832256,89.1078,1,37.1436,23068672,1638400,220594176,46137344,0.810054,99.9013,0,822083584,0,1923792896,237060096,1088503808,541261824,0,197591040,0,1,1.18769,0,0,0,1,1,2,7.19908,74.1801,72.9522,1024,6160,256,0,32
conv,20197,6307840,385,8,32,2,2,2,2,1,1,11,35,6,48137636,48217888,2,93157988,48431113,2,148832256,89.0996,1,35.228,23855104,2195456,220594176,46137344,0.508609,99.822,0,822083584,0,1923792896,237060096,1111588864,474152960,0,195641344,0,1,1.12005,0,0,0,1,1,2,6.69365,74.2162,72.976,1024,6440,256,0,46
conv,5731,6307840,385,8,32,2,2,2,2,7,0,11,35,1,2214724,2068506,1,13140368,2293769,2,38535168,0,2,37.1436,23068672,1638400,0,0,0.810908,99.9587,0,822083584,0,338280448,18923520,379666432,216219648,0,73187328,0,1,3.95651,0,0,0,1,1,2,9.06826,76.2459,75.7975,1024,6160,0,0,32
conv,5711,6307840,385,8,32,2,2,2,2,7,1,11,35,1,2211166,2068506,1,13140016,2293769,2,38535168,0,2,35.228,23855104,2195456,0,0,0.709741,99.9277,0,822083584,0,338280448,18923520,402751488,212025344,0,73940992,0,1,3.96862,0,0,0,1,1,2,9.21552,76.2672,75.8233,1024,6440,0,0,32
conv,11256,3063808,374,8,32,2,2,4,1,1,0,11,34,8,34473526,30921833,2,67268500,35610633,2,115539968,81.1069,1,49.602,9830400,2260992,189595648,28835840,0.683101,100.262,0,822083584,0,1272594432,154845184,848281600,585596928,0,154107904,0,1,2.02062,0,0,0,1,1,3,9.19379,75.9014,74.692,1024,11792,320,0,40
conv,11115,3063808,374,8,32,2,2,4,1,1,1,11,34,7,31135554,30921651,2,65575828,35610633,2,115539968,80.8611,1,38.2111,13434880,2260992,189595648,28835840,0.51007,100.042,0,822083584,0,1272594432,154845184,858767360,679968768,0,158613504,0,1,2.04859,0,0,0,1,1,3,9.65039,75.8112,74.6362,1024,12328,320,0,48
conv,3176,3063808,374,8,32,2,2,4,1,7,0,11,34,2,2201747,2068506,2,12591152,6774793,2,20742144,0,2,49.602,9830400,2260992,0,0,0.486425,99.8648,0,822083584,0,325173248,15319040,254787584,109035520,0,62078976,0,2,7.16325,0,0,0,1,1,2,14.7224,77.4149,76.8376,1024,11792,0,0,46
conv,3172,3063808,374,8,32,2,2,4,1,7,1,11,34,2,2201747,2068506,2,12591304,6774793,2,20742144,0,2,38.2111,13434880,2260992,0,0,0.659051,99.7016,0,822083584,0,325173248,15319040,265273344,111132672,0,62619648,0,2,7.17151,0,0,0,1,1,2,14.8646,77.3744,76.8021,1024,12328,0,0,40
conv,11227,3063808,374,8,32,2,2,4,2,1,0,11,34,8,35675397,30923902,2,63016564,31129609,2,115539968,88.508,1,52.8229,9830400,1523712,189595648,28835840,0.679871,100.241,0,822083584,0,1083588608,130334720,815742976,533102592,0,143818752,0,1,2.02011,0,0,0,1,1,3,8.47039,74.5155,73.5486,1024,11792,320,0,40
conv,10924,3063808,374,8,32,2,2,4,2,1,1,11,34,8,31360870,30922063,2,61510868,31129609,2,115539968,88.3478,1,39.1301,13434880,1892352,189595648,28835840,0.510367,99.7864,0,822083584,0,1083588608,130334720,832266240,627474432,0,148520960,0,1,2.07117,0,0,0,1,1,3,9.08939,74.4896,73.5533,1024,12328,320,0,48
conv,2943,3063808,374,8,32,2,2,4,2,7,0,11,34,2,2201747,2068506,1,8503344,2293769,2,20742144,0,2,52.8229,9830400,1523712,0,0,0.662589,99.8751,0,822083584,0,279298048,9191424,222248960,116293632,0,59580416,0,2,7.73367,0,0,0,1,1,2,15.3943,76.3904,76.0063,1024,11792,0,0,40
conv,2948,3063808,374,8,32,2,2,4,2,7,1,11,34,2,2201747,2068506,1,8503344,2293769,2,20742144,0,2,39.1301,13434880,1892352,0,0,0.657525,99.9007,0,822083584,0,279298048,9191424,238772224,104841216,0,59768832,0,2,7.72353,0,0,0,1,1,2,15.3724,76.4194,76.0318,1024,12328,0,0,40
conv,8221,1486848,363,8,32,2,2,8,1,1,0,11,33,8,24144407,22277834,2,56704708,26976265,3,98861056,79.692,1,56.1652,5046272,2801664,174096384,20185088,0.499652,99.7253,0,822083584,0,802160640,58814464,711405568,559611904,0,124637184,0,1,2.75903,0,0,0,1,1,3,12.6642,74.5502,74.0669,1024,23056,448,0,54
conv,8471,1486848,363,8,32,2,2,8,1,1,1,11,33,7,24166216,22264948,2,59799224,26976265,3,98861056,80.3337,1,46.4247,7282688,2211840,174096384,20185088,0.50645,99.6726,0,822083584,0,802160640,58814464,718745600,610381824,0,127119360,0,1,2.67069,0,0,0,1,1,3,10.9262,74.523,74.0492,1024,24104,448,0,52
conv,1766,1486848,363,8,32,2,2,8,1,7,0,11,33,3,2152563,2068506,2,10212024,6791177,2,11812864,0,2,56.1652,5046272,2801664,0,0,0.328422,99.9809,0,822083584,0,303648768,7434240,175583232,64512000,0,56111104,0,3,12.9816,0,0,0,1,1,2,25.3236,76.7955,76.4812,1024,23056,0,0,64
conv,1763,1486848,363,8,32,2,2,8,1,7,1,11,33,3,2152531,2068506,2,10211608,6791177,2,11812864,0,2,46.4247,7282688,2211840,0,0,0.326557,99.6096,0,822083584,0,303648768,7434240,182923264,64073728,0,56422400,0,3,12.9964,0,0,0,1,1,2,25.3303,76.7541,76.4415,1024,24104,0,0,63
conv,8477,1486848,363,8,32,2,2,8,2,1,0,11,33,7,24944060,22272955,2,55986364,22478857,3,98861056,89.1556,1,67.4264,5046272,1490944,174096384,20185088,0.501859,99.7335,0,822083584,0,748634112,55840768,679407616,606969856,0,123740160,0,1,2.68593,0,0,0,1,1,3,11.1544,74.0004,73.5648,1024,23056,448,0,54
conv,8481,1486848,363,8,32,2,2,8,2,1,1,11,33,7,24956025,22271734,2,54654240,22478857,3,98861056,88.9672,1,48.2567,7282688,1851392,174096384,20185088,0.502566,99.5671,0,822083584,0,748634112,55840768,692649984,656252928,0,126369792,0,1,2.67711,0,0,0,1,1,3,10.7136,74.0079,73.5802,1024,24104,448,0,52
conv,1567,1486848,363,8,32,2,2,8,2,7,0,11,33,4,2152533,2068506,1,6209600,2293769,2,11812864,0,2,67.4264,5046272,1490944,0,0,0.491066,99.5624,0,822083584,0,250122240,4460544,143585280,59002880,0,52957184,0,3,14.6055,0,0,0,1,1,2,27.1583,75.7022,75.4887,1024,23056,0,0,56
conv,1592,1486848,363,8,32,2,2,8,2,7,1,11,33,4,2152795,2068506,1,6209856,2293769,2,11812864,0,3,48.2567,7282688,1851392,0,0,0.504921,99.1602,0,822083584,0,250122240,4460544,156827648,56905728,0,53379072,0,3,14.2849,0,0,0,1,1,2,26.9848,75.7589,75.5446,1024,24104,0,0,56
conv,26051,6225920,380,8,32,2,4,1,1,1,0,10,38,9,120829767,47965907,2,149843016,54263817,2,163708928,85.4065,1,71.6973,11468800,2359296,256901120,45875200,0.792106,100.152,0,822083584,0,2380136448,220004352,1391525888,196214784,0,194674688,0,1,0.870499,0,0,0,1,1,2,5.1868,81.1679,80.4221,1024,5776,280,0,31
conv,26083,6225920,380,8,32,2,4,1,1,1,1,10,38,9,120623196,47965486,2,149843088,54263817,2,163708928,85.407,1,76.0207,11468800,1572864,256901120,45875200,0.79746,100.309,0,822083584,0,2380136448,220004352,1538326528,196214784,0,200409088,0,1,0.872462,0,0,0,1,1,2,5.37899,81.1345,80.41,1024,5928,280,0,32
conv,5537,6225920,380,8,32,2,4,1,1,7,0,10,38,1,2103315,2068650,1,21397960,8388617,2,35258368,0,1,71.6973,11468800,2359296,0,0,0.441747,99.9383,0,822083584,0,211943424,6225920,422641664,171180032,0,61669376,0,1,4.09707,0,0,0,1,1,2,7.94369,83.1429,82.8042,1024,5776,0,0,52
conv,5535,6225920,380,8,32,2,4,1,1,7,1,10,38,1,2103315,2068574,1,21397568,8388617,2,35258368,0,1,76.0207,11468800,1572864,0,0,0.603304,99.9335,0,822083584,0,211943424,6225920,569442304,221511680,0,69369856,0,1,4.09882,0,0,0,1,1,2,8.2877,82.794,82.4929,1024,5928,0,0,40
conv,25971,6225920,380,8,32,2,4,1,2,1,0,10,38,9,120550877,47966430,2,143158688,50069513,2,163708928,90.214,1,76.9879,11468800,1409024,256901120,45875200,0.793412,100.181,0,822083584,0,2455109632,207552512,1359478784,153780224,0,194183168,0,1,0.872342,0,0,0,1,1,2,5.17296,81.1709,80.4332,1024,5776,280,0,31
conv,26597,6225920,380,8,32,2,4,1,2,1,1,10,38,9,122682102,47966296,2,143161144,50069513,2,163708928,90.2151,1,76.0207,11468800,1572864,256901120,45875200,0.78192,100.302,0,822083584,0,2455109632,220004352,1518108672,153780224,0,200900608,0,1,0.860319,0,0,0,1,1,2,5.33196,81.0792,80.4049,1024,5928,280,0,31
conv,5250,6225920,380,8,32,2,4,1,2,7,0,10,38,1,2103315,2068630,1,14712984,4194313,2,35258368,0,1,76.9879,11468800,1409024,0,0,0.44464,99.9243,0,822083584,0,299991040,6225920,390594560,190119936,0,64487424,0,1,4.32063,0,0,0,1,1,2,8.96849,83.3524,82.8173,1024,5776,0,0,48
conv,5241,6225920,380,8,32,2,4,1,2,7,1,10,38,1,2103315,2068526,1,14712880,4194313,2,35258368,0,1,76.0207,11468800,1572864,0,0,0.618741,99.932,0,822083584,0,299991040,18677760,549224448,198508544,0,71532544,0,1,4.32774,0,0,0,1,1,2,9.19804,82.9292,82.5011,1024,5928,0,0,40
conv,16171,2867200,350,8,32,2,4,2,1,1,0,10,35,8,73126916,28286826,2,99655460,34603017,2,133300224,81.3601,1,43.457,10223616,3407872,228720640,26214400,0.764867,99.8238,0,822083584,0,1056849920,134299648,990167040,217481216,0,124862464,0,1,1.41873,0,0,0,1,1,2,5.01692,81.7617,80.6107,1024,10640,320,0,32
conv,13276,2867200,350,8,32,2,4,2,1,1,1,10,35,7,44759496,28294570,2,89411480,34603017,2,133300224,80.0764,1,55.2848,8388608,2326528,228720640,26214400,0.46205,99.8107,0,822083584,0,1056849920,134299648,1032110080,330727424,0,130924544,0,1,1.71092,0,0,0,1,1,3,6.33492,81.6802,80.5825,1024,10920,320,0,42
conv,2987,2867200,350,8,32,2,4,2,1,7,0,10,35,2,2187483,2068506,2,16318512,8388617,2,18939904,0,2,43.457,10223616,3407872,0,0,0.291724,99.8646,0,822083584,0,186875904,25804800,216317952,116817920,0,51822592,0,2,7.6208,0,0,0,1,1,2,13.3991,83.2704,82.487,896,10640,0,0,68
conv,2990,2867200,350,8,32,2,4,2,1,7,1,10,35,2,2187160,2068506,2,16318608,8388617,2,18939904,0,2,55.2848,8388608,2326528,0,0,0.447826,99.9565,0,822083584,0,186875904,25804800,258260992,120242176,0,53616640,0,2,7.61794,0,0,0,1,1,2,13.4281,83.1283,82.3711,1024,10920,0,0,54
conv,16151,2867200,350,8,32,2,4,2,2,1,0,10,35,8,73752374,28299137,2,94373584,30408713,2,133300224,88.7341,1,48.7281,10223616,1933312,228720640,26214400,0.772628,99.335,0,822083584,0,1033003008,127991808,959987712,211730432,0,122994688,0,1,1.39777,0,0,0,1,1,2,4.86114,81.317,80.1558,1024,10640,320,0,32
conv,13119,2867200,350,8,32,2,4,2,2,1,1,10,35,7,44357680,28293718,2,83260536,30408713,2,133300224,87.3628,1,58.0357,8388608,1818624,228720640,26214400,0.462492,100.418,0,822083584,0,1033003008,127991808,1007378432,324976640,0,129236992,0,1,1.72993,0,0,0,1,1,3,6.23796,81.2736,80.1685,1024,10920,320,0,44
conv,2697,2867200,350,8,32,2,4,2,2,7,0,10,35,2,2193492,2068506,1,10166320,4194313,2,18939904,0,2,48.7281,10223616,1933312,0,0,0.300343,99.8864,0,822083584,0,228777984,14336000,186138624,105709568,0,51560448,0,2,8.43902,0,0,0,1,1,2,15.0339,82.7058,82.2485,1024,10640,0,0,64
conv,2691,2867200,350,8,32,2,4,2,2,7,1,10,35,2,2195776,2068494,1,10166320,4194313,2,18939904,0,2,58.0357,8388608,1818624,0,0,0.453727,99.9323,0,822083584,0,228777984,14336000,233529344,103612416,0,53297152,0,2,8.46992,0,0,0,1,1,2,15.1631,82.6665,82.2241,1024,10920,0,0,48
conv,10464,1392640,340,8,32,2,4,4,1,1,0,10,34,8,45935758,18466236,3,105917116,24772617,2,118128640,82.9273,1,41.7737,6225920,3178496,214630400,16384000,0.610702,99.9716,0,822083584,0,561053696,63913984,855752704,325746688,0,102166528,0,1,2.16511,0,0,0,1,1,3,6.27944,81.0478,80.4003,1024,20368,400,0,39
conv,8450,1392640,340,8,32,2,4,4,1,1,1,10,34,6,20171360,18455686,2,65415404,24772617,3,118128640,75.3975,1,38.7764,6881280,3588096,214630400,16384000,0.30801,99.8281,0,822083584,0,561053696,63913984,858898432,275415040,0,100323328,0,1,2.68752,0,0,0,1,1,3,7.53124,81.067,80.4077,1024,20904,400,0,61
conv,1702,1392640,340,8,32,2,4,4,1,7,0,10,34,4,2201747,2068506,3,13795376,8388617,2,10813440,0,2,41.7737,6225920,3178496,0,0,0.295786,99.6126,0,822083584,0,171687936,12533760,142721024,62160896,0,46202880,0,3,13.4527,0,0,0,1,1,2,22.3063,82.4302,81.9204,768,20368,0,0,80
