Kernel name,Computation duration (us),Global size,Local size,TBX,TBY,LOCAL,WPTX,WPTY,VECTOR,UNROLL_FACTOR,PADDING,TBX_XL,TBY_XL,dram__throughput.avg.pct_of_peak_sustained_elapsed,dram__sectors_read.sum,dram__sectors_write.sum,lts__t_sectors.avg.pct_of_peak_sustained_elapsed,lts__t_sectors_op_read.sum,lts__t_sectors_op_write.sum,l1tex__t_requests_pipe_lsu_mem_global_op_ld.avg.pct_of_peak_sustained_active,l1tex__t_requests_pipe_lsu_mem_global_op_ld.sum,l1tex__data_pipe_lsu_wavefronts_mem_shared.avg.pct_of_peak_sustained_elapsed,l1tex__data_pipe_lsu_wavefronts_mem_shared_op_ld.sum,l1tex__data_pipe_lsu_wavefronts_mem_shared_op_st.sum,l1tex__t_sectors_pipe_lsu_mem_local_op_ld.sum,l1tex__t_sectors_pipe_lsu_mem_local_op_st.sum,sm__warps_active.avg.pct_of_peak_sustained_active,smsp__cycles_active.avg.pct_of_peak_sustained_elapsed,smsp__sass_thread_inst_executed_op_fp16_pred_on.sum,smsp__sass_thread_inst_executed_op_fp32_pred_on.sum,smsp__sass_thread_inst_executed_op_fp64_pred_on.sum,smsp__sass_thread_inst_executed_op_integer_pred_on.sum,smsp__sass_thread_inst_executed_op_control_pred_on.sum,smsp__sass_thread_inst_executed_op_memory_pred_on.sum,smsp__sass_thread_inst_executed_op_misc_pred_on.sum,smsp__sass_thread_inst_executed_op_conversion_pred_on.sum,smsp__inst_executed.sum,smsp__inst_executed_pipe_fp16.sum,smsp__pipe_fma_cycles_active.avg.pct_of_peak_sustained_active,smsp__inst_executed_pipe_fp64.avg.pct_of_peak_sustained_active,smsp__inst_executed_pipe_xu.avg.pct_of_peak_sustained_active,smsp__inst_executed_pipe_lsu.avg.pct_of_peak_sustained_active,smsp__inst_executed_pipe_tex.avg.pct_of_peak_sustained_active,smsp__issue_active.avg.pct_of_peak_sustained_active,smsp__thread_inst_executed_per_inst_executed.ratio,smsp__thread_inst_executed_per_inst_executed.pct,Maximum work-group size,Local memory size,Private memory size,Constant memory size,Registers count
conv,2719,1048576,512,8,64,0,8,2,2,7,0,8,64,41.9099,2.13128e+06,2.09678e+06,39.5164,9.44959e+06,7.66206e+06,8.19272,5.27565e+06,0.100271,0,0,0,0,46.1515,97.4179,0,8.22084e+08,0,5.55745e+07,1.04858e+06,1.77209e+08,8.38861e+06,0,3.32923e+07,0,20.7401,0,0,4.4002,0,13.0734,32,100,640,0,0,0,96
conv,8800,1048576,512,8,64,0,8,2,4,1,0,8,64,87.7997,6.47573e+07,1.67775e+07,30.5859,1.04028e+08,1.79825e+07,0.872325,5.27565e+06,0.0108851,0,0,9.71326e+07,1.46801e+07,95.3648,99.7674,0,8.22084e+08,0,3.95313e+08,5.24288e+07,9.87759e+08,8.38861e+07,0,7.35969e+07,0,2.49578,0,0,2.57488,0,3.06332,32,100,1024,0,448,0,64
conv,2692,1048576,512,8,64,0,8,2,4,7,0,8,64,43.1926,2.13371e+06,2.09737e+06,34.2238,1.059e+07,3.82834e+06,8.45695,5.27565e+06,0.103301,0,0,0,0,47.5337,97.7132,0,8.22084e+08,0,5.87203e+07,1.04858e+06,1.73015e+08,8.38861e+06,0,3.32595e+07,0,21.3024,0,0,4.41377,0,13.4146,32,100,640,0,0,0,96
conv,6448,524288,512,8,64,0,8,4,1,1,0,8,64,81.8587,3.74575e+07,1.12876e+07,41.6193,8.23815e+07,2.59524e+07,0.79569,3.09658e+06,0.0166988,0,0,9.42955e+07,9.17504e+06,48.2168,97.1847,0,8.22084e+08,0,1.93987e+08,2.62144e+07,8.98105e+08,1.27926e+08,0,6.48479e+07,0,3.75225,0,0,3.68781,0,4.25064,32,100,896,0,560,0,72
conv,3098,524288,512,8,64,0,8,4,1,7,0,8,64,30.2209,2.56021e+06,2.10091e+06,89.8219,4.30534e+07,1.67772e+07,3.08445,3.09658e+06,0.0325693,0,0,0,0,43.1435,97.004,0,8.22084e+08,0,3.51273e+07,524288,1.15868e+08,3.67002e+06,0,3.05562e+07,0,13.4133,0,0,1.87182,0,7.82818,32,100,512,0,0,0,128
conv,6320,524288,512,8,64,0,8,4,2,1,0,8,64,84.2703,3.89597e+07,1.12722e+07,40.383,8.57768e+07,1.75637e+07,0.806848,3.09658e+06,0.0169692,0,0,9.43047e+07,9.17504e+06,48.9144,98.159,0,8.22084e+08,0,1.99754e+08,2.62144e+07,8.89717e+08,1.21635e+08,0,6.45693e+07,0,3.77515,0,0,3.67575,0,4.25822,32,100,896,0,560,0,66
conv,2961,524288,512,8,64,0,8,4,2,7,0,8,64,36.1043,2.71324e+06,2.09777e+06,89.3433,4.32764e+07,8.38863e+06,3.63186,3.09658e+06,0.0375287,0,0,0,0,45.7599,96.329,0,8.22084e+08,0,3.72244e+07,524288,1.07479e+08,4.1943e+06,0,3.03759e+07,0,15.5641,0,0,2.01612,0,9.02981,32,100,512,0,0,0,128
conv,6248,524288,512,8,64,0,8,4,4,1,0,8,64,85.0769,3.88275e+07,1.12747e+07,40.376,8.86212e+07,1.33694e+07,0.823851,3.09658e+06,0.0171897,0,0,9.42972e+07,9.17504e+06,48.9845,98.1813,0,8.22084e+08,0,2.02375e+08,2.62144e+07,8.85522e+08,1.21635e+08,0,6.45202e+07,0,3.82334,0,0,3.70516,0,4.30929,32,100,896,0,560,0,66
conv,10392,262144,512,8,64,0,8,8,1,1,0,8,64,75.2271,7.70699e+07,8.52598e+06,25.206,1.01014e+08,2.31998e+07,0.270814,2.00704e+06,0.00440188,0,0,9.28673e+07,6.42253e+06,49.1738,98.3786,0,8.22084e+08,0,1.03285e+08,1.31072e+07,8.46463e+08,1.30548e+08,0,5.99654e+07,0,1.86304,0,0,1.80823,0,2.04713,32,100,640,0,784,0,96
conv,10139,262144,512,8,64,0,8,8,2,1,0,8,64,76.3294,7.60329e+07,8.52205e+06,24.8579,1.03554e+08,1.48112e+07,0.281018,2.00704e+06,0.00455964,0,0,9.28904e+07,6.42253e+06,49.2031,98.286,0,8.22084e+08,0,1.08265e+08,1.31072e+07,8.38074e+08,1.16392e+08,0,5.94166e+07,0,1.93163,0,0,1.85624,0,2.10307,32,100,640,0,784,0,96
conv,10132,262144,512,8,64,0,8,8,4,1,0,8,64,78.1927,7.7775e+07,8.51974e+06,23.976,1.05159e+08,1.06168e+07,0.279113,2.00704e+06,0.00449271,0,0,9.28866e+07,6.42253e+06,49.232,98.3745,0,8.22084e+08,0,1.10625e+08,1.31072e+07,8.3388e+08,1.16392e+08,0,5.93592e+07,0,1.90156,0,0,1.81822,0,2.06833,32,100,640,0,784,0,95
conv,23265,16777216,512,8,64,1,1,1,1,1,0,8,64,64.6257,7.68343e+07,1.04853e+08,17.6015,1.07436e+08,1.04858e+08,1.45169,2.74596e+07,3.33737,5.13802e+07,2.40578e+06,1.02761e+08,1.02758e+08,96.1403,99.9707,0,8.22084e+08,0,5.01639e+09,8.22084e+08,3.36934e+09,1.74483e+09,0,3.80633e+08,0,3.12517,0,0,3.12517,0,5.22792,32,100,1024,3920,200,0,63
conv,23364,16777216,512,8,64,1,1,1,1,1,1,8,64,64.4682,7.68521e+07,1.04852e+08,17.4512,1.07432e+08,1.04858e+08,1.45214,2.74596e+07,3.37285,5.13802e+07,3.58462e+06,1.02756e+08,1.02756e+08,96.1518,99.9772,0,8.22084e+08,0,5.01639e+09,8.22084e+08,3.36934e+09,1.74483e+09,0,3.80633e+08,0,3.09808,0,0,3.09808,0,5.18261,32,100,1024,4200,200,0,63
conv,4071,16777216,512,8,64,1,1,1,1,7,0,8,64,14.5551,2.10331e+06,2.09719e+06,6.42061,5.88725e+06,2.09717e+06,14.6508,2.74596e+07,32.3694,5.13802e+07,2.3593e+06,0,0,96.1908,99.9,0,8.22084e+08,0,3.69099e+08,1.67772e+07,1.72517e+09,1.17441e+08,0,1.04333e+08,0,8.39335,0,0,16.6468,0,13.92,32,100,1024,3920,0,0,63
conv,4096,16777216,512,8,64,1,1,1,1,7,1,8,64,14.3844,2.10364e+06,2.0975e+06,6.34524,5.88538e+06,2.09735e+06,14.4727,2.74596e+07,32.6087,5.13802e+07,3.53894e+06,0,0,96.1702,99.9005,0,8.22084e+08,0,3.69099e+08,1.67772e+07,1.72517e+09,1.17441e+08,0,1.04333e+08,0,8.29422,0,0,16.4502,0,13.7556,32,100,1024,4200,0,0,63
conv,13963,8388608,512,8,64,1,1,2,1,1,0,8,64,66.1502,4.45615e+07,6.08135e+07,17.6975,6.12998e+07,6.08174e+07,1.37335,1.46145e+07,3.65989,2.93601e+07,2.32653e+06,5.76712e+07,5.87176e+07,95.7329,99.9426,0,8.22084e+08,0,2.73514e+09,4.1943e+08,1.53787e+09,5.20094e+08,0,2.00802e+08,0,2.42978,0,0,2.69417,0,4.82198,32,100,1024,7504,224,0,60
conv,14130,8388608,512,8,64,1,1,2,1,1,1,8,64,65.5331,4.45004e+07,6.08157e+07,17.5804,6.12969e+07,6.08174e+07,1.36024,1.46145e+07,6.64238,5.87203e+07,4.48922e+06,5.7662e+07,5.87186e+07,95.8822,99.9461,0,8.22084e+08,0,2.73514e+09,4.1943e+08,1.53787e+09,5.20094e+08,0,2.00802e+08,0,2.41387,0,0,2.67652,0,4.7904,32,100,1024,8040,224,0,60
conv,3258,8388608,512,8,64,1,1,2,1,7,0,8,64,23.8753,2.13775e+06,2.09717e+06,10.2661,5.74416e+06,2.09717e+06,12.6979,1.46145e+07,33.0856,2.93601e+07,2.32653e+06,0,0,96.4219,99.8042,0,8.22084e+08,0,3.52322e+08,8.38861e+06,9.59054e+08,5.87203e+07,0,7.70703e+07,0,13.3343,0,0,16.5254,0,16.7549,32,100,1024,7504,0,0,64
conv,3991,8388608,512,8,64,1,1,2,1,7,1,8,64,15.4754,2.13883e+06,2.09718e+06,6.60534,5.69139e+06,2.09717e+06,8.22487,1.46145e+07,39.137,5.87203e+07,4.48922e+06,0,0,97.0962,99.8107,0,8.22084e+08,0,3.52322e+08,8.38861e+06,9.59054e+08,5.87203e+07,0,7.70703e+07,0,8.63366,0,0,10.6998,0,10.8485,32,100,1024,8040,0,0,64
conv,10059,4194304,512,8,64,1,1,4,1,1,0,8,64,66.579,3.21361e+07,3.87962e+07,19.7118,5.23266e+07,3.87974e+07,1.13274,8.14285e+06,2.441,9.17504e+06,1.72032e+06,5.76621e+07,3.67051e+07,97.5062,99.9204,0,8.22084e+08,0,2.1907e+09,2.09715e+08,1.18417e+09,2.09715e+07,0,1.5034e+08,0,4.41822,0,0,3.20556,0,5.39135,32,100,1024,14672,280,0,62
conv,10051,4194304,512,8,64,1,1,4,1,1,1,8,64,66.2427,3.21347e+07,3.87951e+07,19.7724,5.23452e+07,3.87973e+07,1.1372,8.14285e+06,3.84173,1.83501e+07,2.24461e+06,5.76596e+07,3.67059e+07,97.508,99.9032,0,8.22084e+08,0,2.1907e+09,2.09715e+08,1.18417e+09,2.09715e+07,0,1.5034e+08,0,4.43116,0,0,3.21495,0,5.40715,32,100,1024,15720,280,0,62
conv,2688,4194304,512,8,64,1,1,4,1,7,0,8,64,43.7706,2.15663e+06,2.09734e+06,23.8051,7.83101e+06,2.09717e+06,12.9928,8.14285e+06,27.0781,9.17504e+06,1.72032e+06,0,0,96.3111,99.6524,0,8.22084e+08,0,3.65134e+08,4.1943e+06,5.75996e+08,3.35544e+07,0,6.46185e+07,0,23.6306,0,0,20.4938,0,25.7758,32,100,1024,14672,0,0,63
conv,2887,4194304,512,8,64,1,1,4,1,7,1,8,64,34.4704,2.15662e+06,2.09719e+06,18.732,7.84443e+06,2.09722e+06,10.2097,8.14285e+06,33.394,1.83501e+07,2.24461e+06,0,0,96.7502,99.6327,0,8.22084e+08,0,3.65134e+08,4.1943e+06,5.75996e+08,3.35544e+07,0,6.46185e+07,0,18.5715,0,0,16.1063,0,20.2575,32,100,1024,15720,0,0,63
conv,8251,2097152,512,8,64,1,1,8,1,1,0,8,64,66.6394,2.72237e+07,2.77876e+07,19.8275,4.2945e+07,2.77873e+07,0.869535,4.85786e+06,4.39225,1.43175e+07,3.38505e+06,3.51342e+07,2.56901e+07,98.2658,99.8642,0,8.22084e+08,0,1.63432e+09,1.04858e+08,7.68246e+08,1.46801e+07,0,1.17768e+08,0,5.56888,0,0,2.91849,0,5.47479,32,100,1024,29008,392,0,62
conv,8254,2097152,512,8,64,1,1,8,1,1,1,8,64,66.9216,2.72295e+07,2.77869e+07,19.9106,4.29495e+07,2.77873e+07,0.876487,4.85786e+06,2.82511,7.41762e+06,1.78368e+06,3.51329e+07,2.56901e+07,98.2323,99.866,0,8.22084e+08,0,1.63432e+09,1.04858e+08,7.68246e+08,1.46801e+07,0,1.17768e+08,0,5.5914,0,0,2.93029,0,5.49692,32,100,1024,31080,392,0,62
conv,2791,2097152,512,8,64,1,1,8,1,7,0,8,64,38.5288,2.13728e+06,2.09716e+06,22.4325,8.61352e+06,2.09717e+06,6.84783,4.85786e+06,31.0746,1.30264e+07,3.4301e+06,0,0,97.3277,99.3404,0,8.22084e+08,0,3.09912e+08,2.09715e+06,3.84467e+08,1.67772e+07,0,5.79994e+07,0,20.676,0,0,13.54,0,20.2431,32,100,1024,29008,0,0,63
conv,2710,2097152,512,8,64,1,1,8,1,7,1,8,64,42.4185,2.13783e+06,2.09724e+06,25.1283,8.65606e+06,2.09717e+06,7.55055,4.85786e+06,22.1683,6.51467e+06,1.84777e+06,0,0,97.1459,99.304,0,8.22084e+08,0,3.09912e+08,2.09715e+06,3.84467e+08,1.67772e+07,0,5.79994e+07,0,23.0991,0,0,15.1269,0,22.6155,32,100,1024,31080,0,0,63
conv,13796,8388608,512,8,64,1,2,1,1,1,0,8,64,76.5564,5.86749e+07,6.08159e+07,23.883,9.90488e+07,6.09842e+07,1.3984,1.46145e+07,3.88515,2.93601e+07,3.4923e+06,1.02757e+08,5.87188e+07,96.7804,99.948,0,8.22084e+08,0,3.01151e+09,4.11042e+08,1.65269e+09,1.04858e+09,0,2.27541e+08,0,3.59192,0,0,2.96949,0,5.62796,32,100,1024,6160,224,0,58
conv,13865,8388608,512,8,64,1,2,1,1,1,1,8,64,76.2563,5.89575e+07,6.08156e+07,23.8566,1.00302e+08,6.09798e+07,1.39067,1.46145e+07,3.74753,2.93601e+07,2.43873e+06,1.02768e+08,5.87229e+07,96.8384,99.9476,0,8.22084e+08,0,2.5753e+09,4.11042e+08,1.88757e+09,1.35057e+09,0,2.30687e+08,0,3.53445,0,0,3.30311,0,5.65531,32,100,1024,6440,224,0,64
conv,3415,8388608,512,8,64,1,2,1,1,7,0,8,64,21.4699,2.10331e+06,2.09717e+06,7.42906,4.06419e+06,2.19428e+06,11.8009,1.46145e+07,30.8454,2.93601e+07,3.40787e+06,0,0,48.9188,95.806,0,8.22084e+08,0,2.60047e+08,8.38861e+06,7.13163e+08,5.87203e+07,0,6.68467e+07,0,11.732,0,0,12.593,0,13.7239,32,100,896,6160,0,0,66
conv,3345,8388608,512,8,64,1,2,1,1,7,1,8,64,23.0216,2.1033e+06,2.09714e+06,8.64394,4.18e+06,2.60627e+06,12.3514,1.46145e+07,32.197,2.93601e+07,2.3593e+06,0,0,96.3453,99.8166,0,8.22084e+08,0,2.60047e+08,8.38861e+06,9.48044e+08,5.87203e+07,0,7.41868e+07,0,12.077,0,0,16.0657,0,15.6795,32,100,1024,6440,0,0,63
conv,13792,8388608,512,8,64,1,2,1,2,1,0,8,64,76.0363,5.78023e+07,6.0813e+07,23.482,9.78245e+07,6.08175e+07,1.39615,1.46145e+07,3.85096,2.93601e+07,3.4842e+06,1.02784e+08,5.87213e+07,96.6854,99.94,0,8.22084e+08,0,2.75985e+09,4.11042e+08,1.6443e+09,1.34218e+09,0,2.2859e+08,0,3.66419,0,0,2.93135,0,5.60574,32,100,1024,6160,224,0,60
conv,13738,8388608,512,8,64,1,2,1,2,1,1,8,64,76.5267,5.78611e+07,6.0817e+07,23.868,9.84392e+07,6.08174e+07,1.40172,1.46145e+07,3.79752,2.93601e+07,2.44443e+06,1.02753e+08,5.87186e+07,96.6975,99.9386,0,8.22084e+08,0,2.97796e+09,4.11042e+08,1.87918e+09,9.89856e+08,0,2.31735e+08,0,4.15441,0,0,3.33395,0,5.75646,32,100,1024,6440,224,0,60
conv,3371,8388608,512,8,64,1,2,1,2,7,0,8,64,21.7179,2.1034e+06,2.09713e+06,7.35233,4.02845e+06,2.09717e+06,11.9492,1.46145e+07,31.1865,2.93601e+07,3.40787e+06,0,0,48.8644,95.7749,0,8.22084e+08,0,2.93601e+08,8.38861e+06,7.04774e+08,6.71089e+07,0,6.78953e+07,0,11.8656,0,0,12.6276,0,14.0979,32,100,896,6160,0,0,66
conv,3271,8388608,512,8,64,1,2,1,2,7,1,8,64,23.4266,2.10398e+06,2.09719e+06,8.03037,4.10582e+06,2.09722e+06,12.5661,1.46145e+07,32.7492,2.93601e+07,2.3593e+06,0,0,96.5322,99.7936,0,8.22084e+08,0,2.93601e+08,8.38861e+06,9.39655e+08,6.71089e+07,0,7.52353e+07,0,12.287,0,0,16.2323,0,16.1776,32,100,1024,6440,0,0,63
conv,9036,4194304,512,8,64,1,2,2,1,1,0,8,64,73.1467,3.25561e+07,3.56536e+07,22.58,5.45936e+07,3.64929e+07,1.30734,8.192e+06,4.23517,1.67772e+07,2.85082e+06,8.02306e+07,3.35534e+07,95.9522,99.905,0,8.22084e+08,0,1.65729e+09,2.09715e+08,1.11365e+09,2.97796e+08,0,1.40378e+08,0,3.81245,0,0,3.53244,0,5.76744,32,100,1024,11792,256,0,61
conv,8351,4194304,512,8,64,1,2,2,1,1,1,8,64,59.7027,1.75403e+07,3.32035e+07,20.886,4.14868e+07,3.60232e+07,1.4527,8.192e+06,4.79436,1.78258e+07,2.85082e+06,8.01901e+07,3.35495e+07,48.0601,98.035,0,8.22084e+08,0,1.69923e+09,2.09715e+08,1.13043e+09,3.39739e+08,0,1.43524e+08,0,4.34574,0,0,3.9637,0,6.53669,32,100,896,12328,256,0,69
conv,2918,4194304,512,8,64,1,2,2,1,7,0,8,64,32.2574,2.13485e+06,2.09716e+06,12.2534,4.44887e+06,2.46952e+06,9.82124,8.192e+06,30.2857,1.67772e+07,2.85082e+06,0,0,48.21,95.5402,0,8.22084e+08,0,2.30687e+08,4.1943e+06,4.04816e+08,2.93601e+07,0,5.49192e+07,0,17.3144,0,0,12.8046,0,16.8726,32,100,896,11792,0,0,70
conv,2937,4194304,512,8,64,1,2,2,1,7,1,8,64,31.6735,2.13504e+06,2.09724e+06,12.2383,4.43192e+06,2.60994e+06,9.63031,8.192e+06,30.8952,1.78258e+07,2.85082e+06,0,0,48.8001,96.523,0,8.22084e+08,0,2.30687e+08,4.1943e+06,4.21593e+08,2.93601e+07,0,5.54435e+07,0,16.8001,0,0,12.7368,0,16.5272,32,100,896,12328,0,0,68
conv,9071,4194304,512,8,64,1,2,2,2,1,0,8,64,72.4561,3.24748e+07,3.56511e+07,22.3199,5.45396e+07,3.56516e+07,1.3025,8.192e+06,4.22632,1.67772e+07,2.85082e+06,8.02303e+07,3.35545e+07,96.115,99.9028,0,8.22084e+08,0,1.7244e+09,2.09715e+08,1.10526e+09,2.64241e+08,0,1.41165e+08,0,3.96578,0,0,3.50364,0,5.78776,32,100,1024,11792,256,0,58
conv,8434,4194304,512,8,64,1,2,2,2,1,1,8,64,58.1435,1.70863e+07,3.30164e+07,21.1198,4.14786e+07,3.56519e+07,1.44584,8.192e+06,4.86945,1.78258e+07,2.85082e+06,8.0229e+07,3.35492e+07,48.0819,97.9766,0,8.22084e+08,0,1.74537e+09,2.09715e+08,1.12204e+09,3.27156e+08,0,1.4431e+08,0,4.46497,0,0,4.00392,0,6.67943,32,100,896,12328,256,0,70
conv,2915,4194304,512,8,64,1,2,2,2,7,0,8,64,33.0457,2.1349e+06,2.09714e+06,11.2744,4.11751e+06,2.09717e+06,10.054,8.192e+06,30.9818,1.67772e+07,2.85082e+06,0,0,48.3773,95.7216,0,8.22084e+08,0,2.64241e+08,4.1943e+06,3.96427e+08,3.35544e+07,0,5.58367e+07,0,17.6788,0,0,12.9096,0,17.5155,32,100,896,11792,0,0,68
conv,2932,4194304,512,8,64,1,2,2,2,7,1,8,64,32.321,2.1346e+06,2.09715e+06,10.9913,4.10309e+06,2.09717e+06,9.83932,8.192e+06,31.4994,1.78258e+07,2.85082e+06,0,0,48.5538,96.009,0,8.22084e+08,0,2.64241e+08,4.1943e+06,4.13204e+08,3.35544e+07,0,5.6361e+07,0,17.2204,0,0,12.8953,0,17.2215,32,100,896,12328,0,0,65
conv,6436,2097152,512,8,64,1,2,4,1,1,0,8,64,60.4439,1.38262e+07,2.21848e+07,20.6504,2.83789e+07,2.45039e+07,1.24426,4.93158e+06,4.84585,1.04858e+07,2.24461e+06,6.89323e+07,2.09715e+07,48.2516,98.0381,0,8.22084e+08,0,9.32512e+08,1.04858e+08,8.65108e+08,3.62807e+08,0,1.11804e+08,0,5.32653,0,0,4.61748,0,7.37611,32,100,896,23056,320,0,65
conv,6394,2097152,512,8,64,1,2,4,1,1,1,8,64,61.2424,1.40966e+07,2.22382e+07,20.5066,2.86562e+07,2.44748e+07,1.26372,4.93158e+06,5.39391,1.17965e+07,3.29318e+06,6.89557e+07,2.09715e+07,48.2833,98.0538,0,8.22084e+08,0,1.04995e+09,1.04858e+08,8.75594e+08,4.11042e+08,0,1.17309e+08,0,5.76058,0,0,4.60675,0,7.64959,32,100,896,24104,320,0,72
conv,2660,2097152,512,8,64,1,2,4,1,7,0,8,64,44.0545,2.1605e+06,2.09715e+06,29.4044,8.29596e+06,3.91799e+06,7.90301,4.93158e+06,30.5665,1.07057e+07,2.45964e+06,0,0,96.3306,99.3452,0,8.22084e+08,0,2.36257e+08,2.09715e+06,2.50642e+08,1.67772e+07,0,5.58367e+07,0,25.9863,0,0,12.6775,0,22.4111,32,100,1024,23056,0,0,64
conv,2696,2097152,512,8,64,1,2,4,1,7,1,8,64,42.1772,2.16659e+06,2.09718e+06,24.0998,6.32154e+06,4.14793e+06,7.55559,4.93158e+06,32.568,1.1944e+07,3.41663e+06,0,0,96.6341,99.4205,0,8.22084e+08,0,2.36257e+08,2.09715e+06,2.61128e+08,1.67772e+07,0,5.61644e+07,0,24.8236,0,0,12.3615,0,21.5338,32,100,1024,24104,0,0,64
conv,6489,2097152,512,8,64,1,2,4,2,1,0,8,64,60.6575,1.3785e+07,2.22283e+07,19.8336,2.82188e+07,2.30687e+07,1.24103,4.93158e+06,4.79908,1.04858e+07,2.24461e+06,6.89445e+07,2.0971e+07,48.2762,97.9433,0,8.22084e+08,0,9.45095e+08,1.04858e+08,8.56719e+08,3.62807e+08,0,1.11739e+08,0,5.3488,0,0,4.54305,0,7.30761,32,100,896,23056,320,0,66
conv,6453,2097152,512,8,64,1,2,4,2,1,1,8,64,60.7362,1.40265e+07,2.21884e+07,19.9761,2.85036e+07,2.30687e+07,1.24254,4.93158e+06,5.41253,1.17965e+07,3.29318e+06,6.89581e+07,2.09715e+07,48.4232,98.0323,0,8.22084e+08,0,9.7026e+08,1.04858e+08,8.67205e+08,4.90734e+08,0,1.16851e+08,0,5.45576,0,0,4.58936,0,7.64766,32,100,896,24104,320,0,72
conv,2606,2097152,512,8,64,1,2,4,2,7,0,8,64,47.3148,2.16743e+06,2.09716e+06,21.2229,6.14243e+06,2.09717e+06,8.44914,4.93158e+06,32.5124,1.06421e+07,2.4091e+06,0,0,97.0206,99.4156,0,8.22084e+08,0,2.44646e+08,2.09715e+06,2.42254e+08,1.88744e+07,0,5.59022e+07,0,27.7865,0,0,13.3308,0,23.9919,32,100,1024,23056,0,0,64
conv,2664,2097152,512,8,64,1,2,4,2,7,1,8,64,43.4191,2.1669e+06,2.09715e+06,19.4883,6.12233e+06,2.09717e+06,7.82017,4.93158e+06,33.6901,1.19978e+07,3.43454e+06,0,0,97.1316,99.3225,0,8.22084e+08,0,2.44646e+08,2.09715e+06,2.5274e+08,1.88744e+07,0,5.62299e+07,0,25.6182,0,0,12.5498,0,22.2493,32,100,1024,24104,0,0,64
conv,5577,1048576,512,8,64,1,2,8,1,1,0,8,64,61.5995,1.31365e+07,1.67804e+07,25.2495,3.40812e+07,1.88744e+07,1.01724,3.25222e+06,4.21625,4.15318e+06,3.30334e+06,6.33156e+07,1.46801e+07,48.9322,98.1757,0,8.22084e+08,0,8.78866e+08,5.24288e+07,7.17767e+08,1.81404e+08,0,9.44374e+07,0,7.46855,0,0,4.85245,0,7.60071,32,100,896,45584,448,0,72
conv,5688,1048576,512,8,64,1,2,8,1,1,1,8,64,60.9505,1.33472e+07,1.67742e+07,25.0731,3.40981e+07,1.88744e+07,1.00513,3.25222e+06,5.0145,7.83893e+06,2.26904e+06,6.33101e+07,1.46801e+07,48.805,98.3147,0,8.22084e+08,0,9.90015e+08,5.24288e+07,7.25107e+08,1.37363e+08,0,9.67639e+07,0,7.69719,0,0,4.84405,0,7.71577,32,100,768,47656,448,0,80
conv,2712,1048576,512,8,64,1,2,8,1,7,0,8,64,40.5096,2.13301e+06,2.10188e+06,26.8599,7.92831e+06,4.19432e+06,4.85334,3.25222e+06,19.0521,3.73923e+06,3.35244e+06,0,0,48.5778,98.0868,0,8.22084e+08,0,2.19066e+08,1.04858e+06,1.73556e+08,8.38861e+06,0,4.94469e+07,0,22.5394,0,0,9.83493,0,18.5057,32,100,1024,45584,0,0,64
conv,2630,1048576,512,8,64,1,2,8,1,7,1,8,64,46.0032,2.13248e+06,2.09728e+06,29.0609,7.39292e+06,4.19432e+06,5.45493,3.25222e+06,26.0222,7.46018e+06,2.32133e+06,0,0,48.5144,97.4447,0,8.22084e+08,0,2.19066e+08,1.04858e+06,1.80896e+08,8.38861e+06,0,4.96763e+07,0,25.6672,0,0,11.3953,0,21.1715,32,100,1024,47656,0,0,64
conv,5573,1048576,512,8,64,1,2,8,2,1,0,8,64,61.7309,1.3099e+07,1.67733e+07,24.2534,3.38503e+07,1.67772e+07,1.01653,3.25222e+06,4.24104,4.1414e+06,3.30825e+06,6.3316e+07,1.46801e+07,48.9292,98.3255,0,8.22084e+08,0,9.29198e+08,5.24288e+07,7.09378e+08,1.39461e+08,0,9.43391e+07,0,7.75083,0,0,4.82709,0,7.61102,32,100,896,45584,448,0,72
conv,5717,1048576,512,8,64,1,2,8,2,1,1,8,64,61.3431,1.31737e+07,1.67672e+07,23.8809,3.37549e+07,1.67772e+07,0.994978,3.25222e+06,5.02888,7.87225e+06,2.27158e+06,6.32929e+07,1.46801e+07,48.9655,98.3334,0,8.22084e+08,0,8.94595e+08,5.24288e+07,7.16718e+08,2.40124e+08,0,9.66328e+07,0,7.46571,0,0,4.79975,0,7.69294,32,100,768,47656,448,0,80
conv,2692,1048576,512,8,64,1,2,8,2,7,0,8,64,42.2099,2.13404e+06,2.09706e+06,22.3307,7.59436e+06,2.09717e+06,5.04678,3.25222e+06,19.6977,3.67031e+06,3.34584e+06,0,0,49.1489,97.474,0,8.22084e+08,0,2.23261e+08,1.04858e+06,1.65167e+08,9.43718e+06,0,4.93486e+07,0,23.5869,0,0,10.0867,0,19.3273,32,100,1024,45584,0,0,64
conv,2608,1048576,512,8,64,1,2,8,2,7,1,8,64,46.3749,2.13306e+06,2.09715e+06,24.1695,7.36216e+06,2.09717e+06,5.64601,3.25222e+06,26.3495,7.35868e+06,2.31639e+06,0,0,49.0745,97.8357,0,8.22084e+08,0,2.23261e+08,1.04858e+06,1.72507e+08,9.43718e+06,0,4.9578e+07,0,26.0634,0,0,11.3442,0,21.4557,32,100,1024,47656,0,0,64
