Kernel name,Computation duration (us),Global size,Local size,TBX,TBY,LOCAL,WPTX,WPTY,VECTOR,UNROLL_FACTOR,PADDING,TBX_XL,TBY_XL,dram__throughput.avg.pct_of_peak_sustained_elapsed,dram__sectors_read.sum,dram__sectors_write.sum,lts__t_sectors.avg.pct_of_peak_sustained_elapsed,lts__t_sectors_op_read.sum,lts__t_sectors_op_write.sum,l1tex__t_requests_pipe_lsu_mem_global_op_ld.avg.pct_of_peak_sustained_active,l1tex__t_requests_pipe_lsu_mem_global_op_ld.sum,l1tex__data_pipe_lsu_wavefronts_mem_shared.avg.pct_of_peak_sustained_elapsed,l1tex__data_pipe_lsu_wavefronts_mem_shared_op_ld.sum,l1tex__data_pipe_lsu_wavefronts_mem_shared_op_st.sum,l1tex__t_sectors_pipe_lsu_mem_local_op_ld.sum,l1tex__t_sectors_pipe_lsu_mem_local_op_st.sum,sm__warps_active.avg.pct_of_peak_sustained_active,smsp__cycles_active.avg.pct_of_peak_sustained_elapsed,smsp__sass_thread_inst_executed_op_fp16_pred_on.sum,smsp__sass_thread_inst_executed_op_fp32_pred_on.sum,smsp__sass_thread_inst_executed_op_fp64_pred_on.sum,smsp__sass_thread_inst_executed_op_integer_pred_on.sum,smsp__sass_thread_inst_executed_op_control_pred_on.sum,smsp__sass_thread_inst_executed_op_memory_pred_on.sum,smsp__sass_thread_inst_executed_op_misc_pred_on.sum,smsp__sass_thread_inst_executed_op_conversion_pred_on.sum,smsp__inst_executed.sum,smsp__inst_executed_pipe_fp16.sum,smsp__pipe_fma_cycles_active.avg.pct_of_peak_sustained_active,smsp__inst_executed_pipe_fp64.avg.pct_of_peak_sustained_active,smsp__inst_executed_pipe_xu.avg.pct_of_peak_sustained_active,smsp__inst_executed_pipe_lsu.avg.pct_of_peak_sustained_active,smsp__inst_executed_pipe_tex.avg.pct_of_peak_sustained_active,smsp__issue_active.avg.pct_of_peak_sustained_active,smsp__thread_inst_executed_per_inst_executed.ratio,smsp__thread_inst_executed_per_inst_executed.pct,Maximum work-group size,Local memory size,Private memory size,Constant memory size,Registers count
conv,20252,16777216,64,8,8,0,1,1,1,1,0,8,8,66.5371,5.45362e+07,1.03717e+08,23.4026,8.29193e+07,1.04858e+08,4.04216,5.13802e+07,0.0863615,0,0,1.02799e+08,1.03576e+08,87.0341,99.9686,0,8.22084e+08,0,4.89895e+09,8.22084e+08,2.90246e+09,1.9126e+09,0,3.59137e+08,0,4.62179,0,0,3.7795,0,7.39711,32,100,1024,0,200,0,58
conv,4558,16777216,64,8,8,0,1,1,1,7,0,8,8,11.9835,2.10338e+06,2.09718e+06,6.63037,8.17081e+06,2.0973e+06,21.9493,5.13802e+07,0.447877,0,0,0,0,95.7887,99.9432,0,8.22084e+08,0,4.1943e+08,1.67772e+07,1.66094e+09,1.17441e+08,0,9.54204e+07,0,7.5062,0,0,11.3153,0,10.1954,32,100,1024,0,0,0,64
conv,12557,8388608,64,8,8,0,1,2,1,1,0,8,8,68.2363,3.46456e+07,6.03551e+07,17.8612,4.93692e+07,6.08174e+07,2.85437,2.75251e+07,0.0562678,0,0,5.76326e+07,5.86827e+07,87.513,99.9545,0,8.22084e+08,0,2.56691e+09,4.1943e+08,1.4764e+09,6.0398e+08,0,1.87433e+08,0,2.47691,0,0,2.50506,0,5.03133,32,100,1024,0,224,0,62
conv,3262,8388608,64,8,8,0,1,2,1,7,0,8,8,24.0019,2.10364e+06,2.09728e+06,10.7484,6.12494e+06,2.09727e+06,23.5916,2.75251e+07,0.449303,0,0,0,0,94.1786,99.8734,0,8.22084e+08,0,2.68435e+08,8.38861e+06,8.97581e+08,5.87203e+07,0,6.44874e+07,0,13.4962,0,0,12.259,0,13.8345,32,100,1024,0,0,0,64
conv,9259,4194304,64,8,8,0,1,4,1,1,0,8,8,72.5747,3.14353e+07,3.87964e+07,20.8848,5.08582e+07,3.87974e+07,2.34743,1.55976e+07,0.040422,0,0,5.76371e+07,3.66932e+07,97.2318,99.9459,0,8.22084e+08,0,1.52673e+09,2.09715e+08,1.12407e+09,5.07511e+08,0,1.33038e+08,0,3.29618,0,0,2.72997,0,5.1315,32,100,1024,0,280,0,64
conv,5010,4194304,64,8,8,0,1,4,1,7,0,8,8,41.8459,2.10336e+06,2.09725e+06,19.8531,6.71122e+06,2.09717e+06,23.3208,1.55976e+07,0.392861,0,0,0,0,95.174,99.7608,0,8.22084e+08,0,1.80355e+08,4.1943e+06,5.15899e+08,2.93601e+07,0,4.86277e+07,0,21.6592,0,0,12.3064,0,18.2648,32,100,1024,0,0,0,64
conv,7621,2097152,64,8,8,0,1,8,1,1,0,8,8,75.3127,2.82587e+07,2.77865e+07,20.0349,3.81268e+07,2.77873e+07,1.86825,9.63379e+06,0.0263906,0,0,3.51137e+07,2.56903e+07,98.5341,99.9342,0,8.22084e+08,0,9.24844e+08,1.04858e+08,7.08837e+08,5.55745e+08,0,9.84351e+07,0,3.88858,0,0,2.24468,0,4.95831,32,100,1024,0,392,0,64
conv,2624,2097152,64,8,8,0,1,8,1,7,0,8,8,45.2969,2.10336e+06,2.09718e+06,43.3635,1.55504e+07,2.09717e+06,15.6773,9.63379e+06,0.212533,0,0,0,0,96.9219,99.7194,0,8.22084e+08,0,1.32121e+08,2.09715e+06,3.25059e+08,1.46801e+07,0,4.05668e+07,0,22.5919,0,0,8.36539,0,16.4936,32,100,1024,0,0,0,64
conv,12946,8388608,64,8,8,0,2,1,1,1,0,8,8,78.8846,5.261e+07,6.06502e+07,23.2048,8.6261e+07,6.11137e+07,2.75525,2.75251e+07,0.0546821,0,0,1.0268e+08,5.87114e+07,90.2115,99.9618,0,8.22084e+08,0,2.55014e+09,4.11042e+08,1.83711e+09,1.41767e+09,0,2.22036e+08,0,3.65143,0,0,3.02234,0,5.79179,32,100,1024,0,224,0,64
conv,3792,8388608,64,8,8,0,2,1,1,7,0,8,8,17.2674,2.10338e+06,2.09717e+06,8.77415,5.91374e+06,3.55136e+06,16.9558,2.75251e+07,0.322859,0,0,0,0,96.2095,99.9198,0,8.22084e+08,0,3.0199e+08,8.38861e+06,8.97581e+08,5.87203e+07,0,6.5536e+07,0,9.37042,0,0,8.80496,0,10.0981,32,100,1024,0,0,0,64
conv,12879,8388608,64,8,8,0,2,1,2,1,0,8,8,78.5726,5.12127e+07,6.0594e+07,23.0203,8.41693e+07,6.08175e+07,2.78495,2.75251e+07,0.0551122,0,0,1.0271e+08,5.87078e+07,89.3061,99.957,0,8.22084e+08,0,3.06184e+09,4.11042e+08,1.82872e+09,9.47913e+08,0,2.23085e+08,0,3.7906,0,0,3.03248,0,5.86524,32,100,1024,0,224,0,64
conv,3709,8388608,64,8,8,0,2,1,2,7,0,8,8,17.5168,2.10353e+06,2.09718e+06,7.45977,5.98427e+06,2.09717e+06,17.2024,2.75251e+07,0.327606,0,0,0,0,96.1528,99.9096,0,8.22084e+08,0,3.52322e+08,8.38861e+06,8.89192e+08,6.71089e+07,0,6.71089e+07,0,9.50917,0,0,8.85337,0,10.4938,32,100,1024,0,0,0,64
conv,8670,4194304,64,8,8,0,2,2,1,1,0,8,8,80.1448,3.51068e+07,3.56514e+07,23.6305,5.51222e+07,3.67359e+07,2.42847,1.48111e+07,0.0446276,0,0,8.01886e+07,3.35466e+07,96.035,99.9386,0,8.22084e+08,0,1.5435e+09,2.09715e+08,1.19957e+09,3.06184e+08,0,1.29237e+08,0,3.66171,0,0,3.21516,0,5.5039,32,100,1024,0,256,0,64
conv,2974,4194304,64,8,8,0,2,2,1,7,0,8,8,30.1825,2.10408e+06,2.09717e+06,14.2015,4.51728e+06,4.17548e+06,15.9744,1.48111e+07,0.282377,0,0,0,0,96.3391,99.8119,0,8.22084e+08,0,1.88744e+08,4.1943e+06,4.90734e+08,2.93601e+07,0,4.81034e+07,0,15.4185,0,0,8.41653,0,12.9792,32,100,1024,0,0,0,64
conv,8696,4194304,64,8,8,0,2,2,2,1,0,8,8,79.8446,3.49286e+07,3.56515e+07,23.1852,5.51066e+07,3.56516e+07,2.42647,1.48111e+07,0.0443118,0,0,8.02892e+07,3.35482e+07,96.579,99.9429,0,8.22084e+08,0,1.61061e+09,2.09715e+08,1.19118e+09,2.7263e+08,0,1.30023e+08,0,3.8019,0,0,3.1701,0,5.49798,32,100,1024,0,256,0,64
conv,2978,4194304,64,8,8,0,2,2,2,7,0,8,8,30.8897,2.10339e+06,2.09721e+06,10.8722,4.59314e+06,2.09717e+06,16.3556,1.48111e+07,0.289696,0,0,0,0,96.1715,99.8371,0,8.22084e+08,0,2.22298e+08,4.1943e+06,4.82345e+08,3.35544e+07,0,4.90209e+07,0,15.8142,0,0,8.48743,0,13.5665,32,100,1024,0,0,0,64
conv,6495,2097152,64,8,8,0,2,4,1,1,0,8,8,84.7482,2.80625e+07,2.30687e+07,24.803,4.13111e+07,2.4734e+07,2.04855,8.45414e+06,0.032539,0,0,6.89588e+07,2.0977e+07,98.5952,99.9273,0,8.22084e+08,0,8.28375e+08,1.04858e+08,9.01775e+08,3.48127e+08,0,9.49617e+07,0,4.38782,0,0,3.51677,0,5.89817,32,100,1024,0,320,0,64
conv,2563,2097152,64,8,8,0,2,4,1,7,0,8,8,50.3448,2.10336e+06,2.09719e+06,27.4514,5.88287e+06,4.18527e+06,15.2474,8.45414e+06,0.236111,0,0,0,0,97.247,99.645,0,8.22084e+08,0,1.40509e+08,2.09715e+06,2.8731e+08,1.46801e+07,0,3.96493e+07,0,24.9984,0,0,8.23408,0,17.9214,32,100,1024,0,0,0,64
conv,6482,2097152,64,8,8,0,2,4,2,1,0,8,8,84.5701,2.77421e+07,2.30685e+07,23.9412,4.06325e+07,2.30687e+07,2.05256,8.45414e+06,0.0326218,0,0,6.88083e+07,2.09618e+07,98.5239,99.9354,0,8.22084e+08,0,8.40958e+08,1.04858e+08,8.93387e+08,3.48127e+08,0,9.48961e+07,0,4.46391,0,0,3.49279,0,5.90862,32,100,1024,0,320,0,64
conv,2540,2097152,64,8,8,0,2,4,2,7,0,8,8,52.1843,2.10334e+06,2.09719e+06,23.102,6.09164e+06,2.09717e+06,15.849,8.45414e+06,0.24505,0,0,0,0,96.8237,99.6763,0,8.22084e+08,0,1.48898e+08,2.09715e+06,2.78921e+08,1.67772e+07,0,3.97148e+07,0,25.9368,0,0,8.29731,0,18.6248,32,100,1024,0,0,0,64
conv,5569,1048576,64,8,8,0,2,8,1,1,0,8,8,82.722,2.23105e+07,1.67768e+07,28.3176,4.02474e+07,1.88739e+07,1.63523,5.27565e+06,0.0416276,0,0,6.32792e+07,1.4681e+07,86.3601,99.9079,0,8.22084e+08,0,5.66231e+08,5.24288e+07,7.29809e+08,3.37641e+08,0,7.89053e+07,0,5.9426,0,0,3.64577,0,6.27104,32,100,896,0,448,0,70
conv,2485,1048576,64,8,8,0,2,8,1,7,0,8,8,61.442,2.13722e+06,2.09723e+06,79.0806,1.99376e+07,4.19431e+06,11.6153,5.27565e+06,0.143833,0,0,0,0,72.4609,99.4652,0,8.22084e+08,0,1.08003e+08,1.04858e+06,1.85598e+08,7.34003e+06,0,3.51601e+07,0,30.0057,0,0,6.47112,0,19.398,32,100,768,0,0,0,80
conv,5465,1048576,64,8,8,0,2,8,2,1,0,8,8,82.5768,2.20341e+07,1.67773e+07,26.8954,3.89561e+07,1.67772e+07,1.65104,5.27565e+06,0.0417974,0,0,6.33705e+07,1.46801e+07,86.3772,99.9022,0,8.22084e+08,0,6.21806e+08,5.24288e+07,7.2142e+08,2.84164e+08,0,7.86104e+07,0,5.96719,0,0,3.61902,0,6.27346,32,100,896,0,448,0,70
conv,2413,1048576,64,8,8,0,2,8,2,7,0,8,8,65.9118,2.12774e+06,2.09719e+06,75.4846,1.90179e+07,2.09717e+06,12.4802,5.27565e+06,0.154792,0,0,0,0,72.3341,99.5291,0,8.22084e+08,0,1.12198e+08,1.04858e+06,1.77209e+08,8.38861e+06,0,3.50618e+07,0,32.2713,0,0,6.64866,0,20.8034,32,100,768,0,0,0,80
conv,11838,4194304,64,8,8,0,4,1,1,1,0,8,8,88.8559,7.94317e+07,3.87835e+07,22.673,9.42108e+07,3.91791e+07,1.7351,1.55976e+07,0.0294848,0,0,1.02789e+08,3.67071e+07,93.3341,99.9663,0,8.22084e+08,0,1.30023e+09,2.05521e+08,1.48478e+09,1.09891e+09,0,1.54534e+08,0,2.72827,0,0,2.62503,0,4.34691,32,100,1024,0,280,0,64
conv,2897,4194304,64,8,8,0,4,1,1,7,0,8,8,32.376,2.10339e+06,2.09717e+06,19.2967,4.86549e+06,6.12417e+06,18.231,1.55976e+07,0.305968,0,0,0,0,96.5409,99.8314,0,8.22084e+08,0,1.50995e+08,4.1943e+06,5.15899e+08,2.93601e+07,0,4.77102e+07,0,16.3969,0,0,9.57765,0,13.9463,32,100,1024,0,0,0,64
conv,11957,4194304,64,8,8,0,4,1,2,1,0,8,8,88.9522,8.09501e+07,3.87901e+07,22.8286,9.58547e+07,3.89944e+07,1.72748,1.55976e+07,0.0293538,0,0,1.02879e+08,3.67054e+07,94.5085,99.9687,0,8.22084e+08,0,1.53931e+09,2.05521e+08,1.4764e+09,8.89192e+08,0,1.55189e+08,0,3.09046,0,0,2.59863,0,4.34589,32,100,1024,0,280,0,64
conv,2896,4194304,64,8,8,0,4,1,2,7,0,8,8,33.6759,2.10339e+06,2.09704e+06,15.4674,4.78263e+06,3.64719e+06,18.9424,1.55976e+07,0.317926,0,0,0,0,96.0057,99.8038,0,8.22084e+08,0,1.76161e+08,4.1943e+06,5.07511e+08,3.35544e+07,0,4.83656e+07,0,17.0425,0,0,9.79546,0,14.695,32,100,1024,0,0,0,64
conv,12353,4194304,64,8,8,0,4,1,4,1,0,8,8,89.2526,8.59e+07,3.8797e+07,22.7769,1.00819e+08,3.87974e+07,1.66191,1.55976e+07,0.0282886,0,0,1.02827e+08,3.66988e+07,98.5923,99.9692,0,8.22084e+08,0,1.33798e+09,2.05521e+08,1.4722e+09,1.09471e+09,0,1.55189e+08,0,2.68825,0,0,2.49724,0,4.18817,32,100,1024,0,280,0,63
conv,2858,4194304,64,8,8,0,4,1,4,7,0,8,8,34.0742,2.10339e+06,2.09716e+06,12.67,4.77006e+06,2.09717e+06,19.1621,1.55976e+07,0.321822,0,0,0,0,96.1198,99.7998,0,8.22084e+08,0,1.80355e+08,4.1943e+06,5.03316e+08,3.35544e+07,0,4.83656e+07,0,17.252,0,0,9.83526,0,14.8747,32,100,1024,0,0,0,64
conv,8046,2097152,64,8,8,0,4,2,1,1,0,8,8,87.5477,4.87066e+07,2.30678e+07,26.4708,7.10764e+07,2.43296e+07,1.5377,8.45414e+06,0.0240639,0,0,9.14816e+07,2.09705e+07,94.997,99.8813,0,8.22084e+08,0,6.85769e+08,1.04858e+08,1.07794e+09,2.4327e+08,0,9.25368e+07,0,2.89109,0,0,3.10793,0,4.25258,32,100,1024,0,320,0,64
conv,2732,2097152,64,8,8,0,4,2,1,7,0,8,8,39.0845,2.10337e+06,2.09698e+06,22.8423,4.02215e+06,6.71513e+06,11.9274,8.45414e+06,0.18463,0,0,0,0,97.8157,99.7496,0,8.22084e+08,0,9.43718e+07,2.09715e+06,2.8731e+08,1.46801e+07,0,3.82075e+07,0,19.1572,0,0,6.43201,0,13.4897,32,100,1024,0,0,0,64
conv,8110,2097152,64,8,8,0,4,2,2,1,0,8,8,87.3198,4.84463e+07,2.30682e+07,26.3611,7.10461e+07,2.37454e+07,1.54284,8.45414e+06,0.0241308,0,0,9.14845e+07,2.09709e+07,94.9161,99.918,0,8.22084e+08,0,7.00449e+08,1.04858e+08,1.06955e+09,2.45367e+08,0,9.2799e+07,0,2.95242,0,0,3.09128,0,4.27486,32,100,1024,0,320,0,64
conv,2707,2097152,64,8,8,0,4,2,2,7,0,8,8,40.4859,2.10336e+06,2.09712e+06,17.8035,4.02029e+06,4.06365e+06,12.3498,8.45414e+06,0.191033,0,0,0,0,97.8174,99.7204,0,8.22084e+08,0,1.11149e+08,2.09715e+06,2.78921e+08,1.67772e+07,0,3.85352e+07,0,19.8273,0,0,6.46543,0,14.0824,32,100,1024,0,0,0,64
conv,8009,2097152,64,8,8,0,4,2,4,1,0,8,8,87.344,4.8089e+07,2.30688e+07,26.1069,7.02886e+07,2.30687e+07,1.54651,8.45414e+06,0.0242474,0,0,9.15444e+07,2.09697e+07,95.0071,99.9265,0,8.22084e+08,0,8.11598e+08,1.04858e+08,1.06535e+09,1.38412e+08,0,9.2799e+07,0,3.23334,0,0,3.09382,0,4.29521,32,100,1024,0,320,0,64
conv,2702,2097152,64,8,8,0,4,2,4,7,0,8,8,41.0703,2.10338e+06,2.09716e+06,13.5983,3.99439e+06,2.09717e+06,12.5268,8.45414e+06,0.193898,0,0,0,0,97.5318,99.7212,0,8.22084e+08,0,1.15343e+08,2.09715e+06,2.74727e+08,1.67772e+07,0,3.85352e+07,0,20.1246,0,0,6.46515,0,14.2935,32,100,1024,0,0,0,64
conv,6778,1048576,64,8,8,0,4,4,1,1,0,8,8,87.4273,4.16898e+07,1.52041e+07,34.7266,7.82963e+07,2.09827e+07,1.12892,4.88243e+06,0.015155,0,0,8.58912e+07,1.31072e+07,98.5646,99.8935,0,8.22084e+08,0,4.05799e+08,5.24288e+07,8.9863e+08,2.36978e+08,0,7.60218e+07,0,3.83829,0,0,3.258,0,4.39986,32,100,1024,0,400,0,64
conv,2511,1048576,64,8,8,0,4,4,1,7,0,8,8,54.2429,2.10371e+06,2.09756e+06,46.0388,7.35204e+06,8.26185e+06,9.58426,4.88243e+06,0.128449,0,0,0,0,72.9459,99.433,0,8.22084e+08,0,7.02546e+07,1.04858e+06,1.73015e+08,7.34003e+06,0,3.35872e+07,0,26.2884,0,0,5.39333,0,16.5538,32,100,768,0,0,0,80
conv,6392,1048576,64,8,8,0,4,4,2,1,0,8,8,87.5169,3.7146e+07,1.5204e+07,31.9852,6.68424e+07,1.69751e+07,1.22778,4.88243e+06,0.0330813,0,0,8.58494e+07,1.3108e+07,86.4147,99.9211,0,8.22084e+08,0,4.23625e+08,5.24288e+07,8.90241e+08,1.82452e+08,0,7.45144e+07,0,3.85288,0,0,3.53008,0,4.70575,32,100,896,0,400,0,70
conv,2504,1048576,64,8,8,0,4,4,2,7,0,8,8,55.7432,2.17206e+06,2.09704e+06,84.1295,2.41982e+07,4.18244e+06,9.75442,4.88243e+06,0.130381,0,0,0,0,84.5328,99.5067,0,8.22084e+08,0,7.44489e+07,1.04858e+06,1.64626e+08,8.38861e+06,0,3.34889e+07,0,26.6641,0,0,5.20835,0,16.7408,32,100,896,0,0,0,72
conv,6339,1048576,64,8,8,0,4,4,4,1,0,8,8,87.7735,3.69826e+07,1.52047e+07,31.0787,6.61541e+07,1.52044e+07,1.23247,4.88243e+06,0.0331489,0,0,8.5789e+07,1.31068e+07,86.423,99.9106,0,8.22084e+08,0,4.71859e+08,5.24288e+07,8.86047e+08,1.38412e+08,0,7.45144e+07,0,4.04363,0,0,3.52107,0,4.71575,32,100,896,0,400,0,70
conv,2481,1048576,64,8,8,0,4,4,4,7,0,8,8,58.4808,2.14235e+06,2.09686e+06,66.0249,1.84279e+07,2.09717e+06,10.3057,4.88243e+06,0.13705,0,0,0,0,72.6111,99.3606,0,8.22084e+08,0,7.86432e+07,1.04858e+06,1.60432e+08,8.38861e+06,0,3.34889e+07,0,28.0692,0,0,5.34488,0,17.6227,32,100,768,0,0,0,80
conv,8543,524288,64,8,8,0,4,8,1,1,0,8,8,71.4479,5.26015e+07,1.12717e+07,26.0513,8.4665e+07,1.75637e+07,0.521644,3.09658e+06,0.0110555,0,0,8.30881e+07,9.17476e+06,86.3501,99.8922,0,8.22084e+08,0,2.06569e+08,2.62144e+07,8.12122e+08,2.29638e+08,0,6.57326e+07,0,2.43898,0,0,2.14846,0,2.77532,32,100,896,0,560,0,72
conv,2449,524288,64,8,8,0,4,8,1,7,0,8,8,64.3339,2.3206e+06,2.09717e+06,83.2259,1.66408e+07,8.38863e+06,7.02934,3.09658e+06,0.0728618,0,0,0,0,47.9217,98.9365,0,8.22084e+08,0,5.40017e+07,524288,1.15868e+08,3.67002e+06,0,3.1146e+07,0,29.7158,0,0,4.10571,0,17.5019,32,100,512,0,0,0,128
conv,8218,524288,64,8,8,0,4,8,2,1,0,8,8,72.6962,5.04038e+07,1.12725e+07,26.0366,8.43984e+07,1.33694e+07,0.547558,3.09658e+06,0.0115416,0,0,8.30227e+07,9.17545e+06,86.2821,99.8869,0,8.22084e+08,0,2.16531e+08,2.62144e+07,8.03734e+08,2.50085e+08,0,6.64207e+07,0,2.54636,0,0,2.21994,0,2.92784,32,100,896,0,560,0,70
conv,2416,524288,64,8,8,0,4,8,2,7,0,8,8,71.3966,2.5848e+06,2.09717e+06,77.297,1.81485e+07,4.19432e+06,7.40724,3.09658e+06,0.0755438,0,0,0,0,47.9198,99.1133,0,8.22084e+08,0,5.60988e+07,524288,1.07479e+08,4.1943e+06,0,3.09658e+07,0,30.7546,0,0,3.94437,0,18.0089,32,100,512,0,0,0,128
conv,9126,524288,64,8,8,0,4,8,4,1,0,8,8,69.7174,5.76209e+07,1.12721e+07,22.5035,8.56525e+07,1.12722e+07,0.479836,3.09658e+06,0.0100676,0,0,8.30859e+07,9.17503e+06,98.5458,99.9056,0,8.22084e+08,0,2.20725e+08,2.62144e+07,7.99539e+08,2.50085e+08,0,6.64207e+07,0,2.22075,0,0,1.926,0,2.55346,32,100,1024,0,560,0,64
conv,2376,524288,64,8,8,0,4,8,4,7,0,8,8,78.4456,2.46746e+06,2.096e+06,79.5067,1.76478e+07,2.09717e+06,8.20548,3.09658e+06,0.0859205,0,0,0,0,47.9867,99.1012,0,8.22084e+08,0,6.02931e+07,524288,1.03285e+08,4.1943e+06,0,3.09658e+07,0,34.9833,0,0,4.31331,0,20.4851,32,100,512,0,0,0,128
conv,12244,2097152,64,8,8,0,8,1,1,1,0,8,8,91.4235,9.96293e+07,2.77874e+07,21.806,1.04291e+08,2.9e+07,1.04121,9.63379e+06,0.0142081,0,0,1.02757e+08,2.569e+07,98.3876,99.9651,0,8.22084e+08,0,6.35437e+08,1.0276e+08,1.2499e+09,9.7937e+08,0,1.18948e+08,0,1.97916,0,0,2.12484,0,3.22469,32,100,1024,0,392,0,64
conv,2977,2097152,64,8,8,0,8,1,1,7,0,8,8,29.9748,2.10379e+06,2.09694e+06,22.3199,4.56942e+06,9.1486e+06,10.3961,9.63379e+06,0.141425,0,0,0,0,73.5214,99.7737,0,8.22084e+08,0,7.54975e+07,2.09715e+06,3.25059e+08,1.46801e+07,0,3.87973e+07,0,14.529,0,0,5.56353,0,10.4905,32,100,768,0,0,0,80
conv,12249,2097152,64,8,8,0,8,1,2,1,0,8,8,91.4021,9.95534e+07,2.7788e+07,21.7263,1.04204e+08,2.842e+07,1.03649,9.63379e+06,0.0142236,0,0,1.02757e+08,2.56912e+07,98.3665,99.9655,0,8.22084e+08,0,6.50117e+08,1.0276e+08,1.24151e+09,9.7937e+08,0,1.19144e+08,0,2.01689,0,0,2.11293,0,3.23358,32,100,1024,0,392,0,64
conv,2962,2097152,64,8,8,0,8,1,2,7,0,8,8,31.3411,2.10335e+06,2.09702e+06,17.6679,4.36474e+06,6.0366e+06,10.8707,9.63379e+06,0.147794,0,0,0,0,73.0009,99.7209,0,8.22084e+08,0,8.80804e+07,2.09715e+06,3.1667e+08,1.67772e+07,0,3.89939e+07,0,15.1913,0,0,5.66894,0,11.0243,32,100,768,0,0,0,80
conv,12283,2097152,64,8,8,0,8,1,4,1,0,8,8,91.3244,1.00143e+08,2.77873e+07,21.6935,1.04928e+08,2.82309e+07,1.03309,9.63379e+06,0.0141217,0,0,1.02758e+08,2.56901e+07,98.5338,99.9693,0,8.22084e+08,0,6.52214e+08,1.0276e+08,1.23732e+09,9.7937e+08,0,1.19079e+08,0,2.00589,0,0,2.09065,0,3.20848,32,100,1024,0,392,0,64
conv,2929,2097152,64,8,8,0,8,1,4,7,0,8,8,32.3223,2.10363e+06,2.09734e+06,14.2655,4.35758e+06,3.74046e+06,11.2291,9.63379e+06,0.152217,0,0,0,0,72.6304,99.7494,0,8.22084e+08,0,9.22747e+07,2.09715e+06,3.12476e+08,1.67772e+07,0,3.89939e+07,0,15.6415,0,0,5.76065,0,11.3511,32,100,768,0,0,0,80
conv,8668,1048576,64,8,8,0,8,2,1,1,0,8,8,90.2515,6.53318e+07,1.67775e+07,31.5967,9.87173e+07,2.74928e+07,0.874792,5.27565e+06,0.0108462,0,0,9.71404e+07,1.46803e+07,98.3071,99.9274,0,8.22084e+08,0,3.84827e+08,5.24288e+07,1.00034e+09,8.49347e+07,0,7.36952e+07,0,2.58599,0,0,2.59413,0,3.05153,32,100,1024,0,448,0,64
conv,2782,1048576,64,8,8,0,8,2,1,7,0,8,8,38.1203,2.10331e+06,2.09766e+06,40.4885,4.11343e+06,1.54282e+07,7.33568,5.27565e+06,0.0900528,0,0,0,0,60.8871,99.296,0,8.22084e+08,0,4.71859e+07,1.04858e+06,1.85598e+08,7.34003e+06,0,3.32595e+07,0,18.2743,0,0,4.05843,0,11.5079,32,100,640,0,0,0,96
conv,8718,1048576,64,8,8,0,8,2,2,1,0,8,8,88.9501,6.49843e+07,1.67769e+07,28.3875,9.46912e+07,1.98352e+07,0.863896,5.27565e+06,0.0107626,0,0,9.70983e+07,1.46806e+07,97.3144,99.9278,0,8.22084e+08,0,3.95313e+08,5.24288e+07,9.91953e+08,8.17889e+07,0,7.36625e+07,0,2.46104,0,0,2.55259,0,3.02673,32,100,1024,0,448,0,64
conv,2643,1048576,64,8,8,0,8,2,2,7,0,8,8,44.3804,2.10331e+06,2.09699e+06,28.4824,3.94776e+06,7.81978e+06,8.47661,5.27565e+06,0.105081,0,0,0,0,60.7551,99.6112,0,8.22084e+08,0,5.55745e+07,1.04858e+06,1.77209e+08,8.38861e+06,0,3.32923e+07,0,21.2566,0,0,4.50977,0,13.3991,32,100,640,0,0,0,96
conv,8755,1048576,64,8,8,0,8,2,4,1,0,8,8,88.7953,6.50774e+07,1.67764e+07,28.1075,9.50004e+07,1.82221e+07,0.862707,5.27565e+06,0.0107765,0,0,9.70872e+07,1.46797e+07,97.3809,99.8827,0,8.22084e+08,0,3.95313e+08,5.24288e+07,9.87759e+08,8.38861e+07,0,7.35969e+07,0,2.46802,0,0,2.54625,0,3.02923,32,100,1024,0,448,0,64
conv,2638,1048576,64,8,8,0,8,2,4,7,0,8,8,46.5257,2.1033e+06,2.0972e+06,20.3533,3.87404e+06,4.14367e+06,8.87366,5.27565e+06,0.10976,0,0,0,0,60.4836,99.5717,0,8.22084e+08,0,5.87203e+07,1.04858e+06,1.73015e+08,8.38861e+06,0,3.32595e+07,0,22.2117,0,0,4.60217,0,13.9874,32,100,640,0,0,0,96
conv,9340,524288,64,8,8,0,8,4,1,1,0,8,8,83.466,7.24674e+07,1.12727e+07,28.2451,9.85704e+07,2.59523e+07,0.4661,3.09658e+06,0.00983697,0,0,9.42984e+07,9.17494e+06,86.1484,99.8695,0,8.22084e+08,0,1.93987e+08,2.62144e+07,8.98105e+08,1.27926e+08,0,6.48479e+07,0,2.15095,0,0,2.11402,0,2.43667,32,100,896,0,560,0,72
conv,2671,524288,64,8,8,0,8,4,1,7,0,8,8,43.1068,2.1191e+06,2.09717e+06,56.2556,7.41597e+06,1.67772e+07,4.81455,3.09658e+06,0.0502085,0,0,0,0,48.7582,98.2989,0,8.22084e+08,0,3.51273e+07,524288,1.15868e+08,3.67002e+06,0,3.05562e+07,0,20.4054,0,0,2.84756,0,11.9088,32,100,512,0,0,0,128
