Kernel name,Computation duration (us),Global size,Local size,TBX,TBY,LOCAL,WPTX,WPTY,VECTOR,UNROLL_FACTOR,PADDING,TBX_XL,TBY_XL,dram_utilization,dram_read_transactions,dram_write_transactions,l2_utilization,l2_read_transactions,l2_write_transactions,tex_utilization,tex_cache_transactions,local_memory_overhead,shared_efficiency,shared_load_transactions,shared_store_transactions,local_load_transactions,local_store_transactions,achieved_occupancy,sm_efficiency,inst_fp_32,inst_fp_64,inst_integer,inst_control,inst_compute_ld_st,inst_misc,inst_bit_convert,inst_executed,flop_sp_efficiency,flop_dp_efficiency,cf_fu_utilization,ldst_fu_utilization,tex_fu_utilization,issue_slot_utilization,Maximum work-group size,Local memory size,Private memory size,Constant memory size,Registers count
conv,1764,1048576,128,8,16,1,2,2,1,7,0,8,16,2,557038,783717,1,4719022,1048577,0,0,0,25.8356,3047424,1425408,0,0,0.70267,99.8866,205520896,0,71303168,1048576,102825984,10485760,0,14155776,6.93594,0,1,7,0,25.1796,1024,3344,0,0,37
conv,1783,1048576,128,8,16,1,2,2,1,7,1,8,16,2,557146,775865,1,4719018,1048577,0,0,0,23.589,3440640,1458182,0,0,0.759567,99.8113,205520896,0,71303168,1048576,107020288,10485760,0,14286848,6.85889,0,1,7,0,25.122,1024,3496,0,0,32
conv,6617,1048576,128,8,16,1,2,2,2,1,0,8,16,7,14952649,8912896,2,22529090,8912897,0,0,83.4036,25.8306,3047561,1426149,7902160,5201364,0.759195,99.9478,205520896,0,414908416,52428800,277938176,193986560,0,38895616,1.82184,0,1,5,0,19.7251,1024,3344,256,0,32
conv,6751,1048576,128,8,16,1,2,2,2,1,1,8,16,6,15224482,8912896,2,22373818,8912897,0,0,83.2791,23.5844,3440864,1458912,7579688,5011975,0.758748,99.9587,205520896,0,414842880,52428800,282132480,210763776,0,39518208,1.79632,0,1,5,0,21.0926,1024,3496,256,0,32
conv,1722,1048576,128,8,16,1,2,2,2,7,0,8,16,2,581931,524288,1,4719006,524289,0,0,0,25.8356,3047424,1425410,0,0,0.706188,99.8563,205520896,0,80740352,1048576,100728832,11534336,0,14417920,7.10478,0,1,7,0,25.9754,1024,3344,0,0,37
conv,1762,1048576,128,8,16,1,2,2,2,7,1,8,16,2,707447,524288,1,4719006,524289,0,0,0,23.589,3440640,1458177,0,0,0.759607,99.8677,205520896,0,80740352,1048576,104923136,11534336,0,14548992,6.9436,0,1,7,0,25.8883,1024,3496,0,0,32
conv,3990,524288,128,8,16,1,2,4,1,1,0,8,16,6,7803049,5873440,2,17965022,6291457,0,0,80.5554,28.7525,1310720,1311381,4977958,2757400,0.42388,99.809,205520896,0,229023744,26214400,211845120,123207680,0,28246016,3.02943,0,1,5,0,25.3319,1024,6160,320,0,32
conv,4003,524288,128,8,16,1,2,4,1,1,1,8,16,6,7752630,5870727,2,17734502,6291457,0,0,80.3408,16.6679,2949120,1574076,4936762,2538006,0.422776,99.883,205520896,0,229023744,26214400,214466560,143130624,0,28950528,3.02723,0,1,5,0,26.0693,1024,6440,320,0,32
conv,1278,524288,128,8,16,1,2,4,1,7,0,8,16,2,577583,839538,2,3670986,1048577,0,0,0,28.7598,1310720,1310720,0,0,0.419922,99.7811,205520896,0,61538304,524288,63471616,5242880,0,13205504,9.64034,0,1,7,0,29.9012,1024,6160,0,0,54
conv,1506,524288,128,8,16,1,2,4,1,7,1,8,16,2,788447,885039,1,3670890,1048577,0,0,0,16.6723,2949120,1572867,0,0,0.42073,99.6912,205520896,0,61538304,524288,66093056,5242880,0,13287424,8.23114,0,1,7,0,29.6026,1024,6440,0,0,47
conv,4071,524288,128,8,16,1,2,4,2,1,0,8,16,6,8109881,5767168,2,17988234,5767169,0,0,82.3661,28.7525,1310720,1311380,4984952,2760586,0.422453,99.9243,205520896,0,232726528,26214400,209747968,156762112,0,29360128,2.95557,0,1,5,0,25.1507,1024,6160,320,0,32
conv,3994,524288,128,8,16,1,2,4,2,1,1,8,16,6,7758074,5767168,2,17807714,5767169,0,0,82.159,16.6683,2949120,1573951,4917724,2603577,0.42363,99.917,205520896,0,232726528,26214400,212369408,143130624,0,29016064,3.04903,0,1,5,0,25.956,1024,6440,320,0,32
conv,1220,524288,128,8,16,1,2,4,2,7,0,8,16,2,715108,524288,1,3671010,524289,0,0,0,28.7598,1310720,1310720,0,0,0.420803,99.8022,205520896,0,65208320,524288,61374464,5767168,0,13271040,10.0933,0,1,7,0,30.2265,1024,6160,0,0,46
conv,1458,524288,128,8,16,1,2,4,2,7,1,8,16,2,718898,524290,1,3670978,524289,0,0,0,16.6723,2949120,1572864,0,0,0.420821,99.7529,205520896,0,65208320,524288,63995904,5767168,0,13352960,8.39846,0,1,7,0,28.1324,1024,6440,0,0,40
conv,4078,262144,128,8,16,1,2,8,1,1,0,8,16,4,4304384,4624178,2,18189650,4718593,0,0,81.7346,22.2076,917504,1573036,4131054,2349230,0.246287,99.9092,205520896,0,165105664,13107200,177750016,129794048,0,24715264,3.00867,0,1,5,0,21.9018,1024,11792,448,0,40
conv,4760,262144,128,8,16,1,2,8,1,1,1,8,16,3,3407367,4498085,2,17289854,4718593,0,0,80.7855,23.6067,1032192,1310732,4291332,1978099,0.18316,99.7576,205520896,0,165105664,13107200,179585024,143720448,0,25214976,2.52305,0,1,4,0,17.113,1024,12328,448,0,40
conv,1491,262144,128,8,16,1,2,8,1,7,0,8,16,2,574870,1042004,1,3177498,1078241,0,0,1.39318,22.2091,917504,1572865,8198,8235,0.246489,99.8926,205520896,0,64978944,262144,44318720,3670016,0,13131776,8.25145,0,1,6,0,24.7428,1024,11792,8,0,63
conv,1736,262144,128,8,16,1,2,8,1,7,1,8,16,2,688077,1026155,1,3148331,1048577,0,0,0,23.6068,1032192,1310722,0,0,0.185307,99.2406,205520896,0,64192512,262144,45629440,3145728,0,13131776,7.02308,0,1,5,0,20.8398,1024,12328,0,0,63
conv,4328,262144,128,8,16,1,2,8,2,1,0,8,16,4,4317889,4194304,2,18095634,4194305,0,0,83.5385,22.2089,917504,1572886,4159679,2363234,0.247717,99.957,205520896,0,167985152,13107200,175652864,131629056,0,24805376,2.79733,0,1,4,0,18.8051,1024,11792,448,0,32
conv,5187,262144,128,8,16,1,2,8,2,1,1,8,16,3,3479411,4194304,2,17290682,4194305,0,0,83.0495,23.6068,1032192,1310730,4252435,1910028,0.184139,99.7518,205520896,0,168034304,13107200,177487872,133464064,0,24961024,2.33518,0,1,4,0,15.3903,1024,12328,448,0,32
conv,1368,262144,128,8,16,1,2,8,2,7,0,8,16,2,556264,524288,1,3147798,524289,0,0,0,22.2082,917504,1572961,0,0,0.245997,99.3171,205520896,0,66813952,262144,41697280,3407872,0,13099008,8.96616,0,1,6,0,28.3704,1024,11792,0,0,63
conv,1622,262144,128,8,16,1,2,8,2,7,1,8,16,2,695423,524288,1,3147902,524289,0,0,0,23.6068,1032192,1310726,0,0,0.184803,99.4521,205520896,0,66813952,262144,43532288,3407872,0,13156352,7.54777,0,1,5,0,22.9567,1024,12328,0,0,63
conv,9171,1048576,128,8,16,1,4,1,1,1,0,8,16,7,26258615,9784063,2,31585450,11271845,0,0,81.2663,34.159,2293870,1376874,10274930,5000913,0.754872,99.9361,205520896,0,436256768,51380224,348192768,79691776,0,39714816,1.31026,0,1,4,0,17.1589,1024,3344,280,0,32
conv,9235,1048576,128,8,16,1,4,1,1,1,1,8,16,7,26517102,9777081,2,31624182,11272741,0,0,81.2855,36.0922,2293890,1180233,10558482,5155852,0.752831,99.9123,205520896,0,436256768,51380224,384892928,79691776,0,40861696,1.32208,0,1,4,0,17.2735,1024,3432,280,0,32
conv,1791,1048576,128,8,16,1,4,1,1,7,0,8,16,2,527634,1376534,2,5931418,2097153,0,0,0,34.1644,2293760,1376401,0,0,0.590283,99.8697,205520896,0,54525952,1048576,105971712,10485760,0,13697024,6.9149,0,1,7,0,24.2007,1024,3344,0,0,48
conv,1707,1048576,128,8,16,1,4,1,1,7,1,8,16,2,548128,1403495,2,5931438,2097153,0,0,0,36.097,2293760,1179902,0,0,0.703031,99.8615,205520896,0,54525952,1048576,142671872,10485760,0,14843904,7.25484,0,1,7,0,24.0951,1024,3432,0,0,40
conv,9206,1048576,128,8,16,1,4,1,2,1,0,8,16,7,26254751,9719256,2,31559114,10223585,0,0,83.2927,34.1569,2293942,1377023,10077084,5026283,0.753688,99.959,205520896,0,442548224,51380224,346095616,80740352,0,39878656,1.33294,0,1,4,0,17.1302,1024,3344,280,0,32
conv,9164,1048576,128,8,16,1,4,1,2,1,1,8,16,7,26641641,9721537,2,31616502,10223429,0,0,83.317,36.0926,2293921,1180161,10020276,4888797,0.748295,99.9499,205520896,0,442548224,51380224,382795776,80740352,0,41025536,1.31528,0,1,4,0,18.1371,1024,3432,280,0,32
conv,1704,1048576,128,8,16,1,4,1,2,7,0,8,16,2,527626,812524,2,5931446,1048577,0,0,0,34.1642,2293760,1376423,0,0,0.591972,99.8402,205520896,0,59768832,1048576,103874560,11534336,0,13828096,7.27294,0,1,7,0,25.3832,1024,3344,0,0,44
conv,1692,1048576,128,8,16,1,4,1,2,7,1,8,16,2,527643,817994,2,5931434,1048577,0,0,0,36.0962,2293760,1179981,0,0,0.701713,99.8431,205520896,0,59768832,1048576,140574720,11534336,0,14974976,7.31126,0,1,7,0,23.9093,1024,3432,0,0,40
conv,9091,1048576,128,8,16,1,4,1,4,1,0,8,16,7,26266617,9698880,2,31579074,9699637,0,0,84.3575,34.159,2293903,1376837,9742537,4858582,0.764419,99.9714,205520896,0,442744832,51380224,345047040,80740352,0,39878656,1.34562,0,1,4,0,16.6828,1024,3344,280,0,32
conv,9074,1048576,128,8,16,1,4,1,4,1,1,8,16,7,26503797,9698704,2,31621042,9699157,0,0,84.3752,36.0931,2293953,1180086,9786767,4853394,0.755733,99.9414,205520896,0,442744832,51380224,381747200,80740352,0,41025536,1.34516,0,1,4,0,16.5801,1024,3432,280,0,32
conv,1666,1048576,128,8,16,1,4,1,4,7,0,8,16,2,527904,524288,2,5931466,524289,0,0,0,34.1639,2293760,1376458,0,0,0.591009,99.7935,205520896,0,60817408,1048576,102825984,11534336,0,13828096,7.43556,0,1,7,0,26.3312,1024,3344,0,0,42
conv,1647,1048576,128,8,16,1,4,1,4,7,1,8,16,2,527696,524288,2,5931466,524289,0,0,0,36.0942,2293760,1180171,0,0,0.703661,99.8273,205520896,0,60817408,1048576,139526144,11534336,0,14974976,7.52826,0,1,7,0,24.2302,1024,3432,0,0,40
conv,5268,524288,128,8,16,1,4,2,1,1,0,8,16,7,15177585,5876061,2,25583910,7340033,0,0,79.8188,23.4987,1572864,1609336,6943354,2667051,0.482185,99.8473,205520896,0,213614592,26214400,247758848,98041856,0,28377088,2.29521,0,1,5,0,21.6593,1024,5776,320,0,32
conv,5445,524288,128,8,16,1,4,2,1,1,1,8,16,7,15359722,5885909,2,25703586,7340033,0,0,79.9382,27.1493,1441793,1312518,6972161,2687976,0.481604,99.8629,205520896,0,213516288,26214400,258244608,112197632,0,29130752,2.26036,0,1,5,0,21.3179,1024,5928,320,0,40
conv,1396,524288,128,8,16,1,4,2,1,7,0,8,16,3,529689,1689053,2,4538902,2097153,0,0,0,23.5258,1572864,1605678,0,0,0.474171,99.7966,205520896,0,46759936,524288,54296576,5242880,0,12091392,8.91796,0,1,7,0,27.2916,1024,5776,0,0,63
conv,1317,524288,128,8,16,1,4,2,1,7,1,8,16,3,529309,1764835,2,4538898,2097153,0,0,0,27.1666,1441792,1310763,0,0,0.474759,99.789,205520896,0,46759936,524288,64782336,5242880,0,12419072,9.45158,0,1,7,0,28.9939,1024,5928,0,0,54
conv,5251,524288,128,8,16,1,4,2,2,1,0,8,16,7,15172456,5801727,2,25656058,6291457,0,0,82.4876,23.5003,1572866,1609118,6918133,2648868,0.480016,99.886,205520896,0,218169344,26214400,245661696,98566144,0,28409856,2.30364,0,1,5,0,21.0665,1024,5776,320,0,32
conv,5285,524288,128,8,16,1,4,2,2,1,1,8,16,7,15371348,5800841,2,25652298,6291457,0,0,82.5275,27.1538,1441792,1312057,6933625,2624138,0.48089,99.9452,205520896,0,218398720,26214400,256147456,112721920,0,29278208,2.27654,0,1,5,0,20.6663,1024,5928,320,0,40
conv,1326,524288,128,8,16,1,4,2,2,7,0,8,16,2,532439,920748,2,4538878,1048577,0,0,0,23.5246,1572864,1605832,0,0,0.474575,99.6904,205520896,0,51478528,524288,52199424,5767168,0,12189696,9.25523,0,1,7,0,28.6701,1024,5776,0,0,63
conv,1275,524288,128,8,16,1,4,2,2,7,1,8,16,2,533944,904648,2,4538918,1048577,0,0,0,27.1665,1441792,1310771,0,0,0.472757,99.8129,205520896,0,51478528,524288,62685184,5767168,0,12517376,9.78341,0,1,7,0,30.355,1024,5928,0,0,56
conv,5440,524288,128,8,16,1,4,2,4,1,0,8,16,7,15463660,5767168,2,25585542,5767169,0,0,83.8816,23.5025,1572864,1608817,6939843,2699169,0.477716,99.8291,205520896,0,218169344,26214400,244613120,98566144,0,28377088,2.20688,0,1,5,0,20.1842,1024,5776,320,0,32
conv,5398,524288,128,8,16,1,4,2,4,1,1,8,16,7,15225906,5767168,2,25646850,5767169,0,0,83.8903,27.1485,1441792,1312596,6891076,2581138,0.481162,99.9258,205520896,0,218398720,26214400,255098880,113770496,0,29278208,2.29931,0,1,5,0,21.5925,1024,5928,320,0,40
conv,1333,524288,128,8,16,1,4,2,4,7,0,8,16,2,560216,524288,2,4538870,524289,0,0,0,23.5241,1572864,1605899,0,0,0.47334,99.7871,205520896,0,51478528,524288,51150848,9961472,0,12288000,9.34247,0,1,7,0,28.0298,1024,5776,0,0,63
conv,1246,524288,128,8,16,1,4,2,4,7,1,8,16,2,561745,524288,2,4538890,524289,0,0,0,27.1663,1441792,1310793,0,0,0.47143,99.7254,205520896,0,51478528,524288,61636608,5767168,0,12484608,9.88942,0,1,7,0,29.8105,1024,5928,0,0,56
conv,5030,262144,128,8,16,1,4,4,1,1,0,8,16,5,7699491,4530872,2,22215290,5373953,0,0,78.4568,19.3967,983040,1567502,5445649,1543435,0.244288,99.7287,205520896,0,141131776,13107200,214056960,66535424,0,22827008,2.43811,0,1,4,0,15.0509,1024,10640,400,0,32
conv,5088,262144,128,8,16,1,4,4,1,1,1,8,16,4,7533440,4549222,2,21976126,5373953,0,0,78.2598,19.2892,1081344,1568350,5439037,1548659,0.244201,99.8193,205520896,0,141131776,13107200,214843392,78856192,0,23236608,2.37878,0,1,4,0,14.5909,1024,10920,400,0,38
conv,1536,262144,128,8,16,1,4,4,1,7,0,8,16,4,574707,2438439,2,4396614,2653345,0,0,15.6512,19.4007,983040,1566976,312607,365902,0.245603,99.8447,205520896,0,41455616,262144,52314112,11223040,0,12791808,8.00001,0,1,6,0,24.6051,1024,10640,160,0,63
conv,1464,262144,128,8,16,1,4,4,1,7,1,8,16,4,572191,2141703,2,4072866,2320245,0,0,7.26045,19.2963,1081344,1567375,230344,251832,0.245406,99.5119,205520896,0,41193472,262144,47071232,15155200,0,12742656,8.35864,0,1,6,0,24.9932,1024,10920,112,0,63
conv,4790,262144,128,8,16,1,4,4,2,1,0,8,16,5,7757911,4091934,2,21979542,4325377,0,0,81.4011,19.3925,983040,1568052,5458729,1539887,0.24445,99.7133,205520896,0,128548864,13107200,211959808,80166912,0,22794240,2.53365,0,1,4,0,14.8669,1024,10640,400,0,32
conv,4657,262144,128,8,16,1,4,4,2,1,1,8,16,5,7733215,4087586,2,21823134,4325377,0,0,81.2744,19.288,1081344,1568514,5473377,1528442,0.244683,99.7087,205520896,0,128548864,13107200,212746240,79642624,0,22802432,2.61305,0,1,4,0,15.5221,1024,10920,400,0,38
conv,1485,262144,128,8,16,1,4,4,2,7,0,8,16,3,586290,1777358,2,4668378,1876229,0,0,25.2192,19.4008,983040,1566957,387084,444481,0.244791,99.6746,205520896,0,42766336,262144,54149120,7290880,0,12767232,8.31561,0,1,6,0,24.9403,1024,10640,184,0,63
conv,1384,262144,128,8,16,1,4,4,2,7,1,8,16,3,709596,1066369,2,3920618,1127217,0,0,3.05475,19.2986,1081344,1567049,139687,142113,0.245324,99.6943,205520896,0,42766336,262144,40517632,12009472,0,12488704,8.86325,0,1,6,0,25.7123,1024,10920,72,0,63
conv,4846,262144,128,8,16,1,4,4,4,1,0,8,16,4,7555558,3801088,2,22450022,3801089,0,0,83.3823,19.3744,983040,1570436,5457287,1516277,0.242339,99.8372,205520896,0,128516096,13107200,210911232,80166912,0,22745088,2.5058,0,1,4,0,14.9607,1024,10640,400,0,32
conv,5156,262144,128,8,16,1,4,4,4,1,1,8,16,4,7832690,3801088,2,21690962,3801089,0,0,82.8984,19.2839,1081344,1569074,5429879,1565011,0.242554,99.8731,205520896,0,128548864,13107200,211697664,92487680,0,23171072,2.3466,0,1,4,0,15.0376,1024,10920,400,0,38
conv,1513,262144,128,8,16,1,4,4,4,7,0,8,16,3,772298,1664104,2,5064498,1660101,0,0,35.0587,19.3995,983040,1567133,494925,540714,0.244365,99.7709,205520896,0,42766336,262144,57556992,8601600,0,12914688,8.1211,0,1,6,0,24.6542,1024,10640,224,0,63
conv,1355,262144,128,8,16,1,4,4,4,7,1,8,16,2,634175,746708,2,4061338,741213,0,0,9.11548,19.2963,1081344,1567368,189056,198813,0.24497,99.7259,205520896,0,42766336,262144,41828352,10174464,0,12472320,9.09059,0,1,6,0,26.1099,1024,10920,104,0,63
conv,6639,131072,128,8,16,1,4,8,1,1,0,8,16,2,3141706,4198074,2,21277562,4390913,0,0,78.2143,14.9884,786432,1752071,5199155,1295789,0.123716,99.6033,205520896,0,93192192,6553600,200876032,70803456,0,20068352,1.81949,0,1,3,0,10.7142,1024,20368,560,0,63
conv,6601,131072,128,8,16,1,4,8,1,1,1,8,16,2,3062381,4205584,2,21407826,4390913,0,0,78.3203,15.8261,835584,1555605,5198576,1326940,0.123797,99.4755,205520896,0,93192192,6553600,201269248,80240640,0,20375552,1.83227,0,1,3,0,10.958,1024,20904,560,0,63
conv,3402,131072,128,8,16,1,4,8,1,7,0,8,16,3,603228,5141434,1,6769299,5188009,0,0,53.2385,15.0831,688128,1752967,1175619,1555328,0.123789,99.8453,205520896,0,48975872,131072,86712320,14311424,0,13711360,3.57763,0,1,4,0,12.8309,1024,20368,784,0,63
conv,3390,131072,128,8,16,1,4,8,1,7,1,8,16,3,598180,5233794,2,6789911,5271633,0,0,53.6025,16.4731,753664,1556035,1155644,1596957,0.123664,99.9145,205520896,0,49500160,131072,86843392,19816448,0,13899776,3.59974,0,1,4,0,12.8076,1024,20904,792,0,63
conv,6181,131072,128,8,16,1,4,8,2,1,0,8,16,2,3181119,3274080,2,20639002,3342337,0,0,81.0876,14.9878,786432,1752171,5206351,1293844,0.123443,99.8581,205520896,0,96862208,6553600,198778880,65298432,0,19945472,1.95519,0,1,4,0,11.945,1024,20368,560,0,63
conv,6293,131072,128,8,16,1,4,8,2,1,1,8,16,2,3083620,3264489,2,21387450,3342337,0,0,81.6078,15.8262,835584,1555596,5200495,1303144,0.123657,99.4735,205520896,0,96862208,6553600,199172096,74473472,0,20244480,1.92019,0,1,4,0,11.5634,1024,20904,560,0,63
conv,3304,131072,128,8,16,1,4,8,2,7,0,8,16,3,627745,4140484,1,6748410,4143737,0,0,58.2872,15.0817,688128,1753182,1093154,1484116,0.123959,99.6679,205520896,0,50024448,131072,83435520,14835712,0,13641728,3.69022,0,1,4,0,12.8458,1024,20368,744,0,63
conv,3079,131072,128,8,16,1,4,8,2,7,1,8,16,3,573459,3559245,1,6063235,3560689,0,0,52.7693,16.4757,753664,1555676,966008,1336733,0.123673,99.7622,205520896,0,50286592,131072,78848000,22175744,0,13735936,3.94668,0,1,4,0,13.3642,1024,20904,656,0,63
conv,6432,131072,128,8,16,1,4,8,4,1,0,8,16,2,3232926,2818048,2,21368886,2818049,0,0,83.3901,14.9883,786432,1752078,5201195,1283004,0.123515,99.7453,205520896,0,96862208,6553600,197730304,65560576,0,19920896,1.8869,0,1,4,0,11.6213,1024,20368,560,0,63
conv,6128,131072,128,8,16,1,4,8,4,1,1,8,16,2,3174877,2818048,2,21175942,2818049,0,0,83.2461,15.8264,835584,1555553,5202396,1304955,0.123585,99.0863,205520896,0,96862208,6553600,198123520,74211328,0,20203520,1.97297,0,1,4,0,11.6281,1024,20904,560,0,63
conv,3087,131072,128,8,16,1,4,8,4,7,0,8,16,3,683266,3196407,1,6300699,3199613,0,0,57.6904,15.0841,688128,1752794,965561,1309126,0.123789,99.6551,205520896,0,50024448,131072,77144064,13524992,0,13400064,3.94003,0,1,4,0,13.3175,1024,20368,712,0,63
conv,2958,131072,128,8,16,1,4,8,4,7,1,8,16,2,655722,2775612,1,5817515,2780225,0,0,53.2468,16.4707,753664,1556374,932925,1240634,0.123733,99.7281,205520896,0,50024448,131072,76619776,19030016,0,13555712,4.12117,0,1,4,0,13.5075,1024,20904,616,0,63
conv,7993,524288,128,8,16,1,8,1,1,1,0,8,16,8,26375055,7660388,2,32795114,10616833,0,0,73.9584,30.0822,1605637,1390739,7700041,2828778,0.420267,99.9,205520896,0,235560960,25690112,299401216,41943040,0,29818880,1.5212,0,1,4,0,16.1959,1024,6160,392,0,32
conv,7968,524288,128,8,16,1,8,1,1,1,1,8,16,8,26544059,7711668,2,32801338,10616853,0,0,73.9621,19.5877,3211265,1390470,7737076,2805227,0.42064,99.9323,205520896,0,235560960,25690112,325091328,41943040,0,30621696,1.50884,0,1,4,0,16.5406,1024,6248,392,0,32
conv,1767,524288,128,8,16,1,8,1,1,7,0,8,16,6,676370,4648041,3,8322090,5152061,0,0,16.1066,30.1071,1605632,1388266,596345,414841,0.419443,99.8131,205520896,0,43180032,524288,91258880,14680064,0,14041088,6.99677,0,1,7,0,25.495,1024,6160,104,0,63
conv,1790,524288,128,8,16,1,8,1,1,7,1,8,16,5,527702,3873005,2,7111186,4194305,0,0,0,19.628,3211264,1381030,0,0,0.417491,99.8089,205520896,0,42655744,524288,93880320,5242880,0,13811712,6.8348,0,1,7,0,25.3412,1024,6248,0,0,63
conv,8087,524288,128,8,16,1,8,1,2,1,0,8,16,7,26323334,7263146,2,32735130,8519625,0,0,77.6799,30.0994,1605632,1389034,7585376,2836421,0.418799,99.9046,205520896,0,238510080,25690112,297304064,42467328,0,29835264,1.49929,0,1,4,0,15.5929,1024,6160,392,0,32
conv,8128,524288,128,8,16,1,8,1,2,1,1,8,16,7,26504033,7269478,2,32801574,8519653,0,0,77.716,19.608,3211264,1385721,7580947,2760653,0.418901,99.9003,205520896,0,238510080,25690112,322994176,42467328,0,30638080,1.49357,0,1,4,0,15.5628,1024,6248,392,0,32
conv,1661,524288,128,8,16,1,8,1,2,7,0,8,16,4,529107,2828128,2,8037218,2896249,0,0,15.7785,30.084,1605632,1390564,496394,373913,0.416446,99.7592,205520896,0,46325760,524288,86540288,14155776,0,13975552,7.45889,0,1,7,0,25.2776,1024,6160,80,0,63
conv,1730,524288,128,8,16,1,8,1,2,7,1,8,16,3,531606,2051332,2,7111162,2097153,0,0,0,19.6132,3211264,1384499,0,0,0.415091,99.7242,205520896,0,45801472,524288,91783168,5767168,0,13860864,7.17028,0,1,7,0,25.7771,1024,6248,0,0,63
conv,8036,524288,128,8,16,1,8,1,4,1,0,8,16,7,26222644,7038253,2,32735294,7471113,0,0,79.7056,30.1093,1605632,1388050,7572124,2829084,0.418722,99.8933,205520896,0,238510080,25690112,296255488,42467328,0,29802496,1.52179,0,1,4,0,15.7519,1024,6160,392,0,32
conv,7994,524288,128,8,16,1,8,1,4,1,1,8,16,7,26534171,7040954,2,32801262,7471149,0,0,79.7395,19.6035,3211268,1386777,7547137,2774756,0.418442,99.9449,205520896,0,238510080,25690112,321945600,42467328,0,30605312,1.50807,0,1,4,0,15.6275,1024,6248,392,0,32
conv,1620,524288,128,8,16,1,8,1,4,7,0,8,16,3,529043,2039161,2,8208634,2051357,0,0,20.4885,30.0437,1605632,1394581,464058,454300,0.41625,99.6559,205520896,0,46325760,524288,88113152,17825792,0,14139392,7.5432,0,1,7,0,25.4669,1024,6160,104,0,63
conv,1691,524288,128,8,16,1,8,1,4,7,1,8,16,2,745056,1035123,2,7111186,1048577,0,0,0,19.6015,3211264,1387252,0,0,0.414382,99.8251,205520896,0,45801472,524288,90734592,5767168,0,13828096,7.33864,0,1,7,0,26.2576,1024,6248,0,0,63
conv,6339,262144,128,8,16,1,8,2,1,1,0,8,16,6,15053305,6686164,2,28900922,7864321,0,0,72.6884,20.5412,1028096,1619614,6242841,1808415,0.245896,99.7881,205520896,0,134578176,13107200,237912064,25952256,0,22077440,1.90776,0,1,4,0,13.5273,1024,10640,448,0,32
conv,6067,262144,128,8,16,1,8,2,1,1,1,8,16,6,15323119,6531963,2,29030138,7864321,0,0,72.7724,22.8725,983040,1394803,6284562,1908565,0.245728,99.8551,205520896,0,134545408,13107200,245252096,36175872,0,22618112,1.98853,0,1,4,0,14.0032,1024,10792,448,0,40
conv,3025,262144,128,8,16,1,8,2,1,7,0,8,16,6,1885623,7282103,2,11551642,8421757,0,0,49.8315,20.1383,1028096,1672584,1654454,1799333,0.24331,99.7768,205520896,0,35749888,262144,107626496,13893632,0,14032896,4.05465,0,1,5,0,16.979,1024,10640,520,0,63
conv,1965,262144,128,8,16,1,8,2,1,7,1,8,16,5,570365,5256093,2,7435166,5667517,0,0,23.3585,22.6819,983040,1414784,686864,781398,0.245214,99.5074,205520896,0,35749888,262144,78266368,14942208,0,13148160,6.31919,0,1,6,0,21.1992,1024,10792,288,0,63
conv,5919,262144,128,8,16,1,8,2,2,1,0,8,16,6,15038333,5209586,2,28712646,5767169,0,0,76.9707,20.4493,1028096,1631521,6292330,1858547,0.245805,99.7593,205520896,0,122716160,13107200,235814912,50069504,0,22380544,2.0482,0,1,4,0,14.8554,1024,10640,448,0,32
conv,5995,262144,128,8,16,1,8,2,2,1,1,8,16,6,15331380,5223861,2,29088366,5767169,0,0,77.1996,22.918,983040,1390078,6295884,1786746,0.24593,99.7716,205520896,0,122781696,13107200,243154944,56360960,0,22822912,2.04698,0,1,4,0,13.8658,1024,10792,448,0,38
conv,2718,262144,128,8,16,1,8,2,2,7,0,8,16,5,1876329,5860991,2,11624426,6435965,0,0,55.9786,20.2933,1028096,1651962,1633222,1750847,0.243325,99.651,205520896,0,37748736,262144,107888640,20709376,0,14295040,4.49779,0,1,5,0,17.9986,1024,10640,528,0,63
conv,1714,262144,128,8,16,1,8,2,2,7,1,8,16,4,681216,2965106,2,6979094,3182205,0,0,21.5083,22.8686,983040,1395211,482068,582038,0.244981,99.6014,205520896,0,37781504,262144,68567040,19660800,0,13041664,7.13649,0,1,6,0,22.1035,1024,10792,216,0,63
conv,5886,262144,128,8,16,1,8,2,4,1,0,8,16,6,15221100,4531685,2,28826618,4718593,0,0,79.4794,20.2877,1028096,1652695,6293926,1820290,0.245831,99.8293,205520896,0,122716160,13107200,234766336,37224448,0,21946368,2.07302,0,1,4,0,15.135,1024,10640,448,0,32
conv,5883,262144,128,8,16,1,8,2,4,1,1,8,16,6,15287677,4524040,2,28800366,4718593,0,0,79.4217,22.8541,983040,1396719,6277193,1839922,0.245896,99.7957,205520896,0,122716160,13107200,242106368,57933824,0,22822912,2.04193,0,1,4,0,14.5677,1024,10792,448,0,40
conv,3075,262144,128,8,16,1,8,2,4,7,0,8,16,5,2483973,5571751,2,12159850,5899777,0,0,61.8012,20.0971,1028096,1678128,1745044,2094804,0.245623,99.9486,205520896,0,37847040,262144,111296512,12320768,0,14163968,3.94717,0,1,5,0,16.2915,1024,10640,584,0,63
