Kernel name,Computation duration (us),Global size,Local size,TBX,TBY,LOCAL,WPTX,WPTY,VECTOR,UNROLL_FACTOR,PADDING,TBX_XL,TBY_XL,dram_utilization,dram_read_transactions,dram_write_transactions,l2_utilization,l2_read_transactions,l2_write_transactions,tex_utilization,tex_cache_transactions,local_memory_overhead,shared_utilization,shared_efficiency,shared_load_transactions,shared_store_transactions,local_load_transactions,local_store_transactions,achieved_occupancy,sm_efficiency,inst_fp_32,inst_fp_64,inst_integer,inst_control,inst_compute_ld_st,inst_misc,inst_bit_convert,inst_executed,single_precision_fu_utilization,flop_sp_efficiency,double_precision_fu_utilization,flop_dp_efficiency,special_fu_utilization,cf_fu_utilization,ldst_fu_utilization,tex_fu_utilization,issue_slot_utilization,warp_execution_efficiency,warp_nonpred_execution_efficiency,Maximum work-group size,Local memory size,Private memory size,Constant memory size,Registers count
conv,22324,15859712,242,8,16,2,2,1,1,7,1,11,22,1,2493291,2108473,1,29880272,6684674,4,74711040,0,4,37.0163,40370176,1966080,0,0,0.811688,99.9907,822083584,0,462684160,15859712,961019904,379453440,0,115867648,2,6.03124,0,0,0,1,2,4,19.3573,71.4579,71.2316,1024,2024,0,0,32
conv,56591,15859712,242,8,16,2,2,1,2,1,0,11,22,6,16563379,63914235,3,166649168,82968578,5,216006656,89.3224,1,67.9332,22020096,1048576,282591232,80740352,0.903337,99.9968,822083584,0,4412801024,450232320,1625554944,596639744,0,366477312,3,2.38077,0,0,0,1,1,6,25.6913,68.3409,67.4267,1024,1936,224,0,32
conv,55863,15859712,242,8,16,2,2,1,2,1,1,11,22,6,17045169,65644604,3,166389230,82968578,5,216006656,89.3224,2,37.0163,40370176,1966080,282591232,80740352,0.912387,99.9949,822083584,0,4412801024,450232320,1876295680,286261248,0,363462656,3,2.4092,0,0,0,1,1,6,31.7638,68.395,67.4732,1024,2024,224,0,32
conv,21372,15859712,242,8,16,2,2,1,2,7,0,11,22,1,2493237,2108633,1,24833868,2228226,4,74711040,0,3,67.9332,22020096,1048576,0,0,0.628418,99.9919,822083584,0,513015808,47579136,686030848,329121792,0,104988672,2,6.30003,0,0,0,1,1,4,19.5446,72.0935,71.3717,1024,1936,0,0,37
conv,21370,15859712,242,8,16,2,2,1,2,7,1,11,22,1,2593739,2108565,1,24834092,2228226,4,74711040,0,5,37.0163,40370176,1966080,0,0,0.827936,99.9889,822083584,0,513015808,47579136,936771584,396230656,0,119668736,2,6.30237,0,0,0,1,2,4,21.8036,71.5498,70.9166,1024,2024,0,0,32
conv,39486,6848512,209,8,16,2,2,2,1,1,0,11,19,7,23710687,43568229,3,130083446,52805634,4,149159936,85.9019,2,34.4055,24117248,2752512,220594176,46137344,0.922921,99.9927,822083584,0,2072543232,267157504,1120141312,794787840,0,233209856,3,3.40263,0,0,0,1,1,6,23.5684,69.3652,68.0277,1024,3344,256,0,32
conv,36666,6848512,209,8,16,2,2,2,1,1,1,11,19,3,3866752,19268945,3,130083206,52805634,5,149159936,85.9019,2,33.5863,24510464,3014656,220594176,46137344,0.513862,99.9925,822083584,0,2072543232,267157504,1136918528,786399232,0,233603072,3,3.51547,0,0,0,1,1,6,24.1348,69.3606,68.0254,1024,3496,256,0,42
conv,11726,6848512,209,8,16,2,2,2,1,7,0,11,19,2,2363855,2106153,2,19266642,6668290,4,38862848,0,5,34.4055,24117248,2752512,0,0,0.835596,99.98,822083584,0,376406016,34242560,411303936,176422912,0,79757312,3,11.4982,0,0,0,1,1,4,28.4873,72.0291,71.3281,1024,3344,0,0,32
conv,11724,6848512,209,8,16,2,2,2,1,7,1,11,19,2,2234285,2106293,2,19267178,6668290,4,38862848,0,5,33.5863,24510464,3014656,0,0,0.632097,99.981,822083584,0,376406016,34242560,428081152,179077120,0,80576512,3,11.5049,0,0,0,1,1,4,28.5182,72.0504,71.3565,1024,3496,0,0,34
conv,39026,6848512,209,8,16,2,2,2,2,1,0,11,19,7,23554654,43333304,3,125137880,48365570,4,149159936,90.4338,2,35.712,24117248,1769472,220594176,46137344,0.91563,99.9939,822083584,0,1947041792,239763456,1084358656,743768064,0,224493568,3,3.44195,0,0,0,1,1,6,22.6199,68.4357,67.3323,1024,3344,256,0,32
conv,38761,6848512,209,8,16,2,2,2,2,1,1,11,19,2,3556044,14161740,3,125138220,48365570,5,149159936,90.4338,2,34.3636,24510464,2392064,220594176,46137344,0.454138,99.9915,822083584,0,1947041792,239763456,1107984384,672464896,0,222167040,3,3.44851,0,0,0,1,1,6,22.3249,68.4817,67.3668,1024,3496,256,0,46
conv,10932,6848512,209,8,16,2,2,2,2,7,0,11,19,2,2234243,2106001,1,14581070,2228226,4,38862848,0,5,35.712,24117248,1769472,0,0,0.871909,99.9862,822083584,0,359366656,20545536,375521280,189005824,0,78282752,3,12.3395,0,0,0,1,1,4,30.2079,70.9593,70.5185,1024,3344,0,0,32
conv,10926,6848512,209,8,16,2,2,2,2,7,1,11,19,2,2363977,2107893,1,14581086,2228226,4,38862848,0,6,34.3636,24510464,2392064,0,0,0.879388,99.9818,822083584,0,359366656,20545536,399147008,184811520,0,79101952,3,12.3402,0,0,0,1,1,4,30.51,70.9921,70.5559,1024,3496,0,0,32
conv,26589,3244032,198,8,16,2,2,4,1,1,0,11,18,6,9833873,26155459,3,108429374,35520514,5,115736576,86.0433,2,46.9547,10485760,2359296,189595648,28835840,0.649678,99.9851,822083584,0,1291878400,157908992,847380480,592183296,0,168427520,3,5.0547,0,0,0,1,1,6,25.1613,69.9951,68.8619,1024,6160,320,0,40
conv,28601,3244032,198,8,16,2,2,4,1,1,1,11,18,4,4480357,17211715,3,108559102,35520514,5,115736576,86.0433,2,36.5203,14090240,2424832,189595648,28835840,0.464759,99.9595,822083584,0,1291878400,157908992,857866240,590086144,0,168820736,3,4.70296,0,0,0,1,1,6,23.3264,69.9874,68.8568,1024,6440,320,0,48
conv,6540,3244032,198,8,16,2,2,4,1,7,0,11,18,3,2205779,2107917,2,13501668,6684674,4,20938752,0,5,46.9547,10485760,2359296,0,0,0.536931,99.968,822083584,0,337608704,16220160,253886464,100499456,0,68141056,5,20.6931,0,0,0,1,1,4,46.4559,70.8719,70.1806,1024,6160,0,0,46
conv,6525,3244032,198,8,16,2,2,4,1,7,1,11,18,3,2206400,2103573,2,13372244,6684674,4,20938752,0,6,36.5203,14090240,2424832,0,0,0.633283,99.9652,822083584,0,337608704,16220160,264372224,98402304,0,68534272,5,20.7055,0,0,0,1,1,4,46.8813,70.8478,70.1605,1024,6440,0,0,40
conv,25591,3244032,198,8,16,2,2,4,2,1,0,11,18,6,8495260,24595535,3,104251112,31064066,5,115736576,91.611,1,49.8814,10485760,1605632,189595648,28835840,0.604375,99.9858,822083584,0,1094221824,131956736,813760512,543817728,0,157499392,3,5.25295,0,0,0,1,1,6,24.218,68.4737,67.5765,1024,6160,320,0,36
conv,26651,3244032,198,8,16,2,2,4,2,1,1,11,18,4,4417662,16788087,3,104412608,31064066,5,115736576,91.611,2,37.4491,14090240,2015232,189595648,28835840,0.457856,99.9588,822083584,0,1094221824,131956736,830554112,537526272,0,157908992,3,5.04401,0,0,0,1,1,6,23.0518,68.5039,67.609,1024,6440,320,0,48
conv,5747,3244032,198,8,16,2,2,4,2,7,0,11,18,3,2211794,2103541,2,9095788,2228226,4,20938752,0,5,49.8814,10485760,1605632,0,0,0.618565,99.9472,822083584,0,288849920,9732096,220266496,106790912,0,65175552,5,23.5637,0,0,0,1,1,5,51.3626,69.8781,69.4146,1024,6160,0,0,40
conv,5722,3244032,198,8,16,2,2,4,2,7,1,11,18,4,2471139,2107397,2,9355318,2228226,4,20938752,0,6,37.4491,14090240,2015232,0,0,0.62759,99.9739,822083584,0,288849920,9732096,237060096,93061120,0,65290240,5,23.5275,0,0,0,1,2,5,50.9248,69.9106,69.4393,1024,6440,0,0,40
conv,23479,1531904,187,8,16,2,2,8,1,1,0,11,17,5,8508998,19324607,3,98154005,26853378,5,98959360,86.1411,1,52.9534,5505024,2850816,174096384,20185088,0.452513,99.8729,822083584,0,807927808,59039744,711000064,615989248,0,137625600,3,5.68647,0,0,0,1,1,6,27.8549,68.9604,68.4838,1024,11792,448,0,48
conv,21487,1531904,187,8,16,2,2,8,1,1,1,11,17,6,8418864,19454909,4,98024146,26853378,5,98959360,86.1411,1,44.6384,7684096,2228224,174096384,20185088,0.450401,99.9739,822083584,0,807927808,59039744,718340096,565657600,0,135610368,3,6.26143,0,0,0,1,1,6,31.1796,68.9945,68.5108,1024,12328,448,0,56
conv,4851,1531904,187,8,16,2,2,8,1,7,0,11,17,4,2203273,2104577,2,10716500,6668290,3,11911168,0,4,52.9534,5505024,2850816,0,0,0.433195,99.952,822083584,0,309370880,7659520,175177728,56049664,0,59867136,6,27.9552,0,0,0,1,1,4,58.3812,71.9143,71.5303,1024,11792,0,0,64
conv,4869,1531904,187,8,16,2,2,8,1,7,1,11,17,4,2203259,2102581,2,10586776,6668290,3,11911168,0,5,44.6384,7684096,2228224,0,0,0.434073,99.952,822083584,0,309370880,7659520,182517760,61292544,0,60456960,6,27.8911,0,0,0,1,1,4,58.1406,71.8631,71.4829,1024,12328,0,0,63
conv,21953,1531904,187,8,16,2,2,8,2,1,0,11,17,6,8479268,19250038,3,93806762,22413314,5,98959360,92.4762,1,63.0987,5505024,1507328,174096384,20185088,0.457017,99.9863,822083584,0,752779264,55975936,678461440,611958784,0,134578176,3,6.12316,0,0,0,1,1,6,30.0186,68.2604,67.8337,1024,11792,448,0,48
conv,22476,1531904,187,8,16,2,2,8,2,1,1,11,17,5,8223587,19112494,3,93936246,22413314,5,98959360,92.4762,1,46.3229,7684096,1867776,174096384,20185088,0.455549,99.9767,822083584,0,752779264,55975936,691838976,608813056,0,134971392,3,6.00065,0,0,0,1,1,6,27.1011,68.3005,67.873,1024,12328,448,0,56
conv,3395,1531904,187,8,16,2,2,8,2,7,0,11,17,6,2203201,2104209,2,6624256,2228226,4,11911168,0,5,63.0987,5505024,1507328,0,0,0.435662,99.9046,822083584,0,254222336,4595712,142639104,52019200,0,56819712,8,39.9856,0,0,0,1,2,5,79.4098,70.4148,70.1539,1024,11792,0,0,56
conv,3616,1531904,187,8,16,2,2,8,2,7,1,11,17,5,2203263,2102105,2,6499012,2228226,4,11911168,0,6,46.3229,7684096,1867776,0,0,0.438985,99.9517,822083584,0,254222336,4595712,156016640,50970624,0,57311232,8,37.5374,0,0,0,1,2,4,75.5187,70.488,70.2245,1024,12328,0,0,56
conv,40624,7208960,220,8,16,2,4,1,1,1,0,10,22,7,23900100,42498767,3,152725066,54263810,5,164233216,84.5384,1,70.5357,11468800,2752512,256901120,45875200,0.83908,99.9916,822083584,0,2413559808,222953472,1392771072,178126848,0,195461120,2,3.30667,0,0,0,1,1,6,19.711,81.1756,80.4107,1024,3344,280,0,31
conv,40783,7208960,220,8,16,2,4,1,1,1,1,10,22,7,23693791,42386169,3,152724794,54263810,5,164233216,84.5384,1,75.4002,11468800,1835008,256901120,45875200,0.837684,99.9911,822083584,0,2413559808,222953472,1539571712,178126848,0,201195520,2,3.28665,0,0,0,1,1,6,20.3255,81.1421,80.399,1024,3432,280,0,32
conv,10408,7208960,220,8,16,2,4,1,1,7,0,10,22,2,2104057,2104405,2,23495784,8388610,4,35782656,0,3,70.5357,11468800,2752512,0,0,0.46117,99.9836,822083584,0,241434624,7208960,423886848,158334976,0,62390272,3,12.9525,0,0,0,1,1,4,25.4138,83.1473,82.7928,1024,3344,0,0,52
conv,10491,7208960,220,8,16,2,4,1,1,7,1,10,22,2,2173735,2104321,2,23543116,8388610,4,35782656,0,3,75.4002,11468800,1835008,0,0,0.620337,99.9814,822083584,0,241434624,7208960,570687488,208666624,0,70090752,3,12.8431,0,0,0,1,2,4,26.5104,82.8015,82.486,1024,3432,0,0,40
conv,39203,7208960,220,8,16,2,4,1,2,1,0,10,22,7,24130984,42364592,3,144732140,50069506,5,164233216,89.7285,1,76.5312,11468800,1638400,256901120,45875200,0.866045,99.9939,822083584,0,2496397312,208535552,1356988416,148045824,0,195428352,2,3.4436,0,0,0,1,1,6,20.6981,81.2186,80.4651,1024,3344,280,0,31
conv,39905,7208960,220,8,16,2,4,1,2,1,1,10,22,7,23599642,42263095,3,144732292,50069506,5,164233216,89.7285,1,75.4002,11468800,1835008,256901120,45875200,0.840427,99.988,822083584,0,2496397312,222953472,1517486080,140836864,0,202080256,2,3.34582,0,0,0,1,1,6,20.9481,81.0939,80.4098,1024,3432,280,0,31
conv,9398,7208960,220,8,16,2,4,1,2,7,0,10,22,2,2233907,2106477,2,16022138,4194306,4,35782656,0,3,76.5312,11468800,1638400,0,0,0.473917,99.9759,822083584,0,339410944,7208960,388104192,183500800,0,65634304,3,14.3378,0,0,0,1,1,5,30.1095,83.4373,82.8601,1024,3344,0,0,48
conv,9402,7208960,220,8,16,2,4,1,2,7,1,10,22,2,2363549,2108361,2,16022074,4194306,4,35782656,0,3,75.4002,11468800,1835008,0,0,0.643228,99.9774,822083584,0,339410944,21626880,548601856,176291840,0,72286208,3,14.3508,0,0,0,1,2,5,30.8505,82.9471,82.4853,1024,3432,0,0,40
conv,27614,3112960,190,8,16,2,4,2,1,1,0,10,19,6,11909196,24726748,4,132232132,34603010,6,133562368,84.5237,2,43.0572,10223616,3670016,228720640,26214400,0.677016,99.9745,822083584,0,1078231040,137003008,991035392,314507264,0,129630208,2,4.86717,0,0,0,1,1,7,18.8466,81.7295,80.5865,1024,5776,320,0,32
conv,26061,3112960,190,8,16,2,4,2,1,1,1,10,19,3,3174649,13102840,4,132232148,34603010,6,133562368,84.5237,1,54.6594,8388608,2555904,228720640,26214400,0.451415,99.9795,822083584,0,1078231040,137003008,1032978432,438239232,0,136101888,2,5.12496,0,0,0,1,1,7,20.7068,81.6473,80.5586,1024,5928,320,0,42
conv,7121,3112960,190,8,16,2,4,2,1,7,0,10,19,3,2104673,2104521,2,17352852,8388610,3,19202048,0,5,43.0572,10223616,3670016,0,0,0.308174,99.9649,822083584,0,200736768,28016640,217186304,94437376,0,51724288,3,18.8149,0,0,0,1,1,4,32.9017,83.1565,82.3151,896,5776,0,0,68
conv,6393,3112960,190,8,16,2,4,2,1,7,1,10,19,3,2104559,2107837,3,17482516,8388610,4,19202048,0,4,54.6594,8388608,2555904,0,0,0.449449,99.9687,822083584,0,200736768,28016640,259129344,104923136,0,53772288,4,21.2837,0,0,0,1,1,4,37.4892,83.0363,82.2269,1024,5928,0,0,54
conv,26265,3112960,190,8,16,2,4,2,2,1,0,10,19,6,11422020,24372909,4,125563692,30408706,6,133562368,90.43,1,48.5539,10223616,2097152,228720640,26214400,0.665071,99.98,822083584,0,1050722304,130154496,958988288,311853056,0,127647744,2,5.11217,0,0,0,1,1,7,19.4583,81.3005,80.1474,1024,5776,320,0,32
conv,24910,3112960,190,8,16,2,4,2,2,1,1,10,19,3,3165901,12710514,4,125563860,30408706,6,133562368,90.43,1,57.5907,8388608,1998848,228720640,26214400,0.45619,99.9759,822083584,0,1050722304,130154496,1006845952,427196416,0,133988352,2,5.47178,0,0,0,1,1,7,21.7423,81.2596,80.161,1024,5928,320,0,42
conv,5079,3112960,190,8,16,2,4,2,2,7,0,10,19,4,2104521,2104173,2,10684452,4194306,5,19202048,0,6,48.5539,10223616,2097152,0,0,0.381476,99.9604,822083584,0,244432896,15564800,185139200,98304000,0,51920896,5,26.8709,0,0,0,1,1,5,48.2601,82.67,82.1878,1024,5776,0,0,64
conv,5175,3112960,190,8,16,2,4,2,2,7,1,10,19,4,2232857,2107949,2,10942644,4194306,4,19202048,0,5,57.5907,8388608,1998848,0,0,0.451311,99.956,822083584,0,244432896,15564800,232996864,92012544,0,53510144,5,26.134,0,0,0,1,1,5,46.772,82.6422,82.1743,1024,5928,0,0,48
conv,23089,1474560,180,8,16,2,4,4,1,1,0,10,18,4,4805512,13766154,4,122148636,24772610,6,118292480,84.4944,1,41.3634,6225920,3342336,214630400,16384000,0.44386,99.9477,822083584,0,568721408,64651264,856227840,323158016,0,102670336,2,5.8353,0,0,0,1,1,7,17.0423,80.8875,80.1973,1024,10640,400,0,39
conv,23449,1474560,180,8,16,2,4,4,1,1,1,10,18,2,2805653,5936919,4,121971898,24772610,6,118292480,84.4944,1,38.3942,6881280,3768320,214630400,16384000,0.303147,99.9523,822083584,0,568721408,64651264,859373568,377683968,0,104923136,2,5.72958,0,0,0,1,1,7,16.8936,80.8684,80.193,896,10920,400,0,65
conv,5372,1474560,180,8,16,2,4,4,1,7,0,10,18,4,2335857,2105769,3,14314444,8388610,3,10977280,0,4,41.3634,6225920,3342336,0,0,0.307227,99.9626,822083584,0,179273728,13271040,143196160,47382528,0,46301184,4,25.126,0,0,0,1,1,3,41.4304,81.9533,81.3429,768,10640,0,0,80
conv,5862,1474560,180,8,16,2,4,4,1,7,1,10,18,3,2206819,2106225,3,14444292,8388610,2,10977280,0,4,38.3942,6881280,3768320,0,0,0.23367,99.9641,822083584,0,179273728,13271040,146341888,53673984,0,46669824,4,23.0679,0,0,0,1,1,3,38.4409,81.9379,81.3323,640,10920,0,0,96
conv,25012,1474560,180,8,16,2,4,4,2,1,0,10,18,3,4827247,13595144,3,115866654,20578306,5,118292480,90.92,1,47.7396,6225920,2064384,214630400,16384000,0.455571,99.9452,822083584,0,591544320,58753024,826048512,207110144,0,97787904,2,5.28514,0,0,0,1,1,6,13.7024,80.7474,80.0693,1024,10640,400,0,40
conv,26708,1474560,180,8,16,2,4,4,2,1,1,10,18,3,4054921,11541471,3,115996092,20578306,5,118292480,90.92,1,41.3183,6881280,3014656,214630400,16384000,0.37722,99.9316,822083584,0,591544320,58753024,834641920,270024704,0,100564992,2,4.97869,0,0,0,1,1,6,13.1702,80.7444,80.0803,1024,10920,400,0,54
conv,3806,1474560,180,8,16,2,4,4,2,7,0,10,18,5,2210618,2103761,2,8162120,4194306,4,10977280,0,5,47.7396,6225920,2064384,0,0,0.301566,99.9425,822083584,0,202096640,7372800,113016832,50872320,0,46088192,6,35.5862,0,0,0,1,1,4,58.8261,81.5711,81.0567,768,10640,0,0,80
conv,3862,1474560,180,8,16,2,4,4,2,7,1,10,18,5,2340841,2105537,2,8162248,4194306,4,10977280,0,6,41.3183,6881280,3014656,0,0,0.304837,99.9515,822083584,0,202096640,7372800,121610240,44580864,0,46161920,6,35.1371,0,0,0,1,1,4,58.4036,81.6071,81.0831,768,10920,0,0,80
conv,22549,696320,170,8,16,2,4,8,1,1,0,10,17,2,3307635,7259241,4,116976242,19857410,6,110624768,84.4766,1,36.6794,4825088,3473408,207585280,11468800,0.221226,99.9411,822083584,0,524124160,31956992,803504128,400183296,0,100798464,2,5.8848,0,0,0,1,1,6,17.893,80.4402,80.0438,1024,20368,560,0,56
conv,22381,696320,170,8,16,2,4,8,1,1,1,10,17,2,3548063,7304842,4,117106060,19857410,6,110624768,84.4766,1,36.6811,5042176,3211264,207585280,11468800,0.227321,99.9452,822083584,0,524124160,31956992,805076992,439504896,0,102395904,2,6.0046,0,0,0,1,1,6,18.3762,80.4333,80.0431,768,20904,560,0,80
conv,6474,696320,170,8,16,2,4,8,1,7,0,10,17,3,2462787,2107053,2,13054354,8388610,2,6832128,0,3,37.6111,4358144,3473408,0,0,0.157013,99.9484,822083584,0,233496576,6266880,106201088,33705984,0,46624768,4,20.8936,0,0,0,1,1,2,35.4962,80.9472,80.5469,512,20368,0,0,128
conv,6467,696320,170,8,16,2,4,8,1,7,1,10,17,3,2203419,2105133,2,12924696,8388610,2,6832128,0,3,38.2266,4751360,3211264,0,0,0.15712,99.899,822083584,0,233496576,6266880,108298240,36282368,0,46804992,4,20.871,0,0,0,1,1,2,35.2489,80.9475,80.5488,512,20904,0,0,128
conv,21643,696320,170,8,16,2,4,8,2,1,0,10,17,2,3333219,7236031,4,111082198,15663106,6,110624768,91.2215,1,44.7127,4825088,1982464,207585280,11468800,0.219208,99.8939,822083584,0,481112064,29171712,774258688,371822592,0,96845824,2,6.16972,0,0,0,1,1,6,18.1113,80.3138,79.974,1024,20368,560,0,60
conv,21677,696320,170,8,16,2,4,8,2,1,1,10,17,2,3614191,7230232,4,111212016,15663106,6,110624768,91.2215,1,39.6314,5042176,2596864,207585280,11468800,0.228286,99.9144,822083584,0,481112064,29171712,781045760,434040832,0,99536896,2,6.24329,0,0,0,1,1,6,18.4999,80.3114,79.9783,768,20904,560,0,80
conv,4572,696320,170,8,16,2,4,8,2,7,0,10,17,4,2462911,2106789,2,7160378,4194306,2,6832128,0,3,46.4551,4358144,1982464,0,0,0.160218,99.9499,822083584,0,181047296,3481600,76955648,28868608,0,43225088,5,29.6501,0,0,0,1,1,2,46.9522,80.6933,80.4247,512,20368,0,0,128
conv,4571,696320,170,8,16,2,4,8,2,7,1,10,17,4,2203499,2102849,2,6900908,4194306,2,6832128,0,4,41.4228,4751360,2596864,0,0,0.159357,99.941,822083584,0,181047296,3481600,84267008,27295744,0,43442176,5,29.7315,0,0,0,1,1,2,46.8862,80.7084,80.4356,512,20904,0,0,128
conv,33510,3244032,198,8,16,2,8,1,1,1,0,9,22,7,27342031,28821085,3,145371472,45678594,5,133464064,75.8449,2,40.7901,15253504,2424832,231211008,28901376,0.742409,99.9911,822083584,0,1295974400,110395392,1197604864,87162880,0,137084928,2,4.02002,0,0,0,1,1,6,18.0277,80.6741,80.0877,1024,6160,392,0,32
conv,33538,3244032,198,8,16,2,8,1,1,1,1,9,22,7,27813661,28888915,3,145500780,45678594,5,133464064,75.8449,2,39.0182,16056320,2424832,231211008,28901376,0.743018,99.9929,822083584,0,1295974400,110395392,1300365312,89260032,0,141180928,2,4.00818,0,0,0,1,1,6,18.5495,80.6545,80.0852,1024,6248,392,0,32
conv,11844,3244032,198,8,16,2,8,1,1,7,0,9,22,2,2363615,2108721,3,29506030,16777218,2,17858560,0,4,40.7901,15253504,2424832,0,0,0.157986,99.9749,822083584,0,135856128,3244032,272760832,96501760,0,51314688,2,11.3874,0,0,0,1,1,2,19.4754,81.238,81.0225,640,6160,0,0,84
conv,10948,3244032,198,8,16,2,8,1,1,7,1,9,22,2,2104019,2104369,3,29246420,16777218,2,17858560,0,4,39.0182,16056320,2424832,0,0,0.318975,99.9784,822083584,0,135856128,3244032,375521280,93257728,0,55214080,2,12.2769,0,0,0,1,1,2,21.176,81.1332,80.9329,896,6248,0,0,72
conv,31900,3244032,198,8,16,2,8,1,2,1,0,9,22,7,26284662,28541520,3,132755404,37289986,5,133464064,85.2421,2,41.0564,15253504,2310144,231211008,28901376,0.730428,99.9902,822083584,0,1335001088,129859584,1163984896,91783168,0,138543104,2,4.22938,0,0,0,1,1,6,19.2688,80.6203,79.91,1024,6160,392,0,31
conv,31657,3244032,198,8,16,2,8,1,2,1,1,9,22,7,26274525,28552548,3,132755312,37289986,5,133464064,85.2421,2,39.0182,16056320,2424832,231211008,28901376,0.73623,99.9844,822083584,0,1335001088,129859584,1279361024,93880320,0,143097856,2,4.25031,0,0,0,1,1,6,20.0783,80.6196,79.9319,1024,6248,392,0,31
conv,7924,3244032,198,8,16,2,8,1,2,7,0,9,22,3,2281371,2106665,2,16890618,8388610,3,17858560,0,5,41.0564,15253504,2310144,0,0,0.158595,99.9726,822083584,0,239271936,3244032,239140864,85819392,0,53493760,3,17.0223,0,0,0,1,1,3,31.1004,81.5295,81.1753,640,6160,0,0,84
conv,6938,3244032,198,8,16,2,8,1,2,7,1,9,22,3,2104095,2108289,2,16760636,8388610,3,17858560,0,6,39.0182,16056320,2424832,0,0,0.323969,99.9708,822083584,0,236027904,9732096,354516992,104693760,0,58933248,4,19.5007,0,0,0,1,2,3,37.4703,81.2378,80.9737,896,6248,0,0,72
conv,31850,1400832,171,8,16,2,8,2,1,1,0,9,19,3,7580610,15469112,3,133649250,33292290,4,119373824,75.6094,1,37.7219,8060928,3473408,218529792,16515072,0.445021,99.9628,822083584,0,508887040,75194368,951648256,315351040,0,104693760,1,4.21571,0,0,0,1,1,5,11.0408,80.5546,79.7912,1024,10640,448,0,32
conv,32216,1400832,171,8,16,2,8,2,1,1,1,9,19,3,5378348,12933325,3,133583452,33292290,4,119373824,75.6094,1,39.8742,8749056,2162688,218529792,16515072,0.378051,99.9375,822083584,0,508887040,75194368,981008384,198959104,0,101294080,1,4.20897,0,0,0,1,1,5,10.4552,80.5732,79.7842,1024,10792,448,0,40
conv,10578,1400832,171,8,16,2,8,2,1,7,0,9,19,2,2234185,2104465,3,23929364,16777218,1,10108928,0,3,37.7219,8060928,3473408,0,0,0.153822,99.9462,822083584,0,119513088,23814144,145293312,54255616,0,45252608,2,12.7044,0,0,0,1,1,2,20.2262,81.2732,80.4484,512,10640,0,0,124
conv,9537,1400832,171,8,16,2,8,2,1,7,1,9,19,2,2314305,2108333,3,24009532,16777218,2,10108928,0,3,39.8742,8749056,2162688,0,0,0.218337,99.9485,822083584,0,119513088,23814144,174653440,47964160,0,46153728,3,14.1135,0,0,0,1,1,2,22.7842,81.2483,80.4396,640,10792,0,0,94
conv,29647,1400832,171,8,16,2,8,2,2,1,0,9,19,4,7921568,15721633,3,122688400,24903682,5,119373824,85.5233,1,43.1108,8060928,2031616,218529792,16515072,0.454853,99.9073,822083584,0,571359232,63987712,921468928,101384192,0,96985088,2,4.53977,0,0,0,1,1,5,10.9732,80.5669,79.9183,1024,10640,448,0,32
conv,30981,1400832,171,8,16,2,8,2,2,1,1,9,19,3,6166485,13436441,3,122558690,24903682,5,119373824,85.5233,1,40.1759,8749056,2080768,218529792,16515072,0.37698,99.9394,822083584,0,571359232,63987712,956276736,180027392,0,101400576,2,4.44276,0,0,0,1,1,5,11.0811,80.555,79.9347,1024,10792,448,0,48
conv,6784,1400832,171,8,16,2,8,2,2,7,0,9,19,3,2364007,2108573,2,13163970,8388610,2,10108928,0,4,43.1108,8060928,2031616,0,0,0.153072,99.965,822083584,0,181985280,12607488,115113984,43712512,0,45490176,4,19.8775,0,0,0,1,1,2,32.306,81.1988,80.7525,512,10640,0,0,125
conv,5645,1400832,171,8,16,2,8,2,2,7,1,9,19,3,2104455,2108197,3,13034056,8388610,2,10108928,0,5,40.1759,8749056,2080768,0,0,0.232037,99.9654,822083584,0,181985280,12607488,149921792,39518208,0,46669824,4,23.995,0,0,0,1,1,3,39.7786,81.1962,80.7613,640,10792,0,0,94
conv,30884,663552,162,8,16,2,8,4,1,1,0,9,18,2,3629425,6585012,3,127690076,27099138,4,112394240,75.464,1,22.914,7725056,5308416,212189184,10321920,0.224142,99.9153,822083584,0,402497536,36970496,888963072,265658368,0,94707712,1,4.33218,0,0,0,1,1,5,10.8466,80.192,79.7247,1024,19600,560,0,48
conv,31244,663552,162,8,16,2,8,4,1,1,1,9,18,2,3497667,6536733,3,127690244,27099138,4,112394240,75.464,1,34.2422,5591040,3178496,212189184,10321920,0.226489,99.8867,822083584,0,402497536,36970496,891060224,357933056,0,98394112,1,4.29861,0,0,0,1,1,5,11.1704,80.1848,79.735,896,19880,560,0,72
conv,10016,663552,162,8,16,2,8,4,1,7,0,9,18,2,2468617,2107577,2,21336386,16777218,1,6299648,0,3,23.4119,7168000,5308416,0,0,0.15227,99.8365,822083584,0,106135552,11280384,103579648,28680192,0,41926656,2,13.4071,0,0,0,1,1,1,20.2764,80.4312,79.8835,384,19600,0,0,163
conv,9796,663552,162,8,16,2,8,4,1,7,1,9,18,2,2468957,2107865,3,21336382,16777218,1,6299648,0,2,35.1047,5328896,3178496,0,0,0.15357,99.9168,822083584,0,106135552,11280384,105152512,27107328,0,41926656,2,13.8783,0,0,0,1,1,1,20.9921,80.4312,79.8835,384,19880,0,0,156
