Kernel name,Computation duration (us),Global size,Local size,TBX,TBY,LOCAL,WPTX,WPTY,VECTOR,UNROLL_FACTOR,PADDING,TBX_XL,TBY_XL,dram_utilization,dram_read_transactions,dram_write_transactions,l2_utilization,l2_read_transactions,l2_write_transactions,tex_utilization,tex_cache_transactions,local_memory_overhead,shared_utilization,shared_efficiency,shared_load_transactions,shared_store_transactions,local_load_transactions,local_store_transactions,achieved_occupancy,sm_efficiency,inst_fp_32,inst_fp_64,inst_integer,inst_control,inst_compute_ld_st,inst_misc,inst_bit_convert,inst_executed,single_precision_fu_utilization,flop_sp_efficiency,double_precision_fu_utilization,flop_dp_efficiency,special_fu_utilization,cf_fu_utilization,ldst_fu_utilization,tex_fu_utilization,issue_slot_utilization,warp_execution_efficiency,warp_nonpred_execution_efficiency,Maximum work-group size,Local memory size,Private memory size,Constant memory size,Registers count
conv,29934,2097152,256,16,16,0,4,2,4,1,0,16,16,4,7481495,20739690,4,184348488,23068674,5,125304832,54.3554,0,0,0,0,182976512,20971520,0.714209,99.9781,822083584,0,985661440,104857600,1069547520,297795584,0,103350272,2,4.49064,0,0,0,1,1,6,13.7614,100,99.1756,1024,0,320,0,37
conv,14577,2097152,256,16,16,0,4,2,4,7,0,16,16,2,2363473,2104177,4,92600618,2097154,3,33816576,0,0,0,0,0,0,0,0.476319,99.9689,822083584,0,207618048,2097152,274726912,115343360,0,44433408,2,9.22697,0,0,0,1,1,3,12.6441,100,100,1024,0,0,0,56
conv,23498,1048576,256,16,16,0,4,4,1,1,0,16,16,4,6599856,14424291,4,143424586,21495810,5,105381888,60.0995,0,0,0,0,171704320,13107200,0.588013,99.9501,822083584,0,682622976,52428800,900726784,311427072,0,86966272,2,5.70379,0,0,0,1,1,6,15.1693,100,99.5102,1024,0,400,0,48
conv,9942,1048576,256,16,16,0,4,4,1,7,0,16,16,2,2298871,2106689,4,57442504,8388610,3,19529728,0,0,0,0,0,0,0,0.340071,99.9158,822083584,0,132120576,1048576,173015040,81788928,0,37814272,2,13.5144,0,0,0,1,1,3,16.7176,100,100,768,0,0,0,80
conv,23650,1048576,256,16,16,0,4,4,2,1,0,16,16,5,9577565,15032318,4,143647708,17301506,5,105381888,61.6704,0,0,0,0,171704320,13107200,0.730288,99.8793,822083584,0,535822336,52428800,892338176,203423744,0,78741504,2,5.6721,0,0,0,1,1,6,11.7274,100,99.459,1024,0,400,0,38
conv,9197,1048576,256,16,16,0,4,4,2,7,0,16,16,2,2413377,2109025,4,57572554,4194306,3,19529728,0,0,0,0,0,0,0,0.356135,99.9317,822083584,0,139460608,1048576,164626432,62914560,0,37191680,2,14.6437,0,0,0,1,1,3,18.2426,100,100,896,0,0,0,72
conv,23604,1048576,256,16,16,0,4,4,4,1,0,16,16,5,9271161,15011788,4,143554474,15204354,5,105381888,62.4871,0,0,0,0,171704320,13107200,0.729159,99.9636,822083584,0,540016640,52428800,888143872,206569472,0,78839808,2,5.71669,0,0,0,1,1,6,12.1087,100,99.4597,1024,0,400,0,40
conv,9082,1048576,256,16,16,0,4,4,4,7,0,16,16,2,2287212,2105837,4,57572594,2097154,3,19529728,0,0,0,0,0,0,0,0.35762,99.9264,822083584,0,143654912,1048576,160432128,47185920,0,36700160,2,14.8437,0,0,0,1,1,3,18.3411,100,100,896,0,0,0,72
conv,20678,524288,256,16,16,0,4,8,1,1,0,16,16,4,6311973,11083242,4,123092010,17563650,5,95420416,65.6786,0,0,0,0,166068224,9175040,0.472965,99.9182,822083584,0,384827392,26214400,798490624,393740288,0,76005376,2,6.51041,0,0,0,1,1,6,14.7477,100,99.7198,1024,0,560,0,64
conv,8021,524288,256,16,16,0,4,8,1,7,0,16,16,3,2332461,2104793,4,40057910,8388610,2,12386304,0,0,0,0,0,0,0,0.241117,99.8844,822083584,0,101711872,524288,115867648,44564480,0,33898496,2,16.8004,0,0,0,1,1,2,19.3515,100,100,512,0,0,0,128
conv,19930,524288,256,16,16,0,4,8,2,1,0,16,16,4,6428179,11078790,4,123092082,13369346,6,95420416,67.7012,0,0,0,0,166068224,9175040,0.479556,99.9358,822083584,0,398458880,26214400,790102016,395837440,0,76234752,2,6.74997,0,0,0,1,1,6,15.3351,100,99.7206,1024,0,560,0,64
conv,6592,524288,256,16,16,0,4,8,2,7,0,16,16,3,2462333,2107769,4,40058130,4194306,2,12386304,0,0,0,0,0,0,0,0.240431,99.8907,822083584,0,107479040,524288,107479040,44564480,0,33816576,3,20.4906,0,0,0,1,1,3,23.4698,100,100,512,0,0,0,128
conv,19801,524288,256,16,16,0,4,8,4,1,0,16,16,4,6529013,11051217,4,123091882,11272194,6,95420416,68.7599,0,0,0,0,166068224,9175040,0.480554,99.9182,822083584,0,402653184,26214400,785907712,318767104,0,73826304,2,6.79455,0,0,0,1,1,6,15.6603,100,99.7115,1024,0,560,0,64
conv,6305,524288,256,16,16,0,4,8,4,7,0,16,16,3,2332525,2104761,4,40057978,2097154,3,12386304,0,0,0,0,0,0,0,0.2385,99.9269,822083584,0,111673344,524288,103284736,44040192,0,33800192,3,21.3856,0,0,0,1,1,3,24.7863,100,100,512,0,0,0,128
conv,51812,2097152,256,16,16,0,8,1,1,1,0,16,16,4,13740989,26337719,4,312271934,42467330,3,141295616,36.2896,0,0,0,0,205520896,25690112,0.712553,99.9699,822083584,0,1201668096,102760448,1249902592,100663296,0,109182976,1,2.58887,0,0,0,1,1,4,9.22901,100,99.5198,1024,0,392,0,36
conv,35776,2097152,256,16,16,0,8,1,1,7,0,16,16,1,2882201,2108977,4,209511090,16777218,2,38535168,0,0,0,0,0,0,0,0.365685,99.9774,822083584,0,127926272,2097152,325058560,79691776,0,42401792,1,3.717,0,0,0,1,1,2,4.77062,100,100,768,0,0,0,80
conv,51607,2097152,256,16,16,0,8,1,2,1,0,16,16,4,14249446,26275538,4,312401486,34078722,3,141295616,37.1705,0,0,0,0,205520896,25690112,0.711833,99.9723,822083584,0,1214251008,102760448,1241513984,104857600,0,109445120,1,2.60181,0,0,0,1,1,4,9.28154,100,99.521,1024,0,392,0,36
conv,35321,2097152,256,16,16,0,8,1,2,7,0,16,16,1,2622959,2107049,4,209251932,8388610,2,38535168,0,0,0,0,0,0,0,0.368155,99.9734,822083584,0,140509184,2097152,316669952,88080384,0,42795008,1,3.79473,0,0,0,1,1,2,4.87058,100,100,768,0,0,0,80
conv,51270,2097152,256,16,16,0,8,1,4,1,0,16,16,4,13852611,26306641,4,312271822,29884418,3,141295616,37.6272,0,0,0,0,205520896,25690112,0.713827,99.98,822083584,0,1216348160,102760448,1237319680,106954752,0,109445120,1,2.61725,0,0,0,1,1,4,9.30918,100,99.521,1024,0,392,0,36
conv,35099,2097152,256,16,16,0,8,1,4,7,0,16,16,1,2622843,2105021,4,209251636,4194306,2,38535168,0,0,0,0,0,0,0,0.369337,99.9814,822083584,0,144703488,2097152,312475648,79691776,0,42532864,1,3.83912,0,0,0,1,1,2,4.91737,100,100,768,0,0,0,80
conv,36903,1048576,256,16,16,0,8,2,1,1,0,16,16,4,14586855,16645974,4,216690396,31457282,4,118226944,45.1502,0,0,0,0,194248704,14680064,0.725453,99.958,822083584,0,642777088,52428800,1002438656,162529280,0,84246528,1,3.64524,0,0,0,1,1,4,8.38205,100,99.4944,1024,0,448,0,40
conv,19912,1048576,256,16,16,0,8,2,1,7,0,16,16,1,2363561,2105053,4,119306682,16777218,2,21102592,0,0,0,0,0,0,0,0.240332,99.9398,822083584,0,92274688,1048576,185597952,72351744,0,36667392,1,6.80772,0,0,0,1,1,2,8.12382,100,100,640,0,0,0,96
conv,35646,1048576,256,16,16,0,8,2,2,1,0,16,16,4,15421078,16644690,4,216949926,23068674,4,118226944,46.7333,0,0,0,0,194248704,14680064,0.723903,99.9054,822083584,0,490733568,52428800,994050048,301989888,0,83591168,1,3.75505,0,0,0,1,1,4,7.86244,100,99.4904,1024,0,448,0,37
conv,19159,1048576,256,16,16,0,8,2,2,7,0,16,16,1,2363473,2107081,4,119422658,8388610,2,21102592,0,0,0,0,0,0,0,0.238372,99.9732,822083584,0,101711872,1048576,177209344,72351744,0,36700160,1,7.02179,0,0,0,1,1,2,8.28691,100,100,640,0,0,0,96
conv,35717,1048576,256,16,16,0,8,2,4,1,0,16,16,4,14862133,16635772,4,216820376,18874370,4,118226944,47.5673,0,0,0,0,194248704,14680064,0.724425,99.9412,822083584,0,492830720,52428800,989855744,311427072,0,83820544,1,3.75974,0,0,0,1,1,4,7.85028,100,99.4918,1024,0,448,0,40
conv,18888,1048576,256,16,16,0,8,2,4,7,0,16,16,1,2363593,2105229,4,119306770,4194306,2,21102592,0,0,0,0,0,0,0,0.232792,99.9728,822083584,0,104857600,1048576,173015040,75497472,0,36765696,1,7.11573,0,0,0,1,1,2,8.65201,100,100,640,0,0,0,96
conv,28864,524288,256,16,16,0,8,4,1,1,0,16,16,3,10438369,11227675,4,168900306,25952258,4,106692608,53.2143,0,0,0,0,188612608,9175040,0.599127,99.8778,822083584,0,355467264,26214400,889716736,268435456,0,74022912,1,4.66102,0,0,0,1,1,5,9.25016,100,99.7123,1024,0,560,0,48
conv,14210,524288,256,16,16,0,8,4,1,7,0,16,16,2,2447629,2105377,4,74464130,16777218,1,12386304,0,0,0,0,0,0,0,0.239296,99.8823,822083584,0,66060288,524288,115867648,35651584,0,32505856,2,9.42308,0,0,0,1,1,2,10.439,100,100,512,0,0,0,128
conv,27776,524288,256,16,16,0,8,4,2,1,0,16,16,4,11169132,11219304,4,169030044,17563650,5,106692608,55.6133,0,0,0,0,188612608,9175040,0.603127,99.9004,822083584,0,362807296,26214400,881328128,320864256,0,75628544,1,4.81774,0,0,0,1,1,5,9.66976,100,99.7184,1024,0,560,0,48
conv,12087,524288,256,16,16,0,8,4,2,7,0,16,16,2,2426839,2105961,4,74464002,8388610,2,12386304,0,0,0,0,0,0,0,0.240366,99.8603,822083584,0,69730304,524288,107479040,38797312,0,32456704,2,10.9307,0,0,0,1,1,2,12.056,100,100,512,0,0,0,128
conv,27483,524288,256,16,16,0,8,4,4,1,0,16,16,4,11026641,11223966,4,169029948,13369346,5,106692608,56.8958,0,0,0,0,188612608,9175040,0.602471,99.895,822083584,0,365428736,26214400,877133824,217579520,0,72351744,1,4.87013,0,0,0,1,1,5,9.30905,100,99.7056,1024,0,560,0,48
conv,11937,524288,256,16,16,0,8,4,4,7,0,16,16,2,2396818,2104357,4,74464342,4194306,2,12386304,0,0,0,0,0,0,0,0.241217,99.956,822083584,0,72351744,524288,103284736,42467328,0,32522240,2,11.2832,0,0,0,1,1,2,12.4328,100,100,512,0,0,0,128
conv,26595,262144,256,16,16,0,8,8,1,1,0,16,16,2,3105272,8118689,4,145069594,23199746,4,100925440,59.1617,0,0,0,0,185794560,6422528,0.243215,99.5738,822083584,0,192413696,13107200,870055936,338690048,0,69992448,1,5.0728,0,0,0,1,1,5,9.87877,100,99.8478,640,0,784,0,96
conv,14229,262144,256,16,16,0,8,8,1,7,0,16,16,2,2464382,2103221,3,52369415,16777218,1,8028160,0,0,0,0,0,0,0,0.123738,99.8531,822083584,0,50855936,262144,81002496,30408704,0,30769152,2,9.41388,0,0,0,1,1,1,10.2274,100,100,384,0,0,0,168
conv,24287,262144,256,16,16,0,8,8,2,1,0,16,16,2,3113548,7898269,4,145199400,14811138,5,100925440,62.2734,0,0,0,0,185794560,6422528,0.241994,99.9556,822083584,0,199229440,13107200,861667328,287834112,0,68354048,1,5.50321,0,0,0,1,1,5,10.6901,100,99.8442,512,0,784,0,123
conv,12314,262144,256,16,16,0,8,8,2,7,0,16,16,2,2334958,2101437,3,52362731,8388610,1,8028160,0,0,0,0,0,0,0,0.12401,99.8297,822083584,0,53739520,262144,72613888,27262976,0,30498816,2,10.9064,0,0,0,1,1,1,11.7612,100,100,256,0,0,0,237
conv,23374,262144,256,16,16,0,8,8,4,1,0,16,16,2,3078340,7754776,4,144940066,10616834,5,100925440,63.9553,0,0,0,0,185794560,6422528,0.243977,99.7454,822083584,0,201588736,13107200,857473024,327417856,0,69533696,1,5.73849,0,0,0,1,1,5,11.211,100,99.8468,512,0,784,0,128
conv,11351,262144,256,16,16,0,8,8,4,7,0,16,16,2,2334448,3152211,3,52231945,6291459,1,8028160,0,0,0,0,0,0,0,0.124375,99.8177,822083584,0,56098816,262144,68419584,28049408,0,30466048,2,11.8222,0,0,0,1,1,1,12.8258,100,100,256,0,0,0,218
conv,52687,16777216,256,16,16,1,1,1,1,1,0,16,16,6,6425801,68059452,3,137160006,104857602,5,211288064,85.1942,3,49.0512,51380224,3014656,205520896,102760448,0.91537,99.9952,822083584,0,9361686528,822083584,3368550400,352321536,0,471859200,4,2.55317,0,0,0,1,1,7,41.3217,100,97.5312,1024,1936,200,0,32
conv,52652,16777216,256,16,16,1,1,1,1,1,1,16,16,6,6395639,68054376,3,137159978,104857602,5,211288064,85.1942,3,49.0512,51380224,3014656,205520896,102760448,0.91122,99.9952,822083584,0,9361686528,822083584,3368550400,352321536,0,471859200,4,2.54865,0,0,0,1,1,7,41.2485,100,97.5312,1024,2024,200,0,32
conv,28402,16777216,256,16,16,1,1,1,1,7,0,16,16,1,2623041,2106625,1,34140064,2097154,5,108527616,0,5,49.0512,51380224,3014656,0,0,0.941426,99.9942,822083584,0,771751936,16777216,1724383232,704643072,0,133693440,1,4.74197,0,0,0,1,2,5,19.453,100,94.424,1024,1936,0,0,31
conv,28398,16777216,256,16,16,1,1,1,1,7,1,16,16,1,2493269,2104585,1,33880186,2097154,5,108527616,0,5,49.0512,51380224,3014656,0,0,0.94159,99.9928,822083584,0,771751936,16777216,1724383232,704643072,0,133693440,1,4.74393,0,0,0,1,2,5,19.4613,100,94.424,1024,2024,0,0,31
conv,35405,8388608,256,16,16,1,1,2,1,1,0,16,16,7,8328297,51002995,3,77886036,60817410,4,114032640,84.2305,2,48.6781,29360128,2555904,115343360,58720256,0.945411,99.9937,822083584,0,3825205248,419430400,1531183104,687865856,0,238813184,3,3.80981,0,0,0,1,1,6,30.7138,100,95.3382,1024,3344,224,0,32
conv,35497,8388608,256,16,16,1,1,2,1,1,1,16,16,7,8419627,51092970,3,77885996,60817410,4,114032640,84.2305,2,48.6781,29360128,2555904,115343360,58720256,0.943545,99.9935,822083584,0,3825205248,419430400,1531183104,687865856,0,238813184,3,3.7989,0,0,0,1,1,6,30.6259,100,95.3382,1024,3496,224,0,32
conv,14570,8388608,256,16,16,1,1,2,1,7,0,16,16,2,2363619,2104357,1,19954254,2097154,5,56360960,0,5,48.6781,29360128,2555904,0,0,0.931164,99.9869,822083584,0,704643072,8388608,952369152,377487360,0,97255424,2,9.25119,0,0,0,1,2,5,26.1524,100,92.0569,1024,3344,0,0,32
conv,14567,8388608,256,16,16,1,1,2,1,7,1,16,16,2,2363641,2106401,1,19954334,2097154,5,56360960,0,5,48.6781,29360128,2555904,0,0,0.931699,99.9885,822083584,0,704643072,8388608,952369152,377487360,0,97255424,2,9.25069,0,0,0,1,2,5,26.1505,100,92.0569,1024,3496,0,0,32
conv,29210,4194304,256,16,16,1,1,4,1,1,0,16,16,8,14083310,37902116,2,70923116,38797314,4,87949312,86.4216,2,48.0352,18350080,2392064,115343360,36700160,0.969558,99.9894,822083584,0,2086731776,209715200,1174536192,616562688,0,167903232,2,4.58637,0,0,0,1,1,5,25.6959,100,91.3776,1024,6160,280,0,32
conv,29230,4194304,256,16,16,1,1,4,1,1,1,16,16,8,14150747,37883752,2,70922868,38797314,4,87949312,86.4216,2,48.0352,18350080,2392064,115343360,36700160,0.969027,99.9896,822083584,0,2086731776,209715200,1174536192,616562688,0,167903232,2,4.56887,0,0,0,1,1,5,25.5978,100,91.3776,1024,6440,280,0,32
conv,7646,4194304,256,16,16,1,1,4,1,7,0,16,16,3,2335344,2105645,2,12991434,2097154,5,30277632,0,6,48.0352,18350080,2392064,0,0,0.939513,99.9559,822083584,0,553648128,4194304,566362112,251658240,0,76414976,3,17.6469,0,0,0,1,2,5,39.183,100,89.8853,1024,6160,0,0,32
conv,7631,4194304,256,16,16,1,1,4,1,7,1,16,16,3,2205015,2103617,2,12731888,2097154,5,30277632,0,6,48.0352,18350080,2392064,0,0,0.939948,99.9728,822083584,0,553648128,4194304,566362112,251658240,0,76414976,3,17.6836,0,0,0,1,3,5,39.2578,100,89.8853,1024,6440,0,0,32
conv,19278,2097152,256,16,16,1,1,8,1,1,0,16,16,7,6760123,25875391,2,44637086,27787266,3,52363264,84.2774,1,88.1413,6422528,1720320,70254592,25690112,0.600452,99.9827,822083584,0,1218609152,104857600,757137408,770441216,0,132186112,3,6.93868,0,0,0,1,1,5,31.566,100,86.8361,1024,11792,392,0,32
conv,19285,2097152,256,16,16,1,1,8,1,1,1,16,16,7,6679969,25875222,2,44637410,27787266,3,52363264,84.2774,2,47.5638,12845056,2244608,70254592,25690112,0.603135,99.9832,822083584,0,1218609152,104857600,757137408,770441216,0,132186112,3,6.97753,0,0,0,1,1,5,31.7425,100,86.8361,1024,12328,392,0,32
conv,4494,2097152,256,16,16,1,1,8,1,7,0,16,16,4,2203089,2102737,2,9316616,2097154,5,17235968,0,4,88.1413,6422528,1720320,0,0,0.60222,99.9462,822083584,0,429064192,2097152,373358592,163971072,0,73596928,6,30.3592,0,0,0,1,3,5,69.2751,100,76.0296,1024,11792,0,0,32
conv,4637,2097152,256,16,16,1,1,8,1,7,1,16,16,4,2203063,2102657,2,9380912,2097154,4,17235968,0,7,47.5638,12845056,2244608,0,0,0.599054,99.9483,822083584,0,429064192,2097152,373358592,163971072,0,73596928,6,29.3067,0,0,0,1,3,5,66.8722,100,76.0296,1024,12328,0,0,32
conv,35947,8388608,256,16,16,1,2,1,1,1,0,16,16,7,8195629,50242817,3,126218096,62914562,5,159907840,85.615,2,87.8009,14680064,3014656,205520896,58720256,0.952296,99.9905,822083584,0,4345298944,411041792,1657012224,603979776,0,254803968,3,3.74017,0,0,0,1,1,7,29.9625,100,96.1452,1024,3344,224,0,32
conv,37057,8388608,256,16,16,1,2,1,1,1,1,16,16,7,8208360,50372097,3,126266392,62914562,5,159907840,85.615,1,91.1779,14680064,2359296,205520896,58720256,0.948894,99.9953,822083584,0,4345298944,411041792,1891893248,293601280,0,252444672,3,3.61862,0,0,0,1,1,7,32.9755,100,96.1092,1024,3432,224,0,32
conv,14794,8388608,256,16,16,1,2,1,1,7,0,16,16,2,2233689,2106453,1,23068168,4194306,5,57147392,0,3,87.8009,14680064,3014656,0,0,0.694698,99.9855,822083584,0,461373440,8388608,717488128,385875968,0,82575360,2,9.11531,0,0,0,1,1,5,22.3267,100,90.6448,1024,3344,0,0,37
conv,14811,8388608,256,16,16,1,2,1,1,7,1,16,16,2,2363373,2106369,1,23327550,4194306,5,57147392,0,3,91.1779,14680064,2359296,0,0,0.899026,99.9897,822083584,0,461373440,8388608,952369152,419430400,0,90963968,2,9.09943,0,0,0,1,2,5,23.6797,100,91.5076,1024,3432,0,0,32
conv,34642,8388608,256,16,16,1,2,1,2,1,0,16,16,4,3263472,30769625,3,126347716,60817410,5,159907840,86.5777,2,87.8009,14680064,3014656,205520896,58720256,0.724732,99.989,822083584,0,4387241984,411041792,1648623616,310378496,0,246677504,3,3.88446,0,0,0,1,1,7,28.4232,100,96.0182,1024,3344,224,0,36
conv,36983,8388608,256,16,16,1,2,1,2,1,1,16,16,7,8155988,50277579,3,126217852,60817410,5,159907840,86.5777,1,91.1779,14680064,2359296,205520896,58720256,0.946094,99.9881,822083584,0,4387241984,411041792,1883504640,293601280,0,253493248,3,3.63612,0,0,0,1,1,7,27.7195,100,96.1253,1024,3432,224,0,32
conv,14720,8388608,256,16,16,1,2,1,2,7,0,16,16,2,2363411,2104913,1,23197934,2097154,5,57147392,0,3,87.8009,14680064,3014656,0,0,0.70515,99.9852,822083584,0,503316480,8388608,709099520,360710144,0,82837504,2,9.1532,0,0,0,1,1,5,22.4196,100,90.6744,1024,3344,0,0,37
conv,14753,8388608,256,16,16,1,2,1,2,7,1,16,16,2,2363413,2104621,1,23197886,2097154,5,57147392,0,3,91.1779,14680064,2359296,0,0,0.935908,99.9882,822083584,0,503316480,8388608,943980544,394264576,0,91226112,2,9.13479,0,0,0,1,2,5,23.9587,100,91.532,1024,3432,0,0,32
conv,25726,4194304,256,16,16,1,2,2,1,1,0,16,16,7,9983637,33346209,3,95875284,37748738,5,110886912,85.4751,1,83.4019,8388608,2555904,160432128,33554432,0.943648,99.9909,822083584,0,1937932288,209715200,1112670208,784334848,0,167116800,3,5.22039,0,0,0,1,1,6,25.7316,100,91.0055,1024,5776,256,0,32
conv,23106,4194304,256,16,16,1,2,2,1,1,1,16,16,6,3996302,25531895,4,95875236,37748738,6,110886912,85.4751,2,76.11,9437184,2555904,160432128,33554432,0.716569,99.983,822083584,0,1937932288,209715200,1129447424,788529152,0,167772160,3,5.82129,0,0,0,1,1,7,28.755,100,91.0406,1024,5928,256,0,40
conv,7806,4194304,256,16,16,1,2,2,1,7,0,16,16,3,2103885,2103961,2,15139584,4194306,5,30670848,0,3,83.4019,8388608,2555904,0,0,0.697202,99.9796,822083584,0,406847488,4194304,403832832,239075328,0,66584576,3,17.2869,0,0,0,1,2,5,35.1104,100,88.0475,1024,5776,0,0,35
conv,7791,4194304,256,16,16,1,2,2,1,7,1,16,16,3,2103963,2103505,2,15139668,4194306,5,30670848,0,4,76.11,9437184,2555904,0,0,0.927728,99.9782,822083584,0,406847488,4194304,420610048,243269632,0,67239936,3,17.3157,0,0,0,1,2,5,35.6997,100,88.164,1024,5928,0,0,32
conv,25637,4194304,256,16,16,1,2,2,2,1,0,16,16,7,10167350,33278626,3,95875500,35651586,5,110886912,86.8434,1,83.4019,8388608,2555904,160432128,33554432,0.953098,99.9927,822083584,0,1975681024,209715200,1104281600,775946240,0,167772160,3,5.25664,0,0,0,1,1,6,26.1243,100,91.0406,1024,5776,256,0,32
conv,22967,4194304,256,16,16,1,2,2,2,1,1,16,16,6,3877222,25389159,3,95746078,35651586,6,110886912,86.8434,2,76.11,9437184,2555904,160432128,33554432,0.711409,99.9877,822083584,0,1975681024,209715200,1121058816,796917760,0,168951808,3,5.85596,0,0,0,1,1,7,29.1939,100,91.1032,1024,5928,256,0,40
conv,7735,4194304,256,16,16,1,2,2,2,7,0,16,16,3,2221577,2102685,2,15205424,2097154,5,30670848,0,3,83.4019,8388608,2555904,0,0,0.710517,99.9766,822083584,0,444596224,4194304,395444224,234881024,0,67371008,3,17.4357,0,0,0,1,2,5,35.7697,100,88.187,1024,5776,0,0,35
conv,7756,4194304,256,16,16,1,2,2,2,7,1,16,16,3,2363421,2105537,2,15399094,2097154,5,30670848,0,4,76.11,9437184,2555904,0,0,0.917505,99.9777,822083584,0,444596224,4194304,412221440,247463936,0,68288512,3,17.3984,0,0,0,1,2,5,35.9592,100,88.3457,1024,5928,0,0,32
conv,18339,2097152,256,16,16,1,2,4,1,1,0,16,16,6,4748214,20725350,3,80503566,25165826,5,86376448,85.3499,1,77.5885,5242880,2392064,137887744,20971520,0.634427,99.9878,822083584,0,1100939264,104857600,840499200,547356672,0,124583936,3,7.19987,0,0,0,1,1,7,26.6356,100,85.6786,1024,10640,320,0,40
conv,17591,2097152,256,16,16,1,2,4,1,1,1,16,16,5,3456817,18394496,4,80611976,25165826,6,86376448,85.3499,1,71.455,5898240,2392064,137887744,20971520,0.589974,99.9871,822083584,0,1100939264,104857600,850984960,568328192,0,125566976,3,7.65897,0,0,0,1,1,7,28.1778,100,85.7907,1024,10920,320,0,48
conv,4926,2097152,256,16,16,1,2,4,1,7,0,16,16,4,2188357,2103957,2,11241968,4194306,4,17432576,0,4,77.5885,5242880,2392064,0,0,0.475535,99.9631,822083584,0,333611008,2097152,247005184,153092096,0,61997056,5,27.497,0,0,0,1,2,5,55.5759,100,78.5264,1024,10640,0,0,54
conv,4751,2097152,256,16,16,1,2,4,1,7,1,16,16,4,2447694,2107345,2,11501410,4194306,4,17432576,0,4,71.455,5898240,2392064,0,0,0.593825,99.9433,822083584,0,333611008,2097152,257490944,144703488,0,62062592,5,28.4335,0,0,0,1,2,5,58.5688,100,78.549,1024,10920,0,0,40
conv,18206,2097152,256,16,16,1,2,4,2,1,0,16,16,6,5581545,21425176,3,80444882,23068674,5,86376448,87.0835,1,77.5885,5242880,2392064,137887744,20971520,0.697207,99.9902,822083584,0,1115619328,104857600,832110592,576716800,0,125698048,3,7.40916,0,0,0,1,1,7,28.0519,100,85.8055,1024,10640,320,0,32
conv,17244,2097152,256,16,16,1,2,4,2,1,1,16,16,6,3432383,18336976,4,80444998,23068674,6,86376448,87.0835,2,71.455,5898240,2392064,137887744,20971520,0.598222,99.9905,822083584,0,1115619328,104857600,842596352,589299712,0,126418944,3,7.79541,0,0,0,1,1,7,29.0766,100,85.8865,1024,10920,320,0,42
conv,4602,2097152,256,16,16,1,2,4,2,7,0,16,16,4,2317619,2107353,2,11371540,2097154,4,17432576,0,4,77.5885,5242880,2392064,0,0,0.595338,99.9561,822083584,0,348291072,2097152,238616576,146800640,0,61997056,5,29.394,0,0,0,1,2,5,58.9643,100,78.5264,1024,10640,0,0,46
conv,4563,2097152,256,16,16,1,2,4,2,7,1,16,16,4,2202774,2101401,2,11241856,2097154,5,17432576,0,4,71.455,5898240,2392064,0,0,0.598514,99.9534,822083584,0,348291072,2097152,249102336,155189248,0,62586880,5,29.5226,0,0,0,1,2,5,60.8818,100,78.7287,1024,10920,0,0,40
conv,16498,1048576,256,16,16,1,2,8,1,1,0,16,16,4,2533356,11305514,3,72988358,18874370,5,74121216,85.2588,1,73.0696,3670016,2244608,126615552,14680064,0.364569,99.9616,822083584,0,846389248,52428800,704413696,546308096,0,109215744,3,8.06796,0,0,0,1,1,6,28.187,100,85.0273,1024,20368,448,0,40
conv,16287,1048576,256,16,16,1,2,8,1,1,1,16,16,4,2525539,11435098,3,72858682,18874370,5,74121216,85.2588,1,67.8101,4128768,2244608,126615552,14680064,0.366845,99.9475,822083584,0,846389248,52428800,711753728,675282944,0,113475584,3,8.27571,0,0,0,1,1,6,29.5401,100,85.5894,1024,20904,448,0,56
conv,5293,1048576,256,16,16,1,2,8,1,7,0,16,16,4,2462775,2106917,2,9552210,4194306,3,10813440,0,3,73.0696,3670016,2244608,0,0,0.367489,99.9374,822083584,0,323002368,1048576,168591360,109117440,0,61407232,5,25.499,0,0,0,1,2,3,53.2432,100,72.4591,1024,20368,0,0,64
conv,5331,1048576,256,16,16,1,2,8,1,7,1,16,16,4,2462749,2107013,2,9552106,4194306,3,10813440,0,3,67.8101,4128768,2244608,0,0,0.369564,99.9439,822083584,0,323002368,1048576,175931392,118554624,0,61931520,5,25.3567,0,0,0,1,2,3,53.2661,100,72.6922,1024,20904,0,0,64
conv,21837,1048576,256,16,16,1,2,8,2,1,0,16,16,3,2544106,11124273,3,72862938,16777218,4,74121216,87.2594,1,73.0696,3670016,2244608,126615552,14680064,0.371104,99.8939,822083584,0,859127808,52428800,696025088,641728512,0,112525312,2,6.16423,0,0,0,1,1,5,22.1723,100,85.2973,1024,20368,448,0,40
conv,22082,1048576,256,16,16,1,2,8,2,1,1,16,16,3,2803318,11134331,3,73118768,16777218,4,74121216,87.2594,1,67.8101,4128768,2244608,126615552,14680064,0.371494,99.8988,822083584,0,859127808,52428800,703365120,660602880,0,113344512,2,6.09112,0,0,0,1,1,5,21.5506,100,85.4036,1024,20904,448,0,48
conv,5194,1048576,256,16,16,1,2,8,2,7,0,16,16,4,2203261,2100989,2,9422484,2097154,3,10813440,0,3,73.0696,3670016,2244608,0,0,0.370091,99.9404,822083584,0,337616896,1048576,160202752,110100480,0,61571072,5,26.0886,0,0,0,1,2,3,55.0721,100,72.6321,1024,20368,0,0,64
