Kernel name,Computation duration (us),Global size,Local size,VECTOR_TYPE,CR,LOCAL_MEM,PADD_LOCAL,WORK_GROUP_SIZE_X,WORK_GROUP_SIZE_Y,TILE_SIZE_X,TILE_SIZE_Y,DIAGONAL_MAP,dram_utilization,dram_read_transactions,dram_write_transactions,l2_utilization,l2_read_transactions,l2_write_transactions,tex_utilization,tex_cache_transactions,local_memory_overhead,shared_utilization,shared_efficiency,shared_load_transactions,shared_store_transactions,local_load_transactions,local_store_transactions,achieved_occupancy,sm_efficiency,inst_fp_32,inst_fp_64,inst_integer,inst_control,inst_compute_ld_st,inst_misc,inst_bit_convert,inst_executed,single_precision_fu_utilization,flop_sp_efficiency,double_precision_fu_utilization,flop_dp_efficiency,special_fu_utilization,cf_fu_utilization,ldst_fu_utilization,tex_fu_utilization,issue_slot_utilization,warp_execution_efficiency,warp_nonpred_execution_efficiency,Maximum work-group size,Local memory size,Private memory size,Constant memory size,Registers count
mtran,18125,67108864,1024,1,0,1,1,16,64,16,64,1,4,8650227,8405185,1,8654703,8388612,1,8388608,0,1,66.6667,2097152,4194304,0,0,0.912757,99.9892,67108864,0,4765252608,738197504,268435456,671088640,134217728,222298112,5,0,0,0,1,2,1,1,58.7679,100,93.4036,1024,4352,0,0,32
mtran,52230,67108864,32,1,0,1,1,32,1,32,1,0,2,9298815,8396990,1,9429893,67108868,1,8388608,0,1,100,2097152,2097152,0,0,0.48773,99.9955,0,0,2617245696,738197504,268435456,536870912,0,138412032,1,0,0,0,0,1,1,1,12.3869,100,93.9394,1024,132,0,0,32
mtran,52346,67108864,32,1,0,1,1,32,1,32,1,1,2,9169087,10633262,1,9300447,67108868,1,8388608,0,1,100,2097152,2097152,0,0,0.487679,99.9957,67108864,0,4160757728,738197504,268435456,603979776,134217728,201326592,2,0,0,0,1,1,1,1,18.4292,100,92.7085,1024,132,0,0,32
mtran,20888,33554432,32,1,0,1,1,32,1,32,2,0,4,8779697,8398998,2,8651391,33554436,1,8388608,0,1,66.6667,4194304,2097152,0,0,0.4863,99.9914,0,0,2315255808,436207616,268435456,335544320,0,124780544,3,0,0,0,0,1,1,1,28.426,100,84.0336,1024,264,0,0,32
mtran,21515,33554432,32,1,0,1,1,32,1,32,2,1,4,8650011,10764817,2,8651775,33554436,1,8388608,0,1,66.6667,4194304,2097152,0,0,0.485309,99.993,33554432,0,3087015904,436207616,268435456,369098752,67108864,156237824,3,0,0,0,1,1,1,1,34.9502,100,85.2351,1024,264,0,0,32
mtran,12251,16777216,32,1,0,1,1,32,1,32,4,0,6,8650101,8394670,2,8652023,16777220,1,8388608,0,2,40,8388608,2097152,0,0,0.487109,99.9886,0,0,1308622848,251658240,268435456,234881024,0,68681728,2,0,0,0,0,1,1,2,24.7101,100,93.8931,1024,528,0,0,32
mtran,11631,16777216,32,1,0,1,1,32,1,32,4,1,6,8650255,8522846,2,8652099,16777220,1,8388608,0,2,40,8388608,2097152,0,0,0.486965,99.9866,16777216,0,1694506976,251658240,268435456,268435456,33554432,84934656,3,0,0,0,1,1,1,2,33.0736,100,93.2102,1024,528,0,0,32
mtran,10659,8388608,32,1,0,1,1,32,1,32,8,0,7,8519979,8394435,2,8521049,16777220,1,8388608,0,3,40,8388608,2097152,0,0,0.49731,99.9858,0,0,788529152,125829120,268435456,150994944,0,43253760,2,0,0,0,0,1,1,2,17.0375,100,96.3636,1024,1056,0,0,32
mtran,11332,8388608,32,1,0,1,1,32,1,32,8,1,6,8519945,8406813,2,8521165,16777220,1,8388608,0,2,40,8388608,2097152,0,0,0.499952,99.9836,8388608,0,981475296,125829120,268435456,159383552,16777216,51118080,2,0,0,0,1,1,1,2,19.3916,100,95.3851,1024,1056,0,0,32
mtran,7924,4194304,32,1,0,1,1,32,1,32,16,0,9,8390219,8389817,2,8391305,8388612,2,8388608,0,2,66.6667,4194304,2097152,0,0,0.433016,99.9796,0,0,570425344,62914560,268435456,92274688,0,32112640,2,0,0,0,0,1,1,3,16.3413,100,96.7347,1024,2112,0,0,32
mtran,8496,4194304,32,1,0,1,1,32,1,32,16,1,9,8649591,8400517,2,8650527,8388612,2,8388608,0,2,66.6667,4194304,2097152,0,0,0.433209,99.9806,4194304,0,666902496,62914560,268435456,96468992,8388608,36044800,2,0,0,0,1,1,1,3,17.1983,100,96.0007,1024,2112,0,0,32
mtran,8049,2097152,32,1,0,1,1,32,1,32,32,0,9,8390155,8383827,2,8521937,8388612,2,8388608,0,2,100,2097152,2097152,0,0,0.232241,99.981,0,0,461373440,35651584,268435456,60817408,0,26345472,1,0,0,0,0,1,1,3,13.0284,100,98.01,1024,4224,0,0,32
mtran,8271,2097152,32,1,0,1,1,32,1,32,32,1,9,8649603,8388584,2,8651227,8388612,2,8388608,0,2,100,2097152,2097152,0,0,0.231789,99.9829,2097152,0,509616096,35651584,268435456,62914560,4194304,28311552,2,0,0,0,1,1,1,3,13.5687,100,97.4546,1024,4224,0,0,32
mtran,20179,67108864,64,1,0,1,1,32,2,32,2,0,4,8779863,8399181,2,8911621,33554436,1,8388608,0,1,66.6667,4194304,2097152,0,0,0.9077,99.9918,0,0,3154116608,738197504,268435456,671088640,0,159383552,3,0,0,0,0,2,1,1,37.3128,100,94.7368,1024,264,0,0,32
mtran,21187,67108864,64,1,0,1,1,32,2,32,2,1,4,8650391,10832640,2,8652527,33554436,1,8388608,0,1,66.6667,4194304,2097152,0,0,0.909566,99.992,67108864,0,4697636800,738197504,268435456,671088640,134217728,220200960,5,0,0,0,1,2,1,1,50.3849,100,93.3336,1024,264,0,0,32
mtran,13356,33554432,64,1,0,1,1,32,2,32,4,0,6,8650113,8396623,1,8651823,16777220,1,8388608,0,2,40,8388608,2097152,0,0,0.944669,99.9871,0,0,2382364672,436207616,268435456,335544320,0,126877696,4,0,0,0,0,2,1,2,45.2052,100,84.2975,1024,528,0,0,32
mtran,12484,33554432,64,1,0,1,1,32,2,32,4,1,6,8520357,8826458,2,8521973,16777220,1,8388608,0,2,40,8388608,2097152,0,0,0.949737,99.9841,33554432,0,3154132928,436207616,268435456,369098752,67108864,158334976,6,0,0,0,1,2,1,2,61.4567,100,85.4308,1024,528,0,0,32
mtran,10553,16777216,64,1,0,1,1,32,2,32,8,0,7,8519969,8394410,2,8652099,16777220,1,8388608,0,3,40,8388608,2097152,0,0,0.896286,99.9862,0,0,1325400064,251658240,268435456,234881024,0,69206016,3,0,0,0,0,1,1,2,28.7593,100,93.9394,1024,1056,0,0,32
mtran,11223,16777216,64,1,0,1,1,32,2,32,8,1,7,8520207,8406937,2,8652207,16777220,1,8388608,0,2,40,8388608,2097152,0,0,0.828299,99.9852,16777216,0,1711292352,251658240,268435456,268435456,33554432,85458944,3,0,0,0,1,1,1,2,34.5095,100,93.2521,1024,1056,0,0,32
mtran,7994,8388608,64,1,0,1,1,32,2,32,16,0,9,8520133,8391143,2,8652511,8388612,2,8388608,0,2,66.6667,4194304,2097152,0,0,0.814092,99.9718,0,0,796917760,125829120,268435456,150994944,0,43515904,2,0,0,0,0,1,1,3,22.2377,100,96.3855,1024,2112,0,0,32
mtran,8552,8388608,64,1,0,1,1,32,2,32,16,1,8,8438342,8396585,2,8488413,8388612,2,8388608,0,2,66.6667,4194304,2097152,0,0,0.830396,99.984,8388608,0,989872064,125829120,268435456,159383552,16777216,51380224,3,0,0,0,1,1,1,3,25.7506,100,95.4092,1024,2112,0,0,32
mtran,8062,4194304,64,1,0,1,1,32,2,32,32,0,9,8649757,8388012,2,8652027,8388612,2,8388608,0,2,100,2097152,2097152,0,0,0.454573,99.9757,0,0,574619648,62914560,268435456,92274688,0,32243712,2,0,0,0,0,1,1,3,16.1426,100,96.748,1024,4224,0,0,32
mtran,8348,4194304,64,1,0,1,1,32,2,32,32,1,9,8649667,8388809,2,8651631,8388612,2,8388608,0,2,100,2097152,2097152,0,0,0.453884,99.9818,4194304,0,671104960,62914560,268435456,96468992,8388608,36175872,2,0,0,0,1,1,1,3,17.9603,100,96.0159,1024,4224,0,0,32
mtran,7948,2097152,64,1,0,1,1,32,2,32,64,0,9,8519847,8390278,2,8523325,8388612,2,8388608,0,2,100,2097152,2097152,0,0,0.219071,99.971,0,0,463470592,35651584,268435456,60817408,0,26411008,2,0,0,0,0,1,1,3,13.1929,100,98.0149,1024,8448,0,0,32
mtran,8188,2097152,64,1,0,1,1,32,2,32,64,1,9,8415725,8391545,2,8522129,8388612,2,8388608,0,2,100,2097152,2097152,0,0,0.214856,99.9786,2097152,0,511721408,35651584,268435456,62914560,4194304,28377088,2,0,0,0,1,1,1,3,13.9972,100,97.4614,1024,8448,0,0,32
mtran,14251,67108864,128,1,0,1,1,32,4,32,4,0,5,8650293,8394641,1,8652951,16777220,1,8388608,0,2,40,8388608,2097152,0,0,0.941642,99.9884,0,0,3221225472,738197504,268435456,671088640,0,161480704,5,0,0,0,0,2,2,2,53.1279,100,94.8052,1024,528,0,0,32
mtran,16762,67108864,128,1,0,1,1,32,4,32,4,1,5,8650255,9273316,1,8652803,16777220,1,8388608,0,2,40,8388608,2097152,0,0,0.948542,99.9902,67108864,0,4764761984,738197504,268435456,671088640,134217728,222298112,6,0,0,0,1,2,1,2,63.5828,100,93.3967,1024,528,0,0,32
mtran,12084,33554432,128,1,0,1,1,32,4,32,8,0,6,8520265,8394587,2,8651971,16777220,1,8388608,0,2,40,8388608,2097152,0,0,0.948354,99.9852,0,0,2382364672,436207616,268435456,335544320,0,126877696,4,0,0,0,0,2,1,2,49.8716,100,84.2975,1024,1056,0,0,32
mtran,12591,33554432,128,1,0,1,1,32,4,32,8,1,6,8649903,8407109,2,8652099,16777220,1,8388608,0,2,40,8388608,2097152,0,0,0.963776,99.9878,33554432,0,3154149248,436207616,268435456,369098752,67108864,158334976,5,0,0,0,1,2,1,2,60.8347,100,85.4311,1024,1056,0,0,32
mtran,7916,16777216,128,1,0,1,1,32,4,32,16,0,9,8390631,8389929,2,8393861,8388612,2,8388608,0,2,66.6667,4194304,2097152,0,0,0.956998,99.9824,0,0,1325400064,251658240,268435456,234881024,0,69206016,3,0,0,0,0,2,1,3,38.5204,100,93.9394,1024,2112,0,0,32
mtran,8800,16777216,128,1,0,1,1,32,4,32,16,1,8,8649823,8401124,2,8652555,8388612,1,8388608,0,2,66.6667,4194304,2097152,0,0,0.960683,99.9839,16777216,0,1711308672,251658240,268435456,268435456,33554432,85458944,4,0,0,0,1,1,1,2,44.0324,100,93.2527,1024,2112,0,0,32
mtran,8145,8388608,128,1,0,1,1,32,4,32,32,0,9,8616781,8390028,2,8620379,8388612,2,8388608,0,2,100,2097152,2097152,0,0,0.899656,99.9797,0,0,796917760,125829120,268435456,150994944,0,43515904,2,0,0,0,0,1,1,3,22.383,100,96.3855,1024,4224,0,0,32
mtran,8240,8388608,128,1,0,1,1,32,4,32,32,1,9,8649859,8388779,2,8652671,8388612,2,8388608,0,2,100,2097152,2097152,0,0,0.897698,99.9796,8388608,0,989888384,125829120,268435456,159383552,16777216,51380224,3,0,0,0,1,1,1,3,26.3293,100,95.4101,1024,4224,0,0,32
mtran,7911,4194304,128,1,0,1,1,32,4,32,64,0,9,8520063,8387517,2,8523949,8388612,2,8388608,0,2,100,2097152,2097152,0,0,0.427601,99.9793,0,0,574619648,62914560,268435456,92274688,0,32243712,2,0,0,0,0,1,1,3,16.7719,100,96.748,1024,8448,0,0,32
mtran,8112,4194304,128,1,0,1,1,32,4,32,64,1,9,8390433,8385476,2,8392953,8388612,2,8388608,0,2,100,2097152,2097152,0,0,0.418565,99.9831,4194304,0,671121280,62914560,268435456,96468992,8388608,36175872,2,0,0,0,1,1,1,3,18.4995,100,96.0173,1024,8448,0,0,32
mtran,13510,67108864,256,1,0,1,1,32,8,32,8,0,6,8611859,8392566,1,8703465,16777220,1,8388608,0,2,40,8388608,2097152,0,0,0.930986,99.9894,0,0,3221225472,738197504,268435456,671088640,0,161480704,5,0,0,0,0,2,2,2,56.1119,100,94.8052,1024,1056,0,0,32
mtran,16866,67108864,256,1,0,1,1,32,8,32,8,1,5,8650219,8407290,1,8653643,16777220,1,8388608,0,2,40,8388608,2097152,0,0,0.941437,99.9923,67108864,0,4764794624,738197504,268435456,671088640,134217728,222298112,6,0,0,0,1,2,1,2,63.3464,100,93.3971,1024,1056,0,0,32
mtran,10300,33554432,256,1,0,1,1,32,8,32,16,0,7,8650053,8396145,1,8653475,8388612,1,8388608,0,2,66.6667,4194304,2097152,0,0,0.949765,99.9864,0,0,2382364672,436207616,268435456,335544320,0,126877696,5,0,0,0,0,2,2,2,58.6916,100,84.2975,1024,2112,0,0,32
mtran,11547,33554432,256,1,0,1,1,32,8,32,16,1,6,8558699,8400925,1,8653167,8388612,1,8388608,0,2,66.6667,4194304,2097152,0,0,0.947319,99.9868,33554432,0,3154181888,436207616,268435456,369098752,67108864,158334976,6,0,0,0,1,2,1,2,66.1012,100,85.4318,1024,2112,0,0,32
mtran,8285,16777216,256,1,0,1,1,32,8,32,32,0,9,8650245,8388614,2,8654987,8388612,2,8388608,0,2,100,2097152,2097152,0,0,0.949017,99.9805,0,0,1325400064,251658240,268435456,234881024,0,69206016,3,0,0,0,0,2,1,3,36.7325,100,93.9394,1024,4224,0,0,32
mtran,8538,16777216,256,1,0,1,1,32,8,32,32,1,8,8390585,8385737,2,8523761,8388612,2,8388608,0,2,100,2097152,2097152,0,0,0.953144,99.9815,16777216,0,1711341312,251658240,268435456,268435456,33554432,85458944,4,0,0,0,1,2,1,3,46.2033,100,93.2539,1024,4224,0,0,32
mtran,7964,8388608,256,1,0,1,1,32,8,32,64,0,9,8390695,8383491,2,8524821,8388612,2,8388608,0,2,100,2097152,2097152,0,0,0.82356,99.98,0,0,796917760,125829120,268435456,150994944,0,43515904,2,0,0,0,0,1,1,3,23.226,100,96.3855,1024,8448,0,0,32
mtran,8149,8388608,256,1,0,1,1,32,8,32,64,1,9,8390441,8385936,2,8393541,8388612,2,8388608,0,2,100,2097152,2097152,0,0,0.825096,99.9813,8388608,0,989921024,125829120,268435456,159383552,16777216,51380224,3,0,0,0,1,1,1,3,27.2012,100,95.4121,1024,8448,0,0,32
mtran,13355,67108864,512,1,0,1,1,32,16,32,16,0,6,8650353,8394405,1,8654343,8388612,1,8388608,0,1,66.6667,4194304,2097152,0,0,0.913355,99.9874,0,0,3221225472,738197504,268435456,671088640,0,161480704,5,0,0,0,0,2,2,2,56.7521,100,94.8052,1024,2112,0,0,32
mtran,16889,67108864,512,1,0,1,1,32,16,32,16,1,5,8650335,8402113,1,8654787,8388612,1,8388608,0,1,66.6667,4194304,2097152,0,0,0.923755,99.9903,67108864,0,4764859904,738197504,268435456,671088640,134217728,222298112,6,0,0,0,1,2,1,2,63.4688,100,93.3981,1024,2112,0,0,32
mtran,10286,33554432,512,1,0,1,1,32,16,32,32,0,7,8520611,8387857,1,8394937,8388612,1,8388608,0,1,100,2097152,2097152,0,0,0.942814,99.9815,0,0,2382364672,436207616,268435456,335544320,0,126877696,5,0,0,0,0,2,2,2,58.7924,100,84.2975,1024,4224,0,0,32
mtran,11570,33554432,512,1,0,1,1,32,16,32,32,1,6,8650271,8394945,1,8654243,8388612,1,8388608,0,1,100,2097152,2097152,0,0,0.940562,99.9878,33554432,0,3154247168,436207616,268435456,369098752,67108864,158334976,6,0,0,0,1,2,1,2,66.0166,100,85.433,1024,4224,0,0,32
mtran,7839,16777216,512,1,0,1,1,32,16,32,64,0,9,8650253,8388988,2,8655151,8388612,2,8388608,0,2,100,2097152,2097152,0,0,0.932812,99.9754,0,0,1325400064,251658240,268435456,234881024,0,69206016,3,0,0,0,0,2,1,3,38.2095,100,93.9394,1024,8448,0,0,32
mtran,8328,16777216,512,1,0,1,1,32,16,32,64,1,9,8650171,8390737,2,8653831,8388612,2,8388608,0,2,100,2097152,2097152,0,0,0.935818,99.9782,16777216,0,1711406592,251658240,268435456,268435456,33554432,85458944,4,0,0,0,1,2,1,3,46.6359,100,93.2563,1024,8448,0,0,32
mtran,15001,67108864,1024,1,0,1,1,32,32,32,32,0,5,8650353,8392273,1,8655923,8388612,1,8388608,0,1,100,2097152,2097152,0,0,0.89133,99.9888,0,0,3221225472,738197504,268435456,671088640,0,161480704,4,0,0,0,0,2,2,2,50.1822,100,94.8052,1024,4224,0,0,32
mtran,18076,67108864,1024,1,0,1,1,32,32,32,32,1,4,8650415,8391361,1,8655535,8388612,1,8388608,0,1,100,2097152,2097152,0,0,0.911333,99.9861,67108864,0,4764990464,738197504,268435456,671088640,134217728,222298112,5,0,0,0,1,2,1,1,58.9121,100,93.3999,1024,4224,0,0,32
mtran,11182,33554432,1024,1,0,1,1,32,32,32,64,0,7,8608405,8392209,1,8655435,8388612,1,8388608,0,1,100,2097152,2097152,0,0,0.91032,99.9826,0,0,2382364672,436207616,268435456,335544320,0,126877696,5,0,0,0,0,2,1,2,53.9024,100,84.2975,1024,8448,0,0,32
mtran,12838,33554432,1024,1,0,1,1,32,32,32,64,1,6,8634180,8391097,1,8622865,8388612,1,8388608,0,1,100,2097152,2097152,0,0,0.918643,99.9812,33554432,0,3154377728,436207616,268435456,369098752,67108864,158334976,5,0,0,0,1,2,1,2,59.4875,100,85.4356,1024,8448,0,0,32
mtran,52937,67108864,64,1,0,1,1,64,1,64,1,0,2,9298737,8405440,1,9170975,67108868,1,8388608,0,1,100,2097152,2097152,0,0,0.919677,99.9955,0,0,2617245696,738197504,268435456,536870912,0,138412032,1,0,0,0,0,1,1,1,12.2303,100,93.9394,1024,260,0,0,32
mtran,52649,67108864,64,1,0,1,1,64,1,64,1,1,2,9298715,12184654,1,9170751,67108868,1,8388608,0,1,100,2097152,2097152,0,0,0.917203,99.9955,67108864,0,4160757696,738197504,268435456,603979776,134217728,201326592,2,0,0,0,1,1,1,1,18.3362,100,92.7085,1024,260,0,0,32
mtran,19437,33554432,64,1,0,1,1,64,1,64,2,0,4,8650061,8409887,2,8651783,33554436,1,8388608,0,1,66.6667,4194304,2097152,0,0,0.912882,99.9914,0,0,2315255808,436207616,268435456,335544320,0,124780544,3,0,0,0,0,1,1,1,30.4579,100,84.0336,1024,520,0,0,32
mtran,18290,33554432,64,1,0,1,1,64,1,64,2,1,4,8650019,9479284,2,8781459,33554436,1,8388608,0,1,66.6667,4194304,2097152,0,0,0.918951,99.9914,33554432,0,3087015872,436207616,268435456,369098752,67108864,156237824,4,0,0,0,1,1,1,1,41.1508,100,85.2351,1024,520,0,0,32
mtran,11570,16777216,64,1,0,1,1,64,1,64,4,0,6,8520209,8397430,2,8651831,16777220,1,8388608,0,2,40,8388608,2097152,0,0,0.90733,99.983,0,0,1308622848,251658240,268435456,234881024,0,68681728,3,0,0,0,0,1,1,2,26.1273,100,93.8931,1024,1040,0,0,32
mtran,10596,16777216,64,1,0,1,1,64,1,64,4,1,7,8520299,8583956,2,8652119,16777220,1,8388608,0,3,40,8388608,2097152,0,0,0.846056,99.9849,16777216,0,1694506944,251658240,268435456,268435456,33554432,84934656,3,0,0,0,1,1,1,2,36.3069,100,93.2102,1024,1040,0,0,32
mtran,10203,8388608,64,1,0,1,1,64,1,64,8,0,7,8422063,8392135,2,8391217,16777220,1,8388608,0,3,40,8388608,2097152,0,0,0.803933,99.9794,0,0,788529152,125829120,268435456,150994944,0,43253760,2,0,0,0,0,1,1,2,17.6377,100,96.3636,1024,2080,0,0,32
mtran,10683,8388608,64,1,0,1,1,64,1,64,8,1,7,8649647,8410785,2,8650975,16777220,1,8388608,0,3,40,8388608,2097152,0,0,0.788417,99.9825,8388608,0,981475264,125829120,268435456,159383552,16777216,51118080,2,0,0,0,1,1,1,2,20.5298,100,95.3851,1024,2080,0,0,32
mtran,8068,4194304,64,1,0,1,1,64,1,64,16,0,9,8649661,8393445,2,8650991,8388612,2,8388608,0,2,66.6667,4194304,2097152,0,0,0.451223,99.9764,0,0,570425344,62914560,268435456,92274688,0,32112640,2,0,0,0,0,1,1,3,15.9848,100,96.7347,1024,4160,0,0,32
mtran,8791,4194304,64,1,0,1,1,64,1,64,16,1,8,8649583,8401247,2,8650735,8388612,1,8388608,0,2,66.6667,4194304,2097152,0,0,0.451277,99.9838,4194304,0,666902464,62914560,268435456,96468992,8388608,36044800,2,0,0,0,1,1,1,2,16.9512,100,96.0007,1024,4160,0,0,32
mtran,7815,2097152,64,1,0,1,1,64,1,64,32,0,9,8649681,8388284,2,8651948,8388612,2,8388608,0,2,100,2097152,2097152,0,0,0.214613,99.9776,0,0,465567744,35651584,268435456,62914560,0,26542080,1,0,0,0,0,1,1,3,12.9011,100,98.0247,1024,8320,0,0,32
mtran,8147,2097152,64,1,0,1,1,64,1,64,32,1,9,8519917,8390853,2,8521813,8388612,2,8388608,0,2,100,2097152,2097152,0,0,0.219752,99.9791,2097152,0,513810368,35651584,268435456,65011712,4194304,28508160,2,0,0,0,1,1,1,3,14.2197,100,97.4722,1024,8320,0,0,32
mtran,7809,1048576,64,1,0,1,1,64,1,64,64,0,9,8649585,8388661,2,8651503,8388612,2,8388608,0,2,100,2097152,2097152,0,0,0.0925802,99.9715,0,0,411041792,22020096,268435456,47185920,0,23658496,1,0,0,0,0,1,1,3,11.559,100,98.892,1024,16640,0,0,32
mtran,7847,1048576,64,1,0,1,1,64,1,64,64,1,9,8649523,8389648,2,8652055,8388612,2,8388608,0,2,100,2097152,2097152,0,0,0.0926027,99.9788,1048576,0,435167168,22020096,268435456,48234496,2097152,24641536,1,0,0,0,1,1,1,3,12.0289,100,98.5383,1024,16640,0,0,32
mtran,20699,67108864,128,1,0,1,1,64,2,64,2,0,4,8650229,8393446,2,8652299,33554436,1,8388608,0,1,66.6667,4194304,2097152,0,0,0.947609,99.9919,0,0,3154116608,738197504,268435456,671088640,0,159383552,3,0,0,0,0,2,1,1,36.9171,100,94.7368,1024,520,0,0,32
mtran,20557,67108864,128,1,0,1,1,64,2,64,2,1,4,8650139,9328384,2,8651975,33554436,1,8388608,0,1,66.6667,4194304,2097152,0,0,0.949216,99.9915,67108864,0,4697636736,738197504,268435456,671088640,134217728,220200960,5,0,0,0,1,2,1,1,51.8607,100,93.3336,1024,520,0,0,32
mtran,13030,33554432,128,1,0,1,1,64,2,64,4,0,6,8650061,8396607,2,8651819,16777220,1,8388608,0,2,40,8388608,2097152,0,0,0.955428,99.9886,0,0,2382364672,436207616,268435456,335544320,0,126877696,4,0,0,0,0,2,1,2,46.3471,100,84.2975,1024,1040,0,0,32
mtran,11899,33554432,128,1,0,1,1,64,2,64,4,1,6,8650051,8647229,2,8651927,16777220,1,8388608,0,2,40,8388608,2097152,0,0,0.959218,99.9868,33554432,0,3154132864,436207616,268435456,369098752,67108864,158334976,6,0,0,0,1,2,1,2,64.1503,100,85.4308,1024,1040,0,0,32
mtran,10267,16777216,128,1,0,1,1,64,2,64,8,0,7,8649877,8396213,2,8652663,16777220,1,8388608,0,3,40,8388608,2097152,0,0,0.953323,99.9852,0,0,1325400064,251658240,268435456,234881024,0,69206016,3,0,0,0,0,1,1,2,29.704,100,93.9394,1024,2080,0,0,32
mtran,10935,16777216,128,1,0,1,1,64,2,64,8,1,7,8603262,8409941,2,8652459,16777220,1,8388608,0,3,40,8388608,2097152,0,0,0.949533,99.985,16777216,0,1711292288,251658240,268435456,268435456,33554432,85458944,3,0,0,0,1,1,1,2,35.5485,100,93.2521,1024,2080,0,0,32
mtran,8164,8388608,128,1,0,1,1,64,2,64,16,0,9,8649805,8394143,2,8652387,8388612,2,8388608,0,2,66.6667,4194304,2097152,0,0,0.895311,99.9776,0,0,796917760,125829120,268435456,150994944,0,43515904,2,0,0,0,0,1,1,3,22.2788,100,96.3855,1024,4160,0,0,32
mtran,8955,8388608,128,1,0,1,1,64,2,64,16,1,8,8520037,8401171,2,8522221,8388612,2,8388608,0,2,66.6667,4194304,2097152,0,0,0.915382,99.9767,8388608,0,989872000,125829120,268435456,159383552,16777216,51380224,3,0,0,0,1,1,1,3,25.2278,100,95.4092,1024,4160,0,0,32
mtran,8049,4194304,128,1,0,1,1,64,2,64,32,0,9,8519983,8389929,2,8522569,8388612,2,8388608,0,2,100,2097152,2097152,0,0,0.428267,99.9733,0,0,574619648,62914560,268435456,92274688,0,32243712,2,0,0,0,0,1,1,3,16.482,100,96.748,1024,8320,0,0,32
mtran,8077,4194304,128,1,0,1,1,64,2,64,32,1,9,8390393,8384664,2,8392809,8388612,2,8388608,0,2,100,2097152,2097152,0,0,0.418276,99.9756,4194304,0,671104896,62914560,268435456,96468992,8388608,36175872,2,0,0,0,1,1,1,3,18.5123,100,96.0159,1024,8320,0,0,32
mtran,7649,2097152,128,1,0,1,1,64,2,64,64,0,9,8649625,8388190,2,8653155,8388612,2,8388608,0,2,100,2097152,2097152,0,0,0.183965,99.9761,0,0,467664896,35651584,268435456,62914560,0,26607616,2,0,0,0,0,1,1,3,13.2932,100,98.0296,1024,16640,0,0,32
mtran,7735,2097152,128,1,0,1,1,64,2,64,64,1,9,8390201,8384080,2,8392989,8388612,2,8388608,0,2,100,2097152,2097152,0,0,0.183281,99.9768,2097152,0,515915648,35651584,268435456,65011712,4194304,28573696,2,0,0,0,1,1,1,3,14.6843,100,97.4788,1024,16640,0,0,32
mtran,14173,67108864,256,1,0,1,1,64,4,64,4,0,5,8650257,8394661,1,8652879,16777220,1,8388608,0,2,40,8388608,2097152,0,0,0.933172,99.9889,0,0,3221225472,738197504,268435456,671088640,0,161480704,5,0,0,0,0,2,2,2,53.4938,100,94.8052,1024,1040,0,0,32
mtran,16888,67108864,256,1,0,1,1,64,4,64,4,1,5,8650091,9122031,1,8652903,16777220,1,8388608,0,2,40,8388608,2097152,0,0,0.942754,99.9923,67108864,0,4764761856,738197504,268435456,671088640,134217728,222298112,6,0,0,0,1,2,1,2,63.083,100,93.3967,1024,1040,0,0,32
mtran,11874,33554432,256,1,0,1,1,64,4,64,8,0,6,8536938,8394533,2,8652323,16777220,1,8388608,0,2,40,8388608,2097152,0,0,0.94164,99.9871,0,0,2382364672,436207616,268435456,335544320,0,126877696,5,0,0,0,0,2,1,2,50.9581,100,84.2975,1024,2080,0,0,32
mtran,12196,33554432,256,1,0,1,1,64,4,64,8,1,6,8650091,8412264,2,8652551,16777220,1,8388608,0,2,40,8388608,2097152,0,0,0.952658,99.9879,33554432,0,3154149120,436207616,268435456,369098752,67108864,158334976,6,0,0,0,1,2,1,2,62.6558,100,85.4311,1024,2080,0,0,32
mtran,8080,16777216,256,1,0,1,1,64,4,64,16,0,9,8520371,8394235,2,8523829,8388612,2,8388608,0,2,66.6667,4194304,2097152,0,0,0.967116,99.9807,0,0,1325400064,251658240,268435456,234881024,0,69206016,3,0,0,0,0,2,1,3,38.5379,100,93.9394,1024,4160,0,0,32
mtran,8856,16777216,256,1,0,1,1,64,4,64,16,1,8,8649947,8401657,2,8653123,8388612,1,8388608,0,2,66.6667,4194304,2097152,0,0,0.947492,99.9785,16777216,0,1711308544,251658240,268435456,268435456,33554432,85458944,4,0,0,0,1,1,1,2,43.7074,100,93.2527,1024,4160,0,0,32
mtran,8132,8388608,256,1,0,1,1,64,4,64,32,0,9,8520263,8390338,2,8524685,8388612,2,8388608,0,2,100,2097152,2097152,0,0,0.839798,99.9794,0,0,796917760,125829120,268435456,150994944,0,43515904,2,0,0,0,0,1,1,3,22.7275,100,96.3855,1024,8320,0,0,32
mtran,8391,8388608,256,1,0,1,1,64,4,64,32,1,9,8649975,8388430,2,8653931,8388612,2,8388608,0,2,100,2097152,2097152,0,0,0.826269,99.9698,8388608,0,989888256,125829120,268435456,159383552,16777216,51380224,3,0,0,0,1,1,1,3,26.4075,100,95.4101,1024,8320,0,0,32
