Kernel name,Computation duration (us),Global size,Local size,VECTOR_TYPE,CR,LOCAL_MEM,PADD_LOCAL,WORK_GROUP_SIZE_X,WORK_GROUP_SIZE_Y,TILE_SIZE_X,TILE_SIZE_Y,DIAGONAL_MAP,dram__throughput.avg.pct_of_peak_sustained_elapsed,dram__sectors_read.sum,dram__sectors_write.sum,lts__t_sectors.avg.pct_of_peak_sustained_elapsed,lts__t_sectors_op_read.sum,lts__t_sectors_op_write.sum,l1tex__t_requests_pipe_lsu_mem_global_op_ld.avg.pct_of_peak_sustained_active,l1tex__t_requests_pipe_lsu_mem_global_op_ld.sum,l1tex__data_pipe_lsu_wavefronts_mem_shared.avg.pct_of_peak_sustained_elapsed,l1tex__data_pipe_lsu_wavefronts_mem_shared_op_ld.sum,l1tex__data_pipe_lsu_wavefronts_mem_shared_op_st.sum,l1tex__t_sectors_pipe_lsu_mem_local_op_ld.sum,l1tex__t_sectors_pipe_lsu_mem_local_op_st.sum,sm__warps_active.avg.pct_of_peak_sustained_active,smsp__cycles_active.avg.pct_of_peak_sustained_elapsed,smsp__sass_thread_inst_executed_op_fp16_pred_on.sum,smsp__sass_thread_inst_executed_op_fp32_pred_on.sum,smsp__sass_thread_inst_executed_op_fp64_pred_on.sum,smsp__sass_thread_inst_executed_op_integer_pred_on.sum,smsp__sass_thread_inst_executed_op_control_pred_on.sum,smsp__sass_thread_inst_executed_op_memory_pred_on.sum,smsp__sass_thread_inst_executed_op_misc_pred_on.sum,smsp__sass_thread_inst_executed_op_conversion_pred_on.sum,smsp__inst_executed.sum,smsp__inst_executed_pipe_fp16.sum,smsp__pipe_fma_cycles_active.avg.pct_of_peak_sustained_active,smsp__inst_executed_pipe_fp64.avg.pct_of_peak_sustained_active,smsp__inst_executed_pipe_xu.avg.pct_of_peak_sustained_active,smsp__inst_executed_pipe_lsu.avg.pct_of_peak_sustained_active,smsp__inst_executed_pipe_tex.avg.pct_of_peak_sustained_active,smsp__issue_active.avg.pct_of_peak_sustained_active,smsp__thread_inst_executed_per_inst_executed.ratio,smsp__thread_inst_executed_per_inst_executed.pct,Maximum work-group size,Local memory size,Private memory size,Constant memory size,Registers count
mtran,2388,16777216,512,1,0,1,0,64,8,64,32,1,66.2191,8388620,8387330,15.407,8388700,8388680,1.26991,2097150,42.7403,67108900,2097150,0,0,93.3198,99.8463,0,0,0,1275130000,352322000,268435000,150995000,33554400,71303200,0,5.26844,0,1.9158,2.8737,0,10.8573,32,100,1024,8192,0,0,52
mtran,2259,8388608,512,1,0,1,0,64,8,64,64,0,69.8226,8388620,8387750,16.1188,8388700,8388630,1.33848,2097150,44.3467,67108900,2097150,0,0,96.8709,99.4435,0,0,0,721420000,167772000,268435000,50331600,0,40632300,0,3.1008,0,0,2.84938,0,6.49609,32,100,1024,16384,0,0,52
mtran,2272,8388608,512,1,0,1,0,64,8,64,64,1,69.8948,8388630,8388620,16.2664,8388700,8388680,1.34334,2097150,44.7707,67108900,2097150,0,0,96.9254,100.381,0,0,0,830537000,167772000,268435000,50331600,16777200,45350900,0,3.68792,0,1.0058,2.84976,0,7.25107,32,100,1024,16384,0,0,52
mtran,2612,67108864,1024,1,0,1,0,64,16,64,16,0,54.4644,8388820,8387250,12.6123,8388700,8388690,1.1048,2097150,19.8601,33554400,2097150,0,0,94.7095,92.1922,0,0,0,2885680000,939524000,268435000,335544000,0,150995000,0,11.3193,0,0,3.3958,0,20.3752,32,100,1024,4096,0,0,52
mtran,2824,67108864,1024,1,0,1,0,64,16,64,16,1,55.5804,8388620,8388460,12.916,8388700,8388630,1.14624,2097150,20.3226,33554400,2097150,0,0,94.1803,91.9957,0,0,0,3489790000,939524000,268435000,603980000,134218000,188744000,0,13.9292,0,6.96461,3.4823,0,26.1177,32,100,1024,4096,0,0,52
mtran,3200,33554432,1024,1,0,1,0,64,16,64,32,0,48.1301,8388620,8388580,11.1438,8389840,8388630,0.952811,2097150,32.2617,67108900,2097150,0,0,96.4893,95.793,0,0,0,1979710000,503316000,268435000,201327000,0,109052000,0,8.65632,0,0,2.88544,0,12.5041,32,100,1024,8192,0,0,52
mtran,3286,33554432,1024,1,0,1,0,64,16,64,32,1,46.7458,8388620,8388540,10.8565,8388700,8388630,0.926952,2097150,31.4491,67108900,2097150,0,0,96.6102,96.0336,0,0,0,2348940000,503316000,268435000,268435000,67108900,127926000,0,10.0538,0,2.80572,2.80572,0,14.2629,32,100,1024,8192,0,0,52
mtran,2640,16777216,1024,1,0,1,0,64,16,64,64,0,60.2875,8389190,8388370,13.9444,8388950,8388630,1.17089,2097150,38.6626,67108900,2097150,0,0,96.2602,96.6493,0,0,0,1107300000,352322000,268435000,100663000,0,61866000,0,4.17845,0,0,2.68615,0,8.80564,32,100,1024,16384,0,0,52
mtran,2633,16777216,1024,1,0,1,0,64,16,64,64,1,61.7888,8388620,8388350,14.5674,8388700,8388630,1.18295,2097150,40.3563,67108900,2097150,0,0,96.0547,95.5542,0,0,0,1275200000,352322000,268435000,150995000,33554400,71303200,0,5.19924,0,1.89063,2.83595,0,10.7147,32,100,1024,16384,0,0,52
mtran,2977,67108864,32,1,0,1,1,1,32,1,32,0,50.2333,8388620,8388560,49.4669,62629000,8388630,0.966134,2097150,6.76882,4194300,4194300,0,0,43.677,99.9041,0,0,0,2751460000,939524000,268435000,335544000,0,144703000,0,8.71113,0,0,2.90371,0,16.6964,32,100,1024,256,0,0,52
mtran,30404,67108864,32,1,0,1,1,1,32,1,32,1,34.6692,134220000,8388800,4.23335,67114400,8388780,0.0779807,2097150,0.544875,4194300,4194300,0,0,49.5127,99.9948,0,0,0,3557030000,939524000,268435000,402653000,134218000,182452000,0,0.973042,0,0.46706,0.23353,0,1.6931,32,100,1024,256,0,0,52
mtran,2549,67108864,64,1,0,1,1,1,64,1,64,0,61.1991,8389250,8388660,52.9822,54093700,8388630,1.17869,2097150,7.65667,4194300,4194300,0,0,90.6427,99.9578,0,0,0,2751460000,939524000,268435000,335544000,0,144703000,0,10.606,0,0,3.53534,0,20.3284,32,100,1024,512,0,0,52
mtran,28991,67108864,64,1,0,1,1,1,64,1,64,1,36.3454,134222000,8388760,4.43708,67109400,8388730,0.0817341,2097150,0.530355,4194300,4194300,0,0,98.6712,99.8078,0,0,0,3557290000,939524000,268435000,402653000,134218000,182452000,0,1.02188,0,0.490501,0.245251,0,1.77809,32,100,1024,512,0,0,52
mtran,2815,67108864,32,1,0,1,1,2,16,2,16,0,48.9322,8388820,8388340,24.0433,27389300,8388690,0.936611,2097150,6.58503,4194300,4194300,0,0,42.4946,99.8187,0,0,0,2885680000,939524000,268435000,335544000,0,150995000,0,8.95306,0,0,2.82728,0,16.9638,32,100,1024,192,0,0,52
mtran,17713,67108864,32,1,0,1,1,2,16,2,16,1,31.5225,67110400,8388880,4.05768,33555000,8389130,0.13455,2097150,0.938696,4194300,4194300,0,0,49.1534,99.7685,0,0,0,3691120000,939524000,268435000,402653000,134218000,188744000,0,1.68013,0,0.806464,0.403232,0,3.02425,32,100,1024,192,0,0,52
mtran,2282,33554432,32,1,0,1,1,2,16,2,32,0,63.4971,8388900,8388310,34.1298,30701200,8388630,1.21938,2097150,6.69746,2097150,4194300,0,0,45.7846,99.8248,0,0,0,1946160000,503316000,268435000,167772000,0,105906000,0,11.2837,0,0,3.65957,0,15.4009,32,100,1024,384,0,0,52
mtran,16194,33554432,32,1,0,1,1,2,16,2,32,1,34.5154,67111000,8388810,4.45847,33555000,8388680,0.146451,2097150,0.810095,2097150,4194300,0,0,49.5405,100.573,0,0,0,2315390000,503316000,268435000,234881000,67108900,124781000,0,1.57435,0,0.439355,0.439355,0,2.17849,32,100,1024,384,0,0,52
mtran,1778,67108864,64,1,0,1,1,2,32,2,32,0,71.7349,8388620,8387940,39.9755,31820000,8388630,1.37027,2097150,7.6005,2097150,4194300,0,0,90.7179,99.937,0,0,0,2885680000,939524000,268435000,335544000,0,150995000,0,13.1364,0,0,4.14834,0,24.8904,32,100,1024,384,0,0,52
mtran,16178,67108864,64,1,0,1,1,2,32,2,32,1,34.5394,67109200,8388590,4.44213,33558000,8388680,0.146774,2097150,0.80714,2097150,4194300,0,0,99.0462,100.012,0,0,0,3691250000,939524000,268435000,402653000,134218000,188744000,0,1.83419,0,0.880413,0.440206,0,3.30158,32,100,1024,384,0,0,52
mtran,1522,33554432,64,1,0,1,1,2,32,2,64,0,87.0859,8389010,8388790,48.2249,31594500,8388630,1.66979,2097150,8.80637,2097150,4194300,0,0,94.2856,99.9057,0,0,0,1946160000,503316000,268435000,167772000,0,105906000,0,15.5306,0,0,5.03696,0,21.1978,32,100,1024,768,0,0,52
mtran,19917,33554432,64,1,0,1,1,2,32,2,64,1,28.0351,67109600,8388580,3.58727,33555000,8388740,0.119178,2097150,0.624208,2097150,4194300,0,0,99.5597,99.6636,0,0,0,2315520000,503316000,268435000,234881000,67108900,124781000,0,1.28245,0,0.357894,0.357894,0,1.77461,32,100,1024,768,0,0,52
mtran,1700,67108864,128,1,0,1,1,2,64,2,64,0,82.5141,8388620,8388590,47.6787,33376200,8388630,1.58345,2097150,8.32911,2097150,4194300,0,0,89.1399,99.7271,0,0,0,2885680000,939524000,268435000,335544000,0,150995000,0,15.113,0,0,4.77252,0,28.6356,32,100,1024,768,0,0,52
mtran,16196,67108864,128,1,0,1,1,2,64,2,64,1,34.4853,67109400,8388620,4.43517,33555200,8388680,0.147244,2097150,0.769166,2097150,4194300,0,0,99.035,99.5117,0,0,0,3691510000,939524000,268435000,402653000,134218000,188744000,0,1.84034,0,0.883361,0.441681,0,3.31265,32,100,1024,768,0,0,52
mtran,3748,67108864,32,1,0,1,1,4,8,4,8,0,34.7515,8389260,8382370,10.9914,14503800,8388630,0.66472,2097150,4.66574,4194300,4194300,0,0,43.8296,97.2923,0,0,0,2885680000,939524000,268435000,335544000,0,150995000,0,6.5083,0,0,2.05525,0,12.3316,32,100,1024,160,0,0,52
mtran,4184,67108864,32,1,0,1,1,4,8,4,8,1,37.0492,12195100,8388680,10.5006,16757200,8388630,0.585369,2097150,4.05762,4194300,4194300,0,0,45.4621,97.5219,0,0,0,3691050000,939524000,268435000,402653000,134218000,188744000,0,7.42987,0,3.56634,1.78317,0,13.3738,32,100,1024,160,0,0,52
mtran,2591,33554432,32,1,0,1,1,4,8,4,16,0,49.7944,8388620,8385140,16.2382,15261500,8388630,0.943974,2097150,6.2108,4194300,4194300,0,0,46.2998,99.3262,0,0,0,1979710000,503316000,268435000,201327000,0,109052000,0,8.65791,0,0,2.88597,0,12.5061,32,100,1024,320,0,0,52
mtran,8958,33554432,32,1,0,1,1,4,8,4,16,1,31.548,30025300,8388730,4.77535,16774600,8388740,0.263059,2097150,1.70991,4194300,4194300,0,0,49.1224,100.005,0,0,0,2382430000,503316000,268435000,234881000,67108900,127926000,0,2.82778,0,0.789149,0.789149,0,4.01156,32,100,1024,320,0,0,52
mtran,1753,16777216,32,1,0,1,1,4,8,4,32,0,71.9177,8388620,8388900,24.568,16416800,8388630,1.38445,2097150,5.16361,2097150,4194300,0,0,47.7892,99.9556,0,0,0,1090520000,352322000,268435000,83886100,0,60293100,0,4.9937,0,0,3.09954,0,9.90179,32,100,1024,640,0,0,52
mtran,8931,16777216,32,1,0,1,1,4,8,4,32,1,34.7772,33553700,8388550,4.83007,16777900,8388680,0.266297,2097150,0.998002,2097150,4194300,0,0,49.5611,99.9671,0,0,0,1241580000,352322000,268435000,150995000,33554400,69730300,0,1.13144,0,0.399332,0.598998,0,2.21306,32,100,1024,640,0,0,52
mtran,2380,67108864,64,1,0,1,1,4,16,4,16,0,54.7977,8388820,8382040,17.8665,15164900,8388690,1.0263,2097150,6.84223,4194300,4194300,0,0,92.1257,99.8414,0,0,0,2885680000,939524000,268435000,335544000,0,150995000,0,10.0161,0,0,3.16297,0,18.978,32,100,1024,320,0,0,52
mtran,8949,67108864,64,1,0,1,1,4,16,4,16,1,31.6625,30163300,8388570,4.76848,16775600,8388670,0.263112,2097150,1.7096,4194300,4194300,0,0,98.0362,99.8606,0,0,0,3691120000,939524000,268435000,402653000,134218000,188744000,0,3.29229,0,1.5803,0.79015,0,5.92618,32,100,1024,320,0,0,52
mtran,1815,33554432,64,1,0,1,1,4,16,4,32,0,70.4207,8388620,8387770,23.6417,15853300,8388630,1.34077,2097150,7.12027,2097150,4194300,0,0,95.3864,99.9733,0,0,0,1979710000,503316000,268435000,201327000,0,109052000,0,12.2094,0,0,4.06981,0,17.6364,32,100,1024,640,0,0,52
mtran,8922,33554432,64,1,0,1,1,4,16,4,32,1,34.9276,33554700,8388660,4.83872,16777300,8388680,0.267024,2097150,1.4005,2097150,4194300,0,0,98.9474,99.9485,0,0,0,2382500000,503316000,268435000,234881000,67108900,127926000,0,2.86916,0,0.800696,0.800696,0,4.0703,32,100,1024,640,0,0,52
mtran,1531,16777216,64,1,0,1,1,4,16,4,64,0,85.1624,8388730,8388250,26.842,14500200,8388630,1.55447,2097150,5.9107,2097150,4194300,0,0,95.4163,99.4665,0,0,0,1090520000,352322000,268435000,83886100,0,60293100,0,5.94241,0,0,3.68839,0,11.7835,32,100,1024,1280,0,0,52
mtran,8711,16777216,64,1,0,1,1,4,16,4,64,1,35.6558,33554400,8388770,5.01232,16778300,8388630,0.274829,2097150,1.00105,2097150,4194300,0,0,94.9736,99.9746,0,0,0,1241640000,352322000,268435000,150995000,33554400,69730300,0,1.17395,0,0.414334,0.621502,0,2.2963,32,100,1024,1280,0,0,52
mtran,1755,67108864,128,1,0,1,1,4,32,4,32,0,72.9664,8388620,8386240,25.1694,16583600,8388630,1.39675,2097150,7.35898,2097150,4194300,0,0,90.7418,99.9784,0,0,0,2885680000,939524000,268435000,335544000,0,150995000,0,13.3191,0,0,4.20604,0,25.2367,32,100,1024,640,0,0,52
mtran,8936,67108864,128,1,0,1,1,4,32,4,32,1,34.8429,33554400,8388590,4.85268,16778200,8388630,0.267339,2097150,1.40331,2097150,4194300,0,0,98.2716,99.8984,0,0,0,3691250000,939524000,268435000,402653000,134218000,188744000,0,3.34462,0,1.60542,0.802709,0,6.02039,32,100,1024,640,0,0,52
mtran,1403,33554432,128,1,0,1,1,4,32,4,64,0,87.0284,8388730,8387550,30.1528,16681800,8388630,1.66105,2097150,8.56295,2097150,4194300,0,0,94.512,99.8366,0,0,0,1979710000,503316000,268435000,201327000,0,109052000,0,15.062,0,0,5.02066,0,21.7569,32,100,1024,1280,0,0,52
mtran,9251,33554432,128,1,0,1,1,4,32,4,64,1,33.5987,33554400,8388460,4.67038,16779400,8388630,0.257092,2097150,1.32013,2097150,4194300,0,0,99.148,100.114,0,0,0,2382630000,503316000,268435000,234881000,67108900,127926000,0,2.7659,0,0.771879,0.771879,0,3.92383,32,100,1024,1280,0,0,52
mtran,1640,67108864,256,1,0,1,1,4,64,4,64,0,84.4844,8388630,8388000,29.4031,16757300,8388680,1.6217,2097150,8.32789,2097150,4194300,0,0,88.7905,99.8192,0,0,0,2885680000,939524000,268435000,335544000,0,150995000,0,15.465,0,0,4.88369,0,29.3027,32,100,1024,1280,0,0,52
mtran,8702,67108864,256,1,0,1,1,4,64,4,64,1,35.5869,33554400,8388680,4.97049,16778200,8388630,0.273547,2097150,1.40295,2097150,4194300,0,0,98.142,100.081,0,0,0,3691510000,939524000,268435000,402653000,134218000,188744000,0,3.41904,0,1.64114,0.82057,0,6.15437,32,100,1024,1280,0,0,52
mtran,3534,67108864,32,1,0,1,1,8,4,8,4,0,38.1365,8388620,8400110,13.2297,8389990,16777200,0.713155,2097150,5.11294,4194300,4194300,0,0,43.2109,97.2654,0,0,0,2885680000,939524000,268435000,335544000,0,150995000,0,7.13408,0,0,2.25287,0,13.5173,32,100,1024,144,0,0,52
mtran,3624,67108864,32,1,0,1,1,8,4,8,4,1,37.0854,8445210,8414070,12.8452,8388700,16777200,0.711162,2097150,4.96155,4194300,4194300,0,0,44.1829,98.0952,0,0,0,3691020000,939524000,268435000,402653000,134218000,188744000,0,9.03195,0,4.33534,2.16767,0,16.2576,32,100,1024,144,0,0,52
mtran,3377,33554432,32,1,0,1,1,8,4,8,8,0,38.9921,8388700,8378440,9.03591,8388700,8388630,0.733091,2097150,4.86365,4194300,4194300,0,0,47.0771,99.589,0,0,0,1979710000,503316000,268435000,201327000,0,109052000,0,6.76208,0,0,2.25403,0,9.76759,32,100,1024,288,0,0,52
mtran,3292,33554432,32,1,0,1,1,8,4,8,8,1,38.997,8473930,8388450,8.97685,8388700,8388630,0.740664,2097150,4.82363,4194300,4194300,0,0,47.3222,99.6751,0,0,0,2382400000,503316000,268435000,234881000,67108900,127926000,0,8.00354,0,2.23355,2.23355,0,11.354,32,100,1024,288,0,0,52
mtran,2371,16777216,32,1,0,1,1,8,4,8,16,0,55.6834,8388780,8386440,12.8846,8389620,8388630,1.01446,2097150,5.06602,4194300,4194300,0,0,48.3222,99.6597,0,0,0,1090520000,352322000,268435000,117441000,0,61866000,0,3.47806,0,0,2.40789,0,7.89289,32,100,1024,576,0,0,52
mtran,3340,16777216,32,1,0,1,1,8,4,8,16,1,41.7968,10137500,8388650,8.74693,8389580,8388680,0.722896,2097150,3.4375,4194300,4194300,0,0,48.8316,99.8348,0,0,0,1275100000,352322000,268435000,150995000,33554400,71303200,0,2.89953,0,1.08732,1.63099,0,6.16169,32,100,1024,576,0,0,52
mtran,1814,8388608,32,1,0,1,1,8,4,8,32,0,68.2579,8389000,8387630,15.8944,8388700,8388630,1.33182,2097150,4.44055,2097150,4194300,0,0,48.9454,100.39,0,0,0,713032000,167772000,268435000,41943000,0,39845900,0,2.94887,0,0,2.78504,0,6.22575,32,100,1024,1152,0,0,52
mtran,4638,8388608,32,1,0,1,1,8,4,8,32,1,37.8682,15337200,8388450,6.18811,8388700,8388630,0.511978,2097150,1.72677,2097150,4194300,0,0,49.5546,99.9201,0,0,0,805339000,167772000,268435000,58720300,16777200,44564500,0,1.34411,0,0.384033,1.08809,0,2.72037,32,100,1024,1152,0,0,52
mtran,3254,67108864,64,1,0,1,1,8,8,8,8,0,40.03,8388800,8377540,9.28536,8388700,8388700,0.751984,2097150,4.99638,4194300,4194300,0,0,93.9225,99.9575,0,0,0,2885680000,939524000,268435000,335544000,0,150995000,0,7.3055,0,0,2.307,0,13.8422,32,100,1024,288,0,0,52
mtran,3240,67108864,64,1,0,1,1,8,8,8,8,1,39.838,8505220,8388540,9.17014,8389600,8388630,0.748175,2097150,4.92544,4194300,4194300,0,0,93.9089,99.7307,0,0,0,3691050000,939524000,268435000,402653000,134218000,188744000,0,9.49757,0,4.55883,2.27942,0,17.0958,32,100,1024,288,0,0,52
mtran,2399,33554432,64,1,0,1,1,8,8,8,16,0,54.851,8389300,8385080,12.6975,8389020,8388630,1.00944,2097150,6.57163,4194300,4194300,0,0,96.3564,99.7435,0,0,0,1979710000,503316000,268435000,201327000,0,109052000,0,9.48748,0,0,3.16249,0,13.7045,32,100,1024,576,0,0,52
mtran,3305,33554432,64,1,0,1,1,8,8,8,16,1,41.8122,10057700,8388800,8.8023,8388700,8388630,0.725571,2097150,4.54729,4194300,4194300,0,0,97.0657,99.9566,0,0,0,2382430000,503316000,268435000,234881000,67108900,127926000,0,7.82474,0,2.18365,2.18365,0,11.1005,32,100,1024,576,0,0,52
mtran,1818,16777216,64,1,0,1,1,8,8,8,32,0,68.179,8388640,8387810,15.7443,8388700,8388680,1.33378,2097150,4.72626,2097150,4194300,0,0,96.4953,99.8718,0,0,0,1090520000,352322000,268435000,117441000,0,61866000,0,4.24277,0,0,2.9373,0,9.62873,32,100,1024,1152,0,0,52
mtran,4637,16777216,64,1,0,1,1,8,8,8,32,1,37.8891,15322200,8388420,6.21931,8389500,8388630,0.51255,2097150,1.86583,2097150,4194300,0,0,98.2721,99.9833,0,0,0,1275130000,352322000,268435000,150995000,33554400,71303200,0,2.05919,0,0.772195,1.15829,0,4.37605,32,100,1024,1152,0,0,52
mtran,1689,8388608,64,1,0,1,1,8,8,8,64,0,81.1311,8394240,8387360,18.8125,8388700,8388630,1.41753,2097150,5.37793,2350040,4234600,0,0,95.8734,99.8742,0,0,0,713032000,167772000,268435000,41943000,0,39845900,0,3.50942,0,0,3.31446,0,7.40961,32,100,1024,2304,0,0,52
mtran,4685,8388608,64,1,0,1,1,8,8,8,64,1,39.6762,16774800,8388620,6.15056,8389350,8388680,0.50643,2097150,1.75204,2360520,4202080,0,0,96.4467,99.9754,0,0,0,805372000,167772000,268435000,58720300,16777200,44564500,0,1.33658,0,0.381881,1.082,0,2.70527,32,100,1024,2304,0,0,52
mtran,2353,67108864,128,1,0,1,1,8,16,8,16,0,55.2286,8388620,8382790,12.7829,8388700,8388630,1.03575,2097150,6.61638,4194300,4194300,0,0,93.0451,99.9699,0,0,0,2885680000,939524000,268435000,335544000,0,150995000,0,10.0599,0,0,3.17682,0,19.0612,32,100,1024,576,0,0,52
mtran,3345,67108864,128,1,0,1,1,8,16,8,16,1,41.4924,10179000,8388930,8.71273,8388700,8388630,0.716588,2097150,4.50476,4194300,4194300,0,0,95.2859,99.9124,0,0,0,3691120000,939524000,268435000,402653000,134218000,188744000,0,9.01743,0,4.32837,2.16418,0,16.2316,32,100,1024,576,0,0,52
mtran,1804,33554432,128,1,0,1,1,8,16,8,32,0,70.6543,8388780,8388090,16.411,8388970,8388650,1.34442,2097150,6.96277,2097150,4194300,0,0,95.5861,99.8069,0,0,0,1979710000,503316000,268435000,201327000,0,109052000,0,12.251,0,0,4.08365,0,17.6964,32,100,1024,1152,0,0,52
mtran,4742,33554432,128,1,0,1,1,8,16,8,32,1,37.5318,15695000,8388370,6.04946,8389440,8388680,0.499778,2097150,2.5625,2097150,4194300,0,0,98.3415,99.8932,0,0,0,2382500000,503316000,268435000,234881000,67108900,127926000,0,5.38076,0,1.50161,1.50161,0,7.63338,32,100,1024,1152,0,0,52
mtran,1555,16777216,128,1,0,1,1,8,16,8,64,0,84.9682,8388620,8388580,19.661,8389740,8388630,1.52923,2097150,5.7999,2097150,4194300,0,0,96.9227,100.11,0,0,0,1090520000,352322000,268435000,117441000,0,61866000,0,5.28531,0,0,3.65906,0,11.9949,32,100,1024,2304,0,0,52
mtran,4684,16777216,128,1,0,1,1,8,16,8,64,1,39.735,16777500,8388440,6.1479,8391420,8388690,0.506524,2097150,1.81291,2097150,4194300,0,0,98.8272,99.9291,0,0,0,1275200000,352322000,268435000,150995000,33554400,71303200,0,2.03699,0,0.763871,1.14581,0,4.32893,32,100,1024,2304,0,0,52
mtran,1744,67108864,256,1,0,1,1,8,32,8,32,0,73.4038,8388730,8387830,17.0109,8388700,8388630,1.40315,2097150,7.22049,2097150,4194300,0,0,90.5388,99.9347,0,0,0,2885680000,939524000,268435000,335544000,0,150995000,0,13.3931,0,0,4.22939,0,25.3768,32,100,1024,1152,0,0,52
mtran,4780,67108864,256,1,0,1,1,8,32,8,32,1,37.4731,15836800,8388430,6.00555,8389170,8388680,0.496071,2097150,2.54361,2097150,4194300,0,0,96.5994,100.045,0,0,0,3691250000,939524000,268435000,402653000,134218000,188744000,0,6.20114,0,2.97655,1.48827,0,11.1622,32,100,1024,1152,0,0,52
mtran,1401,33554432,256,1,0,1,1,8,32,8,64,0,87.0191,8388860,8388080,20.1618,8388700,8388650,1.65781,2097150,8.44924,2097150,4194300,0,0,94.3248,99.8823,0,0,0,1979710000,503316000,268435000,201327000,0,109052000,0,15.0386,0,0,5.01285,0,21.7232,32,100,1024,2304,0,0,52
mtran,4724,33554432,256,1,0,1,1,8,32,8,64,1,39.4304,16777300,8388630,6.11048,8389670,8388680,0.504912,2097150,2.55757,2097150,4194300,0,0,98.245,100.054,0,0,0,2382630000,503316000,268435000,234881000,67108900,127926000,0,5.42796,0,1.51478,1.51478,0,7.70037,32,100,1024,2304,0,0,52
mtran,1647,67108864,512,1,0,1,1,8,64,8,64,0,84.2213,8388620,8388590,19.5532,8388700,8388630,1.62025,2097150,8.19485,2097150,4194300,0,0,87.9917,99.5061,0,0,0,2885680000,939524000,268435000,335544000,0,150995000,0,15.4543,0,0,4.88031,0,29.2824,32,100,1024,2304,0,0,52
mtran,4688,67108864,512,1,0,1,1,8,64,8,64,1,39.6893,16777400,8388800,6.14914,8389470,8388630,0.507695,2097150,2.5738,2097150,4194300,0,0,96.4575,99.3964,0,0,0,3691510000,939524000,268435000,402653000,134218000,188744000,0,6.39365,0,3.06895,1.53448,0,11.5087,32,100,1024,2304,0,0,52
mtran,3605,67108864,32,1,0,1,1,16,2,16,2,0,41.1773,8389330,8517060,23.6688,8388700,33554300,0.749969,2097150,5.48981,4194300,4194300,0,0,45.1426,100.033,0,0,0,2818570000,939524000,268435000,335544000,0,148898000,0,7.448,0,0,2.352,0,13.9161,32,100,1024,136,0,0,52
mtran,3643,67108864,32,1,0,1,1,16,2,16,2,1,36.4018,8388620,8466680,21.0283,8389170,33554400,0.694593,2097150,4.87503,4194300,4194300,0,0,45.6466,99.9229,0,0,0,3623900000,939524000,268435000,402653000,134218000,186647000,0,8.71213,0,4.18182,2.09091,0,15.5077,32,100,1024,136,0,0,52
mtran,3177,33554432,32,1,0,1,1,16,2,16,4,0,42.2694,8388620,8392640,14.6771,8389780,16777200,0.772907,2097150,5.26749,4194300,4194300,0,0,47.4518,99.9712,0,0,0,1979710000,503316000,268435000,201327000,0,109052000,0,7.29555,0,0,2.43185,0,10.5382,32,100,1024,272,0,0,52
mtran,3186,33554432,32,1,0,1,1,16,2,16,4,1,40.0848,8388620,8391550,13.9272,8388700,16777200,0.766482,2097150,4.98791,4194300,4194300,0,0,47.5282,99.9721,0,0,0,2382380000,503316000,268435000,234881000,67108900,127926000,0,8.25153,0,2.30275,2.30275,0,11.7058,32,100,1024,272,0,0,52
mtran,2811,16777216,32,1,0,1,1,16,2,16,8,0,46.4608,8389020,8380520,10.7551,8388700,8388630,0.863309,2097150,4.23052,4194300,4194300,0,0,48.5883,99.7632,0,0,0,1090520000,352322000,268435000,117441000,0,61866000,0,2.90144,0,0,2.00869,0,6.58434,32,100,1024,544,0,0,52
mtran,3285,16777216,32,1,0,1,1,16,2,16,8,1,40.0036,8388900,8388710,9.28705,8389140,8388630,0.737854,2097150,3.64973,4194300,4194300,0,0,48.7978,99.8452,0,0,0,1275080000,352322000,268435000,150995000,33554400,71303200,0,3.07823,0,1.15433,1.7315,0,6.54143,32,100,1024,544,0,0,52
mtran,2249,8388608,32,1,0,1,1,16,2,16,16,0,59.8217,8388800,8386860,13.8225,8388700,8388680,1.0686,2097150,5.00272,4194300,4194300,0,0,49.1272,99.6841,0,0,0,729809000,167772000,268435000,41943000,0,40632300,0,2.65267,0,0,2.43759,0,5.55658,32,100,1024,1088,0,0,52
mtran,3034,8388608,32,1,0,1,1,16,2,16,16,1,42.3793,8388620,8388240,9.79615,8388700,8388680,0.798277,2097150,3.54532,4194300,4194300,0,0,49.3353,99.885,0,0,0,830489000,167772000,268435000,50331600,16777200,45350900,0,2.18035,0,0.608469,1.724,0,4.38627,32,100,1024,1088,0,0,52
mtran,1964,4194304,32,1,0,1,1,16,2,16,32,0,62.4917,8389190,8388270,14.4717,8388700,8388630,1.21615,2097150,3.9986,2392310,4216570,0,0,49.4506,99.9038,0,0,0,499122000,83886100,268435000,20971500,0,28835800,0,1.94797,0,0,2.47242,0,4.12103,32,100,1024,2176,0,0,52
mtran,2646,4194304,32,1,0,1,1,16,2,16,32,1,47.3615,8388840,8388850,10.9917,8389720,8388650,0.905618,2097150,3.04176,2406350,4208760,0,0,49.5697,99.8914,0,0,0,545276000,83886100,268435000,29360100,8388610,31195100,0,1.62307,0,0.341699,1.87935,0,3.38876,32,100,1024,2176,0,0,52
