Kernel name,Computation duration (us),Global size,Local size,VECTOR_TYPE,CR,LOCAL_MEM,PADD_LOCAL,WORK_GROUP_SIZE_X,WORK_GROUP_SIZE_Y,TILE_SIZE_X,TILE_SIZE_Y,DIAGONAL_MAP,dram__throughput.avg.pct_of_peak_sustained_elapsed,dram__sectors_read.sum,dram__sectors_write.sum,lts__t_sectors.avg.pct_of_peak_sustained_elapsed,lts__t_sectors_op_read.sum,lts__t_sectors_op_write.sum,l1tex__t_requests_pipe_lsu_mem_global_op_ld.avg.pct_of_peak_sustained_active,l1tex__t_requests_pipe_lsu_mem_global_op_ld.sum,l1tex__data_pipe_lsu_wavefronts_mem_shared.avg.pct_of_peak_sustained_elapsed,l1tex__data_pipe_lsu_wavefronts_mem_shared_op_ld.sum,l1tex__data_pipe_lsu_wavefronts_mem_shared_op_st.sum,l1tex__t_sectors_pipe_lsu_mem_local_op_ld.sum,l1tex__t_sectors_pipe_lsu_mem_local_op_st.sum,sm__warps_active.avg.pct_of_peak_sustained_active,smsp__cycles_active.avg.pct_of_peak_sustained_elapsed,smsp__sass_thread_inst_executed_op_fp16_pred_on.sum,smsp__sass_thread_inst_executed_op_fp32_pred_on.sum,smsp__sass_thread_inst_executed_op_fp64_pred_on.sum,smsp__sass_thread_inst_executed_op_integer_pred_on.sum,smsp__sass_thread_inst_executed_op_control_pred_on.sum,smsp__sass_thread_inst_executed_op_memory_pred_on.sum,smsp__sass_thread_inst_executed_op_misc_pred_on.sum,smsp__sass_thread_inst_executed_op_conversion_pred_on.sum,smsp__inst_executed.sum,smsp__inst_executed_pipe_fp16.sum,smsp__pipe_fma_cycles_active.avg.pct_of_peak_sustained_active,smsp__inst_executed_pipe_fp64.avg.pct_of_peak_sustained_active,smsp__inst_executed_pipe_xu.avg.pct_of_peak_sustained_active,smsp__inst_executed_pipe_lsu.avg.pct_of_peak_sustained_active,smsp__inst_executed_pipe_tex.avg.pct_of_peak_sustained_active,smsp__issue_active.avg.pct_of_peak_sustained_active,smsp__thread_inst_executed_per_inst_executed.ratio,smsp__thread_inst_executed_per_inst_executed.pct,Maximum work-group size,Local memory size,Private memory size,Constant memory size,Registers count
mtran,2492,67108864,32,1,0,0,0,1,32,1,32,0,49.7977,8388620,8388670,57.3181,57045300,8388630,1.2152,2097150,2.43569,0,0,0,0,41.5529,99.9615,0,0,0,402653000,67108900,134218000,402653000,0,31457300,0,2.43662,0,0,2.43662,0,4.5688,32,100,1024,0,0,0,8
mtran,30407,67108864,32,1,0,0,0,1,32,1,32,1,34.5293,134222000,8389360,5.3993,67114800,8389620,0.098034,2097150,0.196117,0,0,0,0,49.3868,99.9941,0,0,0,1208220000,67108900,134218000,469762000,134218000,69206000,0,0.539354,0,0.588386,0.196129,0,0.80904,32,100,1024,0,0,0,10
mtran,2378,33554432,32,1,0,0,0,1,32,1,64,0,62.3029,8390030,8388890,61.2998,63224100,8388780,1.18914,2097150,2.38251,0,0,0,0,46.2373,99.9064,0,0,0,838861000,167772000,134218000,201327000,0,52428800,0,5.66377,0,0,2.38474,0,7.45245,32,100,1024,0,0,0,28
mtran,42832,33554432,32,1,0,0,0,1,32,1,64,1,24.5629,134219000,8388720,2.98125,67137000,8388940,0.0549494,2097150,0.109628,0,0,0,0,49.8205,99.6668,0,0,0,1241780000,167772000,134218000,234881000,67108900,71303200,0,0.357482,0,0.164992,0.109994,0,0.467483,32,100,1024,0,0,0,28
mtran,2212,67108864,64,1,0,0,0,1,64,1,64,0,70.262,8388630,8388620,61.6611,55080500,8388630,1.3504,2097150,2.69975,0,0,0,0,87.5906,99.8612,0,0,0,402653000,67108900,134218000,402653000,0,31457300,0,2.7035,0,0,2.7035,0,5.06936,32,100,1024,0,0,0,8
mtran,28899,67108864,64,1,0,0,0,1,64,1,64,1,36.5439,134219000,8388820,4.47362,67109900,8388980,0.0821603,2097150,0.164106,0,0,0,0,95.8182,99.3645,0,0,0,1208480000,67108900,134218000,469762000,134218000,69206000,0,0.454177,0,0.495466,0.165155,0,0.681283,32,100,1024,0,0,0,10
mtran,2513,67108864,32,1,0,0,0,2,16,2,16,0,50.7542,8388630,8385830,23.472,25140800,8388680,0.964252,2097150,1.94456,0,0,0,0,41.4639,99.4404,0,0,0,402653000,67108900,134218000,402653000,0,31457300,0,1.9555,0,0,1.9555,0,3.66667,32,100,1024,0,0,0,8
mtran,17715,67108864,32,1,0,0,0,2,16,2,16,1,31.612,67109700,8388710,4.05377,33556700,8388680,0.134058,2097150,0.268275,0,0,0,0,49.1599,99.9664,0,0,0,1275200000,67108900,134218000,402653000,134218000,69206000,0,0.738005,0,0.805097,0.268366,0,1.10702,32,100,1024,0,0,0,10
mtran,2072,33554432,32,1,0,0,0,2,16,2,32,0,68.6405,8388740,8388630,36.0914,29651300,8388630,1.31429,2097150,2.63346,0,0,0,0,45.5249,100.011,0,0,0,872415000,167772000,134218000,167772000,0,52428800,0,6.58289,0,0,2.63316,0,8.22875,32,100,1024,0,0,0,28
mtran,16190,33554432,32,1,0,0,0,2,16,2,32,1,34.4921,67109400,8388830,4.42546,33554500,8388980,0.146555,2097150,0.292729,0,0,0,0,49.5401,99.9205,0,0,0,1241650000,167772000,134218000,234881000,67108900,71303200,0,0.952124,0,0.439442,0.292961,0,1.2451,32,100,1024,0,0,0,28
mtran,1917,16777216,32,1,0,0,0,2,16,2,64,0,73.3609,8388620,8388670,40.5313,31390800,8388630,1.41028,2097150,0.707453,0,0,0,0,47.7431,100.025,0,0,0,520094000,167772000,134218000,67108900,0,29360100,0,2.29866,0,0,1.7682,0,4.95134,32,100,1024,0,0,0,28
mtran,18220,16777216,32,1,0,0,0,2,16,2,64,1,30.5396,67109900,8388660,3.94218,33556100,8388730,0.129586,2097150,0.0652052,0,0,0,0,49.786,100.606,0,0,0,704774000,167772000,134218000,100663000,33554400,38797300,0,0.307857,0,0.194436,0.16203,0,0.599557,32,100,1024,0,0,0,28
mtran,1769,67108864,64,1,0,0,0,2,32,2,32,0,71.8369,8388780,8385710,38.9427,30889100,8388680,1.37106,2097150,2.75774,0,0,0,0,89.2902,99.9558,0,0,0,402653000,67108900,134218000,402653000,0,31457300,0,2.75896,0,0,2.75896,0,5.17335,32,100,1024,0,0,0,8
mtran,16196,67108864,64,1,0,0,0,2,32,2,32,1,34.504,67109700,8388630,4.45476,33555800,8388680,0.146291,2097150,0.294629,0,0,0,0,96.9654,99.9964,0,0,0,1275330000,67108900,134218000,402653000,134218000,69206000,0,0.81026,0,0.88392,0.29464,0,1.21542,32,100,1024,0,0,0,10
mtran,1622,33554432,64,1,0,0,0,2,32,2,64,0,78.9135,8388630,8387590,42.7064,30839800,8388680,1.48375,2097150,3.02692,0,0,0,0,93.7232,99.7149,0,0,0,872415000,167772000,134218000,167772000,0,52428800,0,7.58895,0,0,3.03558,0,9.48652,32,100,1024,0,0,0,28
mtran,19413,33554432,64,1,0,0,0,2,32,2,64,1,28.6707,67110200,8388930,3.68012,33555300,8389110,0.12216,2097150,0.243273,0,0,0,0,97.5007,99.8949,0,0,0,1241780000,167772000,134218000,234881000,67108900,71303200,0,0.791468,0,0.365293,0.243529,0,1.03502,32,100,1024,0,0,0,28
mtran,1557,67108864,128,1,0,0,0,2,64,2,64,0,86.2678,8388620,8388580,49.3218,32943100,8388630,1.65464,2097150,3.3145,0,0,0,0,85.9262,99.977,0,0,0,402653000,67108900,134218000,402653000,0,31457300,0,3.31526,0,0,3.31526,0,6.21659,32,100,1024,0,0,0,8
mtran,16156,67108864,128,1,0,0,0,2,64,2,64,1,34.5324,67109600,8388730,4.43816,33554700,8388780,0.146732,2097150,0.293268,0,0,0,0,94.9102,99.9199,0,0,0,1275590000,67108900,134218000,402653000,134218000,69206000,0,0.807133,0,0.880509,0.293503,0,1.21074,32,100,1024,0,0,0,10
mtran,3593,67108864,32,1,0,0,0,4,8,4,8,0,36.2114,8388620,8379640,11.1984,14010900,8388630,0.700269,2097150,1.38662,0,0,0,0,42.901,94.8073,0,0,0,402653000,67108900,134218000,402653000,0,31457300,0,1.46256,0,0,1.46256,0,2.74239,32,100,1024,0,0,0,8
mtran,4143,67108864,32,1,0,0,0,4,8,4,8,1,37.2918,12234000,8388860,10.5605,16756500,8388630,0.592235,2097150,1.16566,0,0,0,0,45.4621,96.8325,0,0,0,1275130000,67108900,134218000,402653000,134218000,69206000,0,3.31041,0,3.61136,1.20379,0,4.96569,32,100,1024,0,0,0,10
mtran,2654,33554432,32,1,0,0,0,4,8,4,16,0,49.4569,8388630,8382970,16.193,15256200,8388680,0.926835,2097150,1.89994,0,0,0,0,46.4789,100.025,0,0,0,872415000,167772000,134218000,167772000,0,52428800,0,4.74866,0,0,1.89946,0,5.93592,32,100,1024,0,0,0,28
mtran,9027,33554432,32,1,0,0,0,4,8,4,16,1,31.6186,30427900,8388630,4.73655,16778300,8388630,0.260995,2097150,0.522073,0,0,0,0,49.1286,100.007,0,0,0,1241580000,167772000,134218000,234881000,67108900,71303200,0,1.69662,0,0.783055,0.522037,0,2.21869,32,100,1024,0,0,0,28
mtran,1902,16777216,32,1,0,0,0,4,8,4,32,0,67.4318,8388620,8388680,22.7709,16021800,8388630,1.24417,2097150,0.648065,0,0,0,0,47.9164,99.8819,0,0,0,520094000,167772000,134218000,67108900,0,29360100,0,2.1087,0,0,1.62208,0,4.54217,32,100,1024,0,0,0,28
mtran,8912,16777216,32,1,0,0,0,4,8,4,32,1,34.9159,33555200,8388500,4.86643,16778200,8388680,0.267314,2097150,0.133978,0,0,0,0,49.5633,99.9828,0,0,0,704709000,167772000,134218000,100663000,33554400,38797300,0,0.636503,0,0.402002,0.335001,0,1.2396,32,100,1024,0,0,0,28
mtran,1921,8388608,32,1,0,0,0,4,8,4,64,0,67.4587,8388620,8388630,22.5455,15795500,8388630,1.26869,2097150,0.323436,0,0,0,0,48.9548,100.016,0,0,0,385876000,75497500,134218000,33554400,0,20709400,0,1.69777,0,0,1.45523,0,3.19387,32,100,1024,0,0,0,28
mtran,8720,8388608,32,1,0,0,0,4,8,4,64,1,35.6129,33554900,8388590,4.93947,16777400,8388680,0.27186,2097150,0.0680272,0,0,0,0,49.7629,99.9119,0,0,0,486605000,75497500,134218000,41943000,16777200,25428000,0,0.459588,0,0.204261,0.306392,0,0.825653,32,100,1024,0,0,0,28
mtran,2376,67108864,64,1,0,0,0,4,16,4,16,0,54.6082,8388620,8381160,17.4659,14806500,8388630,1.02323,2097150,2.09552,0,0,0,0,91.8077,99.921,0,0,0,402653000,67108900,134218000,402653000,0,31457300,0,2.09718,0,0,2.09718,0,3.93243,32,100,1024,0,0,0,8
mtran,8927,67108864,64,1,0,0,0,4,16,4,16,1,31.7399,30131500,8388520,4.80612,16777800,8388680,0.263301,2097150,0.530301,0,0,0,0,97.2256,99.9757,0,0,0,1275200000,67108900,134218000,402653000,134218000,69206000,0,1.45868,0,1.59129,0.53043,0,2.18808,32,100,1024,0,0,0,10
mtran,1895,33554432,64,1,0,0,0,4,16,4,32,0,69.2379,8388620,8385520,23.5164,16259700,8388630,1.27768,2097150,2.65145,0,0,0,0,94.9023,100.046,0,0,0,872415000,167772000,134218000,167772000,0,52428800,0,6.62556,0,0,2.65023,0,8.28224,32,100,1024,0,0,0,28
mtran,8918,33554432,64,1,0,0,0,4,16,4,32,1,34.9263,33555000,8388690,4.85304,16777300,8388630,0.266631,2097150,0.534509,0,0,0,0,97.9022,100.031,0,0,0,1241640000,167772000,134218000,234881000,67108900,71303200,0,1.73662,0,0.801519,0.534346,0,2.27103,32,100,1024,0,0,0,28
mtran,1888,16777216,64,1,0,0,0,4,16,4,64,0,68.4349,8388700,8386060,23.0846,16044600,8388630,1.29131,2097150,0.656066,0,0,0,0,97.1537,100.052,0,0,0,520094000,167772000,134218000,67108900,0,29360100,0,2.13111,0,0,1.63931,0,4.59078,32,100,1024,0,0,0,28
mtran,8769,16777216,64,1,0,0,0,4,16,4,64,1,35.3119,33554600,8388630,4.8947,16778300,8388630,0.26979,2097150,0.134893,0,0,0,0,98.7805,99.9598,0,0,0,704774000,167772000,134218000,100663000,33554400,38797300,0,0.641,0,0.404842,0.337368,0,1.24845,32,100,1024,0,0,0,28
mtran,1743,67108864,128,1,0,0,0,4,32,4,32,0,72.9967,8388720,8385620,25.2134,16633900,8388630,1.39593,2097150,2.80008,0,0,0,0,88.0331,99.8541,0,0,0,402653000,67108900,134218000,402653000,0,31457300,0,2.80417,0,0,2.80417,0,5.25823,32,100,1024,0,0,0,8
mtran,8937,67108864,128,1,0,0,0,4,32,4,32,1,34.8958,33554400,8388660,4.83734,16777300,8388630,0.266681,2097150,0.533042,0,0,0,0,94.8922,99.9514,0,0,0,1275330000,67108900,134218000,402653000,134218000,69206000,0,1.46658,0,1.5999,0.533301,0,2.19994,32,100,1024,0,0,0,10
mtran,1609,33554432,128,1,0,0,0,4,32,4,64,0,80.1264,8388980,8385410,27.8206,16690500,8388680,1.49932,2097150,3.08145,0,0,0,0,92.6658,99.9747,0,0,0,872415000,167772000,134218000,167772000,0,52428800,0,7.70559,0,0,3.08223,0,9.63243,32,100,1024,0,0,0,28
mtran,9396,33554432,128,1,0,0,0,4,32,4,64,1,33.176,33554900,8388600,4.60655,16777800,8388630,0.252757,2097150,0.50811,0,0,0,0,97.3397,100.132,0,0,0,1241780000,167772000,134218000,234881000,67108900,71303200,0,1.64917,0,0.761157,0.507438,0,2.15669,32,100,1024,0,0,0,28
mtran,1437,67108864,256,1,0,0,0,4,64,4,64,0,86.9564,8388620,8387150,30.1902,16758800,8388630,1.66041,2097150,3.33526,0,0,0,0,83.2621,99.8491,0,0,0,402653000,67108900,134218000,402653000,0,31457300,0,3.3403,0,0,3.3403,0,6.26364,32,100,1024,0,0,0,8
mtran,8701,67108864,256,1,0,0,0,4,64,4,64,1,35.7335,33554600,8388660,4.95416,16777600,8388630,0.27293,2097150,0.545818,0,0,0,0,93.2567,99.9901,0,0,0,1275590000,67108900,134218000,402653000,134218000,69206000,0,1.50115,0,1.63761,0.545872,0,2.25182,32,100,1024,0,0,0,10
mtran,3325,67108864,32,1,0,0,0,8,4,8,4,0,40.1094,8388980,8398300,13.9268,8388700,16777300,0.75726,2097150,1.53775,0,0,0,0,42.1496,95.2756,0,0,0,402653000,67108900,134218000,402653000,0,31457300,0,1.614,0,0,1.614,0,3.02634,32,100,1024,0,0,0,8
mtran,3435,67108864,32,1,0,0,0,8,4,8,4,1,38.1135,8447200,8416420,13.2005,8388700,16777200,0.73138,2097150,1.45657,0,0,0,0,43.9042,97.6705,0,0,0,1275100000,67108900,134218000,402653000,134218000,69206000,0,4.10111,0,4.47394,1.49131,0,6.15174,32,100,1024,0,0,0,10
mtran,3314,33554432,32,1,0,0,0,8,4,8,8,0,39.806,8388980,8378800,13.8883,8388700,16777200,0.739967,2097150,1.53288,0,0,0,0,47.36,100.284,0,0,0,872415000,167772000,134218000,167772000,0,52428800,0,3.82136,0,0,1.52854,0,4.77678,32,100,1024,0,0,0,28
mtran,3293,33554432,32,1,0,0,0,8,4,8,8,1,38.9646,8488340,8389260,13.4823,8388720,16777200,0.738303,2097150,1.4875,0,0,0,0,47.4755,99.72,0,0,0,1241550000,167772000,134218000,234881000,67108900,71303200,0,4.84795,0,2.23752,1.49168,0,6.33971,32,100,1024,0,0,0,28
mtran,2875,16777216,32,1,0,0,0,8,4,8,16,0,46.1478,8388810,8385050,15.9956,8389580,16777200,0.85324,2097150,0.441406,0,0,0,0,48.6414,99.7456,0,0,0,520094000,167772000,134218000,67108900,0,29360100,0,1.43823,0,0,1.10633,0,3.09796,32,100,1024,0,0,0,28
mtran,3348,16777216,32,1,0,0,0,8,4,8,16,1,41.5557,10172700,8388920,13.0316,8388700,16777200,0.716744,2097150,0.359379,0,0,0,0,48.8606,99.9656,0,0,0,704676000,167772000,134218000,100663000,33554400,38797300,0,1.70764,0,1.07851,0.898757,0,3.32567,32,100,1024,0,0,0,28
mtran,2434,8388608,32,1,0,0,0,8,4,8,32,0,55.0616,8388620,8389300,19.1281,8388700,16777200,1.00436,2097150,0.263992,0,0,0,0,49.1844,99.9439,0,0,0,385876000,75497500,134218000,33554400,0,20709400,0,1.38673,0,0,1.18863,0,2.60875,32,100,1024,0,0,0,28
mtran,5057,8388608,32,1,0,0,0,8,4,8,32,1,36.1869,16299600,8396120,8.52605,8388700,16777200,0.470274,2097150,0.117411,0,0,0,0,49.6093,99.9456,0,0,0,486572000,75497500,134218000,41943000,16777200,25428000,0,0.792954,0,0.352424,0.528636,0,1.42455,32,100,1024,0,0,0,28
mtran,2151,4194304,32,1,0,0,0,8,4,8,64,0,61.2635,8388790,8388750,21.1026,8388700,16777300,1.12328,2097150,0.145619,0,0,0,0,49.4914,99.6001,0,0,0,264241000,37748700,134218000,16777200,0,14811100,0,1.05997,0,0,1.24273,0,2.06553,32,100,1024,0,0,0,28
mtran,4718,4194304,32,1,0,0,0,8,4,8,64,1,39.3824,16777200,8389080,9.10061,8388700,16777200,0.501513,2097150,0.0627049,0,0,0,0,49.751,99.9199,0,0,0,310411000,37748700,134218000,25165800,8388610,17170400,0,0.549108,0,0.188266,0.533419,0,1.02779,32,100,1024,0,0,0,28
mtran,3202,67108864,64,1,0,0,0,8,8,8,8,0,40.6572,8388620,8376460,11.7977,8388700,10287100,0.85731,2097150,1.75691,0,0,0,0,92.8375,100.294,0,0,0,402653000,67108900,134218000,402653000,0,31457300,0,1.75176,0,0,1.75176,0,3.28473,32,100,1024,0,0,0,8
mtran,3225,67108864,64,1,0,0,0,8,8,8,8,1,40.0392,8510860,8388280,9.95981,8389730,9795480,0.748691,2097150,1.51914,0,0,0,0,93.7068,99.8774,0,0,0,1275130000,67108900,134218000,402653000,134218000,69206000,0,4.18276,0,4.56301,1.521,0,6.27431,32,100,1024,0,0,0,10
mtran,2707,33554432,64,1,0,0,0,8,8,8,16,0,48.3553,8388620,8381780,13.0737,8388830,11165400,0.896137,2097150,1.85715,0,0,0,0,95.7759,100.221,0,0,0,872415000,167772000,134218000,167772000,0,52428800,0,4.63265,0,0,1.85306,0,5.79102,32,100,1024,0,0,0,28
mtran,3324,33554432,64,1,0,0,0,8,8,8,16,1,42.0493,10188000,8388880,10.0823,8388700,10873300,0.72354,2097150,1.45199,0,0,0,0,95.7857,99.4917,0,0,0,1241580000,167772000,134218000,234881000,67108900,71303200,0,4.74308,0,2.18911,1.45941,0,6.20264,32,100,1024,0,0,0,28
mtran,2473,16777216,64,1,0,0,0,8,8,8,32,0,55.047,8388760,8385690,15.1669,8388700,11573000,0.987139,2097150,0.527714,0,0,0,0,97.2209,100.169,0,0,0,520094000,167772000,134218000,67108900,0,29360100,0,1.71218,0,0,1.31706,0,3.68834,32,100,1024,0,0,0,28
mtran,5045,16777216,64,1,0,0,0,8,8,8,32,1,36.1459,16207400,8389280,6.74743,8388700,11383000,0.470244,2097150,0.236596,0,0,0,0,97.9093,100.424,0,0,0,704709000,167772000,134218000,100663000,33554400,38797300,0,1.11909,0,0.706792,0.588994,0,2.17961,32,100,1024,0,0,0,28
mtran,2167,8388608,64,1,0,0,0,8,8,8,64,0,61.858,8388740,8388340,17.946,8388700,12655400,1.12254,2097150,0.296228,0,0,0,0,97.8213,99.6841,0,0,0,385876000,75497500,134218000,33554400,0,20709400,0,1.56013,0,0,1.33725,0,2.93536,32,100,1024,0,0,0,28
mtran,4716,8388608,64,1,0,0,0,8,8,8,64,1,39.4427,16777600,8388580,7.46814,8388700,12219500,0.502149,2097150,0.125777,0,0,0,0,98.5848,100.062,0,0,0,486605000,75497500,134218000,41943000,16777200,25428000,0,0.848469,0,0.377097,0.565646,0,1.52446,32,100,1024,0,0,0,28
mtran,2372,67108864,128,1,0,0,0,8,16,8,16,0,54.6407,8388810,8382960,13.9274,8388700,10033500,1.02232,2097150,2.10014,0,0,0,0,90.9211,99.9149,0,0,0,402653000,67108900,134218000,402653000,0,31457300,0,2.10193,0,0,2.10193,0,3.94142,32,100,1024,0,0,0,8
mtran,3341,67108864,128,1,0,0,0,8,16,8,16,1,41.5313,10151500,8388350,9.38692,8388700,9703810,0.71703,2097150,1.43957,0,0,0,0,92.7517,99.9939,0,0,0,1275200000,67108900,134218000,402653000,134218000,69206000,0,3.95906,0,4.31897,1.43966,0,5.93879,32,100,1024,0,0,0,10
mtran,1920,33554432,128,1,0,0,0,8,16,8,32,0,68.59,8388630,8385880,18.1219,8388700,10723000,1.2556,2097150,2.63426,0,0,0,0,93.2608,100.132,0,0,0,872415000,167772000,134218000,167772000,0,52428800,0,6.57699,0,0,2.6308,0,8.22162,32,100,1024,0,0,0,28
mtran,4809,33554432,128,1,0,0,0,8,16,8,32,1,37.3981,15919600,8388670,6.70536,8389900,10349700,0.492969,2097150,0.99277,0,0,0,0,95.7356,99.9824,0,0,0,1241640000,167772000,134218000,234881000,67108900,71303200,0,3.22707,0,1.48942,0.992945,0,4.22016,32,100,1024,0,0,0,28
mtran,1909,16777216,128,1,0,0,0,8,16,8,64,0,67.7003,8389290,8383740,18.1527,8389640,11033600,1.26998,2097150,0.649308,0,0,0,0,95.8561,99.8248,0,0,0,520094000,167772000,134218000,67108900,0,29360100,0,2.11395,0,0,1.62612,0,4.55396,32,100,1024,0,0,0,28
mtran,4707,16777216,128,1,0,0,0,8,16,8,64,1,39.5183,16777200,8388630,6.99115,8389660,10764800,0.503073,2097150,0.253139,0,0,0,0,97.5224,99.9792,0,0,0,704774000,167772000,134218000,100663000,33554400,38797300,0,1.20266,0,0.759575,0.632979,0,2.34243,32,100,1024,0,0,0,28
mtran,1750,67108864,256,1,0,0,0,8,32,8,32,0,72.8906,8388620,8386720,18.4336,8388700,9951220,1.39049,2097150,2.79328,0,0,0,0,85.1503,99.9131,0,0,0,402653000,67108900,134218000,402653000,0,31457300,0,2.79571,0,0,2.79571,0,5.24244,32,100,1024,0,0,0,8
mtran,4782,67108864,256,1,0,0,0,8,32,8,32,1,37.4857,15849600,8388630,6.61725,8388700,10118000,0.495894,2097150,0.991681,0,0,0,0,91.6438,99.8914,0,0,0,1275330000,67108900,134218000,402653000,134218000,69206000,0,2.73009,0,2.97828,0.992759,0,4.09531,32,100,1024,0,0,0,10
mtran,1610,33554432,256,1,0,0,0,8,32,8,64,0,79.9245,8388630,8387270,21.4147,8389260,10923200,1.48449,2097150,3.08093,0,0,0,0,89.5704,100.341,0,0,0,872415000,167772000,134218000,167772000,0,52428800,0,7.67615,0,0,3.07046,0,9.59572,32,100,1024,0,0,0,28
mtran,4725,33554432,256,1,0,0,0,8,32,8,64,1,39.3693,16777200,8388490,7.15674,8389420,11419400,0.504242,2097150,1.00304,0,0,0,0,95.0539,99.9846,0,0,0,1241780000,167772000,134218000,234881000,67108900,71303200,0,3.26039,0,1.50479,1.0032,0,4.26376,32,100,1024,0,0,0,28
mtran,1489,67108864,512,1,0,0,0,8,64,8,64,0,86.2937,8388800,8387700,22.1757,8388700,10197800,1.64571,2097150,3.31302,0,0,0,0,79.3748,99.3712,0,0,0,402653000,67108900,134218000,402653000,0,31457300,0,3.33398,0,0,3.33398,0,6.2518,32,100,1024,0,0,0,8
mtran,4685,67108864,512,1,0,0,0,8,64,8,64,1,39.6985,16777200,8388860,7.11532,8388700,11125000,0.507524,2097150,1.01107,0,0,0,0,89.704,99.2169,0,0,0,1275590000,67108900,134218000,402653000,134218000,69206000,0,2.80239,0,3.05715,1.01905,0,4.20377,32,100,1024,0,0,0,10
mtran,3338,67108864,32,1,0,0,0,16,2,16,2,0,42.2223,8388860,8465580,24.321,8388700,33554400,0.772057,2097150,1.61182,0,0,0,0,44.9038,99.8572,0,0,0,402653000,67108900,134218000,402653000,0,31457300,0,1.61412,0,0,1.61412,0,3.02656,32,100,1024,0,0,0,8
mtran,3456,67108864,32,1,0,0,0,16,2,16,2,1,38.2466,8388620,8463080,22.1022,8389140,33554400,0.731753,2097150,1.46394,0,0,0,0,45.3938,99.9318,0,0,0,1275080000,67108900,134218000,402653000,134218000,69206000,0,4.02857,0,4.39481,1.46494,0,6.04295,32,100,1024,0,0,0,10
mtran,3176,33554432,32,1,0,0,0,16,2,16,4,0,42.7806,8388620,8493860,24.6345,8388830,33554100,0.783791,2097150,1.63286,0,0,0,0,47.5708,99.9365,0,0,0,872415000,167772000,134218000,167772000,0,52428800,0,4.08474,0,0,1.6339,0,5.10602,32,100,1024,0,0,0,28
mtran,3215,33554432,32,1,0,0,0,16,2,16,4,1,39.9785,8388620,8425850,23.0935,8388700,33553700,0.765977,2097150,1.52818,0,0,0,0,47.6368,99.9255,0,0,0,1241530000,167772000,134218000,234881000,67108900,71303200,0,4.97029,0,2.29398,1.52932,0,6.49969,32,100,1024,0,0,0,28
mtran,3128,16777216,32,1,0,0,0,16,2,16,8,0,43.6126,8388620,8555890,25.0698,8388700,33554500,0.792144,2097150,0.415088,0,0,0,0,48.7743,100.251,0,0,0,520094000,167772000,134218000,67108900,0,29360100,0,1.34566,0,0,1.03513,0,2.89858,32,100,1024,0,0,0,28
mtran,3460,16777216,32,1,0,0,0,16,2,16,8,1,38.1109,8388800,8884100,21.4043,8388720,33554500,0.704841,2097150,0.354156,0,0,0,0,48.9035,100.069,0,0,0,704659000,167772000,134218000,100663000,33554400,38797300,0,1.68109,0,1.06174,0.884782,0,3.27394,32,100,1024,0,0,0,28
mtran,3178,8388608,32,1,0,0,0,16,2,16,16,0,43.3873,8388620,8560240,24.9497,8388870,33554500,0.787458,2097150,0.206544,0,0,0,0,49.3664,99.9448,0,0,0,385876000,75497500,134218000,33554400,0,20709400,0,1.08495,0,0,0.929961,0,2.04104,32,100,1024,0,0,0,28
mtran,3408,8388608,32,1,0,0,0,16,2,16,16,1,38.016,8388660,8639980,21.5841,8388700,33554500,0.713108,2097150,0.178859,0,0,0,0,49.4218,100.1,0,0,0,486556000,75497500,134218000,41943000,16777200,25428000,0,1.20609,0,0.536042,0.804062,0,2.16676,32,100,1024,0,0,0,28
mtran,3210,4194304,32,1,0,0,0,16,2,16,32,0,42.323,8389810,8532890,24.2697,8389250,33554500,0.776211,2097150,0.100549,0,0,0,0,49.6449,99.9636,0,0,0,264241000,37748700,134218000,16777200,0,14811100,0,0.729246,0,0,0.854978,0,1.42106,32,100,1024,0,0,0,28
mtran,3606,4194304,32,1,0,0,0,16,2,16,32,1,36.2938,8388730,8898680,20.4573,8388700,33554500,0.667292,2097150,0.0846757,0,0,0,0,49.6911,100.527,0,0,0,310395000,37748700,134218000,25165800,8388610,17170400,0,0.73703,0,0.252696,0.715972,0,1.37954,32,100,1024,0,0,0,28
mtran,3562,2097152,32,1,0,0,0,16,2,16,64,0,37.5665,8388700,8668030,21.676,8388700,33554500,0.69409,2097150,0.0448719,0,0,0,0,49.7638,101.466,0,0,0,213910000,20971500,134218000,8388610,0,12124200,0,0.530685,0,0,0.729692,0,1.02292,32,100,1024,0,0,0,28
mtran,3778,2097152,32,1,0,0,0,16,2,16,64,1,33.8278,8388620,8889020,24.2241,8388700,33554500,0.803097,2097150,0.0499398,0,0,0,0,49.7144,98.8317,0,0,0,239092000,20971500,134218000,10485800,4194300,13303800,0,0.707422,0,0.151591,0.833748,0,1.28247,32,100,1024,0,0,0,28
mtran,3113,67108864,64,1,0,0,0,16,4,16,4,0,41.214,8388620,8413490,27.2749,8388700,29086600,0.974187,2097150,2.01576,0,0,0,0,87.82,100.153,0,0,0,402653000,67108900,134218000,402653000,0,31457300,0,2.01268,0,0,2.01268,0,3.77398,32,100,1024,0,0,0,8
mtran,2932,67108864,64,1,0,0,0,16,4,16,4,1,43.4845,8388760,8392340,21.5921,8388700,22889900,0.954183,2097150,1.91239,0,0,0,0,92.6846,99.9494,0,0,0,1275100000,67108900,134218000,402653000,134218000,69206000,0,5.26174,0,5.74008,1.91336,0,7.89281,32,100,1024,0,0,0,10
