Kernel name,Computation duration (us),Global size,Local size,VECTOR_TYPE,CR,LOCAL_MEM,PADD_LOCAL,WORK_GROUP_SIZE_X,WORK_GROUP_SIZE_Y,TILE_SIZE_X,TILE_SIZE_Y,DIAGONAL_MAP,dram_utilization,dram_read_transactions,dram_write_transactions,l2_utilization,l2_read_transactions,l2_write_transactions,tex_utilization,tex_cache_transactions,local_memory_overhead,shared_efficiency,shared_load_transactions,shared_store_transactions,local_load_transactions,local_store_transactions,achieved_occupancy,sm_efficiency,inst_fp_32,inst_fp_64,inst_integer,inst_control,inst_compute_ld_st,inst_misc,inst_bit_convert,inst_executed,flop_sp_efficiency,flop_dp_efficiency,cf_fu_utilization,ldst_fu_utilization,tex_fu_utilization,issue_slot_utilization,Maximum work-group size,Local memory size,Private memory size,Constant memory size,Registers count
mtran,8908,33554432,64,1,0,1,0,4,16,4,32,0,4,8539164,8388608,1,16784931,8388609,0,0,0,28.5714,4194304,3145728,0,0,0.475248,99.9824,0,0,1879048192,33554432,268435456,570425344,0,109051904,0,0,1,5,0,34.669,1024,512,0,0,32
mtran,17755,33554432,64,1,0,1,0,4,16,4,32,1,3,17076150,8388608,1,16784287,8388609,0,0,0,28.5714,4194304,3145728,0,0,0.488457,99.9929,33554432,0,2181169088,33554432,268435456,603979776,67108864,125829120,0,0,1,3,0,19.9205,1024,512,0,0,32
mtran,7669,16777216,64,1,0,1,0,4,16,4,64,0,4,8539346,8388604,1,16787859,8388609,0,0,0,33.3333,4194304,2097152,0,0,0.481195,99.9805,0,0,1157627904,16777216,268435456,352321536,0,63963136,0,0,1,6,0,28.5156,1024,1024,0,0,32
mtran,17802,16777216,64,1,0,1,0,4,16,4,64,1,3,17211614,8388608,1,16782255,8388609,0,0,0,33.3315,4194577,2097227,0,0,0.492307,99.9833,16777216,0,1308753856,16777216,268435456,385875968,33554432,72876032,0,0,1,5,0,18.0874,1024,1024,0,0,32
mtran,8809,67108864,128,1,0,1,0,4,32,4,32,0,4,8549276,8388606,1,16788683,8388609,0,0,0,33.3333,4194304,2097152,0,0,0.942514,99.9844,0,0,2684354560,67108864,268435456,1140850688,0,148897792,0,0,1,5,0,48.8773,1024,512,0,0,32
mtran,17956,67108864,128,1,0,1,0,4,32,4,32,1,3,17087110,8388607,1,16784919,8388609,0,0,0,33.3327,4194381,2097192,0,0,0.974824,99.9915,67108864,0,3288596352,67108864,268435456,1207959552,134217728,182452224,0,0,1,5,0,32.3335,1024,512,0,0,32
mtran,7739,33554432,128,1,0,1,0,4,32,4,64,0,4,8539583,8388608,1,16787831,8388609,0,0,0,28.5714,4194304,3145728,0,0,0.959369,99.9775,0,0,1879048192,33554432,268435456,570425344,0,109051904,0,0,1,7,0,43.2145,1024,1024,0,0,32
mtran,17699,33554432,128,1,0,1,0,4,32,4,64,1,3,17076186,8388608,1,16783415,8388609,0,0,0,28.5702,4194458,3145896,0,0,0.985046,99.9856,33554432,0,2181300096,33554432,268435456,603979776,67108864,125829120,0,0,1,5,0,25.6998,1024,1024,0,0,32
mtran,7792,67108864,256,1,0,1,0,4,64,4,64,0,4,8539650,8388608,1,16791903,8388609,0,0,0,33.3333,4194304,2097152,0,0,0.928115,99.9815,0,0,2684354560,67108864,268435456,1140850688,0,148897792,0,0,1,5,0,52.6689,1024,1024,0,0,32
mtran,17124,67108864,256,1,0,1,0,4,64,4,64,1,3,17076206,8388608,1,16783991,8388609,0,0,0,33.3331,4194335,2097159,0,0,0.970859,99.9897,67108864,0,3288858368,67108864,268435456,1207959552,134217728,182452224,0,0,1,4,0,32.7941,1024,1024,0,0,32
mtran,38090,67108864,32,1,0,1,0,8,4,8,4,0,2,9127048,16777216,1,8393367,16777217,0,0,0,50,2097152,2097152,0,0,0.239506,99.9944,0,0,2684354560,67108864,268435456,1140850688,0,148897792,0,0,1,1,0,10.6894,1024,128,0,0,32
mtran,25223,67108864,32,1,0,1,0,8,4,8,4,1,2,8710978,16777281,1,8395025,16777217,0,0,0,50,2097152,2097152,0,0,0.234182,99.9946,67108864,0,3288367072,67108864,268435456,1207959552,134217728,182452224,0,0,1,2,0,19.3085,1024,128,0,0,32
mtran,20848,33554432,32,1,0,1,0,8,4,8,8,0,2,8822404,8388608,1,8393823,8388609,0,0,0,40,2097152,3145728,0,0,0.2406,99.9925,0,0,1845493760,33554432,268435456,603979776,0,109051904,0,0,1,2,0,13.7277,1024,256,0,0,32
mtran,17664,33554432,32,1,0,1,0,8,4,8,8,1,2,8687118,8388764,1,8395663,8388609,0,0,0,40,2097152,3145728,0,0,0.238861,99.9922,33554432,0,2147516384,33554432,268435456,637534208,67108864,125829120,0,0,1,2,0,18.7017,1024,256,0,0,32
mtran,12849,16777216,32,1,0,1,0,8,4,8,16,0,3,8538802,8388607,1,8394259,8388609,0,0,0,33.3333,4194304,2097152,0,0,0.242329,99.9868,0,0,1207959552,16777216,268435456,369098752,0,66060288,0,0,1,3,0,15.4815,1024,512,0,0,32
mtran,12518,16777216,32,1,0,1,0,8,4,8,16,1,3,8686958,8388608,1,8394751,8388609,0,0,0,33.3333,4194304,2097152,0,0,0.242176,99.9841,16777216,0,1358987232,16777216,268435456,402653184,33554432,74973184,0,0,1,3,0,15.693,1024,512,0,0,32
mtran,9730,8388608,32,1,0,1,0,8,4,8,32,0,3,8686990,8388608,1,8394239,8388609,0,0,0,20,8388627,2097154,0,0,0.244922,99.9833,0,0,696254464,8388608,268435456,176160768,0,39321600,0,0,1,5,0,16.4481,1024,1024,0,0,32
mtran,10259,8388608,32,1,0,1,0,8,4,8,32,1,3,8390540,8388608,1,8394339,8388609,0,0,0,20,8388615,2097152,0,0,0.245209,99.9858,8388608,0,771784672,8388608,268435456,184549376,16777216,43515904,0,0,1,3,0,13.5234,1024,1024,0,0,32
mtran,21388,67108864,64,1,0,1,0,8,8,8,8,0,2,8824018,8388608,1,8395135,8388609,0,0,0,50,2097152,2097152,0,0,0.48085,99.9914,0,0,2684354560,67108864,268435456,1140850688,0,148897792,0,0,1,2,0,18.1048,1024,256,0,0,32
mtran,16833,67108864,64,1,0,1,0,8,8,8,8,1,2,8687094,8388608,1,8395683,8388609,0,0,0,50,2097152,2097152,0,0,0.475907,99.9907,67108864,0,3288399808,67108864,268435456,1207959552,134217728,182452224,0,0,1,2,0,27.4352,1024,256,0,0,32
mtran,12397,33554432,64,1,0,1,0,8,8,8,16,0,3,8538760,8388608,1,8394787,8388609,0,0,0,28.5714,4194304,3145728,0,0,0.483202,99.9876,0,0,1845493760,33554432,268435456,603979776,0,109051904,0,0,1,3,0,22.7001,1024,512,0,0,32
mtran,12811,33554432,64,1,0,1,0,8,8,8,16,1,3,8548892,8388608,1,8395015,8388609,0,0,0,28.5714,4194304,3145728,0,0,0.484042,99.989,33554432,0,2147549120,33554432,268435456,637534208,67108864,125829120,0,0,1,3,0,25.7811,1024,512,0,0,32
mtran,9934,16777216,64,1,0,1,0,8,8,8,32,0,3,8390768,8388607,1,8396335,8388609,0,0,0,19.9997,8388730,2097192,0,0,0.48175,99.9841,0,0,1207959552,16777216,268435456,369098752,0,66060288,0,0,1,7,0,27.1687,1024,1024,0,0,32
mtran,10402,16777216,64,1,0,1,0,8,8,8,32,1,3,8501316,8388607,1,8394703,8388609,0,0,0,19.9989,8389032,2097317,0,0,0.487546,99.9796,16777216,0,1359019968,16777216,268435456,402653184,33554432,74973184,0,0,1,5,0,23.8924,1024,1024,0,0,32
mtran,8445,8388608,64,1,0,1,0,8,8,8,64,0,4,8527126,8388608,1,8395803,8388609,0,0,0,19.9996,8388788,2097183,0,0,0.487522,99.9737,0,0,696254464,8388608,268435456,176160768,0,39321600,0,0,1,7,0,22.2072,1024,2048,0,0,32
mtran,10142,8388608,64,1,0,1,0,8,8,8,64,1,3,8390612,8388608,1,8393555,8388609,0,0,0,19.9976,8389393,2097637,0,0,0.491853,99.9771,8388608,0,771817408,8388608,268435456,184549376,16777216,43515904,0,0,1,6,0,20.1267,1024,2048,0,0,32
mtran,13009,67108864,128,1,0,1,0,8,16,8,16,0,3,8687334,8388608,1,8395411,8388609,0,0,0,33.3332,4194314,2097173,0,0,0.953692,99.9841,0,0,2684354560,67108864,268435456,1140850688,0,148897792,0,0,1,5,0,35.4727,1024,512,0,0,32
mtran,12441,67108864,128,1,0,1,0,8,16,8,16,1,3,8538786,8388608,1,8395083,8388609,0,0,0,33.3333,4194304,2097157,0,0,0.965043,99.9859,67108864,0,3288465280,67108864,268435456,1207959552,134217728,182452224,0,0,1,3,0,37.2744,1024,512,0,0,32
mtran,9744,33554432,128,1,0,1,0,8,16,8,32,0,3,8398632,8388608,1,8394775,8388609,0,0,0,18.1817,8388654,3145772,0,0,0.963579,99.9787,0,0,1845493760,33554432,268435456,603979776,0,109051904,0,0,1,6,0,35.2671,1024,1024,0,0,32
mtran,10321,33554432,128,1,0,1,0,8,16,8,32,1,3,8390800,8388607,1,8394895,8388609,0,0,0,18.1817,8388614,3145791,0,0,0.978018,99.9853,33554432,0,2147614592,33554432,268435456,637534208,67108864,125829120,0,0,1,4,0,32.6908,1024,1024,0,0,32
mtran,9282,16777216,128,1,0,1,0,8,16,8,64,0,4,8390904,8388607,1,8398023,8388609,0,0,0,19.9953,8390472,2097761,0,0,0.954673,99.9755,0,0,1207959552,16777216,268435456,369098752,0,66060288,0,0,1,7,0,29.3088,1024,2048,0,0,32
mtran,10131,16777216,128,1,0,1,0,8,16,8,64,1,3,8672922,8388608,1,8394747,8388609,0,0,0,19.99,8391647,2099348,0,0,0.968758,99.9763,16777216,0,1359085440,16777216,268435456,402653184,33554432,74973184,0,0,1,6,0,27.1214,1024,2048,0,0,32
mtran,8629,67108864,256,1,0,1,0,8,32,8,32,0,4,8539488,8388608,1,8400775,8388609,0,0,0,20,8388608,2097152,0,0,0.939521,99.9804,0,0,2684354560,67108864,268435456,1140850688,0,148897792,0,0,1,4,0,47.7235,1024,1024,0,0,32
mtran,10076,67108864,256,1,0,1,0,8,32,8,32,1,3,8546260,8388608,1,8396907,8388609,0,0,0,20,8388608,2097153,0,0,0.953069,99.9841,67108864,0,3288596224,67108864,268435456,1207959552,134217728,182452224,0,0,1,3,0,46.163,1024,1024,0,0,32
mtran,6791,33554432,256,1,0,1,0,8,32,8,64,0,5,8539334,8388608,1,8400047,8388609,0,0,0,18.1818,8388634,3145744,0,0,0.958781,99.9704,0,0,1845493760,33554432,268435456,603979776,0,109051904,0,0,1,5,0,41.3577,1024,2048,0,0,32
mtran,9866,33554432,256,1,0,1,0,8,32,8,64,1,3,8572680,8388609,1,8396231,8388609,0,0,0,18.1818,8388624,3145752,0,0,0.975102,99.9843,33554432,0,2147745536,33554432,268435456,637534208,67108864,125829120,0,0,1,4,0,33.7704,1024,2048,0,0,32
mtran,6677,67108864,512,1,0,1,0,8,64,8,64,0,5,8684310,8388608,1,8403547,8388609,0,0,0,20,8388608,2097152,0,0,0.908269,99.9772,0,0,2684354560,67108864,268435456,1140850688,0,148897792,0,0,2,5,0,56.9048,1024,2048,0,0,32
mtran,9193,67108864,512,1,0,1,0,8,64,8,64,1,4,8539556,8388608,1,8397771,8388609,0,0,0,20,8388608,2097152,0,0,0.933792,99.9856,67108864,0,3288858112,67108864,268435456,1207959552,134217728,182452224,0,0,1,4,0,50.8593,1024,2048,0,0,32
mtran,67743,67108864,32,1,0,1,0,16,2,16,2,0,2,9575980,33554444,1,8391399,33554438,0,0,0,50,2097154,2097153,0,0,0.244245,99.9945,0,0,2684354560,67108864,268435456,1073741824,0,146800640,0,0,1,2,0,9.18936,1024,128,0,0,32
mtran,38304,67108864,32,1,0,1,0,16,2,16,2,1,2,9266010,33549279,1,8391995,33554485,0,0,2.86102E-05,50,2097152,2097153,0,0,0.23979,99.9937,67108864,0,3288350688,67108864,268435456,1140850688,134217728,180355072,0,0,1,2,0,13.3434,1024,128,0,0,32
mtran,37045,33554432,32,1,0,1,0,16,2,16,4,0,2,9121078,16777356,1,8391619,16777217,0,0,0,40,2097152,3145728,0,0,0.244737,99.9921,0,0,1879048192,33554432,268435456,570425344,0,109051904,0,0,1,1,0,8.36161,1024,256,0,0,32
mtran,22085,33554432,32,1,0,1,0,16,2,16,4,1,2,8694198,16777360,1,8392783,16777245,0,0,0,40,2097152,3145728,0,0,0.24115,99.9924,33554432,0,2181054432,33554432,268435456,603979776,67108864,125829120,0,0,1,2,0,15.6104,1024,256,0,0,32
mtran,20010,16777216,32,1,0,1,0,16,2,16,8,0,2,8686750,8388608,1,8392987,8388609,0,0,0,33.3328,4194304,2097261,0,0,0.245105,99.9843,0,0,1207959552,16777216,268435456,369098752,0,66060288,0,0,1,3,0,12.0946,1024,512,0,0,32
mtran,12841,16777216,32,1,0,1,0,16,2,16,8,1,3,8547779,8388608,1,8393815,8388609,0,0,0,33.3333,4194304,2097152,0,0,0.242342,99.9798,16777216,0,1358970848,16777216,268435456,402653184,33554432,74973184,0,0,1,2,0,15.3781,1024,512,0,0,32
mtran,11680,8388608,32,1,0,1,0,16,2,16,16,0,3,8686610,8388608,1,8392067,8388609,0,0,0,20,8388608,2097152,0,0,0.245781,99.9775,0,0,729808896,8388608,268435456,176160768,0,40370176,0,0,1,3,0,12.7138,1024,1024,0,0,32
mtran,9141,8388608,32,1,0,1,0,16,2,16,16,1,4,8686710,8388608,1,8393275,8388609,0,0,0,20,8388608,2097152,0,0,0.244628,99.98,8388608,0,805322720,8388608,268435456,184549376,16777216,44564480,0,0,1,3,0,15.7513,1024,1024,0,0,32
mtran,7986,4194304,32,1,0,1,0,16,2,16,32,0,4,8643800,8388614,1,8391767,8388609,0,0,0,11.111,16777250,2097328,0,0,0.246906,99.9695,0,0,511705088,4194304,268435456,92274688,0,29360128,0,0,1,5,0,17.0871,1024,2048,0,0,32
mtran,6810,4194304,32,1,0,1,0,16,2,16,32,1,5,8522976,8388610,1,8392879,8388609,0,0,0,11.1111,16777216,2097152,0,0,0.246391,99.9681,4194304,0,549470176,4194304,268435456,96468992,8388608,31457280,0,0,1,5,0,17.7896,1024,2048,0,0,32
mtran,37126,67108864,64,1,0,1,0,16,4,16,4,0,2,8983280,16777216,1,8392383,16777217,0,0,0,49.9995,2097176,2097173,0,0,0.474882,99.9902,0,0,2684354560,67108864,268435456,1140850688,0,148897792,0,0,1,4,0,16.8897,1024,256,0,0,32
mtran,21840,67108864,64,1,0,1,0,16,4,16,4,1,2,8829926,16777188,1,8393175,16777217,0,0,0,50,2097154,2097152,0,0,0.481103,99.9905,67108864,0,3288367040,67108864,268435456,1207959552,134217728,182452224,0,0,1,2,0,21.8621,1024,256,0,0,32
mtran,20389,33554432,64,1,0,1,0,16,4,16,8,0,2,8977884,8388607,1,8392867,8388609,0,0,0,28.5714,4194304,3145728,0,0,0.489672,99.9869,0,0,1845493760,33554432,268435456,603979776,0,109051904,0,0,1,2,0,13.9867,1024,512,0,0,32
mtran,13588,33554432,64,1,0,1,0,16,4,16,8,1,3,8683086,8388608,1,8393763,8388609,0,0,0,28.5714,4194305,3145728,0,0,0.485,99.9882,33554432,0,2147516352,33554432,268435456,637534208,67108864,125829120,0,0,1,3,0,24.1936,1024,512,0,0,32
mtran,11808,16777216,64,1,0,1,0,16,4,16,16,0,3,8547306,8388608,1,8393143,8388609,0,0,0,19.9993,8388824,2097277,0,0,0.475183,99.9776,0,0,1191182336,16777216,268435456,385875968,0,66060288,0,0,1,7,0,26.0889,1024,1024,0,0,32
mtran,8645,16777216,64,1,0,1,0,16,4,16,16,1,4,8396528,8388608,1,8394207,8388609,0,0,0,19.9996,8388739,2097212,0,0,0.485632,99.9742,16777216,0,1342209984,16777216,268435456,419430400,33554432,74973184,0,0,1,4,0,24.7858,1024,1024,0,0,32
mtran,7979,8388608,64,1,0,1,0,16,4,16,32,0,4,8538684,8388608,1,8393275,8388609,0,0,0,11.1106,16777840,2097455,0,0,0.478797,99.9728,0,0,721420288,8388608,268435456,184549376,0,40370176,0,0,1,8,0,27.3395,1024,2048,0,0,32
mtran,6654,8388608,64,1,0,1,0,16,4,16,32,1,5,8529564,8388608,1,8393771,8388609,0,0,0,11.1109,16777521,2097215,0,0,0.487184,99.9737,8388608,0,796950464,8388608,268435456,192937984,16777216,44564480,0,0,1,6,0,25.6164,1024,2048,0,0,32
mtran,6675,4194304,64,1,0,1,0,16,4,16,64,0,5,8538636,8388608,1,8393923,8388609,0,0,0,11.111,16777288,2097320,0,0,0.365169,99.967,0,0,507510784,4194304,268435456,96468992,0,29360128,0,0,1,6,0,21.2657,1024,4096,0,0,32
mtran,6215,4194304,64,1,0,1,0,16,4,16,64,1,5,8606923,8388608,1,8393479,8388609,0,0,0,11.1111,16777267,2097160,0,0,0.366603,99.9738,4194304,0,545292224,4194304,268435456,100663296,8388608,31457280,0,0,1,6,0,20.9026,1024,4096,0,0,32
mtran,20143,67108864,128,1,0,1,0,16,8,16,8,0,2,8835192,8388608,1,8393879,8388609,0,0,0,33.328,4194905,2097559,0,0,0.922749,99.9843,0,0,2684354560,67108864,268435456,1140850688,0,148897792,0,0,1,6,0,29.8285,1024,512,0,0,32
mtran,12974,67108864,128,1,0,1,0,16,8,16,8,1,3,8686930,8388608,1,8394303,8388609,0,0,0,33.3332,4194320,2097168,0,0,0.965435,99.9853,67108864,0,3288399744,67108864,268435456,1207959552,134217728,182452224,0,0,1,3,0,35.7892,1024,512,0,0,32
mtran,11589,33554432,128,1,0,1,0,16,8,16,16,0,3,8397172,8388608,1,8393871,8388609,0,0,0,18.1815,8388692,3145833,0,0,0.957309,99.9807,0,0,1845493760,33554432,268435456,603979776,0,109051904,0,0,1,5,0,29.8901,1024,1024,0,0,32
mtran,9045,33554432,128,1,0,1,0,16,8,16,16,1,4,8538674,8388608,1,8394459,8388614,0,0,0,18.1818,8388608,3145729,0,0,0.975572,99.9784,33554432,0,2147549056,33554432,268435456,637534208,67108864,125829120,0,0,1,3,0,35.9184,1024,1024,0,0,32
mtran,8292,16777216,128,1,0,1,0,16,8,16,32,0,4,8542262,8388607,1,8395575,8388609,0,0,0,11.1086,16780588,2098057,0,0,0.919003,99.9763,0,0,1191182336,16777216,268435456,385875968,0,66060288,0,0,1,9,0,34.8797,1024,2048,0,0,32
mtran,6737,16777216,128,1,0,1,0,16,8,16,32,1,5,8530460,8388608,1,8394251,8388609,0,0,0,11.1084,16780274,2098679,0,0,0.94995,99.9687,16777216,0,1342242688,16777216,268435456,419430400,33554432,74973184,0,0,1,8,0,39.1585,1024,2048,0,0,32
mtran,7134,8388608,128,1,0,1,0,16,8,16,64,0,4,8539008,8388606,1,8395551,8388609,0,0,0,11.1099,16778928,2097508,0,0,0.705282,99.9665,0,0,721420288,8388608,268435456,184549376,0,40370176,0,0,1,9,0,29.4824,1024,4096,0,0,32
mtran,6060,8388608,128,1,0,1,0,16,8,16,64,1,5,8538830,8388608,1,8394147,8388609,0,0,0,11.1105,16778012,2097357,0,0,0.717572,99.9711,8388608,0,796983168,8388608,268435456,192937984,16777216,44564480,0,0,1,8,0,30.4992,1024,4096,0,0,32
mtran,11550,67108864,256,1,0,1,0,16,16,16,16,0,3,8687214,8388608,1,8395115,8388609,0,0,0,19.9999,8388608,2097191,0,0,0.951762,99.9793,0,0,2684354560,67108864,268435456,1140850688,0,148897792,0,0,1,3,0,34.7638,1024,1024,0,0,32
mtran,8381,67108864,256,1,0,1,0,16,16,16,16,1,4,8538962,8388608,1,8396443,8388609,0,0,0,20,8388608,2097152,0,0,0.942941,99.9808,67108864,0,3288465152,67108864,268435456,1207959552,134217728,182452224,0,0,1,3,0,53.5642,1024,1024,0,0,32
mtran,7832,33554432,256,1,0,1,0,16,16,16,32,0,4,8538992,8388608,1,8395135,8388609,0,0,0,10.5259,16777253,3146530,0,0,0.951547,99.9741,0,0,1845493760,33554432,268435456,603979776,0,109051904,0,0,1,6,0,39.6373,1024,2048,0,0,32
mtran,6544,33554432,256,1,0,1,0,16,16,16,32,1,5,8677878,8388608,1,8395563,8388609,0,0,0,10.5263,16777216,3145728,0,0,0.959846,99.9761,33554432,0,2147614464,33554432,268435456,637534208,67108864,125829120,0,0,1,6,0,50.4788,1024,2048,0,0,32
mtran,6750,16777216,256,1,0,1,0,16,16,16,64,0,5,8682594,8388608,1,8398579,8388609,0,0,0,11.1102,16778352,2097641,0,0,0.917105,99.9685,0,0,1191182336,16777216,268435456,385875968,0,66060288,0,0,1,8,0,36.6002,1024,4096,0,0,32
mtran,6001,16777216,256,1,0,1,0,16,16,16,64,1,5,8615430,8388608,1,8396027,8388609,0,0,0,11.11,16778543,2097706,0,0,0.935358,99.9545,16777216,0,1342308096,16777216,268435456,419430400,33554432,74973184,0,0,1,8,0,40.8912,1024,4096,0,0,32
mtran,7092,67108864,512,1,0,1,0,16,32,16,32,0,4,8539392,8388607,1,8400823,8388609,0,0,0,11.1104,16777216,2098382,0,0,0.904075,99.9783,0,0,2684354560,67108864,268435456,1140850688,0,148897792,0,0,2,5,0,57.9839,1024,2048,0,0,32
mtran,7595,67108864,512,1,0,1,0,16,32,16,32,1,4,8539266,8388608,1,8397835,8388609,0,0,0,11.1111,16777216,2097154,0,0,0.917491,99.9803,67108864,0,3288595968,67108864,268435456,1207959552,134217728,182452224,0,0,2,5,0,62.0236,1024,2048,0,0,32
mtran,6098,33554432,512,1,0,1,0,16,32,16,64,0,5,8391156,8388608,1,8400371,8388609,0,0,0,10.5258,16777216,3146688,0,0,0.927316,99.9688,0,0,1845493760,33554432,268435456,603979776,0,109051904,0,0,1,6,0,48.0955,1024,4096,0,0,32
mtran,6045,33554432,512,1,0,1,0,16,32,16,64,1,5,8687598,8388608,1,8397239,8388609,0,0,0,10.5263,16777216,3145767,0,0,0.944296,99.9768,33554432,0,2147745280,33554432,268435456,637534208,67108864,125829120,0,0,1,6,0,54.8985,1024,4096,0,0,32
mtran,8005,67108864,1024,1,0,1,0,16,64,16,64,0,4,8539916,8388608,1,8403663,8388609,0,0,0,11.1021,16777216,2112480,0,0,0.846986,99.8991,0,0,2684354560,67108864,268435456,1140850688,0,148897792,0,0,1,4,0,49.5067,1024,4096,0,0,32
mtran,9348,67108864,1024,1,0,1,0,16,64,16,64,1,3,8391260,8388608,1,8398819,8388609,0,0,0,11.1111,16777216,2097222,0,0,0.86466,99.9825,67108864,0,3288857600,67108864,268435456,1207959552,134217728,182452224,0,0,1,4,0,50.6584,1024,4096,0,0,32
mtran,126448,67108864,32,1,0,1,0,32,1,32,1,0,2,10465070,67108864,1,8390547,67108869,0,0,0,49.9992,2097174,2097193,0,0,0.246927,99.9966,0,0,2147483648,67108864,268435456,939524096,0,125829120,0,0,1,4,0,11.8711,1024,128,0,0,32
mtran,79976,67108864,32,1,0,1,0,32,1,32,1,1,2,9730400,67035444,1,8390663,67108869,0,0,0,49.9987,2097208,2097206,0,0,0.24512,99.9967,67108864,0,2751471584,67108864,268435456,1006632960,134217728,159383552,0,0,1,4,0,12.1461,1024,128,0,0,32
mtran,66228,33554432,32,1,0,1,0,32,1,32,2,0,2,9575832,33554504,1,8390575,33554461,0,0,6.67572E-05,39.9999,2097153,3145736,0,0,0.247068,99.9932,0,0,1778384896,33554432,268435456,570425344,0,105906176,0,0,1,3,0,9.58558,1024,256,0,0,32
mtran,34745,33554432,32,1,0,1,0,32,1,32,2,1,3,9008496,33522758,1,8390987,33554433,0,0,0,40,2097152,3145730,0,0,0.244381,99.9938,33554432,0,2080382944,33554432,268435456,603979776,67108864,122683392,0,0,1,2,0,11.4925,1024,256,0,0,32
mtran,35434,16777216,32,1,0,1,0,32,1,32,4,0,2,8982952,16777216,1,8391391,16777217,0,0,0,33.3327,4194380,2097191,0,0,0.247246,99.9889,0,0,1174405120,16777216,268435456,369098752,0,65011712,0,0,1,4,0,12.9188,1024,512,0,0,32
mtran,19200,16777216,32,1,0,1,0,32,1,32,4,1,3,8791193,16775334,1,8391823,16777217,0,0,0,33.3332,4194320,2097159,0,0,0.244921,99.986,16777216,0,1325408224,16777216,268435456,402653184,33554432,73924608,0,0,1,3,0,12.5135,1024,512,0,0,32
mtran,19149,8388608,32,1,0,1,0,32,1,32,8,0,2,8686550,8388608,1,8391427,8388609,0,0,0,19.9998,8388608,2097263,0,0,0.247403,99.9861,0,0,704643072,8388608,268435456,184549376,0,39845888,0,0,1,3,0,10.6417,1024,1024,0,0,32
mtran,11188,8388608,32,1,0,1,0,32,1,32,8,1,3,8524856,8388608,1,8392151,8388609,0,0,0,19.9999,8388608,2097187,0,0,0.245593,99.9791,8388608,0,780148704,8388608,268435456,192937984,16777216,44040192,0,0,1,3,0,13.2486,1024,1024,0,0,32
mtran,10690,4194304,32,1,0,1,0,32,1,32,16,0,3,8390032,8388608,1,8390891,8388609,0,0,0,11.1109,16777240,2097550,0,0,0.247635,99.9757,0,0,515899392,4194304,268435456,96468992,0,29622272,0,0,1,5,0,14.8225,1024,2048,0,0,32
mtran,6917,4194304,32,1,0,1,0,32,1,32,16,1,5,8538384,8388608,1,8391807,8388609,0,0,0,11.1111,16777216,2097230,0,0,0.246308,99.9611,4194304,0,553656288,4194304,268435456,100663296,8388608,31719424,0,0,1,5,0,19.3093,1024,2048,0,0,32
mtran,7475,2097152,32,1,0,1,0,32,1,32,32,0,4,8538376,8388620,1,8391407,8388609,0,0,0,5.88233,33554432,2097296,0,0,0.185758,99.9698,0,0,415236096,6291456,268435456,50331648,0,24117248,0,0,1,7,0,19.8291,1024,4096,0,0,32
mtran,7335,2097152,32,1,0,1,0,32,1,32,32,1,4,8538504,8388768,1,8392171,8388649,0,0,0,5.88235,33554432,2097164,0,0,0.185752,99.9754,2097152,0,434118624,6291456,268435456,52428800,4194304,25165824,0,0,1,7,0,20.0322,1024,4096,0,0,32
mtran,66197,67108864,64,1,0,1,0,32,2,32,2,0,2,9575896,33554491,1,8390871,33554433,0,0,0,49.975,2098161,2098241,0,0,0.459259,99.9934,0,0,2684354560,67108864,268435456,1073741824,0,146800640,0,0,1,7,0,20.8197,1024,256,0,0,32
mtran,34670,67108864,64,1,0,1,0,32,2,32,2,1,3,8993224,33512767,1,8391255,33554433,0,0,0,49.997,2097276,2097279,0,0,0.478553,99.9888,67108864,0,3288350656,67108864,268435456,1140850688,134217728,180355072,0,0,1,4,0,19.5326,1024,256,0,0,32
mtran,35425,33554432,64,1,0,1,0,32,2,32,4,0,2,8982976,16777216,1,8390999,16777217,0,0,0,28.5702,4194467,3145882,0,0,0.477567,99.9881,0,0,1879048192,33554432,268435456,570425344,0,109051904,0,0,1,5,0,16.5811,1024,512,0,0,32
mtran,19176,33554432,64,1,0,1,0,32,2,32,4,1,3,8686658,16774033,1,8391259,16777217,0,0,0,28.5714,4194308,3145734,0,0,0.487915,99.9897,33554432,0,2181054400,33554432,268435456,603979776,67108864,125829120,0,0,1,3,0,19.2151,1024,512,0,0,32
mtran,18925,16777216,64,1,0,1,0,32,2,32,8,0,2,8751226,8388616,1,8392347,8388609,0,0,0,19.9969,8389714,2097695,0,0,0.470035,99.9777,0,0,1207959552,16777216,268435456,369098752,0,66060288,0,0,1,7,0,23.591,1024,1024,0,0,32
mtran,10842,16777216,64,1,0,1,0,32,2,32,8,1,3,8395176,8388608,1,8392919,8388609,0,0,0,19.9981,8388709,2098054,0,0,0.483798,99.982,16777216,0,1358970816,16777216,268435456,402653184,33554432,74973184,0,0,1,5,0,24.064,1024,1024,0,0,32
mtran,10678,8388608,64,1,0,1,0,32,2,32,16,0,3,8530416,8388608,1,8391783,8388609,0,0,0,11.1102,16778029,2097909,0,0,0.476735,99.9716,0,0,721420288,8388608,268435456,184549376,0,40370176,0,0,1,8,0,25.4867,1024,2048,0,0,32
