Kernel name,Computation duration (us),Global size,Local size,VECTOR_TYPE,CR,LOCAL_MEM,PADD_LOCAL,WORK_GROUP_SIZE_X,WORK_GROUP_SIZE_Y,TILE_SIZE_X,TILE_SIZE_Y,DIAGONAL_MAP,dram_utilization,dram_read_transactions,dram_write_transactions,l2_utilization,l2_read_transactions,l2_write_transactions,tex_utilization,tex_cache_transactions,local_memory_overhead,shared_utilization,shared_efficiency,shared_load_transactions,shared_store_transactions,local_load_transactions,local_store_transactions,achieved_occupancy,sm_efficiency,inst_fp_16,inst_fp_32,inst_fp_64,inst_integer,inst_control,inst_compute_ld_st,inst_misc,inst_bit_convert,inst_executed,half_precision_fu_utilization,single_precision_fu_utilization,flop_sp_efficiency,double_precision_fu_utilization,flop_dp_efficiency,special_fu_utilization,cf_fu_utilization,ldst_fu_utilization,tex_fu_utilization,issue_slot_utilization,warp_execution_efficiency,warp_nonpred_execution_efficiency,Maximum work-group size,Local memory size,Private memory size,Constant memory size,Registers count
mtran,2777,8388608,512,1,0,1,0,64,8,64,64,1,8,8388708,8357990,2,8388812,8388617,1,8388608,0,9,6.06061,67108864,2097152,0,0,0.959401,99.6487,0,8388608,0,973143552,125829120,276824064,176160768,16777216,51642368,0,2,0,0,0,1,1,1,2,13.471,100,95.4354,1024,16384,0,0,32
mtran,3936,67108864,1024,1,0,1,0,64,16,64,16,0,6,8388676,8370836,1,8388996,8388617,1,8388608,0,4,11.7647,33554432,2097152,0,0,0.871498,99.7701,0,0,0,3087007744,738197504,335544320,872415232,0,165675008,0,3,0,0,0,0,1,1,1,32.6705,100,94.9367,1024,4096,0,0,32
mtran,3657,67108864,1024,1,0,1,0,64,16,64,16,1,6,8389028,8369616,1,8389068,8388617,1,8388608,0,4,11.7647,33554432,2097152,0,0,0.862801,100.309,0,67108864,0,4630641664,738197504,335544320,872415232,134217728,226492416,0,4,0,0,0,1,2,1,1,49.981,100,93.5203,1024,4096,0,0,32
mtran,3907,33554432,1024,1,0,1,0,64,16,64,32,0,6,8388676,8356134,1,8388732,8388617,1,8388608,0,7,6.06061,67108864,2097152,0,0,0.879533,100.039,0,0,0,2248146944,436207616,301989888,469762048,0,126877696,0,2,0,0,0,0,1,1,1,25.8967,100,85.124,1024,8192,0,0,32
mtran,4098,33554432,1024,1,0,1,0,64,16,64,32,1,6,8388676,8356282,1,8389308,8388745,1,8388608,0,6,6.06061,67108864,2097152,0,0,0.882936,99.9553,0,33554432,0,3020028928,436207616,301989888,469762048,67108864,157286400,0,3,0,0,0,1,1,1,1,31.312,100,86.0026,1024,8192,0,0,32
mtran,3108,16777216,1024,1,0,1,0,64,16,64,64,0,7,8388676,8355758,1,8388716,8388617,1,8388608,0,8,6.06061,67108864,2097152,0,0,0.856976,100.106,0,0,0,1157627904,251658240,285212672,301989888,0,65536000,0,2,0,0,0,0,1,1,1,15.2578,100,95.2,1024,16384,0,0,32
mtran,3156,16777216,1024,1,0,1,0,64,16,64,64,1,7,8388708,8361418,1,8388748,8388617,1,8388608,0,8,6.06061,67108864,2097152,0,0,0.859316,99.7554,0,16777216,0,1543633920,251658240,285212672,301989888,33554432,80740352,0,2,0,0,0,1,1,1,1,19.3826,100,94.1609,1024,16384,0,0,32
mtran,4814,67108864,32,1,0,1,1,1,32,1,32,0,5,8388676,8356854,3,67108972,8388617,1,8388608,0,1,50,4194304,4194304,0,0,0.449836,100.127,0,0,0,2885681152,738197504,335544320,939524096,0,161480704,0,2,0,0,0,0,1,1,1,25.5553,100,94.8052,1024,256,0,0,32
mtran,42194,67108864,32,1,0,1,1,1,32,1,32,1,3,67109092,8385298,1,67109132,8388745,1,8388608,0,1,50,4194304,4194304,0,0,0.495212,99.9892,0,67108864,0,4429447136,738197504,335544320,939524096,134217728,222298112,0,1,0,0,0,1,1,1,1,4.19536,100,93.3999,1024,256,0,0,32
mtran,4301,67108864,64,1,0,1,1,1,64,1,64,0,5,8388700,8357878,3,67109380,8388617,1,8388608,0,1,50,4194304,4194304,0,0,0.908632,100.015,0,0,0,2885681152,738197504,335544320,939524096,0,161480704,0,3,0,0,0,0,1,1,1,28.6233,100,94.8052,1024,512,0,0,32
mtran,41091,67108864,64,1,0,1,1,1,64,1,64,1,3,67110948,8384506,1,67111052,8388617,1,8388608,0,1,50,4194304,4194304,0,0,0.932359,100.01,0,67108864,0,4429709248,738197504,335544320,939524096,134217728,222298112,0,1,0,0,0,1,1,1,1,4.30627,100,93.4036,1024,512,0,0,32
mtran,4175,67108864,32,1,0,1,1,2,16,2,16,0,6,8388676,8371610,2,33554540,8388617,1,8388608,0,1,50,4194304,4194304,0,0,0.412977,99.9579,0,0,0,3221225472,738197504,335544320,872415232,0,169869312,0,3,0,0,0,0,1,1,1,31.2447,100,95.0617,1024,192,0,0,32
mtran,23762,67108864,32,1,0,1,1,2,16,2,16,1,3,33554564,8383628,1,33554604,8388617,1,8388608,0,1,50,4194304,4194304,0,0,0.491238,99.9608,0,67108864,0,4764860384,738197504,335544320,872415232,134217728,230686720,0,1,0,0,0,1,1,1,1,7.68617,100,93.6381,1024,192,0,0,32
mtran,3266,33554432,32,1,0,1,1,2,16,2,32,0,7,8388676,8356418,3,33554540,8388617,1,8388608,0,1,66.6667,2097152,4194304,0,0,0.457216,99.9173,0,0,0,2315255808,436207616,301989888,436207616,0,128974848,0,3,0,0,0,0,1,1,1,31.1622,100,84.5528,1024,384,0,0,32
mtran,22471,33554432,32,1,0,1,1,2,16,2,32,1,3,33554812,8382238,1,33554868,8388617,1,8388608,0,1,66.6667,2097152,4194304,0,0,0.495453,99.9511,0,33554432,0,3087138784,436207616,301989888,436207616,67108864,159383552,0,1,0,0,0,1,1,1,1,5.74632,100,85.5289,1024,384,0,0,32
mtran,3021,67108864,64,1,0,1,1,2,32,2,32,0,7,8388676,8356746,3,33554540,8388617,1,8388608,0,1,66.6667,2097152,4194304,0,0,0.906459,99.9529,0,0,0,3221225472,738197504,335544320,872415232,0,169869312,0,4,0,0,0,0,2,1,1,43.3644,100,95.0617,1024,384,0,0,32
mtran,22456,67108864,64,1,0,1,1,2,32,2,32,1,3,33555316,8382182,1,33555356,8388617,1,8388608,0,1,66.6667,2097152,4194304,0,0,0.944146,99.9542,0,67108864,0,4764991424,738197504,335544320,872415232,134217728,230686720,0,1,0,0,0,1,1,1,1,8.13585,100,93.6399,1024,384,0,0,32
mtran,3084,33554432,64,1,0,1,1,2,32,2,64,0,7,8388676,8357150,3,33554540,8388617,1,8388608,0,1,66.6667,2097152,4194304,0,0,0.945154,99.9085,0,0,0,2315255808,436207616,301989888,436207616,0,128974848,0,3,0,0,0,0,1,1,1,33.0083,100,84.5528,1024,768,0,0,32
mtran,22443,33554432,64,1,0,1,1,2,32,2,64,1,3,33554564,8380426,1,33554620,8388617,1,8388608,0,1,66.6667,2097152,4194304,0,0,0.953726,100.034,0,33554432,0,3087269824,436207616,301989888,436207616,67108864,159383552,0,1,0,0,0,1,1,1,1,5.75417,100,85.5315,1024,768,0,0,32
mtran,2936,67108864,128,1,0,1,1,2,64,2,64,0,8,8388676,8357674,3,33554540,8388617,1,8388608,0,1,66.6667,2097152,4194304,0,0,0.910878,99.8955,0,0,0,3221225472,738197504,335544320,872415232,0,169869312,0,4,0,0,0,0,2,2,2,44.6505,100,95.0617,1024,768,0,0,32
mtran,22407,67108864,128,1,0,1,1,2,64,2,64,1,3,33554564,8382330,1,33554604,8388617,1,8388608,0,1,66.6667,2097152,4194304,0,0,0.951374,100.032,0,67108864,0,4765253504,738197504,335544320,872415232,134217728,230686720,0,1,0,0,0,1,1,1,1,8.15532,100,93.6435,1024,768,0,0,32
mtran,5565,67108864,32,1,0,1,1,4,8,4,8,0,4,8388676,8376201,1,16777324,16777225,1,8388608,0,1,50,4194304,4194304,0,0,0.408416,98.4824,0,0,0,3221225472,738197504,335544320,872415232,0,169869312,0,2,0,0,0,0,1,1,1,23.5738,100,95.0617,1024,160,0,0,32
mtran,14514,67108864,32,1,0,1,1,4,8,4,8,1,3,16467627,8379721,1,16777372,16777225,1,8388608,0,1,50,4194304,4194304,0,0,0.485382,98.1526,0,67108864,0,4764794848,738197504,335544320,872415232,134217728,230686720,0,2,0,0,0,1,1,1,1,12.602,100,93.6373,1024,160,0,0,32
mtran,3882,33554432,32,1,0,1,1,4,8,4,16,0,6,8388678,8370942,2,16777324,8388617,1,8388608,0,1,50,4194304,4194304,0,0,0.450207,99.9197,0,0,0,2382364672,436207616,301989888,469762048,0,132120576,0,3,0,0,0,0,1,1,1,26.8619,100,84.9206,1024,320,0,0,32
mtran,12459,33554432,32,1,0,1,1,4,8,4,16,1,3,16777340,8378860,1,16777388,8388617,1,8388608,0,1,50,4194304,4194304,0,0,0.491679,99.9839,0,33554432,0,3154182112,436207616,301989888,469762048,67108864,162529280,0,1,0,0,0,1,1,1,1,10.5994,100,85.8077,1024,320,0,0,32
mtran,2897,16777216,32,1,0,1,1,4,8,4,32,0,8,8388690,8355742,2,16777324,8388617,1,8388608,0,1,66.6667,2097152,4194304,0,0,0.481981,99.7361,0,0,0,1157627904,251658240,285212672,285212672,0,65011712,0,2,0,0,0,0,1,1,2,16.316,100,95.1613,1024,640,0,0,32
mtran,12074,16777216,32,1,0,1,1,4,8,4,32,1,3,16777540,8377174,1,16777612,8388745,1,8388608,0,1,66.6667,2097152,4194304,0,0,0.495416,100.028,0,16777216,0,1543569376,251658240,285212672,285212672,33554432,80216064,0,1,0,0,0,1,1,1,1,4.97227,100,94.1202,1024,640,0,0,32
mtran,3937,67108864,64,1,0,1,1,4,16,4,16,0,6,8388676,8371081,2,16777476,8388617,1,8388608,0,1,50,4194304,4194304,0,0,0.914824,99.7287,0,0,0,3221225472,738197504,335544320,872415232,0,169869312,0,3,0,0,0,0,1,1,1,33.1197,100,95.0617,1024,320,0,0,32
mtran,12465,67108864,64,1,0,1,1,4,16,4,16,1,3,16777440,8378908,1,16777500,8388617,1,8388608,0,1,50,4194304,4194304,0,0,0.945324,99.9687,0,67108864,0,4764860352,738197504,335544320,872415232,134217728,230686720,0,2,0,0,0,1,1,1,1,14.6839,100,93.6381,1024,320,0,0,32
mtran,2872,33554432,64,1,0,1,1,4,16,4,32,0,8,8388680,8355723,2,16777644,8388617,1,8388608,0,1,66.6667,2097152,4194304,0,0,0.948186,100.213,0,0,0,2382364672,436207616,301989888,469762048,0,132120576,0,3,0,0,0,0,1,1,2,36.432,100,84.9206,1024,640,0,0,32
mtran,12067,33554432,64,1,0,1,1,4,16,4,32,1,3,16777364,8377110,1,16777404,8388745,1,8388608,0,1,66.6667,2097152,4194304,0,0,0.962303,100.057,0,33554432,0,3154247616,436207616,301989888,469762048,67108864,162529280,0,1,0,0,0,1,1,1,1,10.9479,100,85.809,1024,640,0,0,32
mtran,2698,16777216,64,1,0,1,1,4,16,4,64,0,8,8388676,8355769,2,16777324,8388617,1,8388608,0,1,66.6667,2097152,4194304,0,0,0.910201,99.9614,0,0,0,1157627904,251658240,285212672,285212672,0,65011712,0,2,0,0,0,0,1,1,2,17.4492,100,95.1613,1024,1280,0,0,32
mtran,12029,16777216,64,1,0,1,1,4,16,4,64,1,3,16777348,8373718,1,16777436,8388617,1,8388608,0,1,66.6667,2097152,4194304,0,0,0.881304,100.005,0,16777216,0,1543634880,251658240,285212672,285212672,33554432,80216064,0,1,0,0,0,1,1,1,1,4.99006,100,94.1228,1024,1280,0,0,32
mtran,2789,67108864,128,1,0,1,1,4,32,4,32,0,8,8388676,8356045,2,16777324,8388617,1,8388608,0,1,66.6667,2097152,4194304,0,0,0.914157,100.088,0,0,0,3221225472,738197504,335544320,872415232,0,169869312,0,4,0,0,0,0,2,2,2,46.9416,100,95.0617,1024,640,0,0,32
mtran,12075,67108864,128,1,0,1,1,4,32,4,32,1,3,16778900,8378490,1,16778980,8388617,1,8388608,0,1,66.6667,2097152,4194304,0,0,0.95943,99.9828,0,67108864,0,4764991360,738197504,335544320,872415232,134217728,230686720,0,2,0,0,0,1,1,1,1,15.1554,100,93.6399,1024,640,0,0,32
mtran,2680,33554432,128,1,0,1,1,4,32,4,64,0,8,8388676,8356710,2,16777324,8388617,1,8388608,0,1,66.6667,2097152,4194304,0,0,0.951339,99.9508,0,0,0,2382364672,436207616,301989888,469762048,0,132120576,0,4,0,0,0,0,1,1,2,39.0789,100,84.9206,1024,1280,0,0,32
mtran,11953,33554432,128,1,0,1,1,4,32,4,64,1,3,16777348,8376506,1,16777388,8388617,1,8388608,0,1,66.6667,2097152,4194304,0,0,0.973498,99.9224,0,33554432,0,3154378624,436207616,301989888,469762048,67108864,162529280,0,1,0,0,0,1,1,1,1,11.0556,100,85.8115,1024,1280,0,0,32
mtran,2667,67108864,256,1,0,1,1,4,64,4,64,0,8,8388676,8357158,2,16777324,8388617,1,8388608,0,1,66.6667,2097152,4194304,0,0,0.908822,100.212,0,0,0,3221225472,738197504,335544320,872415232,0,169869312,0,4,0,0,0,0,2,2,2,49.0576,100,95.0617,1024,1280,0,0,32
mtran,11944,67108864,256,1,0,1,1,4,64,4,64,1,3,16777348,8378046,1,16777388,8388617,1,8388608,0,1,66.6667,2097152,4194304,0,0,0.953982,99.9519,0,67108864,0,4765253376,738197504,335544320,872415232,134217728,230686720,0,2,0,0,0,1,1,1,1,15.3264,100,93.6435,1024,1280,0,0,32
mtran,5673,67108864,32,1,0,1,1,8,4,8,4,0,4,8388828,8382881,1,8388884,16777225,1,8388608,0,1,50,4194304,4194304,0,0,0.403414,96.9545,0,0,0,3221225472,738197504,335544320,872415232,0,169869312,0,2,0,0,0,0,1,1,1,23.7781,100,95.0617,1024,144,0,0,32
mtran,9333,67108864,32,1,0,1,1,8,4,8,4,1,3,8389172,8987750,1,8389300,16777225,1,8388608,0,1,50,4194304,4194304,0,0,0.469615,99.0407,0,67108864,0,4764762080,738197504,335544320,872415232,134217728,230686720,0,2,0,0,0,1,1,1,1,19.6529,100,93.6368,1024,144,0,0,32
mtran,4811,33554432,32,1,0,1,1,8,4,8,8,0,5,8389132,8373194,1,8389636,16777225,1,8388608,0,1,50,4194304,4194304,0,0,0.470279,99.7753,0,0,0,2382364672,436207616,301989888,469762048,0,132120576,0,2,0,0,0,0,1,1,1,21.6906,100,84.9206,1024,288,0,0,32
mtran,9721,33554432,32,1,0,1,1,8,4,8,8,1,3,8389196,8377584,1,8389404,16777225,1,8388608,0,1,50,4194304,4194304,0,0,0.489128,99.902,0,33554432,0,3154149344,436207616,301989888,469762048,67108864,162529280,0,2,0,0,0,1,1,1,1,13.6128,100,85.8071,1024,288,0,0,32
mtran,3768,16777216,32,1,0,1,1,8,4,8,16,0,6,8388780,8369032,1,8388820,8388617,1,8388608,0,1,50,4194304,4194304,0,0,0.484857,100.102,0,0,0,1191182336,251658240,285212672,301989888,0,66584576,0,1,0,0,0,0,1,1,1,12.8604,100,95.2756,1024,576,0,0,32
mtran,7427,16777216,32,1,0,1,1,8,4,8,16,1,3,8388740,8369388,1,8388780,8388617,1,8388608,0,1,50,4194304,4194304,0,0,0.493087,98.0515,0,16777216,0,1577091040,251658240,285212672,301989888,33554432,81788928,0,1,0,0,0,1,1,1,1,8.28604,100,94.232,1024,576,0,0,32
mtran,3121,8388608,32,1,0,1,1,8,4,8,32,0,7,8388676,8355165,1,8389284,8388617,1,8388608,0,1,66.6667,2097152,4194304,0,0,0.491727,99.8526,0,0,0,780140544,125829120,276824064,167772160,0,43778048,0,1,0,0,0,0,1,1,1,9.62078,100,96.4072,1024,1152,0,0,32
mtran,6251,8388608,32,1,0,1,1,8,4,8,32,1,4,8388932,8363842,1,8389396,8388617,1,8388608,0,1,66.6667,2097152,4194304,0,0,0.495473,99.9286,0,8388608,0,973111264,125829120,276824064,167772160,16777216,51380224,0,1,0,0,0,1,1,1,1,5.8867,100,95.4102,1024,1152,0,0,32
mtran,4573,67108864,64,1,0,1,1,8,8,8,8,0,5,8388676,8373180,1,8388716,16777225,1,8388608,0,1,50,4194304,4194304,0,0,0.921589,100.055,0,0,0,3221225472,738197504,335544320,872415232,0,169869312,0,3,0,0,0,0,1,1,1,28.4927,100,95.0617,1024,288,0,0,32
mtran,9652,67108864,64,1,0,1,1,8,8,8,8,1,3,8388708,8377698,1,8388748,16777225,1,8388608,0,1,50,4194304,4194304,0,0,0.956868,100.007,0,67108864,0,4764794816,738197504,335544320,872415232,134217728,230686720,0,2,0,0,0,1,1,1,1,18.9829,100,93.6373,1024,288,0,0,32
mtran,3795,33554432,64,1,0,1,1,8,8,8,16,0,6,8388700,8369653,1,8388964,8388617,1,8388608,0,1,50,4194304,4194304,0,0,0.955669,100.191,0,0,0,2382364672,436207616,301989888,469762048,0,132120576,0,3,0,0,0,0,1,1,1,27.4582,100,84.9206,1024,576,0,0,32
mtran,7471,33554432,64,1,0,1,1,8,8,8,16,1,3,8388740,8371272,1,8389388,8388617,1,8388608,0,1,50,4194304,4194304,0,0,0.971644,97.9368,0,33554432,0,3154182080,436207616,301989888,469762048,67108864,162529280,0,2,0,0,0,1,1,1,1,17.7347,100,85.8077,1024,576,0,0,32
mtran,3069,16777216,64,1,0,1,1,8,8,8,32,0,7,8388676,8355254,1,8388956,8388617,1,8388608,0,1,66.6667,2097152,4194304,0,0,0.922597,99.042,0,0,0,1191182336,251658240,285212672,301989888,0,66584576,0,2,0,0,0,0,1,1,1,15.9005,100,95.2756,1024,1152,0,0,32
mtran,6252,16777216,64,1,0,1,1,8,8,8,32,1,4,8390316,8362910,1,8390532,8388617,1,8388608,0,1,66.6667,2097152,4194304,0,0,0.954474,99.9231,0,16777216,0,1577123776,251658240,285212672,301989888,33554432,81788928,0,1,0,0,0,1,1,1,1,9.85293,100,94.2333,1024,1152,0,0,32
mtran,2675,8388608,64,1,0,1,1,8,8,8,64,0,8,8388676,8353839,2,8388716,8388617,1,8388608,0,1,66.6667,2097152,4194304,0,0,0.87291,100.003,0,0,0,780140544,125829120,276824064,167772160,0,43778048,0,1,0,0,0,0,1,1,2,11.3159,100,96.4072,1024,2304,0,0,32
mtran,6234,8388608,64,1,0,1,1,8,8,8,64,1,4,8393060,8362854,1,8393116,8388617,1,8388608,0,1,66.6667,2097152,4194304,0,0,0.895472,99.9414,0,8388608,0,973144000,125829120,276824064,167772160,16777216,51380224,0,1,0,0,0,1,1,1,1,5.90213,100,95.4121,1024,2304,0,0,32
mtran,3942,67108864,128,1,0,1,1,8,16,8,16,0,6,8388676,8371019,1,8388828,8388617,1,8388608,0,1,50,4194304,4194304,0,0,0.941928,99.7047,0,0,0,3221225472,738197504,335544320,872415232,0,169869312,0,3,0,0,0,0,1,1,1,33.0555,100,95.0617,1024,576,0,0,32
mtran,7380,67108864,128,1,0,1,1,8,16,8,16,1,3,8388724,8371066,1,8388764,8388617,1,8388608,0,1,50,4194304,4194304,0,0,0.971398,98.115,0,67108864,0,4764860288,738197504,335544320,872415232,134217728,230686720,0,2,0,0,0,1,1,1,1,24.8906,100,93.6381,1024,576,0,0,32
mtran,2872,33554432,128,1,0,1,1,8,16,8,32,0,8,8388676,8355750,1,8388716,8388617,1,8388608,0,1,66.6667,2097152,4194304,0,0,0.960316,99.9784,0,0,0,2382364672,436207616,301989888,469762048,0,132120576,0,3,0,0,0,0,1,1,2,36.3106,100,84.9206,1024,1152,0,0,32
mtran,6256,33554432,128,1,0,1,1,8,16,8,32,1,4,8388740,8366278,1,8388780,8388617,1,8388608,0,1,66.6667,2097152,4194304,0,0,0.982312,99.9233,0,33554432,0,3154247552,436207616,301989888,469762048,67108864,162529280,0,2,0,0,0,1,1,1,1,21.1794,100,85.809,1024,1152,0,0,32
mtran,2642,16777216,128,1,0,1,1,8,16,8,64,0,8,8388676,8355130,2,8388716,8388617,1,8388608,0,1,66.6667,2097152,4194304,0,0,0.962726,99.9186,0,0,0,1191182336,251658240,285212672,301989888,0,66584576,0,2,0,0,0,0,1,1,2,18.3723,100,95.2756,1024,2304,0,0,32
mtran,6234,16777216,128,1,0,1,1,8,16,8,64,1,4,8388756,8366142,1,8388948,8388617,1,8388608,0,1,66.6667,2097152,4194304,0,0,0.979624,99.9386,0,16777216,0,1577189248,251658240,285212672,301989888,33554432,81788928,0,1,0,0,0,1,1,1,1,9.88487,100,94.2358,1024,2304,0,0,32
mtran,2792,67108864,256,1,0,1,1,8,32,8,32,0,8,8388676,8355317,2,8388716,8388617,1,8388608,0,1,66.6667,2097152,4194304,0,0,0.91337,100.057,0,0,0,3221225472,738197504,335544320,872415232,0,169869312,0,4,0,0,0,0,2,2,2,46.7838,100,95.0617,1024,1152,0,0,32
mtran,6263,67108864,256,1,0,1,1,8,32,8,32,1,4,8388732,8366470,1,8388772,8388665,1,8388608,0,1,66.6667,2097152,4194304,0,0,0.963236,99.9459,0,67108864,0,4764991232,738197504,335544320,872415232,134217728,230686720,0,3,0,0,0,1,1,1,1,29.333,100,93.6399,1024,1152,0,0,32
mtran,2674,33554432,256,1,0,1,1,8,32,8,64,0,8,8388916,8356614,2,8389860,8388617,1,8388608,0,1,66.6667,2097152,4194304,0,0,0.954417,99.8105,0,0,0,2382364672,436207616,301989888,469762048,0,132120576,0,4,0,0,0,0,1,1,2,39.1147,100,84.9206,1024,2304,0,0,32
mtran,6232,33554432,256,1,0,1,1,8,32,8,64,1,4,8388740,8370982,1,8388780,8388617,1,8388608,0,1,66.6667,2097152,4194304,0,0,0.981301,99.9673,0,33554432,0,3154378496,436207616,301989888,469762048,67108864,162529280,0,2,0,0,0,1,1,1,1,21.268,100,85.8115,1024,2304,0,0,32
mtran,2733,67108864,512,1,0,1,1,8,64,8,64,0,8,8388676,8357254,2,8388884,8388617,1,8388608,0,1,66.6667,2097152,4194304,0,0,0.899017,100.337,0,0,0,3221225472,738197504,335544320,872415232,0,169869312,0,4,0,0,0,0,2,2,2,47.7669,100,95.0617,1024,2304,0,0,32
mtran,6233,67108864,512,1,0,1,1,8,64,8,64,1,4,8388756,8372830,1,8388796,8388617,1,8388608,0,1,66.6667,2097152,4194304,0,0,0.958255,99.9303,0,67108864,0,4765253120,738197504,335544320,872415232,134217728,230686720,0,3,0,0,0,1,1,1,1,29.4766,100,93.6435,1024,2304,0,0,32
mtran,5668,67108864,32,1,0,1,1,16,2,16,2,0,4,8388980,9454732,2,8389020,33554441,1,8388608,0,1,50,4194304,4194304,0,0,0.397088,97.134,0,0,0,3154116608,738197504,335544320,872415232,0,167772160,0,2,0,0,0,0,1,1,1,23.6351,100,95,1024,136,0,0,32
mtran,6525,67108864,32,1,0,1,1,16,2,16,2,1,4,8388676,9980337,2,8388716,33554441,1,8388608,0,1,50,4194304,4194304,0,0,0.448308,94.1096,0,67108864,0,4697636832,738197504,335544320,872415232,134217728,228589568,0,3,0,0,0,1,1,1,1,28.2238,100,93.5782,1024,136,0,0,32
mtran,4772,33554432,32,1,0,1,1,16,2,16,4,0,5,8388676,8384924,1,8388716,16777225,1,8388608,0,1,50,4194304,4194304,0,0,0.473317,100.02,0,0,0,2382364672,436207616,301989888,469762048,0,132120576,0,2,0,0,0,0,1,1,1,21.8071,100,84.9206,1024,272,0,0,32
mtran,7109,33554432,32,1,0,1,1,16,2,16,4,1,4,8388908,8905387,1,8388956,16777225,1,8388608,0,1,50,4194304,4194304,0,0,0.484272,102.883,0,33554432,0,3154132960,436207616,301989888,469762048,67108864,162529280,0,2,0,0,0,1,1,1,1,18.6545,100,85.8068,1024,272,0,0,32
mtran,3984,16777216,32,1,0,1,1,16,2,16,8,0,6,8388676,8369470,2,8388836,16777353,1,8388608,0,1,50,4194304,4194304,0,0,0.487387,100.029,0,0,0,1191182336,251658240,285212672,301989888,0,66584576,0,1,0,0,0,0,1,1,1,12.1027,100,95.2756,1024,544,0,0,32
mtran,6905,16777216,32,1,0,1,1,16,2,16,8,1,4,8388676,8375904,1,8388716,16777225,1,8388608,0,1,50,4194304,4194304,0,0,0.492708,100.156,0,16777216,0,1577074656,251658240,285212672,301989888,33554432,81788928,0,1,0,0,0,1,1,1,1,8.92412,100,94.2314,1024,544,0,0,32
mtran,3532,8388608,32,1,0,1,1,16,2,16,16,0,6,8389132,8366354,1,8389780,8388665,1,8388608,0,1,50,4194304,4194304,0,0,0.492717,100.103,0,0,0,796917760,125829120,276824064,176160768,0,44564480,0,1,0,0,0,0,1,1,1,8.75028,100,96.4706,1024,1088,0,0,32
mtran,5224,8388608,32,1,0,1,1,16,2,16,16,1,5,8388716,8368372,1,8388908,8388745,1,8388608,0,1,50,4194304,4194304,0,0,0.494964,100.044,0,8388608,0,989872096,125829120,276824064,176160768,16777216,52166656,0,1,0,0,0,1,1,1,1,7.18798,100,95.4784,1024,1088,0,0,32
mtran,3040,4194304,32,1,0,1,1,16,2,16,32,0,7,8388700,8353578,1,8388740,8388617,1,8388608,0,1,66.6667,2097152,4194304,0,0,0.495557,99.8904,0,0,0,566231040,62914560,272629760,104857600,0,32505856,0,1,0,0,0,0,1,1,1,7.30982,100,96.7742,1024,2176,0,0,32
mtran,4000,4194304,32,1,0,1,1,16,2,16,32,1,6,8388732,8354034,1,8388772,8388665,1,8388608,0,1,66.6667,2097152,4194304,0,0,0.49655,100.855,0,4194304,0,662716384,62914560,272629760,104857600,8388608,36306944,0,1,0,0,0,1,1,1,1,6.37316,100,96.0303,1024,2176,0,0,32
mtran,4493,67108864,64,1,0,1,1,16,4,16,4,0,5,8388676,8384448,1,8388716,16777225,1,8388608,0,1,50,4194304,4194304,0,0,0.918168,99.9526,0,0,0,3221225472,738197504,335544320,872415232,0,169869312,0,3,0,0,0,0,1,1,1,29.0185,100,95.0617,1024,272,0,0,32
mtran,7036,67108864,64,1,0,1,1,16,4,16,4,1,4,8388676,8916944,1,8388716,16777225,1,8388608,0,1,50,4194304,4194304,0,0,0.932766,102.645,0,67108864,0,4764762048,738197504,335544320,872415232,134217728,230686720,0,3,0,0,0,1,1,1,1,26.0952,100,93.6368,1024,272,0,0,32
mtran,4155,33554432,64,1,0,1,1,16,4,16,8,0,6,8388676,8370180,2,8388732,16777225,1,8388608,0,1,50,4194304,4194304,0,0,0.930882,99.9544,0,0,0,2382364672,436207616,301989888,469762048,0,132120576,0,2,0,0,0,0,1,1,1,25.0545,100,84.9206,1024,544,0,0,32
mtran,6934,33554432,64,1,0,1,1,16,4,16,8,1,4,8388676,8376858,1,8388716,16777225,1,8388608,0,1,50,4194304,4194304,0,0,0.942907,99.9287,0,33554432,0,3154149312,436207616,301989888,469762048,67108864,162529280,0,2,0,0,0,1,1,1,1,19.1298,100,85.8071,1024,544,0,0,32
mtran,3535,16777216,64,1,0,1,1,16,4,16,16,0,6,8388676,8366905,1,8388868,8388617,1,8388608,0,1,50,4194304,4194304,0,0,0.938948,100.044,0,0,0,1191182336,251658240,285212672,301989888,0,66584576,0,2,0,0,0,0,1,1,1,13.7009,100,95.2756,1024,1088,0,0,32
mtran,5226,16777216,64,1,0,1,1,16,4,16,16,1,5,8389540,8368127,1,8389844,8388617,1,8388608,0,1,50,4194304,4194304,0,0,0.941407,100.019,0,16777216,0,1577091008,251658240,285212672,301989888,33554432,81788928,0,1,0,0,0,1,1,1,1,11.7888,100,94.232,1024,1088,0,0,32
mtran,3068,8388608,64,1,0,1,1,16,4,16,32,0,7,8388676,8353665,1,8388716,8388617,1,8388608,0,1,66.6667,2097152,4194304,0,0,0.91056,99.6855,0,0,0,796917760,125829120,276824064,176160768,0,44564480,0,1,0,0,0,0,1,1,1,10.0975,100,96.4706,1024,2176,0,0,32
mtran,4004,8388608,64,1,0,1,1,16,4,16,32,1,6,8388740,8354822,1,8388796,8388617,1,8388608,0,1,66.6667,2097152,4194304,0,0,0.905575,100.697,0,8388608,0,989888448,125829120,276824064,176160768,16777216,52166656,0,1,0,0,0,1,1,1,1,9.38806,100,95.4793,1024,2176,0,0,32
