Kernel name,Computation duration (us),Global size,Local size,WORK_GROUP_SIZE_X,OUTER_UNROLL_FACTOR,INNER_UNROLL_FACTOR1,INNER_UNROLL_FACTOR2,USE_SOA,LOCAL_MEM,USE_CONSTANT_MEMORY,VECTOR_TYPE,dram_utilization,dram_read_transactions,dram_write_transactions,l2_utilization,l2_read_transactions,l2_write_transactions,tex_utilization,tex_cache_transactions,local_memory_overhead,shared_efficiency,shared_load_transactions,shared_store_transactions,local_load_transactions,local_store_transactions,achieved_occupancy,sm_efficiency,inst_fp_32,inst_fp_64,inst_integer,inst_control,inst_compute_ld_st,inst_misc,inst_bit_convert,inst_executed,flop_sp_efficiency,flop_dp_efficiency,cf_fu_utilization,ldst_fu_utilization,tex_fu_utilization,issue_slot_utilization,Maximum work-group size,Local memory size,Private memory size,Constant memory size,Registers count
nbody_kernel,5230,16384,128,128,1,16,0,0,0,0,1,1,171542,16384,1,16793782,16385,0,0,0,0,0,0,0,0,0.546599,99.6285,3758325760,0,88293376,16793600,268500992,19070976,0,129784832,27.2273,0,1,3,0,63.6665,1024,0,0,0,37
nbody_kernel,3376,16384,128,128,1,16,0,0,1,0,1,1,22404,16384,1,1065142,16385,0,0,0,99.2185,16777216,264257,0,0,0.526578,94.6427,3758325760,0,113459200,16777216,278986752,17022976,0,130834432,42.3844,0,1,4,0,80.8978,1024,2048,0,0,48
nbody_kernel,9178,16384,128,128,1,16,0,1,0,0,1,1,202404,16384,2,33568966,16385,0,0,0,0,0,0,0,0,0.962086,99.8075,3758325760,0,189136896,16793600,1073889280,19120128,0,158106112,15.4753,0,1,6,0,42.4443,1024,0,0,0,32
nbody_kernel,5364,16384,128,128,1,16,0,1,0,0,2,1,24536,16384,1,16791798,16385,0,0,0,0,0,0,0,0,0.631873,83.451,3758374912,0,94748672,8404992,537018368,9748480,0,137793024,26.5024,0,1,5,0,67.8863,1024,0,0,0,40
nbody_kernel,4394,16384,128,128,1,16,0,1,0,0,4,1,160608,16384,2,16791926,16385,0,0,0,0,0,0,0,0,0.499076,93.8314,3758473216,0,47579136,4210688,268582912,5111808,0,127641088,32.3643,0,1,3,0,69.2142,1024,0,0,0,56
nbody_kernel,3688,16384,128,128,1,16,0,1,1,0,1,1,63760,16386,1,1063078,16385,0,0,0,99.2163,16777216,264637,0,0,0.526977,99.1721,3758325760,0,126205952,16777216,285360128,17039360,0,131432448,43.4171,0,1,4,0,82.8553,1024,2048,0,0,48
nbody_kernel,3565,16384,128,128,1,16,0,1,1,0,2,1,19964,16384,1,1063174,16385,0,0,0,99.9823,16777216,134059,0,0,0.529395,95.1006,3758374912,0,63291392,8388608,276971520,8798208,0,128653312,42.0407,0,1,4,0,81.3397,1024,4096,0,0,48
nbody_kernel,3640,16384,128,128,1,16,0,1,1,0,4,1,168578,16384,1,1063302,16385,0,0,0,99.9409,16777216,141068,0,0,0.341358,95.3073,3758473216,0,31850496,4194304,272777216,5292032,0,127285760,39.3125,0,1,3,0,72.5289,1024,8192,0,0,56
nbody_kernel,5228,16384,128,128,1,16,1,0,0,0,1,1,272074,16384,1,16793766,16385,0,0,0,0,0,0,0,0,0.545977,99.6616,3758325760,0,88293376,16793600,268500992,19070976,0,129784832,27.1866,0,1,3,0,63.5137,1024,0,0,0,37
nbody_kernel,3425,16384,128,128,1,16,1,0,1,0,1,1,170570,16384,1,1065142,16385,0,0,0,99.2197,16777216,264049,0,0,0.52843,94.3812,3758325760,0,113459200,16777216,278986752,17022976,0,130834432,42.3203,0,1,4,0,80.9991,1024,2048,0,0,48
nbody_kernel,9161,16384,128,128,1,16,1,1,0,0,1,1,310854,16384,2,33568950,16385,0,0,0,0,0,0,0,0,0.964359,99.5349,3758325760,0,189136896,16793600,1073889280,19120128,0,158106112,15.4772,0,1,6,0,42.5766,1024,0,0,0,32
nbody_kernel,5362,16384,128,128,1,16,1,1,0,0,2,1,20820,16384,1,16791814,16385,0,0,0,0,0,0,0,0,0.600648,87.8647,3758374912,0,94748672,8404992,537018368,9748480,0,137793024,26.5493,0,1,5,0,64.544,1024,0,0,0,40
nbody_kernel,4433,16384,128,128,1,16,1,1,0,0,4,1,167854,16384,2,16791958,16385,0,0,0,0,0,0,0,0,0.497463,94.8549,3758473216,0,47579136,4210688,268582912,5111808,0,127641088,32.6186,0,1,3,0,69.0495,1024,0,0,0,56
nbody_kernel,3474,16384,128,128,1,16,1,1,1,0,1,1,19736,16384,1,1063094,16385,0,0,0,99.2153,16777216,264795,0,0,0.526566,94.8332,3758325760,0,126205952,16777216,285360128,17039360,0,131432448,41.4485,0,1,4,0,82.7182,1024,2048,0,0,48
nbody_kernel,3414,16384,128,128,1,16,1,1,1,0,2,1,168334,16384,1,1063174,16385,0,0,0,99.9827,16777216,133994,0,0,0.527183,95.04,3758374912,0,63291392,8388608,276971520,8798208,0,128653312,41.9288,0,1,4,0,81.1755,1024,4096,0,0,48
nbody_kernel,3627,16384,128,128,1,16,1,1,1,0,4,1,173220,16384,1,1063302,16385,0,0,0,99.9477,16777216,139915,0,0,0.342294,95.6349,3758473216,0,31850496,4194304,272777216,5292032,0,127285760,39.4956,0,1,3,0,72.6188,1024,8192,0,0,56
nbody_kernel,4930,16384,128,128,1,32,0,0,0,0,1,1,318422,16384,1,16793846,16385,0,0,0,0,0,0,0,0,0.546752,99.5448,3758325760,0,46366720,8404992,268500992,10715136,0,127951360,28.6794,0,1,3,0,66.3384,1024,0,0,0,36
nbody_kernel,3469,16384,128,128,1,32,0,0,1,0,1,1,170478,16384,1,1065206,16385,0,0,0,99.2192,16777216,264126,0,0,0.526303,93.6586,3758325760,0,63143936,8388608,278986752,19136512,0,129065984,40.9399,0,1,4,0,82.6043,1024,2048,0,0,48
nbody_kernel,9256,16384,128,128,1,32,0,1,0,0,1,1,310886,16384,2,33569046,16385,0,0,0,0,0,0,0,0,0.965845,99.6309,3758325760,0,96862208,8404992,1073889280,10731520,0,154698240,15.5105,0,1,6,0,45.2406,1024,0,0,0,32
nbody_kernel,5302,16384,128,128,1,32,0,1,0,0,2,1,169242,16384,1,16791942,16385,0,0,0,0,0,0,0,0,0.633354,83.2773,3758374912,0,48611328,4210688,537018368,5554176,0,136089088,26.7793,0,1,5,0,67.7771,1024,0,0,0,40
nbody_kernel,4514,16384,128,128,1,32,0,1,0,0,4,1,209534,16384,2,16792230,16385,0,0,0,0,0,0,0,0,0.495614,93.7737,3758473216,0,24510464,2113536,268582912,3014656,0,126789120,30.8595,0,1,3,0,64.6765,1024,0,0,0,56
nbody_kernel,3317,16384,128,128,1,32,0,1,1,0,1,1,168284,16384,1,1063158,16385,0,0,0,99.2164,16777216,264614,0,0,0.529665,95.0772,3758325760,0,75890688,8388608,285360128,19152896,0,129664000,41.2983,0,1,4,0,81.3001,1024,2048,0,0,48
nbody_kernel,3495,16384,128,128,1,32,0,1,1,0,2,1,155456,16384,1,1063318,16385,0,0,0,99.9814,16777216,134212,0,0,0.528826,94.7316,3758374912,0,38125568,4194304,276971520,9830400,0,127768064,41.2776,0,1,4,0,76.9094,1024,4096,0,0,48
nbody_kernel,3806,16384,128,128,1,32,0,1,1,0,4,1,20124,16384,1,1063590,16385,0,0,0,99.9179,16777216,144957,0,0,0.342516,91.8536,3758473216,0,19267584,2097152,272777216,5292032,0,126827008,36.0823,0,1,3,0,69.0274,1024,8192,0,0,56
nbody_kernel,4951,16384,128,128,1,32,1,0,0,0,1,1,171406,16384,1,16793830,16385,0,0,0,0,0,0,0,0,0.546056,99.811,3758325760,0,46366720,8404992,268500992,10715136,0,127951360,28.7168,0,1,3,0,66.1698,1024,0,0,0,36
nbody_kernel,3301,16384,128,128,1,32,1,0,1,0,1,1,22264,16384,1,1065206,16385,0,0,0,99.2203,16777216,263935,0,0,0.526568,98.4975,3758325760,0,63143936,8388608,278986752,19136512,0,129065984,43.188,0,1,4,0,82.859,1024,2048,0,0,48
nbody_kernel,9259,16384,128,128,1,32,1,1,0,0,1,1,162662,16384,2,33569046,16385,0,0,0,0,0,0,0,0,0.965371,99.6365,3758325760,0,96862208,8404992,1073889280,10731520,0,154698240,15.505,0,1,6,0,45.2163,1024,0,0,0,32
nbody_kernel,5201,16384,128,128,1,32,1,1,0,0,2,1,169174,16384,1,16791942,16385,0,0,0,0,0,0,0,0,0.599836,87.7019,3758374912,0,48611328,4210688,537018368,5554176,0,136089088,26.8137,0,1,5,0,64.4855,1024,0,0,0,40
nbody_kernel,4560,16384,128,128,1,32,1,1,0,0,4,1,167920,16384,2,16792230,16385,0,0,0,0,0,0,0,0,0.497857,94.4563,3758473216,0,24510464,2113536,268582912,3014656,0,126789120,31.2746,0,1,3,0,65.0795,1024,0,0,0,56
nbody_kernel,3348,16384,128,128,1,32,1,1,1,0,1,1,19964,16384,1,1063174,16385,0,0,0,99.2172,16777216,264476,0,0,0.527387,94.9458,3758325760,0,75890688,8388608,285360128,19152896,0,129664000,41.2206,0,1,4,0,81.2593,1024,2048,0,0,48
nbody_kernel,3461,16384,128,128,1,32,1,1,1,0,2,1,19948,16384,1,1063302,16385,0,0,0,99.9796,16777216,134525,0,0,0.529695,94.2824,3758374912,0,38125568,4194304,276971520,9830400,0,127768064,41.0981,0,1,4,0,76.9401,1024,4096,0,0,48
nbody_kernel,3823,16384,128,128,1,32,1,1,1,0,4,1,20052,16384,1,1063574,16385,0,0,0,99.9305,16777216,142830,0,0,0.342386,96.5233,3758473216,0,19267584,2097152,272777216,5292032,0,126827008,38.0947,0,1,3,0,69.3505,1024,8192,0,0,56
nbody_kernel,3461,8192,128,128,2,0,0,0,0,0,1,1,259578,32749,1,8421558,32769,0,0,0,0,0,0,0,0,0.487776,99.3702,3758309376,0,72507392,16777216,134283264,2277376,0,124538112,41.2027,0,1,2,0,77.8992,1024,0,0,0,48
nbody_kernel,2965,8192,128,128,2,0,0,0,1,0,1,1,30052,32764,1,557238,32769,0,0,0,99.2042,8388608,133356,0,0,0.483909,99.4726,3758309376,0,107110400,16777216,139526144,8568832,0,125979904,48.7189,0,1,2,0,85.8424,1024,2048,0,0,62
nbody_kernel,5067,8192,128,128,2,0,0,1,0,0,1,1,157650,32766,1,16806022,32769,0,0,0,0,0,0,0,0,0.493556,99.4612,3758309376,0,810786816,67108864,537018368,1236992,0,161735168,28.0827,0,1,5,0,68.3368,1024,0,0,0,48
nbody_kernel,3960,8192,128,128,2,0,0,1,0,0,2,1,162630,32768,1,8417478,32769,0,0,0,0,0,0,0,0,0.489208,99.3316,3758358528,0,638828544,16785408,268582912,17514496,0,146894080,36.3762,0,1,3,0,79.9616,1024,0,0,0,51
nbody_kernel,3608,8192,128,128,2,0,0,1,0,0,4,1,14388,32764,1,8417446,32769,0,0,0,0,0,0,0,0,0.491169,99.5525,3758456832,0,369876992,33562624,134365184,34119680,0,135333120,40.0084,0,1,2,0,80.5767,1024,0,0,0,63
nbody_kernel,2939,8192,128,128,2,0,0,1,1,0,1,1,162614,32756,1,553158,32769,0,0,0,99.2026,8388608,133493,0,0,0.483958,99.398,3758309376,0,113483776,16777216,142753792,8577024,0,126280192,49.3463,0,1,2,0,84.497,1024,2048,0,0,62
nbody_kernel,2943,8192,128,128,2,0,0,1,1,0,2,1,14412,32764,1,553142,32769,0,0,0,99.9658,8388608,68432,0,0,0.489316,99.7958,3758358528,0,157515776,16777216,272777216,2392064,0,131511296,49.1815,0,1,4,0,83.5727,1024,4096,0,0,55
nbody_kernel,4703,8192,128,128,2,0,0,1,1,0,4,1,309796,35062,1,555426,35117,0,0,0.790656,99.9453,8388608,70160,768,3331,0.268921,97.5176,3758456832,0,104071168,33554432,136511488,1540096,0,126075392,30.6055,0,1,2,0,60.3732,1024,8192,16,0,63
nbody_kernel,31118,8192,128,128,2,0,1,0,0,0,1,6,11584372,96787988,3,206507010,99137565,0,0,97.2355,0,0,0,60685021,56036453,0.480147,99.2398,3758309376,0,1747468288,268460032,2550530048,538058752,0,281191680,4.55797,0,1,6,0,30.4393,1024,0,80,0,26
nbody_kernel,29965,8192,128,128,2,0,1,0,1,0,1,6,7192342,97171751,3,198235314,98921489,0,0,99.8018,49.6531,16777216,249186,55011801,53279131,0.487989,99.0443,3758309376,0,1483227136,268460032,2958426112,406986752,0,281584896,4.7324,0,1,6,0,30.845,1024,2048,80,0,26
nbody_kernel,32272,8192,128,128,2,0,1,1,0,0,1,6,15395990,95324394,3,214829302,99173005,0,0,94.6426,0,0,0,55456765,48492339,0.477113,98.6085,3758309376,0,2552938496,268460032,2953265152,538058752,0,318948096,4.40337,0,1,6,0,29.2037,1024,0,80,0,26
nbody_kernel,51606,8192,128,128,2,0,1,1,0,0,2,6,80099899,98033508,2,156954066,98948533,0,0,96.6976,0,0,0,48818172,41157489,0.466936,96.0511,3758358528,0,1276813312,134242304,1476870144,269107200,0,218220800,2.79363,0,1,3,0,16.7297,1024,0,112,0,32
nbody_kernel,57009,8192,128,128,2,0,1,1,0,0,4,7,123156774,100390226,2,133900278,100389765,0,0,96.3929,0,0,0,78939675,73518632,0.488777,99.3782,3758456832,0,638771200,67133440,738672640,134610944,0,167859456,2.54066,0,1,3,0,15.313,1024,0,160,0,56
nbody_kernel,29943,8192,128,128,2,0,1,1,1,0,1,6,7036553,97166682,3,198256810,98919829,0,0,99.8032,49.5034,16777216,300702,54832122,54887131,0.488346,99.0795,3758309376,0,1489682432,268460032,2961653760,406986752,0,281887488,4.73405,0,1,6,0,29.0703,1024,2048,80,0,26
nbody_kernel,35447,8192,128,128,2,0,1,1,1,0,2,6,28641639,95858217,2,147598378,97877897,0,0,99.7616,99.9228,8388608,72068,39838057,31400875,0.473259,96.371,3758358528,0,745185280,134242304,1481064448,203571200,0,199690496,4.02278,0,1,3,0,19.8918,1024,4096,112,0,31
nbody_kernel,42632,8192,128,128,2,0,1,1,1,0,4,7,65005233,98547255,2,124231818,99390149,0,0,99.7351,99.8509,8388636,78128,41265986,50889738,0.345178,90.2392,3758456832,0,372957184,67133440,740769792,101842944,0,158594304,3.1731,0,1,2,0,15.7673,1024,8192,160,0,56
nbody_kernel,3466,8192,128,128,2,0,2,0,0,0,1,1,16436,32768,1,8421574,32769,0,0,0,0,0,0,0,0,0.487529,99.2907,3758309376,0,72507392,16777216,134283264,2277376,0,124538112,41.1366,0,1,2,0,77.8371,1024,0,0,0,48
nbody_kernel,2971,8192,128,128,2,0,2,0,1,0,1,1,164670,32767,1,557222,32769,0,0,0,99.2054,8388608,133252,0,0,0.483081,99.3359,3758309376,0,107110400,16777216,139526144,8568832,0,125979904,48.6293,0,1,2,0,85.8024,1024,2048,0,0,62
nbody_kernel,5130,8192,128,128,2,0,2,1,0,0,1,1,14372,32764,1,16806038,32769,0,0,0,0,0,0,0,0,0.493526,99.4028,3758309376,0,810786816,67108864,537018368,1236992,0,161735168,28.0657,0,1,5,0,68.3374,1024,0,0,0,48
nbody_kernel,3964,8192,128,128,2,0,2,1,0,0,2,1,14404,32765,1,8417478,32769,0,0,0,0,0,0,0,0,0.489108,99.3814,3758358528,0,638828544,16785408,268582912,17514496,0,146894080,36.3936,0,1,3,0,79.9628,1024,0,0,0,51
nbody_kernel,3608,8192,128,128,2,0,2,1,0,0,4,1,114172,32768,1,8417446,32769,0,0,0,0,0,0,0,0,0.491091,99.4731,3758456832,0,369876992,33562624,134365184,34119680,0,135333120,39.9673,0,1,2,0,80.5593,1024,0,0,0,63
nbody_kernel,2932,8192,128,128,2,0,2,1,1,0,1,1,21116,32768,1,553158,32769,0,0,0,99.2036,8388608,133404,0,0,0.482953,99.5444,3758309376,0,113483776,16777216,142753792,8577024,0,126280192,49.3859,0,1,2,0,84.4408,1024,2048,0,0,62
nbody_kernel,2947,8192,128,128,2,0,2,1,1,0,2,1,301274,32745,1,553158,32769,0,0,0,99.9657,8388608,68438,0,0,0.48954,99.3609,3758358528,0,157515776,16777216,272777216,2392064,0,131511296,49.03,0,1,4,0,83.68,1024,4096,0,0,55
nbody_kernel,4700,8192,128,128,2,0,2,1,1,0,4,1,14644,35056,1,555454,35121,0,0,0.788639,99.9261,8388608,71785,768,3118,0.268526,99.8963,3758456832,0,104071168,33554432,136511488,1540096,0,126075392,31.3663,0,1,2,0,60.4016,1024,8192,16,0,63
nbody_kernel,6175,8192,128,128,2,1,0,0,0,0,1,1,16412,32763,1,8421510,32769,0,0,0,0,0,0,0,0,0.495522,99.4796,3758309376,0,542269440,134217728,134283264,270712832,0,151276800,23.287,0,1,1,0,70.4722,1024,0,0,0,37
nbody_kernel,4312,8192,128,128,2,1,0,0,1,0,1,1,22380,32752,1,557174,32769,0,0,0,49.9944,16777216,132959,0,0,0.492271,99.853,3758309376,0,811753472,134217728,542179328,8568832,0,164252928,33.0032,0,1,5,0,77.5532,1024,2048,0,0,40
nbody_kernel,5435,8192,128,128,2,1,0,1,0,0,1,1,19656,32768,1,16806006,32769,0,0,0,0,0,0,0,0,0.49539,99.3503,3758309376,0,1353949184,134217728,537018368,2285568,0,180838912,26.483,0,1,4,0,78.2725,1024,0,0,0,44
nbody_kernel,4604,8192,128,128,2,1,0,1,0,0,2,1,173814,32768,1,8417430,32769,0,0,0,0,0,0,0,0,0.490346,99.4772,3758358528,0,739491840,67117056,268582912,67846144,0,153185536,31.2555,0,1,3,0,83.127,1024,0,0,0,48
nbody_kernel,3612,8192,128,128,2,1,0,1,0,0,4,1,14396,32768,1,8417430,32769,0,0,0,0,0,0,0,0,0.490497,99.5935,3758456832,0,369876992,33562624,134365184,34119680,0,135333120,39.9637,0,1,2,0,80.4565,1024,0,0,0,63
nbody_kernel,4757,8192,128,128,2,1,0,1,1,0,1,1,169938,32758,1,553110,32769,0,0,0,49.9933,16777216,133347,0,0,0.489604,99.9119,3758309376,0,818126848,134217728,545406976,8577024,0,164553216,30.6801,0,1,5,0,82.3373,1024,2048,0,0,39
nbody_kernel,3609,8192,128,128,2,1,0,1,1,0,2,1,14388,32764,1,553094,32769,0,0,0,99.9672,8388608,68314,0,0,0.487903,99.7126,3758358528,0,207847424,67108864,272777216,2392064,0,134657024,39.4501,0,1,3,0,84.4053,1024,4096,0,0,47
nbody_kernel,4700,8192,128,128,2,1,0,1,1,0,4,1,308538,35081,1,555454,35037,0,0,0.773177,99.9276,8388608,71659,768,3064,0.269255,97.5769,3758456832,0,104071168,33554432,136511488,1540096,0,126075392,30.6275,0,1,2,0,60.381,1024,8192,16,0,63
nbody_kernel,31138,8192,128,128,2,1,1,0,0,0,1,6,11605103,96518375,3,206510150,99169061,0,0,97.2368,0,0,0,60449137,55631040,0.479661,99.0918,3758309376,0,1747468288,268460032,2550530048,538058752,0,281191680,4.55447,0,1,6,0,29.8459,1024,0,80,0,26
nbody_kernel,30235,8192,128,128,2,1,1,0,1,0,1,6,7277452,97265374,3,197986074,98775677,0,0,99.8015,49.6942,16777216,235112,55552894,52842210,0.486826,99.0263,3758309376,0,1483227136,268460032,2958426112,406986752,0,281584896,4.74128,0,1,6,0,31.5325,1024,2048,80,0,26
nbody_kernel,32295,8192,128,128,2,1,1,1,0,0,1,6,15525803,95467667,3,214899438,99145097,0,0,94.6427,0,0,0,55291197,47678847,0.475554,98.7647,3758309376,0,2552938496,268460032,2953265152,538058752,0,318948096,4.39591,0,1,6,0,30.5442,1024,0,80,0,26
nbody_kernel,51645,8192,128,128,2,1,1,1,0,0,2,6,79798547,98001368,2,156926294,98935941,0,0,96.6977,0,0,0,48675891,41059062,0.466566,96.0623,3758358528,0,1276813312,134242304,1476870144,269107200,0,218220800,2.78192,0,1,3,0,16.8032,1024,0,112,0,32
nbody_kernel,57005,8192,128,128,2,1,1,1,0,0,4,7,122673354,100345206,2,133893598,100405489,0,0,96.3938,0,0,0,79253008,73723461,0.488137,98.9897,3758456832,0,638771200,67133440,738672640,134610944,0,167859456,2.50436,0,1,3,0,14.9421,1024,0,160,0,56
nbody_kernel,30198,8192,128,128,2,1,1,1,1,0,1,6,7306643,97350221,3,198179714,98913001,0,0,99.8031,49.5488,16777216,285059,54874278,53348404,0.487437,99.0757,3758309376,0,1489682432,268460032,2961653760,406986752,0,281887488,4.75024,0,1,6,0,29.4393,1024,2048,80,0,26
nbody_kernel,35618,8192,128,128,2,1,1,1,1,0,2,6,29166792,95970497,2,147696466,97969385,0,0,99.7617,99.9295,8388608,71499,39779421,31218786,0.473144,96.499,3758358528,0,745185280,134242304,1481064448,203571200,0,199690496,4.05117,0,1,3,0,20.1064,1024,4096,112,0,31
nbody_kernel,45351,8192,128,128,2,1,1,1,1,0,4,6,65603972,96786050,2,122070282,97943229,0,0,99.7368,99.8358,8388608,79437,41529610,51057270,0.346265,90.7286,3758456832,0,372957184,67133440,740769792,101842944,0,158594304,3.20912,0,1,2,0,16.047,1024,8192,160,0,56
nbody_kernel,6103,8192,128,128,2,1,2,0,0,0,1,1,312870,32761,1,8421494,32769,0,0,0,0,0,0,0,0,0.49551,99.4939,3758309376,0,542269440,134217728,134283264,270712832,0,151276800,23.2898,0,1,1,0,70.4719,1024,0,0,0,37
nbody_kernel,4364,8192,128,128,2,1,2,0,1,0,1,1,26536,32748,1,557174,32769,0,0,0,49.9938,16777216,133177,0,0,0.492591,99.8916,3758309376,0,811753472,134217728,542179328,8568832,0,164252928,33.0463,0,1,5,0,77.6245,1024,2048,0,0,40
nbody_kernel,5434,8192,128,128,2,1,2,1,0,0,1,1,309706,32759,1,16806038,32769,0,0,0,0,0,0,0,0,0.495338,99.3677,3758309376,0,1353949184,134217728,537018368,2285568,0,180838912,26.4837,0,1,4,0,78.269,1024,0,0,0,44
nbody_kernel,4602,8192,128,128,2,1,2,1,0,0,2,1,162598,32760,1,8417414,32769,0,0,0,0,0,0,0,0,0.490148,99.543,3758358528,0,739491840,67117056,268582912,67846144,0,153185536,31.2634,0,1,3,0,83.094,1024,0,0,0,48
nbody_kernel,3568,8192,128,128,2,1,2,1,0,0,4,1,14388,32768,1,8417462,32769,0,0,0,0,0,0,0,0,0.490309,99.579,3758456832,0,369876992,33562624,134365184,34119680,0,135333120,39.9364,0,1,2,0,80.4128,1024,0,0,0,63
nbody_kernel,4758,8192,128,128,2,1,2,1,1,0,1,1,14380,32764,1,553078,32769,0,0,0,49.9933,16777216,133343,0,0,0.48911,99.9107,3758309376,0,818126848,134217728,545406976,8577024,0,164553216,30.6339,0,1,5,0,82.2144,1024,2048,0,0,39
nbody_kernel,3660,8192,128,128,2,1,2,1,1,0,2,1,89274,32751,1,553110,32769,0,0,0,99.9672,8388608,68311,0,0,0.487687,99.6396,3758358528,0,207847424,67108864,272777216,2392064,0,134657024,39.4046,0,1,3,0,84.3694,1024,4096,0,0,47
nbody_kernel,4639,8192,128,128,2,1,2,1,1,0,4,1,14636,35065,1,555422,35093,0,0,0.794689,99.9289,8388608,71550,768,3177,0.269088,97.7204,3758456832,0,104071168,33554432,136511488,1540096,0,126075392,30.6501,0,1,2,0,60.3368,1024,8192,16,0,63
nbody_kernel,3870,8192,128,128,2,2,0,0,0,0,1,1,16428,32765,1,8421510,32769,0,0,0,0,0,0,0,0,0.492465,99.7089,3758309376,0,273833984,67108864,134283264,2277376,0,132402432,36.7995,0,1,2,0,77.9985,1024,0,0,0,46
nbody_kernel,3304,8192,128,128,2,2,0,0,1,0,1,1,114039,32746,1,557206,32769,0,0,0,99.2062,8388608,133180,0,0,0.488254,99.707,3758309376,0,409100288,67108864,273743872,8568832,0,141184256,43.6565,0,1,4,0,79.0215,1024,2048,0,0,46
nbody_kernel,5131,8192,128,128,2,2,0,1,0,0,1,1,14372,32768,1,16806038,32769,0,0,0,0,0,0,0,0,0.493084,99.4856,3758309376,0,810786816,67108864,537018368,1236992,0,161735168,28.0589,0,1,5,0,68.2674,1024,0,0,0,48
nbody_kernel,3778,8192,128,128,2,2,0,1,0,0,2,1,16456,32768,1,8417446,32769,0,0,0,0,0,0,0,0,0.490642,99.593,3758358528,0,370393088,33562624,268582912,34291712,0,139554048,38.1574,0,1,4,0,80.4866,1024,0,0,0,56
nbody_kernel,5417,8192,128,128,2,2,0,1,0,0,4,6,182366,17715467,3,28478934,18019773,0,0,81.8153,0,0,0,6014805,6940362,0.49246,99.6352,3758456832,0,185335808,16785408,487694336,17293312,0,139557632,27.3408,0,1,5,0,55.9858,1024,0,80,0,63
nbody_kernel,3699,8192,128,128,2,2,0,1,1,0,1,1,162598,32762,1,553094,32769,0,0,0,99.2037,8388608,133398,0,0,0.484893,99.7535,3758309376,0,415473664,67108864,276971520,8577024,0,141484544,39.0176,0,1,3,0,88.5746,1024,2048,0,0,46
nbody_kernel,3144,8192,128,128,2,2,0,1,1,0,2,1,14388,32764,1,553126,32769,0,0,0,99.9651,8388608,68488,0,0,0.484064,99.709,3758358528,0,107184128,33554432,138559488,2392064,0,126268416,46.0564,0,1,2,0,86.0419,1024,4096,0,0,55
nbody_kernel,4402,8192,128,128,2,2,0,1,1,0,4,1,14424,33533,1,553942,33537,0,0,0.259514,99.9466,8388608,70052,256,3038,0.272603,99.8941,3758456832,0,53739520,16777216,136478720,1802240,0,123985408,32.6973,0,1,2,0,58.5452,1024,8192,8,0,63
nbody_kernel,30858,8192,128,128,2,2,1,0,0,0,1,6,10997952,96764278,3,206421822,99051257,0,0,97.234,0,0,0,57913296,59643565,0.480769,98.9506,3758309376,0,1411923968,201351168,2550530048,336732160,0,262317312,4.59644,0,1,6,0,29.6367,1024,0,80,0,26
nbody_kernel,29983,8192,128,128,2,2,1,0,1,0,1,6,6771045,97450049,3,198302930,99022261,0,0,99.8019,49.6386,16777216,254184,54721717,57207040,0.488398,99.2334,3758309376,0,1281900544,201351168,2958426112,272769024,0,269001984,4.72769,0,1,6,0,30.1832,1024,2048,80,0,26
nbody_kernel,31862,8192,128,128,2,2,1,1,0,0,1,6,14696997,95619929,3,214927114,99183667,0,0,94.6428,0,0,0,55328521,49907734,0.478601,98.6881,3758309376,0,1814740992,201351168,2953265152,336732160,0,287490816,4.47609,0,1,6,0,30.3902,1024,0,80,0,32
nbody_kernel,50580,8192,128,128,2,2,1,1,0,0,2,6,77126687,98236086,2,157037168,99118921,0,0,96.7011,0,0,0,52466106,44809333,0.47075,95.6995,3758358528,0,907714560,100687872,1476870144,168443904,0,202492160,2.83686,0,1,3,0,16.8757,1024,0,112,0,40
nbody_kernel,56849,8192,128,128,2,2,1,1,0,0,4,7,122641359,100421755,2,133960842,100471045,0,0,96.3952,0,0,0,72490371,71753697,0.4894,99.0291,3758456832,0,454221824,50356224,738672640,84279296,0,159995136,2.50672,0,1,3,0,15.3343,1024,0,160,0,63
nbody_kernel,29997,8192,128,128,2,2,1,1,1,0,1,6,6805068,97367268,3,198405854,99031321,0,0,99.8033,49.469,16777216,312555,54537222,57391244,0.489061,99.2206,3758309376,0,1288355840,201351168,2961653760,272769024,0,269304576,4.72421,0,1,6,0,29.0435,1024,2048,80,0,26
nbody_kernel,37327,8192,128,128,2,2,1,1,1,0,2,6,32240327,97615733,2,148516814,99096433,0,0,99.7636,99.8298,8388614,79944,50349586,47832164,0.486346,93.623,3758358528,0,644521984,100687872,1481064448,136462336,0,193399040,3.85241,0,1,4,0,20.4195,1024,4096,112,0,39
nbody_kernel,42486,8192,128,128,2,2,1,1,1,0,4,7,65829555,97985596,2,123566350,98452237,0,0,99.7349,99.853,8388633,77961,41418373,50113040,0.348526,89.8608,3758456832,0,322625536,50356224,740769792,68288512,0,155448576,3.18195,0,1,2,0,15.674,1024,8192,160,0,56
nbody_kernel,3869,8192,128,128,2,2,2,0,0,0,1,1,16436,32768,1,8421510,32769,0,0,0,0,0,0,0,0,0.492868,99.6248,3758309376,0,273833984,67108864,134283264,2277376,0,132402432,36.7981,0,1,2,0,78.0606,1024,0,0,0,46
