"X1","X2"
"WORK_GROUP_SIZE_X","A=(WORK_GROUP_SIZE_X-24)/8"
"WORK_GROUP_SIZE_Y","B=(WORK_GROUP_SIZE_Y-4)/2"
"WORK_GROUP_SIZE_Z","C=-1"
"Z_ITERATIONS","D=(Z_ITERATIONS-6)/5"
"INNER_UNROLL_FACTOR","E=(INNER_UNROLL_FACTOR-3)/3"
"USE_SOA","F=(USE_SOA-0.5)/0.5"
"USE_CONSTANT_MEMORY","G=-1"
"VECTOR_SIZE","H=-1"
"Condition","A==1 and C==-1 and F==1 and G==-1 and H==-1"
"Global size","3932160 +0.00*B  -4915200.00*D  -0.00*E  -0.00*(B**2)  +819200.00*(D**2)  +0.00*(E**2)  -0.00*B*D  +0.00*B*E  +0.00*D*E  -0.00*B*D*E "
"Local size","128 +64.00*B  +0.00*D  -0.00*E  -0.00*(B**2)  -0.00*(D**2)  +0.00*(E**2)  -0.00*B*D  -0.00*B*E  +0.00*D*E  +0.00*B*D*E "
"dram_utilization","7.17 +0.04*B  +0.86*D  +1.91*E  -0.17*(B**2)  -0.16*(D**2)  -0.00*(E**2)  +0.01*B*D  -1.39*B*E  -0.37*D*E  +0.27*B*D*E "
"dram_read_transactions","17773486.81 +10974310.25*B  +14901213.08*D  +1296175.17*E  -3466537.39*(B**2)  +1759780.51*(D**2)  +27476.55*(E**2)  -1149890.27*B*D  +5570480.63*B*E  -279175.54*D*E  -1083267.33*B*D*E "
"dram_write_transactions","126928395.24 +16306423.28*B  +38881367.54*D  +2178638.53*E  -7180574.25*(B**2)  -6691999.75*(D**2)  -3059.17*(E**2)  -1871515.38*B*D  -14027696.92*B*E  -444409.18*D*E  +2783497.95*B*D*E "
"l2_utilization","2.62 -0.41*B  -0.07*D  +0.63*E  +0.06*(B**2)  -0.01*(D**2)  -0.00*(E**2)  +0.06*B*D  -0.79*B*E  -0.12*D*E  +0.16*B*D*E "
"l2_read_transactions","161543228.33 +14509237.90*B  -766066.78*D  +5349105.99*E  -6960761.33*(B**2)  -201993.66*(D**2)  -1134.13*(E**2)  -1585869.27*B*D  -17186179.78*B*E  -1057101.04*D*E  +3394092.29*B*D*E "
"l2_write_transactions","131026729.35 +14351879.02*B  +37262056.73*D  +6117517.62*E  -6969225.19*(B**2)  -6540848.01*(D**2)  -1481.75*(E**2)  -1558081.55*B*D  -17786900.35*B*E  -1205016.48*D*E  +3510713.82*B*D*E "
"tex_utilization","0 +0.00*B  +0.00*D  +0.00*E  -0.00*(B**2)  +0.00*(D**2)  +0.00*(E**2)  +0.00*B*D  -0.00*B*E  +0.00*D*E  -0.00*B*D*E "
"tex_cache_transactions","0 +0.00*B  +0.00*D  +0.00*E  -0.00*(B**2)  +0.00*(D**2)  +0.00*(E**2)  +0.00*B*D  -0.00*B*E  +0.00*D*E  -0.00*B*D*E "
"local_memory_overhead","85.98 +7.13*B  +27.80*D  +3.07*E  -3.47*(B**2)  -4.76*(D**2)  -0.00*(E**2)  -0.78*B*D  -9.22*B*E  -0.61*D*E  +1.82*B*D*E "
"shared_efficiency","0 +0.00*B  +0.00*D  +0.00*E  -0.00*(B**2)  +0.00*(D**2)  +0.00*(E**2)  +0.00*B*D  -0.00*B*E  +0.00*D*E  -0.00*B*D*E "
"shared_load_transactions","0 +0.00*B  +0.00*D  +0.00*E  -0.00*(B**2)  +0.00*(D**2)  +0.00*(E**2)  +0.00*B*D  -0.00*B*E  +0.00*D*E  -0.00*B*D*E "
"shared_store_transactions","0 +0.00*B  +0.00*D  +0.00*E  -0.00*(B**2)  +0.00*(D**2)  +0.00*(E**2)  +0.00*B*D  -0.00*B*E  +0.00*D*E  -0.00*B*D*E "
"achieved_occupancy","0.92 +0.28*B  -0.06*D  +0.02*E  -0.15*(B**2)  +0.01*(D**2)  +0.00*(E**2)  +0.00*B*D  -0.02*B*E  -0.00*D*E  +0.00*B*D*E "
"sm_efficiency","99.93 -0.05*B  -0.03*D  +0.00*E  +0.02*(B**2)  +0.00*(D**2)  -0.00*(E**2)  +0.00*B*D  -0.02*B*E  -0.00*D*E  +0.00*B*D*E "
"inst_fp_32","5586812928 -0.00*B  -1572864000.00*D  -0.00*E  +0.00*(B**2)  +262144000.00*(D**2)  +0.00*(E**2)  -0.00*B*D  +0.00*B*E  +0.00*D*E  -0.00*B*D*E "
"inst_fp_64","0 +0.00*B  +0.00*D  +0.00*E  -0.00*(B**2)  +0.00*(D**2)  +0.00*(E**2)  +0.00*B*D  -0.00*B*E  +0.00*D*E  -0.00*B*D*E "
"inst_integer","4158652416 +0.00*B  -3185049600.00*D  -2264924160.00*E  -0.00*(B**2)  +530841600.00*(D**2)  +452984832.00*(E**2)  -0.00*B*D  +0.00*B*E  +0.00*D*E  -0.00*B*D*E "
"inst_control","503316480 -0.00*B  -0.00*D  -754974720.00*E  +0.00*(B**2)  +0.00*(D**2)  +150994944.00*(E**2)  -0.00*B*D  -0.00*B*E  -0.00*D*E  +0.00*B*D*E "
"inst_compute_ld_st","2064529635.56 +0.00*B  -1261553436.44*D  -1503238553.60*E  +0.00*(B**2)  +210297742.22*(D**2)  +322122547.20*(E**2)  -0.00*B*D  +0.00*B*E  -0.00*D*E  -0.00*B*D*E "
