"X1","X2"
"WORK_GROUP_SIZE_X","A=(WORK_GROUP_SIZE_X-24)/8"
"WORK_GROUP_SIZE_Y","B=(WORK_GROUP_SIZE_Y-4)/2"
"WORK_GROUP_SIZE_Z","C=-1"
"Z_ITERATIONS","D=(Z_ITERATIONS-6)/5"
"INNER_UNROLL_FACTOR","E=(INNER_UNROLL_FACTOR-3)/3"
"USE_SOA","F=(USE_SOA-0.5)/0.5"
"USE_CONSTANT_MEMORY","G=-1"
"VECTOR_SIZE","H=-1"
"Condition","A==1 and C==-1 and F==-1 and G==-1 and H==-1"
"Global size","3932160 +0.00*B  -4915200.00*D  -0.00*E  -0.00*(B**2)  +819200.00*(D**2)  +0.00*(E**2)  -0.00*B*D  +0.00*B*E  +0.00*D*E  -0.00*B*D*E "
"Local size","128 +64.00*B  +0.00*D  -0.00*E  -0.00*(B**2)  -0.00*(D**2)  +0.00*(E**2)  -0.00*B*D  -0.00*B*E  +0.00*D*E  +0.00*B*D*E "
"dram_utilization","0.98 -0.00*B  -0.08*D  +0.13*E  +0.00*(B**2)  +0.14*(D**2)  +0.15*(E**2)  +0.00*B*D  -0.00*B*E  -0.21*D*E  +0.00*B*D*E "
"dram_read_transactions","2763812.96 -46637.82*B  -112993.00*D  -57813.57*E  +61385.17*(B**2)  +16978.31*(D**2)  -17429.30*(E**2)  -900.09*B*D  -14731.75*B*E  +32988.10*D*E  +2368.61*B*D*E "
"dram_write_transactions","1889882.08 +4403.60*B  -635023.45*D  +1100194.12*E  -5255.17*(B**2)  +1491117.13*(D**2)  +1076301.80*(E**2)  -4071.61*B*D  +3053.93*B*E  -1863873.60*D*E  +18687.06*B*D*E "
"l2_utilization","3.71 +0.00*B  +0.78*D  +0.00*E  -0.00*(B**2)  -0.14*(D**2)  -0.00*(E**2)  +0.00*B*D  -0.00*B*E  -0.00*D*E  +0.00*B*D*E "
"l2_read_transactions","146987532.2 -1512.38*B  -9901126.43*D  -105525.70*E  +26032.50*(B**2)  +1648967.71*(D**2)  -24375.10*(E**2)  -5845.31*B*D  -23601.51*B*E  +45722.44*D*E  +4796.44*B*D*E "
"l2_write_transactions","138412034 -0.00*B  -0.00*D  -0.00*E  +0.00*(B**2)  +0.00*(D**2)  +0.00*(E**2)  +0.00*B*D  +0.00*B*E  +0.00*D*E  -0.00*B*D*E "
"tex_utilization","5.84 -0.04*B  -1.50*D  -1.03*E  +0.03*(B**2)  +0.22*(D**2)  +0.07*(E**2)  +0.04*B*D  -0.02*B*E  +0.14*D*E  -0.00*B*D*E "
"tex_cache_transactions","264241152 +0.00*B  -157286400.00*D  -0.00*E  -0.00*(B**2)  +26214400.00*(D**2)  +0.00*(E**2)  -0.00*B*D  +0.00*B*E  +0.00*D*E  -0.00*B*D*E "
"local_memory_overhead","95.8 -0.00*B  +3.25*D  +0.00*E  +0.00*(B**2)  -0.54*(D**2)  -0.00*(E**2)  +0.00*B*D  +0.00*B*E  -0.00*D*E  -0.00*B*D*E "
"shared_utilization","0 +0.00*B  +0.00*D  +0.00*E  -0.00*(B**2)  +0.00*(D**2)  +0.00*(E**2)  +0.00*B*D  -0.00*B*E  +0.00*D*E  -0.00*B*D*E "
"shared_efficiency","0 +0.00*B  +0.00*D  +0.00*E  -0.00*(B**2)  +0.00*(D**2)  +0.00*(E**2)  +0.00*B*D  -0.00*B*E  +0.00*D*E  -0.00*B*D*E "
"shared_load_transactions","0 +0.00*B  +0.00*D  +0.00*E  -0.00*(B**2)  +0.00*(D**2)  +0.00*(E**2)  +0.00*B*D  -0.00*B*E  +0.00*D*E  -0.00*B*D*E "
"shared_store_transactions","0 +0.00*B  +0.00*D  +0.00*E  -0.00*(B**2)  +0.00*(D**2)  +0.00*(E**2)  +0.00*B*D  -0.00*B*E  +0.00*D*E  -0.00*B*D*E "
"local_load_transactions","272629760 -0.00*B  -0.00*D  -0.00*E  +0.00*(B**2)  +0.00*(D**2)  +0.00*(E**2)  +0.00*B*D  +0.00*B*E  +0.00*D*E  -0.00*B*D*E "
"local_store_transactions","136314880 -0.00*B  -0.00*D  -0.00*E  +0.00*(B**2)  +0.00*(D**2)  +0.00*(E**2)  +0.00*B*D  +0.00*B*E  +0.00*D*E  -0.00*B*D*E "
"achieved_occupancy","0.98 -0.00*B  +0.01*D  -0.01*E  +0.00*(B**2)  -0.00*(D**2)  +0.00*(E**2)  +0.00*B*D  +0.00*B*E  +0.00*D*E  -0.00*B*D*E "
"sm_efficiency","100.04 +0.04*B  +0.01*D  -0.03*E  -0.04*(B**2)  -0.01*(D**2)  -0.08*(E**2)  +0.01*B*D  -0.00*B*E  +0.06*D*E  -0.00*B*D*E "
"inst_fp_32","5570035712 +0.00*B  -1572864000.00*D  -0.00*E  -0.00*(B**2)  +262144000.00*(D**2)  +0.00*(E**2)  -0.00*B*D  +0.00*B*E  +0.00*D*E  -0.00*B*D*E "
"inst_fp_64","0 +0.00*B  +0.00*D  +0.00*E  -0.00*(B**2)  +0.00*(D**2)  +0.00*(E**2)  +0.00*B*D  -0.00*B*E  +0.00*D*E  -0.00*B*D*E "
