HW,Runs,Method,Overhead,Extra runtime (%) [Kristian],Extra runtime (%) [Jarda],"Diff (K - J), pp",Average extra runtime [Kristian],Extra runtime deviation [Kristian],Average GT TS [Kristian],GT TS deviation [Kristian],Average estimated TS [Kristian],Estimated TS deviation [Kristian],Average miss (tuning steps) [Kristian],Average extra runtime [Jarda],Extra runtime deviation [Jarda],Average GT TS [Jarda],GT TS deviation [Jarda],Average estimated TS [Jarda],Estimated TS deviation [Jarda],Average miss (tuning steps) [Jarda]
OK2080,10000,0,100,14.1322906869615,13.9603613019839,0.171929384977609,0.141322906869615,0.117181310825134,244.102,204.931246021684,49.135,33.1447548640807,202.623,0.139603613019839,0.115853104968468,238.26,196.097002526811,49.044,32.8183190306877,196.108
OK2080,10000,0,1000,13.785644367402,14.0160529730383,-0.230408605636251,0.13785644367402,0.115580590435636,215.532,182.532958602002,46.159,29.2647863310157,177.019,0.140160529730383,0.121963750075564,214.488,170.369991066502,45.388,28.1306853098178,175.618
2080,10000,0,10000,11.7734539646053,11.235601934545,0.537852030060339,0.117734539646053,0.10702469041944,106.678,87.2100815043766,33.299,14.1233706670894,81.047,0.11235601934545,0.112395935368824,104.326,87.2411813537621,34.15,14.3480137998261,78.464
2080,10000,0,100000,8.04828029067169,8.08812072053439,-0.0398404298627017,0.0804828029067169,0.0896196272904817,22.69,20.173395847006,16.767,0.494682726603677,14.907,0.0808812072053439,0.0918756976514967,21.582,18.628131307246,16.766,0.50719227123449,14.222
2080,10000,0,1000000,27.5266214829731,27.4838988008497,0.0427226821234185,0.275266214829731,0.132323323785667,5.593,4.21940173484346,16.767,0.494682726603677,12.224,0.274838988008497,0.126515214776948,5.463,4.15699783497658,16.784,0.511218153042319,12.415
OK2080,10000,0.5,100,6.35758329890807,6.29350426329906,0.0640790356090104,0.0635758329890807,0.0592977553026112,244.102,204.931246021684,159.352,78.6366205784557,172.83,0.0629350426329906,0.0614382464836718,230.464,192.164025519867,150.168,59.4757578850409,154.33
OK2080,10000,0.5,1000,6.90323233032165,6.99392426317248,-0.0906919328508291,0.0690323233032165,0.0644281711704209,215.532,182.532958602002,131.188,68.8679218214111,151.762,0.0699392426317248,0.0661893982511275,210.147,168.113120817502,119.348,48.9757990848541,142.007
2080,10000,0.5,10000,9.84652493529793,9.52171017084165,0.32481476445628,0.0984652493529793,0.0863540512804764,106.678,87.2100815043766,48.043,28.1560144729328,78.647,0.0952171017084165,0.0875862974849347,109.45,90.8890064859332,45.293,22.8049808375276,80.291
2080,10000,0.5,100000,8.15604465873734,8.34959181773158,-0.193547158994241,0.0815604465873734,0.0855836653392647,22.69,20.173395847006,18.941,5.6971500770122,15.491,0.0834959181773158,0.0941337953614611,22.935,19.0343577511825,18.739,5.07886591671802,14.706
2080,10000,0.5,1000000,26.6936011078914,27.4645324856871,-0.770931377795719,0.266936011078914,0.116982278803945,5.593,4.21940173484346,16.424,0.993088112908426,11.877,0.274645324856871,0.113422111537774,5.526,4.03501226763934,16.77,0.941859862187576,12.32
2080,10000,1,100,20.1995660155541,20.6597651276894,-0.460199112135303,0.201995660155541,0.142475586059653,244.102,204.931246021684,29.856,29.4149156721552,218.422,0.206597651276894,0.142967013671609,250.305,197.248771795923,26.254,23.3922526491144,226.147
