Kernel name,Computation duration (us),Global size,Local size,MWG,NWG,KWG,MDIMC,NDIMC,MDIMA,NDIMB,KWI,VWM,VWN,STRM,STRN,SA,SB,PRECISION,dram_utilization,dram_read_transactions,dram_write_transactions,l2_utilization,l2_read_transactions,l2_write_transactions,tex_utilization,tex_cache_transactions,local_memory_overhead,shared_utilization,shared_efficiency,shared_load_transactions,shared_store_transactions,local_load_transactions,local_store_transactions,achieved_occupancy,sm_efficiency,inst_fp_32,inst_fp_64,inst_integer,inst_control,inst_compute_ld_st,inst_misc,inst_bit_convert,inst_executed,single_precision_fu_utilization,flop_sp_efficiency,double_precision_fu_utilization,flop_dp_efficiency,special_fu_utilization,cf_fu_utilization,ldst_fu_utilization,tex_fu_utilization,issue_slot_utilization,warp_execution_efficiency,warp_nonpred_execution_efficiency,Maximum work-group size,Local memory size,Private memory size,Constant memory size,Registers count
gemm_fast,23774,524288,128,16,16,32,8,16,16,8,2,1,1,0,0,0,0,32,2,8772931,170510,2,84262002,262148,9,201326592,0,0,0,0,0,0,0,0.712656,99.9274,1073741824,0,2976382976,16777216,1611661312,628621312,0,197132288,3,7.39343,0,0,0,1,1,9,34.0968,100,99.9834,1024,0,0,0,38
gemm_fast,18516,524288,128,16,16,32,8,16,16,8,2,1,1,0,0,0,1,32,2,8785731,166174,3,84145634,262148,9,142606336,0,3,20,16777216,4194304,0,0,0.994138,99.9175,1073741824,0,2221408256,16777216,1712324608,594018304,0,175603712,3,9.50752,0,0,0,1,2,9,39.0792,100,99.9813,1024,2048,0,0,32
gemm_fast,9908,524288,128,16,16,32,8,16,16,8,2,1,1,0,0,1,0,32,4,8647703,168434,2,25425378,262148,8,75497472,0,8,27.7778,33554432,4194304,0,0,0.743859,99.9605,1073741824,0,2087190528,16777216,1209008128,492830720,0,152518656,6,17.7685,0,0,0,1,3,9,65.2265,100,99.9785,1024,2048,0,0,40
gemm_fast,12683,524288,128,16,16,32,8,16,16,8,2,1,1,0,0,1,1,32,3,8765827,168342,2,25425490,262148,2,16777216,0,10,25,50331648,8388608,0,0,0.99163,99.8841,1073741824,0,1315438592,16777216,1309671424,106954752,0,119488512,4,13.859,0,0,0,1,4,2,35.5145,100,99.9726,1024,4096,0,0,32
gemm_fast,23774,524288,128,16,16,32,8,16,16,16,2,1,1,0,0,0,0,32,2,8772881,166406,2,84146106,262148,9,201326592,0,0,0,0,0,0,0,0.715702,99.882,1073741824,0,2976382976,16777216,1611661312,628621312,0,197132288,3,7.38809,0,0,0,1,1,9,34.0876,100,99.9834,1024,0,0,0,38
gemm_fast,17448,524288,128,16,16,32,8,16,16,16,2,1,1,0,0,0,1,32,3,8769909,168298,3,75757538,262148,9,142606336,0,3,20,16777216,4194304,0,0,0.995757,99.8862,1073741824,0,2221408256,16777216,1745879040,610795520,0,177176576,4,10.0578,0,0,0,1,2,9,41.664,100,99.9815,1024,2048,0,0,32
gemm_fast,9875,524288,128,16,16,32,8,16,16,16,2,1,1,0,0,1,0,32,4,8580375,166346,2,25290900,262148,9,75497472,0,9,27.7778,33554432,4194304,0,0,0.745449,99.9174,1073741824,0,2087190528,16777216,1209008128,492830720,0,152518656,6,17.7958,0,0,0,1,3,9,65.355,100,99.9785,1024,2048,0,0,40
gemm_fast,12676,524288,128,16,16,32,8,16,16,16,2,1,1,0,0,1,1,32,3,8762909,170258,1,17036794,262148,2,16777216,0,10,25,50331648,8388608,0,0,0.992574,99.8632,1073741824,0,1181220864,16777216,1343225856,140509184,0,117391360,3,13.8683,0,0,0,1,4,2,34.4608,100,99.9721,1024,4096,0,0,32
gemm_fast,23842,524288,128,16,16,32,16,8,8,8,2,1,1,0,0,0,0,32,2,9032759,170422,2,67627860,131076,9,201326592,0,0,0,0,0,0,0,0.714192,99.8263,1073741824,0,2980052992,16777216,1611661312,561512448,0,195149824,3,7.34486,0,0,0,1,1,9,33.3502,100,99.9832,1024,0,0,0,40
gemm_fast,10893,524288,128,16,16,32,16,8,8,8,2,1,1,0,0,0,1,32,4,8648101,168366,3,50461488,131076,8,75497472,0,5,20,16777216,4194304,0,0,0.748792,99.9363,1073741824,0,2107637760,16777216,1175453696,459276288,0,151060480,5,16.1038,0,0,0,1,2,8,58.6735,100,99.9783,1024,2048,0,0,40
gemm_fast,17191,524288,128,16,16,32,16,8,8,8,2,1,1,0,0,1,0,32,3,8769749,170214,2,50591418,131076,9,142606336,0,3,50,16777216,4194304,0,0,0.994185,99.8072,1073741824,0,2241855488,16777216,1712324608,610795520,0,176766976,4,10.2124,0,0,0,1,2,9,42.048,100,99.9815,1024,2048,0,0,32
