Kernel name,Computation duration (us),Global size,Local size,MWG,NWG,KWG,MDIMC,NDIMC,MDIMA,NDIMB,KWI,VWM,VWN,STRM,STRN,SA,SB,PRECISION,dram_utilization,dram_read_transactions,dram_write_transactions,l2_utilization,l2_read_transactions,l2_write_transactions,tex_utilization,tex_cache_transactions,local_memory_overhead,shared_efficiency,shared_load_transactions,shared_store_transactions,local_load_transactions,local_store_transactions,achieved_occupancy,sm_efficiency,inst_fp_32,inst_fp_64,inst_integer,inst_control,inst_compute_ld_st,inst_misc,inst_bit_convert,inst_executed,flop_sp_efficiency,flop_dp_efficiency,cf_fu_utilization,ldst_fu_utilization,tex_fu_utilization,issue_slot_utilization,Maximum work-group size,Local memory size,Private memory size,Constant memory size,Registers count
gemm_fast,4470,32768,64,32,64,32,8,8,16,32,2,2,1,0,0,1,0,32,1,1316556,197451,3,35651886,262145,0,0,0,66.4086,2097955,1454739,0,0,0.341155,99.965,1073741824,0,296976384,16809984,319291392,40173568,0,54628352,14.113,0,1,5,0,31.1711,1024,4096,0,0,56
gemm_fast,3580,32768,64,32,64,32,8,8,16,32,2,2,1,0,0,1,1,32,2,2360174,180899,1,10486422,262145,0,0,0,96.1731,6291456,1068071,0,0,0.124924,99.9592,1073741824,0,202604544,1081344,168296448,7667712,0,45420544,17.73,0,1,3,0,28.8921,1024,12288,0,0,61
gemm_fast,2891,32768,64,32,64,32,8,8,16,32,2,2,2,0,0,0,0,32,1,666878,169711,3,25166130,262145,0,0,0,0,0,0,0,0,0.499375,99.9274,1073741824,0,276103168,16777216,201850880,24543232,0,49816576,21.9549,0,1,4,0,41.2603,1024,0,0,0,58
gemm_fast,2948,32768,64,32,64,32,8,8,16,32,2,2,2,0,0,0,1,32,2,1625320,1120750,2,13677666,1209301,0,0,13.6912,97.458,4194304,647365,404662,397374,0.18239,99.2632,1073741824,0,300318720,1048576,192413696,97615872,0,52037632,21.5943,0,1,4,0,35.902,1024,8192,48,0,63
gemm_fast,2501,32768,64,32,64,32,8,8,16,32,2,2,2,0,0,1,0,32,1,949061,322751,3,19241678,396765,0,0,2.52354,71.6831,2097742,1193545,136912,163802,0.342267,99.915,1073741824,0,280395776,1048576,191627264,104235008,0,51597312,25.4985,0,1,5,0,43.5666,1024,4096,16,0,63
gemm_fast,3125,32768,64,32,64,32,8,8,16,32,2,2,2,0,0,1,1,32,2,2232819,1005297,1,7128418,1090473,0,0,20.2025,96.3224,6291456,1056666,403772,350597,0.124919,99.9587,1073741824,0,191266816,1048576,175636480,14843904,0,45518848,20.3392,0,1,3,0,31.1877,1024,12288,48,0,63
gemm_fast,5738,32768,64,32,64,32,8,8,32,8,2,1,1,0,0,0,0,32,1,797648,267332,3,50331894,524289,0,0,0,0,0,0,0,0,0.497536,99.8587,1073741824,0,340918272,16809984,403701760,23330816,0,58113024,11.0163,0,1,6,0,31.6345,1024,0,0,0,55
gemm_fast,7465,32768,64,32,64,32,8,8,32,8,2,1,1,0,0,0,1,32,1,2294766,359987,2,50332326,524289,0,0,0,63.4971,4194308,3236880,0,0,0.184206,98.0531,1073741824,0,232947712,1081344,244318208,6553600,0,48709632,8.47082,0,1,4,0,20.5369,1024,8192,0,0,62
gemm_fast,4432,32768,64,32,64,32,8,8,32,8,2,1,1,0,0,1,0,32,1,959670,312892,3,35652282,524289,0,0,0,43.48,2108849,3317311,0,0,0.344235,99.9167,1073741824,0,294813696,1081344,336592896,6553600,0,53526528,14.2793,0,1,5,0,31.7413,1024,4096,0,0,58
gemm_fast,6569,32768,64,32,64,32,8,8,32,8,2,1,1,0,0,1,1,32,1,2521842,422692,2,35652246,524289,0,0,0,71.0531,6291456,3669954,0,0,0.124907,96.3637,1073741824,0,188907520,1081344,177209344,6553600,0,45236224,9.58315,0,1,4,0,24.8241,1024,12288,0,0,63
gemm_fast,3860,32768,64,32,64,32,8,8,32,8,2,1,2,0,0,0,0,32,1,675898,242977,3,33554666,524289,0,0,0,0,0,0,0,0,0.498047,99.9015,1073741824,0,308477952,16777216,269484032,41222144,0,53463040,16.4386,0,1,5,0,41.4543,1024,0,0,0,60
gemm_fast,5172,32768,64,32,64,32,8,8,32,8,2,1,2,0,0,0,1,32,1,1966416,310564,2,33555134,524289,0,0,0,80.381,4194304,1675978,0,0,0.184017,98.5236,1073741824,0,230916096,1048576,227540992,12910592,0,48319488,12.0698,0,1,4,0,29.6164,1024,8192,0,0,62
gemm_fast,2611,32768,64,32,64,32,8,8,32,8,2,1,2,0,0,1,0,32,1,963550,288399,3,18875054,524289,0,0,0,79.5695,2097152,867922,0,0,0.339264,99.9237,1073741824,0,263421952,1048576,202375168,8716288,0,48417792,24.3567,0,1,4,0,43.823,1024,4096,0,0,60
gemm_fast,4643,32768,64,32,64,32,8,8,32,8,2,1,2,0,0,1,1,32,2,2754186,793043,2,19361734,943325,0,0,4.40463,85.5958,6291456,1977511,234923,248618,0.123821,98.0422,1073741824,0,190087168,1048576,174620672,37945344,0,46172160,13.4592,0,1,3,0,24.2805,1024,12288,32,0,63
gemm_fast,3051,32768,64,32,64,32,8,8,32,8,2,1,4,0,0,0,0,32,1,655522,286881,3,25166178,524289,0,0,0,0,0,0,0,0,0.499699,99.9521,1073741824,0,308510720,16777216,202375168,41222144,0,51366912,20.814,0,1,4,0,44.9355,1024,0,0,0,56
gemm_fast,4972,32768,64,32,64,32,8,8,32,8,2,1,4,0,0,0,1,32,1,1902471,574069,2,25438302,795125,0,0,2.04514,85.5371,4194304,1322124,134329,148384,0.182123,99.639,1073741824,0,298123264,16777216,223346688,58032128,0,52222976,12.6958,0,1,3,0,26.9782,1024,8192,16,0,63
gemm_fast,2193,32768,64,32,64,32,8,8,32,8,2,1,4,0,0,1,0,32,2,1529294,285461,2,10486510,524289,0,0,0,89.6973,2097152,533135,0,0,0.364827,91.8037,1073741824,0,419725312,1048576,135266304,158728192,0,55892992,29.0845,0,1,3,0,56.9253,1024,4096,0,0,63
gemm_fast,3812,32768,64,32,64,32,8,8,32,8,2,1,4,0,0,1,1,32,2,2727120,399822,1,10486438,524289,0,0,0,79.856,6291456,2571861,0,0,0.124835,97.4877,1073741824,0,194281472,1048576,152043520,17170432,0,44948480,16.6145,0,1,3,0,27.9341,1024,12288,0,0,63
gemm_fast,5741,32768,64,32,64,32,8,8,32,16,2,1,1,0,0,0,0,32,1,804456,281818,3,50331862,524289,0,0,0,0,0,0,0,0,0.497019,99.7792,1073741824,0,340918272,16809984,403701760,23330816,0,58113024,11.0017,0,1,6,0,31.614,1024,0,0,0,55
gemm_fast,5343,32768,64,32,64,32,8,8,32,16,2,1,1,0,0,0,1,32,1,2090236,313710,2,33555134,524289,0,0,0,90.1408,4194304,1040384,0,0,0.182856,99.0986,1073741824,0,253919232,1081344,244318208,6553600,0,49364992,11.8623,0,1,4,0,25.9771,1024,8192,0,0,63
gemm_fast,4442,32768,64,32,64,32,8,8,32,16,2,1,1,0,0,1,0,32,1,991142,311541,3,35652298,524289,0,0,0,43.7862,2109148,3279067,0,0,0.344158,99.933,1073741824,0,294813696,1081344,336592896,6553600,0,53526528,14.2803,0,1,5,0,31.7451,1024,4096,0,0,58
gemm_fast,4431,32768,64,32,64,32,8,8,32,16,2,1,1,0,0,1,1,32,2,2351958,375170,2,18875030,524289,0,0,0,85.796,6291456,1958212,0,0,0.124829,99.1413,1073741824,0,209879040,1081344,177209344,6553600,0,45891584,14.3772,0,1,3,0,31.2937,1024,12288,0,0,63
gemm_fast,3863,32768,64,32,64,32,8,8,32,16,2,1,2,0,0,0,0,32,1,655686,253909,3,33554670,524289,0,0,0,0,0,0,0,0,0.498438,99.8869,1073741824,0,308477952,16777216,269484032,41222144,0,53463040,16.4052,0,1,5,0,41.3721,1024,0,0,0,60
gemm_fast,4383,32768,64,32,64,32,8,8,32,16,2,1,2,0,0,0,1,32,1,1628010,295961,2,25166534,524289,0,0,0,93.6872,4194304,842235,0,0,0.182194,99.4274,1073741824,0,247693312,1048576,227540992,12910592,0,48843776,14.3176,0,1,3,0,33.1144,1024,8192,0,0,62
gemm_fast,2615,32768,64,32,64,32,8,8,32,16,2,1,2,0,0,1,0,32,1,924866,290768,3,18875046,524289,0,0,0,79.7515,2097152,861159,0,0,0.344952,98.1535,1073741824,0,263421952,1048576,202375168,8716288,0,48417792,24.3276,0,1,4,0,44.6507,1024,4096,0,0,60
gemm_fast,3707,32768,64,32,64,32,8,8,32,16,2,1,2,0,0,1,1,32,2,2332245,1061022,1,11256118,1235873,0,0,12.0099,90.2885,6291456,1547731,335224,279912,0.124389,98.4871,1073741824,0,206864384,1048576,180060160,41025536,0,46962688,17.0689,0,1,3,0,28.815,1024,12288,40,0,63
gemm_fast,3049,32768,64,32,64,32,8,8,32,16,2,1,4,0,0,0,0,32,1,655538,288528,3,25166146,524289,0,0,0,0,0,0,0,0,0.499731,99.957,1073741824,0,308510720,16777216,202375168,41222144,0,51366912,20.8101,0,1,4,0,44.9154,1024,0,0,0,56
gemm_fast,4576,32768,64,32,64,32,8,8,32,16,2,1,4,0,0,0,1,32,1,1762212,286452,2,20971846,524289,0,0,0,96.6036,4194304,690184,0,0,0.181986,99.7089,1073741824,0,313786368,16777216,219152384,41222144,0,52056064,13.8415,0,1,3,0,30.9577,1024,8192,0,0,61
gemm_fast,2156,32768,64,32,64,32,8,8,32,16,2,1,4,0,0,1,0,32,2,1493354,282830,2,10486494,524289,0,0,0,89.6691,2097152,533962,0,0,0.364223,93.314,1073741824,0,419725312,1048576,135266304,158728192,0,55892992,29.6265,0,1,3,0,57.0804,1024,4096,0,0,63
gemm_fast,3185,32768,64,32,64,32,8,8,32,16,2,1,4,0,0,1,1,32,2,2392114,389364,1,6293774,525753,0,0,0.0444655,92.9139,6291456,1326228,65536,33807,0.124745,97.6467,1073741824,0,210042880,1048576,155222016,16089088,0,45506560,19.9676,0,1,3,0,31.9624,1024,12288,8,0,63
gemm_fast,5735,32768,64,32,64,32,8,8,32,32,2,1,1,0,0,0,0,32,1,804018,278982,3,50331882,524289,0,0,0,0,0,0,0,0,0.497736,99.9343,1073741824,0,340918272,16809984,403701760,23330816,0,58113024,11.0287,0,1,6,0,31.6349,1024,0,0,0,55
gemm_fast,4792,32768,64,32,64,32,8,8,32,32,2,1,1,0,0,0,1,32,1,1619350,294831,2,25166550,524289,0,0,0,88.4214,4194304,1142176,0,0,0.182072,99.9342,1073741824,0,295862272,1081344,252706816,6553600,0,50937856,13.234,0,1,3,0,26.0995,1024,8192,0,0,62
gemm_fast,4436,32768,64,32,64,32,8,8,32,32,2,1,1,0,0,1,0,32,1,1060166,314046,3,35652294,524289,0,0,0,44.359,2108254,3210390,0,0,0.344386,99.9487,1073741824,0,294813696,1081344,336592896,6553600,0,53526528,14.2905,0,1,5,0,31.7368,1024,4096,0,0,58
gemm_fast,3824,32768,64,32,64,32,8,8,32,32,2,1,1,0,0,1,1,32,2,2508500,335204,1,10523962,562953,0,0,0.693035,96.4084,6291456,1050108,65536,33792,0.124925,99.9689,1073741824,0,240353280,1081344,188776448,14974976,0,47468544,16.6039,0,1,3,0,28.4712,1024,12288,8,0,63
gemm_fast,3861,32768,64,32,64,32,8,8,32,32,2,1,2,0,0,0,0,32,1,797796,252084,3,33554678,524289,0,0,0,0,0,0,0,0,0.498406,99.8948,1073741824,0,308477952,16777216,269484032,41222144,0,53463040,16.3924,0,1,5,0,41.349,1024,0,0,0,60
gemm_fast,4324,32768,64,32,64,32,8,8,32,32,2,1,2,0,0,0,1,32,1,1624946,288627,2,20972246,524289,0,0,0,94.6757,4194304,789651,0,0,0.181968,99.9262,1073741824,0,280199168,1048576,235929600,8716288,0,49990656,14.6535,0,1,3,0,32.2664,1024,8192,0,0,63
gemm_fast,2610,32768,64,32,64,32,8,8,32,32,2,1,2,0,0,1,0,32,1,1101326,274892,3,18875038,524289,0,0,0,79.7977,2097152,859446,0,0,0.338812,99.8927,1073741824,0,263421952,1048576,202375168,8716288,0,48417792,24.3278,0,1,4,0,43.8283,1024,4096,0,0,60
gemm_fast,3107,32768,64,32,64,32,8,8,32,32,2,1,2,0,0,1,1,32,2,2228710,307875,1,6293222,525101,0,0,0.024936,96.1665,6291456,1068576,98304,34816,0.124901,99.952,1073741824,0,218398720,1048576,173080576,15040512,0,46292992,20.4744,0,1,3,0,32.4592,1024,12288,8,0,63
gemm_fast,5890,65536,128,32,64,32,8,16,8,8,2,1,1,0,0,0,0,32,2,3273070,307910,3,50331834,524289,0,0,0,0,0,0,0,0,0.696821,99.4052,1073741824,0,527433728,33554432,537919488,80281600,0,70473728,10.7557,0,1,6,0,36.8236,1024,0,0,0,40
gemm_fast,8313,65536,128,32,64,32,8,16,8,8,2,1,1,0,0,0,1,32,1,2360498,351084,3,67109334,524289,0,0,0,60.136,4196265,3650269,0,0,0.366113,99.0935,1073741824,0,349372416,2097152,378535936,13238272,0,56784896,7.60148,0,1,5,0,25.0896,1024,8192,0,0,42
gemm_fast,3853,65536,128,32,64,32,8,16,8,8,2,1,1,0,0,1,0,32,2,2589164,276594,2,25166290,524289,0,0,0,85.8342,4194326,997598,0,0,0.602627,97.6124,1073741824,0,349372416,2097152,357564416,13238272,0,56129536,16.5076,0,1,6,0,39.818,1024,4096,0,0,48
gemm_fast,6515,65536,128,32,64,32,8,16,8,8,2,1,1,0,0,1,1,32,1,2377306,417011,2,41943494,524289,0,0,0,71.6045,8388608,4424897,0,0,0.249861,99.9421,1073741824,0,200474624,2097152,198180864,13172736,0,46493696,9.70428,0,1,6,0,24.9307,1024,12288,0,0,48
gemm_fast,4876,65536,128,32,64,32,8,16,8,8,2,1,2,0,0,0,0,32,1,1819750,315435,3,41943274,524289,0,0,0,0,0,0,0,0,0.590476,99.4557,1073741824,0,443678720,8388608,403701760,38469632,0,61569024,12.9435,0,1,6,0,40.4154,1024,0,0,0,48
gemm_fast,6460,65536,128,32,64,32,8,16,8,8,2,1,2,0,0,0,1,32,1,2368780,336637,3,50332134,524294,0,0,0,62.118,4194456,3401720,0,0,0.366196,98.7195,1073741824,0,349437952,2097152,361758720,27983872,0,56723456,9.68815,0,1,4,0,27.8844,1024,8192,0,0,42
gemm_fast,2729,65536,128,32,64,32,8,16,8,8,2,1,2,0,0,1,0,32,2,2190180,268637,2,16777678,524289,0,0,0,82.8241,4194438,1186179,0,0,0.595364,99.5153,1073741824,0,349503488,2097152,223346688,13369344,0,51943424,23.3039,0,1,5,0,64.1512,1024,4096,0,0,48
gemm_fast,4586,65536,128,32,64,32,8,16,8,8,2,1,2,0,0,1,1,32,2,2681128,321362,2,25166278,524289,0,0,0,67.755,8388608,5152891,0,0,0.2489,98.439,1073741824,0,190119936,2097152,181403648,23789568,0,45977600,13.9131,0,1,5,0,30.6695,1024,12288,0,0,48
gemm_fast,4471,65536,128,32,64,32,8,16,8,8,2,1,4,0,0,0,0,32,1,1197894,305521,3,37748982,524289,0,0,0,0,0,0,0,0,0.584874,99.9537,1073741824,0,441647104,8388608,336592896,38469632,0,59408384,14.168,0,1,5,0,40.0952,1024,0,0,0,42
gemm_fast,5217,65536,128,32,64,32,8,16,8,8,2,1,4,0,0,0,1,32,1,2074346,310162,3,41943506,524289,0,0,0,69.9404,4194445,2552143,0,0,0.366447,98.2009,1073741824,0,313786368,2097152,353370112,15400960,0,54953984,12.0888,0,1,5,0,35.7594,1024,8192,0,0,48
gemm_fast,2401,65536,128,32,64,32,8,16,8,8,2,1,4,0,0,1,0,32,3,3078150,214705,2,12583342,524289,0,0,0,87.2942,4194385,910707,0,0,0.545755,96.9465,1073741824,0,313851904,2097152,156237824,13303808,0,48730112,26.0447,0,1,5,0,61.6146,1024,4096,0,0,55
gemm_fast,3564,65536,128,32,64,32,8,16,8,8,2,1,4,0,0,1,1,32,2,2404676,369135,2,16777670,524289,0,0,0,78.4283,8388608,3310031,0,0,0.249749,99.6972,1073741824,0,198508544,2097152,173015040,13303808,0,45649920,17.728,0,1,5,0,41.152,1024,12288,0,0,56
gemm_fast,3971,65536,128,32,64,32,8,16,8,8,2,2,1,0,0,0,0,32,1,2039900,187457,3,33554662,262145,0,0,0,0,0,0,0,0,0.585318,99.5895,1073741824,0,477233152,8388608,403177472,38404096,0,62599168,15.8913,0,1,6,0,41.6424,1024,0,0,0,48
gemm_fast,6481,65536,128,32,64,32,8,16,8,8,2,2,1,0,0,0,1,32,1,2174998,201029,3,50332118,262145,0,0,0,59.7641,4202494,3692864,0,0,0.36702,98.2793,1073741824,0,349503488,2097152,243793920,13303808,0,52580352,9.70154,0,1,5,0,34.2456,1024,8192,0,0,48
