Kernel name,Computation duration (us),Global size,Local size,MWG,NWG,KWG,MDIMC,NDIMC,MDIMA,NDIMB,KWI,VWM,VWN,STRM,STRN,SA,SB,PRECISION,dram_utilization,dram_read_transactions,dram_write_transactions,l2_utilization,l2_read_transactions,l2_write_transactions,tex_utilization,tex_cache_transactions,local_memory_overhead,shared_utilization,shared_efficiency,shared_load_transactions,shared_store_transactions,local_load_transactions,local_store_transactions,achieved_occupancy,sm_efficiency,inst_fp_16,inst_fp_32,inst_fp_64,inst_integer,inst_control,inst_compute_ld_st,inst_misc,inst_bit_convert,inst_executed,half_precision_fu_utilization,single_precision_fu_utilization,flop_sp_efficiency,double_precision_fu_utilization,flop_dp_efficiency,special_fu_utilization,cf_fu_utilization,ldst_fu_utilization,tex_fu_utilization,issue_slot_utilization,warp_execution_efficiency,warp_nonpred_execution_efficiency,Maximum work-group size,Local memory size,Private memory size,Constant memory size,Registers count
gemm_fast,3377,16384,64,16,16,32,8,8,8,8,2,1,1,0,0,0,0,32,1,2110799,5116,4,12583380,16649,9,33554432,0,0,0,0,0,0,0,0.507967,99.1747,0,268435456,0,581238784,4194304,268500992,69484544,0,37312000,0,4,10.9926,0,0,0,1,1,9,39.0835,100,99.8216,1024,0,0,0,32
gemm_fast,823,16384,64,16,16,32,8,8,8,8,2,1,1,0,0,0,1,32,4,2108275,7405,4,12582960,16395,6,18874368,0,2,33.3333,2097152,1048576,0,0,0.513174,97.532,0,268435456,0,398786560,2097152,230752256,84148224,0,30757888,0,3,11.4607,0,0,0,1,1,6,36.8396,100,99.9967,1024,2048,0,0,38
gemm_fast,838,16384,64,16,16,32,8,8,8,8,2,1,1,0,0,1,0,32,4,2110037,8233,2,8388836,16395,5,18874368,0,3,30,4194304,1048576,0,0,0.512193,98.8687,0,268435456,0,434438144,2097152,230752256,90488832,0,32070144,0,3,9.95646,0,0,0,1,1,5,32.7561,100,99.9968,1024,2048,0,0,32
gemm_fast,500,16384,64,16,16,32,8,8,8,8,2,1,1,0,0,1,1,32,6,2108235,8219,3,8388656,16395,2,4194304,0,6,31.25,6291456,2097152,0,0,0.514286,96.9527,0,268435456,0,247808000,2097152,188809216,17039360,0,22631936,0,3,14.9677,0,0,0,1,2,2,32.6003,100,99.9955,1024,4096,0,0,32
gemm_fast,1024,16384,64,16,16,32,8,8,8,8,2,1,2,0,0,0,0,32,3,2110291,8215,2,10485808,16395,6,33554432,0,0,0,0,0,0,0,0.510129,97.1029,0,268435456,0,375717888,2097152,201392128,82051072,0,29053952,0,2,7.00262,0,0,0,1,1,5,20.1892,100,99.9965,1024,0,0,0,32
gemm_fast,632,16384,64,16,16,32,8,8,8,8,2,1,2,0,0,0,1,32,5,2105899,7975,3,10485808,16395,6,18874368,0,2,33.3333,2097152,1048576,0,0,0.517029,98.9168,0,268435456,0,306544640,2097152,222363648,82083840,0,27548672,0,3,11.4863,0,0,0,1,1,5,30.8727,100,99.9963,1024,2048,0,0,40
gemm_fast,499,16384,64,16,16,32,8,8,8,8,2,1,2,0,0,1,0,32,6,2105351,8219,3,6291616,16395,7,18874368,0,4,30,4194304,1048576,0,0,0.522982,97.6722,0,268435456,0,325419008,2097152,163643392,71581696,0,25975296,0,4,14.7876,0,0,0,1,1,4,40.3708,100,99.9961,1024,2048,0,0,38
gemm_fast,412,16384,64,16,16,32,8,8,8,8,2,1,2,0,0,1,1,32,7,2105971,8207,3,6291520,16395,2,4194304,0,8,31.25,6291456,2097152,0,0,0.516392,97.1612,0,268435456,0,249921536,2097152,180420608,19136512,0,22501376,0,4,18.0793,0,0,0,1,3,2,39.5849,100,99.9954,1024,4096,0,0,32
gemm_fast,1040,16384,64,16,16,32,8,8,8,8,2,2,1,0,0,0,0,32,3,2109691,8215,2,8388776,8203,6,33554432,0,0,0,0,0,0,0,0.509685,98.2682,0,268435456,0,560300032,2097152,201359360,63242240,0,34233344,0,3,7.01328,0,0,0,1,1,5,25.1079,100,99.997,1024,0,0,0,40
gemm_fast,510,16384,64,16,16,32,8,8,8,8,2,2,1,0,0,0,1,32,6,2108123,8215,3,8388656,8203,7,18874368,0,3,33.3333,2097152,1048576,0,0,0.516826,98.8123,0,268435456,0,398802944,2097152,163610624,71581696,0,28267520,0,4,15.2233,0,0,0,1,2,4,46.2556,100,99.9964,1024,2048,0,0,34
