Kernel name,Computation duration (us),Global size,Local size,MWG,NWG,KWG,MDIMC,NDIMC,MDIMA,NDIMB,KWI,VWM,VWN,STRM,STRN,SA,SB,PRECISION,dram_utilization,dram_read_transactions,dram_write_transactions,l2_utilization,l2_read_transactions,l2_write_transactions,tex_utilization,tex_cache_transactions,local_memory_overhead,shared_utilization,shared_efficiency,shared_load_transactions,shared_store_transactions,local_load_transactions,local_store_transactions,achieved_occupancy,sm_efficiency,inst_fp_16,inst_fp_32,inst_fp_64,inst_integer,inst_control,inst_compute_ld_st,inst_misc,inst_bit_convert,inst_executed,half_precision_fu_utilization,single_precision_fu_utilization,flop_sp_efficiency,double_precision_fu_utilization,flop_dp_efficiency,special_fu_utilization,cf_fu_utilization,ldst_fu_utilization,tex_fu_utilization,issue_slot_utilization,warp_execution_efficiency,warp_nonpred_execution_efficiency,Maximum work-group size,Local memory size,Private memory size,Constant memory size,Registers count
gemm_fast,5069,4194304,64,16,16,32,8,8,8,8,2,1,1,0,0,0,0,32,1,24747,2069643,4,25166292,4194315,9,67108864,0,0,0,0,0,0,0,0.954702,97.499,0,536870912,0,1245708288,8388608,553648128,209715200,0,80216064,0,4,10.9552,0,0,0,1,1,10,43.0166,100,99.5098,1024,0,0,0,32
gemm_fast,1684,4194304,64,16,16,32,8,8,8,8,2,1,1,0,0,0,1,32,2,24583,2068509,4,25165876,4194315,5,37748736,0,2,33.3333,4194304,2097152,0,0,0.682553,99.9045,0,536870912,0,880803840,4194304,478150656,234881024,0,66977792,0,3,10.7189,0,0,0,1,1,6,36.5475,100,99.6086,1024,2048,0,0,38
gemm_fast,1121,4194304,64,16,16,32,8,8,8,8,2,1,1,0,0,1,0,32,3,24583,2068507,4,16777312,4194315,6,37748736,0,4,30,8388608,2097152,0,0,0.959352,99.9844,0,536870912,0,952107008,4194304,478150656,260046848,0,69992448,0,4,13.1968,0,0,0,1,1,7,46.9204,100,99.6255,1024,2048,0,0,32
gemm_fast,1073,4194304,64,16,16,32,8,8,8,8,2,1,1,0,0,1,1,32,3,24583,2068507,4,16777416,4194315,2,8388608,0,6,31.25,12582912,4194304,0,0,0.717608,99.7485,0,536870912,0,583008256,4194304,394264576,100663296,0,50855936,0,4,13.8067,0,0,0,1,2,2,33.0908,100,99.4845,1024,4096,0,0,32
gemm_fast,1209,4194304,64,16,16,32,8,8,8,8,2,1,2,0,0,0,0,32,3,24591,2068523,4,20971672,4194315,10,67108864,0,0,0,0,0,0,0,0.958518,99.9009,0,536870912,0,834666496,4194304,419430400,230686720,0,63569920,0,4,12.2331,0,0,0,1,1,8,38.0768,100,99.5876,1024,0,0,0,32
gemm_fast,1169,4194304,64,16,16,32,8,8,8,8,2,1,2,0,0,0,1,32,3,24583,2068507,4,20971696,4194315,6,37748736,0,2,33.3333,4194304,2097152,0,0,0.698284,99.6698,0,536870912,0,704643072,4194304,461373440,239075328,0,61079552,0,4,12.6191,0,0,0,1,1,6,37.3902,100,99.5708,1024,2048,0,0,40
gemm_fast,910,4194304,64,16,16,32,8,8,8,8,2,1,2,0,0,1,0,32,3,24583,2068507,4,12582968,4194315,8,37748736,0,5,30,8388608,2097152,0,0,0.708822,99.6069,0,536870912,0,742391808,4194304,343932928,213909504,0,57802752,0,5,16.2748,0,0,0,1,2,5,48.38,100,99.5465,1024,2048,0,0,38
gemm_fast,869,4194304,64,16,16,32,8,8,8,8,2,1,2,0,0,1,1,32,4,24583,2068507,4,12583008,4194315,2,8388608,0,7,31.25,12582912,4194304,0,0,0.706017,99.7949,0,536870912,0,591396864,4194304,377487360,104857600,0,50724864,0,4,17.0773,0,0,0,1,3,2,41.3114,100,99.4832,1024,4096,0,0,32
gemm_fast,1243,4194304,64,16,16,32,8,8,8,8,2,2,1,0,0,0,0,32,3,24583,2068507,3,16777264,2097163,10,67108864,0,0,0,0,0,0,0,0.720985,99.8403,0,536870912,0,1212153856,4194304,411041792,209715200,0,74448896,0,4,11.8875,0,0,0,1,1,8,45.2094,100,99.6479,1024,0,0,0,40
gemm_fast,984,4194304,64,16,16,32,8,8,8,8,2,2,1,0,0,0,1,32,3,24583,2068507,4,16777552,2097163,7,37748736,0,3,33.3333,4194304,2097152,0,0,0.715516,99.8063,0,536870912,0,884998144,4194304,335544320,213909504,0,61997056,0,5,15.0737,0,0,0,1,2,5,49.5589,100,99.5772,1024,2048,0,0,34
